pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,education_diff,education_equal,industry_diff,industry_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,overall_similarity
685,0,,,58100.00115318415,58118.0,0.21481093621979364,9.0,0,7.0,0,58100.0,0,2.0,0,0.0,1,0.2
324,1,718.0,754.0,85207.00071003556,85218.0,0.08699186871716469,0.0,1,11.0,0,85207.0,0,0.0,1,0.0,1,0.6
338,1,964.0,794.0,42.20189569201838,47.0,0.8309856102237733,42.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
322,1,1031.0,741.0,16.30950643030009,28.0,0.9775477564839288,8.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
532,0,,,14092.014405328999,14120.0,0.13648359531569476,18.0,0,9.0,0,14092.0,0,0.0,1,1.0,0,0.2
410,0,,,14099.092949548209,14156.0,0.09382424409536205,51.0,0,4.0,0,14099.0,0,2.0,0,0.0,1,0.2
339,1,653.0,796.0,39.56008088970496,49.0,0.9330449231726897,38.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
521,0,,,16.09347693943108,25.0,0.989164419063717,13.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4
152,1,523.0,303.0,84118.00071922776,84129.0,0.050280865099043504,0.0,1,11.0,0,84118.0,0,0.0,1,0.0,1,0.6
343,1,862.0,803.0,47810.00018824514,47816.0,0.019849143479962916,3.0,0,3.0,0,47810.0,0,0.0,1,0.0,1,0.4
480,0,,,82192.00044408215,82203.0,0.14651452515619112,3.0,0,8.0,0,82192.0,0,0.0,1,0.0,1,0.4
762,0,,,62017.011053419854,62066.0,0.047967861043364035,35.0,0,12.0,0,62017.0,0,1.0,0,1.0,0,0.0
505,0,,,14.071247279470288,22.0,0.9935682194972315,12.0,0,2.0,0,0.0,0,0.0,1,1.0,0,0.2
296,1,839.0,673.0,10.392304845413264,14.0,0.9883720554842116,2.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4
312,1,1150.0,711.0,9.899494936611665,14.0,0.8899304461936266,0.0,1,9.0,0,0.0,0,1.0,0,0.0,1,0.4
403,0,,,59.565090447341724,70.0,0.9307438118859422,59.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0
239,1,300.0,507.0,3.4641016151377544,6.0,0.998053227101278,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.4
212,1,34.0,439.0,11.74734012447073,20.0,0.9937706724515428,9.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2
568,0,,,18.05547008526779,26.0,0.8891278206791914,15.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4
455,0,,,35.12833614050059,58.0,0.9005749086244776,31.0,0,12.0,0,0.0,0,2.0,0,2.0,0,0.0
266,1,77.0,580.0,2.449489742783178,4.0,0.9992526488418012,0.0,1,1.0,0,0.0,0,0.0,1,2.0,0,0.4
206,1,810.0,431.0,18.49324200890693,26.0,0.9014943491584049,17.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4
225,1,1091.0,471.0,13.74772708486752,19.0,0.9832636415313503,4.0,0,13.0,0,0.0,0,0.0,1,0.0,1,0.4
148,1,647.0,291.0,12.409673645990857,20.0,0.8847019164931829,8.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
397,0,,,52208.00123544283,52225.0,0.11052119242332592,8.0,0,8.0,0,52208.0,0,1.0,0,0.0,1,0.2
445,0,,,14103.035878845378,14143.0,0.03353372929149123,31.0,0,7.0,0,14103.0,0,1.0,0,1.0,0,0.0
369,1,764.0,926.0,5.744562646538029,9.0,0.9962275234856816,2.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4
303,1,79.0,694.0,45195.00054209536,45202.0,0.20543546216836728,0.0,1,7.0,0,45195.0,0,0.0,1,0.0,1,0.6
399,0,,,14096.027277215378,14131.0,0.08145914637465923,27.0,0,6.0,0,14096.0,0,2.0,0,0.0,1,0.2
475,0,,,14.422205101855956,26.0,0.9736709278075424,10.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0
64,1,507.0,118.0,8.06225774829855,9.0,0.9796703097425519,0.0,1,0.0,1,0.0,0,0.0,1,1.0,0,0.6
409,0,,,28.89636655359978,41.0,0.9208906765121643,27.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0
474,0,,,15.556349186104045,26.0,0.8310925936203117,7.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4
703,0,,,15113.021901658185,15145.0,0.11935337594986872,25.0,0,6.0,0,15113.0,0,0.0,1,1.0,0,0.2
173,1,236.0,350.0,13.601470508735444,19.0,0.970745806557,0.0,1,11.0,0,0.0,0,0.0,1,0.0,1,0.6
718,0,,,47107.00197422884,47129.0,0.0790121737809758,9.0,0,10.0,0,47107.0,0,2.0,0,1.0,0,0.0
446,0,,,64180.00094266126,64191.0,0.3518314315278217,0.0,1,11.0,0,64180.0,0,0.0,1,0.0,1,0.6
43,1,90.0,79.0,10.14889156509222,17.0,0.900723569542759,7.0,0,1.0,0,0.0,0,0.0,1,2.0,0,0.2
689,0,,,26.28687885618983,39.0,0.9911392394202463,25.0,0,5.0,0,0.0,0,2.0,0,1.0,0,0.0
351,1,345.0,830.0,19.339079605813716,28.0,0.9460276070005559,17.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
609,0,,,4.242640687119285,8.0,0.9981069418963656,3.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2
571,0,,,9.16515138991168,12.0,0.9894589581467836,1.0,0,1.0,0,0.0,0,0.0,1,1.0,0,0.2
262,1,709.0,570.0,41.88078318274385,52.0,0.8850591378890275,41.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4
185,1,875.0,387.0,45092.000898163744,45101.0,0.21720970113588023,0.0,1,9.0,0,45092.0,0,0.0,1,0.0,1,0.6
594,0,,,55097.00421075542,55125.0,0.15882248491970719,20.0,0,8.0,0,55097.0,0,0.0,1,0.0,1,0.4
214,1,245.0,444.0,40995.000439077936,41001.0,0.14851571260098773,0.0,1,6.0,0,40995.0,0,0.0,1,0.0,1,0.6
135,1,1303.0,260.0,40996.00015855205,41001.0,0.11322653896113799,2.0,0,3.0,0,40996.0,0,0.0,1,0.0,1,0.4
19,1,575.0,33.0,43297.00018477031,43301.0,0.23479550211326883,0.0,1,4.0,0,43297.0,0,0.0,1,0.0,1,0.6
31,1,504.0,55.0,10.816653826391969,15.0,0.9785017405118042,0.0,1,9.0,0,0.0,0,0.0,1,0.0,1,0.6
555,0,,,16.06237840420901,28.0,0.8417669891126057,13.0,0,7.0,0,0.0,0,0.0,1,2.0,0,0.2
665,0,,,13.228756555322953,21.0,0.9129004872318784,2.0,0,12.0,0,0.0,0,1.0,0,1.0,0,0.0
537,0,,,30.166206257996713,36.0,0.9387147211944298,30.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0
547,0,,,12.288205727444508,17.0,0.9470464069394365,12.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0
361,1,112.0,865.0,49211.00025400825,49216.0,0.18263776029904977,0.0,1,5.0,0,49211.0,0,0.0,1,0.0,1,0.6
373,1,544.0,949.0,60.40695324215582,67.0,0.9405125731722683,60.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
205,1,1072.0,429.0,53189.00076143563,53198.0,0.4144169926161696,0.0,1,9.0,0,53189.0,0,0.0,1,0.0,1,0.6
627,0,,,17.05872210923198,25.0,0.8553419901621283,13.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4
336,1,856.0,792.0,81291.00030138638,81298.0,0.25951569336367164,0.0,1,7.0,0,81291.0,0,0.0,1,0.0,1,0.6
542,0,,,27.622454633866266,45.0,0.9736795920896915,25.0,0,7.0,0,0.0,0,2.0,0,2.0,0,0.0
525,0,,,11.40175425099138,18.0,0.9882734272674455,8.0,0,8.0,0,0.0,0,0.0,1,1.0,0,0.2
750,0,,,43.840620433565945,60.0,0.9038819536704306,42.0,0,6.0,0,0.0,0,0.0,1,1.0,0,0.2
81,1,1281.0,154.0,10.488088481701515,14.0,0.9838829400713763,1.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4
466,0,,,13.341664064126334,20.0,0.9968998720245635,12.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4
511,0,,,23.302360395462088,29.0,0.9069036312481886,23.0,0,3.0,0,0.0,0,0.0,1,1.0,0,0.2
204,1,251.0,427.0,53199.00033835223,53205.0,0.0485847934346928,0.0,1,6.0,0,53199.0,0,0.0,1,0.0,1,0.6
471,0,,,14094.009968777516,14119.0,0.1061447707494092,14.0,0,9.0,0,14094.0,0,0.0,1,2.0,0,0.2
533,0,,,11.445523142259598,17.0,0.9550025497303952,0.0,1,9.0,0,0.0,0,0.0,1,1.0,0,0.4
355,1,689.0,835.0,41.43669871020132,47.0,0.9405214564388132,41.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
150,1,109.0,297.0,18.894443627691185,27.0,0.989245935163948,17.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4
192,1,1239.0,400.0,10.63014581273465,15.0,0.9887066502472992,3.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4
222,1,1191.0,466.0,34.19064199455752,45.0,0.5907198314129599,33.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
385,0,,,12.12435565298214,17.0,0.9401168164899588,11.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4
34,1,169.0,62.0,41001.00175605469,41013.0,0.049643652180475395,0.0,1,12.0,0,41001.0,0,0.0,1,0.0,1,0.6
401,0,,,96995.00089695345,97015.0,0.4539490407686835,12.0,0,5.0,0,96995.0,0,1.0,0,2.0,0,0.0
377,1,1220.0,957.0,10706.003782924794,10715.0,0.17627717679476784,0.0,1,9.0,0,10706.0,0,0.0,1,0.0,1,0.6
553,0,,,96998.00357223854,97031.0,0.25494896545293344,26.0,0,3.0,0,96998.0,0,2.0,0,2.0,0,0.0
276,1,250.0,610.0,49216.000822903115,49225.0,0.11995195824948368,0.0,1,9.0,0,49216.0,0,0.0,1,0.0,1,0.6
529,0,,,7.280109889280518,11.0,0.9408179638004762,4.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4
58,1,852.0,107.0,33144.00013577118,33147.0,0.18817281038739264,0.0,1,3.0,0,33144.0,0,0.0,1,0.0,1,0.6
366,1,429.0,912.0,43.04648650006177,45.0,0.9459420278651063,43.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
622,0,,,53.925875050851054,68.0,0.8078412156050738,53.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0
113,1,1083.0,219.0,11.445523142259598,15.0,0.9834898177199746,0.0,1,3.0,0,0.0,0,0.0,1,1.0,0,0.4
496,0,,,14.560219778561036,22.0,0.8894889998034511,12.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4
500,0,,,56103.00211218648,56126.0,0.05505372077784976,14.0,0,6.0,0,56103.0,0,1.0,0,2.0,0,0.0
243,1,536.0,512.0,69197.00026012688,69203.0,0.0868790838339667,0.0,1,6.0,0,69197.0,0,0.0,1,0.0,1,0.6
497,0,,,23.473389188611005,33.0,0.8916791500740604,22.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0
292,1,1154.0,659.0,24.43358344574123,33.0,0.8725762926928252,23.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4
183,1,1171.0,378.0,18.05547008526779,30.0,0.8542715942107683,13.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4
15,1,275.0,29.0,97003.00002061792,97005.0,0.07474317519881446,0.0,1,0.0,1,97003.0,0,0.0,1,2.0,0,0.6
630,0,,,36.68787265568828,46.0,0.9394501508629484,36.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
488,0,,,38.39270764090493,46.0,0.8138692631928629,38.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.2
76,1,12.0,141.0,1408.0127840328723,1414.0,0.09548101445896773,0.0,1,6.0,0,1408.0,0,0.0,1,0.0,1,0.6
585,0,,,11.532562594670797,19.0,0.9919346237454093,9.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4
541,0,,,36.09709129556009,41.0,0.9279270925770929,36.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0
166,1,758.0,337.0,85484.00084226287,85496.0,0.13050982390804866,0.0,1,12.0,0,85484.0,0,0.0,1,0.0,1,0.6
523,0,,,74191.00390209045,74222.0,0.1593980703522786,23.0,0,7.0,0,74191.0,0,1.0,0,0.0,1,0.2
70,1,451.0,130.0,13.038404810405298,14.0,0.9662815010198446,13.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
588,0,,,23921.001881192184,23935.0,0.18760023303506335,1.0,0,9.0,0,23921.0,0,2.0,0,2.0,0,0.0
62,1,747.0,113.0,14.247806848775006,21.0,0.8820693219105531,11.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4
314,1,556.0,721.0,4.123105625617661,7.0,0.9967970486799786,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.4
245,1,600.0,516.0,46296.00010800069,46300.0,0.15938653267265668,1.0,0,3.0,0,46296.0,0,0.0,1,0.0,1,0.4
199,1,622.0,419.0,96997.0,96997.0,0.16456676476994825,0.0,1,0.0,1,96997.0,0,0.0,1,0.0,1,0.8
364,1,555.0,892.0,12.767145334803704,19.0,0.8261831873106013,0.0,1,9.0,0,0.0,0,1.0,0,0.0,1,0.4
23,1,355.0,39.0,23932.002089252794,23942.0,0.1296180312314572,0.0,1,10.0,0,23932.0,0,0.0,1,0.0,1,0.6
755,0,,,28.035691537752374,44.0,0.9732695958406896,26.0,0,6.0,0,0.0,0,3.0,0,1.0,0,0.0
127,1,755.0,243.0,13.45362404707371,19.0,0.9792809368574552,0.0,1,10.0,0,0.0,0,0.0,1,0.0,1,0.6
265,1,845.0,576.0,47590.00018911536,47596.0,0.025107389455479523,3.0,0,3.0,0,47590.0,0,0.0,1,0.0,1,0.4
256,1,481.0,556.0,17011.001440244487,17018.0,0.04786538926358819,0.0,1,7.0,0,17011.0,0,0.0,1,0.0,1,0.6
216,1,144.0,451.0,21.587033144922902,26.0,0.989165317675524,21.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
315,1,812.0,722.0,20.248456731316587,34.0,0.9221712063083359,15.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4
36,1,1112.0,67.0,11.180339887498949,15.0,0.943299960147786,10.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
662,0,,,14094.007237120322,14116.0,0.22031552979163704,11.0,0,9.0,0,14094.0,0,1.0,0,1.0,0,0.0
520,0,,,84119.00059439603,84129.0,0.025369940364934784,0.0,1,10.0,0,84119.0,0,0.0,1,0.0,1,0.6
235,1,797.0,502.0,7.211102550927978,10.0,0.9846442994434484,0.0,1,6.0,0,0.0,0,0.0,1,0.0,1,0.6
765,0,,,85095.00047593865,85108.0,0.18755887208333766,4.0,0,8.0,0,85095.0,0,0.0,1,1.0,0,0.2
118,1,396.0,226.0,15.0,23.0,0.8462209098512543,2.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4
193,1,832.0,401.0,20219.001582669705,20227.0,0.07479111791458826,0.0,1,8.0,0,20219.0,0,0.0,1,0.0,1,0.6
90,1,799.0,175.0,11.874342087037917,17.0,0.8534816373129043,4.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4
295,1,828.0,666.0,49.37610758251404,56.0,0.9067531499980928,49.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4
396,0,,,14095.017949616098,14125.0,0.12328565063301944,21.0,0,8.0,0,14095.0,0,0.0,1,1.0,0,0.2
672,0,,,19.949937343260004,26.0,0.9432688363138982,19.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4
285,1,1045.0,631.0,40999.00059757555,41006.0,0.03702674459005417,0.0,1,7.0,0,40999.0,0,0.0,1,0.0,1,0.6
516,0,,,62016.01310951874,62062.0,0.05901379816025765,40.0,0,5.0,0,62016.0,0,0.0,1,1.0,0,0.2
3,1,96.0,6.0,55095.00044468645,55102.0,0.19521621488404783,0.0,1,7.0,0,55095.0,0,0.0,1,0.0,1,0.6
294,1,580.0,661.0,97005.00041750426,97014.0,0.020109570884661365,0.0,1,9.0,0,97005.0,0,0.0,1,0.0,1,0.6
327,1,265.0,762.0,47628.000472411186,47637.0,0.13178763749731115,6.0,0,3.0,0,47628.0,0,0.0,1,0.0,1,0.4
352,1,1196.0,831.0,16.431676725154983,26.0,0.9702673587582836,7.0,0,14.0,0,0.0,0,0.0,1,0.0,1,0.4
667,0,,,25.219040425836983,36.0,0.9934252629008975,24.0,0,3.0,0,0.0,0,1.0,0,1.0,0,0.0
298,1,1284.0,678.0,49222.002376985845,49240.0,0.15558359261096744,15.0,0,3.0,0,49222.0,0,0.0,1,0.0,1,0.4
140,1,435.0,271.0,27399.00182488406,27409.0,0.3347121979562787,0.0,1,10.0,0,27399.0,0,0.0,1,0.0,1,0.6
145,1,1305.0,282.0,18.627936010197157,27.0,0.9934974958117138,17.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4
37,1,1119.0,68.0,15.264337522473747,21.0,0.9055901158603297,13.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
51,1,150.0,92.0,47727.001508580026,47739.0,0.1862695710950253,0.0,1,12.0,0,47727.0,0,0.0,1,0.0,1,0.6
311,1,1077.0,706.0,47706.00037731103,47712.0,0.16320795925460918,0.0,1,6.0,0,47706.0,0,0.0,1,0.0,1,0.6
342,1,191.0,802.0,9.486832980505138,12.0,0.9587572982879635,0.0,1,9.0,0,0.0,0,0.0,1,0.0,1,0.6
300,1,1155.0,686.0,6.4031242374328485,9.0,0.9958904884829113,2.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4
213,1,146.0,441.0,96998.00008763067,97003.0,0.21109414466447474,1.0,0,4.0,0,96998.0,0,0.0,1,0.0,1,0.4
42,1,407.0,77.0,84111.00059445256,84121.0,0.3900814467107392,0.0,1,10.0,0,84111.0,0,0.0,1,0.0,1,0.6
142,1,1094.0,274.0,85221.00047523498,85230.0,0.2157019376246656,0.0,1,9.0,0,85221.0,0,0.0,1,0.0,1,0.6
6,1,220.0,13.0,33138.001222161845,33147.0,0.09975253324798472,0.0,1,9.0,0,33138.0,0,0.0,1,0.0,1,0.6
198,1,1089.0,415.0,47588.00105068504,47598.0,0.1543200842245933,0.0,1,10.0,0,47588.0,0,0.0,1,0.0,1,0.6
720,0,,,35.31288716601915,47.0,0.9591222166740508,34.0,0,9.0,0,0.0,0,0.0,1,1.0,0,0.2
391,0,,,18.601075237738275,32.0,0.9744956852069616,12.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
461,0,,,84110.00990369696,84162.0,0.47519608095195054,39.0,0,12.0,0,84110.0,0,0.0,1,1.0,0,0.2
394,0,,,17.291616465790582,21.0,0.9748921895764343,17.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4
170,1,1061.0,344.0,14.317821063276353,19.0,0.999241555019889,14.0,0,1.0,0,0.0,0,0.0,1,2.0,0,0.2
612,0,,,47721.04793484737,47800.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
510,0,,,19.261360284258224,31.0,0.9940959472691863,18.0,0,5.0,0,0.0,0,3.0,0,2.0,0,0.0
645,0,,,32.341923257592455,42.0,0.9510503360369525,31.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4
646,0,,,97002.00019071772,97013.0,0.07410982436221092,1.0,0,4.0,0,97002.0,0,4.0,0,2.0,0,0.0
670,0,,,9.0,15.0,0.8754447709232323,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4
513,0,,,84122.00324528654,84156.0,0.40499872825000627,20.0,0,12.0,0,84122.0,0,1.0,0,1.0,0,0.0
346,1,1200.0,815.0,13.490737563232042,20.0,0.7957158646654571,0.0,1,10.0,0,0.0,0,1.0,0,0.0,1,0.4
250,1,792.0,533.0,5.0990195135927845,8.0,0.998209239316309,4.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4
383,1,1078.0,991.0,1269.0015760431506,1271.0,0.0834233375007265,0.0,1,0.0,1,1269.0,0,0.0,1,2.0,0,0.6
319,1,808.0,735.0,52203.000612991586,52211.0,0.30409343037462366,0.0,1,8.0,0,52203.0,0,0.0,1,0.0,1,0.6
569,0,,,15.427248620541512,24.0,0.9953258755314074,14.0,0,6.0,0,0.0,0,2.0,0,1.0,0,0.0
460,0,,,49214.01347177448,49258.0,0.25569637533660905,36.0,0,5.0,0,49214.0,0,2.0,0,1.0,0,0.0
748,0,,,34.07345007480164,49.0,0.8673216430339808,32.0,0,6.0,0,0.0,0,0.0,1,1.0,0,0.2
218,1,713.0,458.0,46411.001077330795,46421.0,0.025765044281271354,0.0,1,10.0,0,46411.0,0,0.0,1,0.0,1,0.6
378,1,942.0,959.0,10705.0046707136,10715.0,0.21755716852126694,0.0,1,10.0,0,10705.0,0,0.0,1,0.0,1,0.6
202,1,1055.0,424.0,30.95157508108432,40.0,0.8183774785616806,30.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
89,1,940.0,173.0,64908.00173322239,64923.0,0.04149149250566542,0.0,1,15.0,0,64908.0,0,0.0,1,0.0,1,0.6
676,0,,,15.264337522473747,29.0,0.9684362933863545,10.0,0,10.0,0,0.0,0,2.0,0,2.0,0,0.0
584,0,,,1123.0645573607958,1136.0,0.2027539992708367,12.0,0,1.0,0,1123.0,0,0.0,1,0.0,1,0.4
711,0,,,39.179076048319466,57.0,0.8530994826369424,37.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0
684,0,,,45300.007858718964,45332.0,0.04976894669923049,26.0,0,6.0,0,45300.0,0,0.0,1,0.0,1,0.4
330,1,674.0,769.0,92000.00013586956,92005.0,0.019062336831571325,0.0,1,5.0,0,92000.0,0,0.0,1,0.0,1,0.6
641,0,,,51.96152422706632,66.0,0.8668767097237052,51.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0
273,1,848.0,603.0,7.0,7.0,0.993511154410837,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.8
280,1,342.0,617.0,13.45362404707371,19.0,0.8142035863285658,0.0,1,12.0,0,0.0,0,1.0,0,0.0,1,0.4
639,0,,,13.114877048604,20.0,0.9191363337564668,11.0,0,1.0,0,0.0,0,1.0,0,0.0,1,0.2
231,1,97.0,487.0,52281.00077466,52290.0,0.182927933394047,0.0,1,9.0,0,52281.0,0,0.0,1,0.0,1,0.6
201,1,1067.0,422.0,28.513154858766505,35.0,0.910894785492696,28.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4
160,1,1143.0,319.0,14.212670403551895,20.0,0.9700919675833294,0.0,1,9.0,0,0.0,0,0.0,1,0.0,1,0.6
561,0,,,14098.006738542865,14120.0,0.12091733203750354,11.0,0,8.0,0,14098.0,0,2.0,0,1.0,0,0.0
2,1,524.0,4.0,47111.000010613236,47112.0,0.03558986460585234,0.0,1,0.0,1,47111.0,0,0.0,1,1.0,0,0.6
393,0,,,17.74823934929885,29.0,0.9797484551525601,13.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4
138,1,73.0,268.0,24.61706725018234,34.0,0.8906635587695553,22.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4
522,0,,,13.638181696985855,22.0,0.8065760719769387,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4
618,0,,,49219.00330157042,49242.0,0.0894615759440518,17.0,0,6.0,0,49219.0,0,0.0,1,0.0,1,0.4
290,1,824.0,651.0,16.431676725154983,28.0,0.9767304790832334,7.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4
381,1,929.0,966.0,48.218253804964775,61.0,0.5865733229046541,47.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
258,1,375.0,563.0,40.36087214122113,47.0,0.9016636198253685,40.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4
67,1,936.0,125.0,8.12403840463596,12.0,0.9184477803746001,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4
111,1,320.0,217.0,24.1039415863879,33.0,0.81469083618666,23.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
164,1,452.0,328.0,64906.00093211721,64917.0,0.08716216628625295,0.0,1,11.0,0,64906.0,0,0.0,1,0.0,1,0.6
323,1,1088.0,746.0,62012.00158033927,62026.0,0.2741979320857263,0.0,1,14.0,0,62012.0,0,0.0,1,0.0,1,0.6
716,0,,,17.69180601295413,29.0,0.9855478138883575,14.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
211,1,357.0,438.0,11.532562594670797,17.0,0.985701869480957,2.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2
147,1,809.0,288.0,82193.00049274269,82202.0,0.12220315861950937,0.0,1,9.0,0,82193.0,0,0.0,1,0.0,1,0.6
291,1,1313.0,654.0,47111.0024304302,47128.0,0.03582246380904852,15.0,0,2.0,0,47111.0,0,0.0,1,0.0,1,0.4
283,1,953.0,625.0,9.9498743710662,15.0,0.8791699501722051,1.0,0,9.0,0,0.0,0,1.0,0,0.0,1,0.2
682,0,,,40.98780306383839,56.0,0.9748095785245724,40.0,0,6.0,0,0.0,0,2.0,0,2.0,0,0.0
139,1,721.0,270.0,49212.00082297,49221.0,0.1903785519131006,0.0,1,9.0,0,49212.0,0,0.0,1,0.0,1,0.6
115,1,515.0,222.0,12.36931687685298,15.0,0.9834576420881801,0.0,1,12.0,0,0.0,0,0.0,1,0.0,1,0.6
180,1,984.0,374.0,12.24744871391589,18.0,0.9217648016985405,11.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4
78,1,400.0,149.0,10.0,14.0,0.9741308997498223,0.0,1,8.0,0,0.0,0,0.0,1,0.0,1,0.6
282,1,837.0,622.0,39.319206502675,44.0,0.9168643836766949,39.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6
603,0,,,65.0,79.0,0.8643829560656794,64.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.2
567,0,,,17.175564037317667,31.0,0.8721304116953945,12.0,0,10.0,0,0.0,0,1.0,0,1.0,0,0.0
453,0,,,95104.00039430519,95117.0,0.1538068658405034,3.0,0,8.0,0,95104.0,0,1.0,0,1.0,0,0.0
580,0,,,31001.008806166294,31035.0,0.2248125148411272,21.0,0,10.0,0,31001.0,0,2.0,0,1.0,0,0.0
254,1,75.0,549.0,39.25557285278104,51.0,0.874967542128693,38.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4
507,0,,,47108.001103846465,47120.0,0.09614035857288628,10.0,0,2.0,0,47108.0,0,0.0,1,0.0,1,0.4
334,1,1197.0,783.0,11.045361017187261,12.0,0.9097372589124068,0.0,1,11.0,0,0.0,0,0.0,1,0.0,1,0.6
156,1,909.0,309.0,11.874342087037917,17.0,0.941817512127833,11.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4
671,0,,,44.82186966202994,57.0,0.8423025150617869,44.0,0,8.0,0,0.0,0,1.0,0,2.0,0,0.0
623,0,,,41001.00353649896,41019.0,0.019680508706130806,17.0,0,1.0,0,41001.0,0,0.0,1,0.0,1,0.4
764,0,,,15.066519173319364,25.0,0.9225300659855442,11.0,0,10.0,0,0.0,0,1.0,0,2.0,0,0.0
207,1,1003.0,433.0,33.19638534539566,38.0,0.607384109830399,33.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4
454,0,,,12.884098726725126,20.0,0.8406473587442896,2.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4
436,0,,,19.339079605813716,34.0,0.9760556098920883,16.0,0,7.0,0,0.0,0,2.0,0,1.0,0,0.0
