row_index,anon_id,orig_id,pred_prob,feature,feature_value,shap_value
0,0.0,0.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
0,0.0,0.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
0,0.0,0.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
0,0.0,0.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
0,0.0,0.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
0,0.0,0.0,0.6097125581007053,overall_similarity,1.0,0.03381471819624156
0,0.0,0.0,0.6097125581007053,sector_match,0.0,0.0
1,1.0,1.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
1,1.0,1.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
1,1.0,1.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
1,1.0,1.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
1,1.0,1.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
1,1.0,1.0,0.6097125581007053,overall_similarity,1.0,0.03381471819624156
1,1.0,1.0,0.6097125581007053,sector_match,0.0,0.0
2,2.0,2.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
2,2.0,2.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
2,2.0,2.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
2,2.0,2.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
2,2.0,2.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
2,2.0,2.0,0.6097125581007053,overall_similarity,1.0,0.03381471819624156
2,2.0,2.0,0.6097125581007053,sector_match,0.0,0.0
3,3.0,3.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
3,3.0,3.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
3,3.0,3.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
3,3.0,3.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
3,3.0,3.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
3,3.0,3.0,0.6097125581007053,overall_similarity,1.0,0.03381471819624156
3,3.0,3.0,0.6097125581007053,sector_match,0.0,0.0
4,4.0,4.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
4,4.0,4.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
4,4.0,4.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
4,4.0,4.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
4,4.0,4.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
4,4.0,4.0,0.6097125581007053,overall_similarity,1.0,0.03381471819624156
4,4.0,4.0,0.6097125581007053,sector_match,0.0,0.0
5,5.0,5.0,0.6097125581007053,euclidean_distance,0.0,0.0057647642610965015
5,5.0,5.0,0.6097125581007053,manhattan_distance,0.0,0.005764764261096497
5,5.0,5.0,0.6097125581007053,cosine_similarity,1.0,0.026684983868170968
5,5.0,5.0,0.6097125581007053,sector_diff,0.0,0.005764764261096507
5,5.0,5.0,0.6097125581007053,sector_equal,1.0,0.03381471819624161
