feature,mean_abs_shap,rank
manhattan_distance,0.0025991903568523037,1
euclidean_distance,0.0025975428657951365,2
industry_match,0.0,3
education_match,0.0,4
age_match,0.0,5
sex_match,0.0,6
marital_status_match,0.0,7
overall_similarity,0.0,8
cosine_similarity,0.0,9
industry_diff,0.0,10
industry_equal,0.0,11
education_diff,0.0,12
education_equal,0.0,13
