anon_id,district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year,k_size,uniqueness_score,k_anonymity,is_unique,qi_missing_rate,cluster_anomaly_score,l_diversity,combined_risk,risk_level
216,11,Bin_5,1,11,2,1,1,1,4,1,3,Bin_1,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
217,11,Bin_5,1,11,2,1,1,1,5,1,3,Bin_1,11,4,Bin_1,1,1,1,Bin_1,,,,,,,,,,305.2323975,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
218,11,*,1,11,4,1,1,1,1,1,1,*,11,4,*,1,1,1,*,9.0,*,1.0,1.0,1420.0,*,4.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
219,11,Bin_5,1,11,4,1,1,1,2,1,2,Bin_5,11,8,Bin_4,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
220,11,Bin_5,1,11,5,1,1,1,1,1,1,Bin_1,11,4,Bin_4,1,1,1,Bin_1,9.0,Bin_3,4.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,7.323960493841798e-11,,,low
221,11,*,1,11,5,1,1,1,2,1,2,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,9111.0,*,3.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
222,11,Bin_5,1,11,6,1,1,1,1,1,1,Bin_1,11,11,Bin_4,1,1,1,Bin_1,9.0,Bin_4,4.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,7.314219452944378e-11,,,low
223,11,Bin_5,1,11,6,1,1,1,2,1,2,Bin_5,11,10,Bin_4,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
224,11,Bin_5,1,11,7,1,1,1,1,1,1,Bin_1,11,3,Bin_4,1,1,1,Bin_1,9.0,Bin_4,4.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,7.314219452944378e-11,,,low
225,11,Bin_5,1,11,7,1,1,1,2,1,3,Bin_1,11,9,Bin_2,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,0.0,,,low
226,11,Bin_5,1,11,7,1,1,1,3,1,3,Bin_1,11,7,Bin_2,1,1,1,Bin_1,4.0,Bin_4,8.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.0997385717151236e-11,,,low
227,11,Bin_5,1,11,7,1,1,1,4,1,3,Bin_5,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,3.5171457205594786e-11,,,low
228,11,Bin_5,1,11,7,1,1,1,5,1,2,Bin_5,11,1,Bin_4,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.8017375985369485e-11,,,low
229,11,*,1,11,8,1,1,1,1,1,1,*,11,12,*,1,1,1,*,9.0,*,2.0,1.0,7512.0,*,5.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
230,11,Bin_5,1,11,8,1,1,1,2,1,2,Bin_5,11,1,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.8943991931312947e-11,,,low
231,11,Bin_5,1,11,8,1,1,1,3,1,3,Bin_1,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.450919430875042e-11,,,low
232,11,Bin_5,1,11,8,1,1,1,4,1,3,Bin_1,11,1,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
233,11,*,1,11,9,1,1,1,1,1,1,*,11,11,*,1,1,1,*,9.0,*,1.0,1.0,1321.0,*,4.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
234,11,Bin_5,1,11,9,1,1,1,2,1,2,Bin_5,11,6,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
235,11,Bin_5,1,11,9,1,1,1,3,1,3,Bin_1,11,9,Bin_2,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,0.0,,,low
236,11,Bin_5,1,11,9,1,1,1,4,1,3,Bin_5,11,8,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,3.5171457205594786e-11,,,low
237,11,Bin_5,1,11,9,1,1,1,5,1,3,Bin_5,11,7,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,305.2323975,11,,,,0,0.16666666666666666,4.85113509112517e-11,,,low
238,11,*,1,11,1,1,1,1,1,1,1,*,11,8,*,1,1,1,*,9.0,*,1.0,1.0,6111.0,*,5.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
239,11,Bin_5,1,11,1,1,1,1,2,1,2,Bin_5,11,1,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
240,11,Bin_5,1,11,1,1,1,1,3,1,3,Bin_5,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,4.0062670646581005e-12,,,low
241,11,Bin_5,1,11,1,1,1,1,4,1,3,Bin_1,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.450919430875042e-11,,,low
242,11,Bin_5,1,11,1,1,1,1,5,1,3,Bin_1,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
243,11,Bin_5,1,11,2,1,1,1,1,1,1,Bin_1,11,10,Bin_4,1,1,1,Bin_1,9.0,Bin_4,4.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,7.314219452944378e-11,,,low
244,11,Bin_5,1,11,2,1,1,1,2,1,2,Bin_5,11,5,Bin_4,1,1,1,Bin_1,9.0,Bin_4,4.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,1.8017375985369485e-11,,,low
245,11,*,1,11,2,1,1,1,3,1,3,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,1349.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
246,11,Bin_5,1,11,2,1,1,1,4,1,6,Bin_5,11,2,Bin_3,2,2,1,Bin_1,9.0,Bin_1,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,1.1542954547881798e-10,,,low
247,11,Bin_5,1,11,3,1,1,1,1,1,1,Bin_5,11,11,Bin_5,1,1,1,Bin_3,9.0,Bin_3,4.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,6.151708364456122e-11,,,low
248,11,*,1,11,3,1,1,1,2,1,3,*,11,8,*,1,1,1,*,9.0,*,1.0,1.0,7231.0,*,5.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
249,11,Bin_5,1,11,3,1,1,1,3,1,5,Bin_5,11,2,Bin_2,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.2282854273109737e-11,,,low
250,11,Bin_5,1,11,3,1,1,1,4,1,5,Bin_5,11,7,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,4.85113509112517e-11,,,low
251,11,Bin_5,1,11,3,1,1,1,5,1,5,Bin_1,11,6,Bin_1,1,1,1,Bin_1,,,,,,,,,,293.2803651,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
252,11,*,1,11,4,1,1,1,1,1,1,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,5221.0,*,5.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
253,11,Bin_5,1,11,4,1,1,1,2,1,2,Bin_5,11,5,Bin_4,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,1.8017375985369485e-11,,,low
254,11,*,1,11,4,1,1,1,3,1,3,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,2151.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
255,11,*,1,11,4,1,1,1,4,1,3,*,11,11,*,1,1,1,*,9.0,*,1.0,1.0,7231.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
256,11,*,1,11,5,1,1,1,1,1,1,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,7116.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
257,11,*,1,11,5,1,1,1,2,1,2,*,11,8,*,1,1,1,*,9.0,*,1.0,1.0,7531.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
258,11,Bin_5,1,11,5,1,1,1,3,1,3,Bin_5,11,2,Bin_2,1,1,1,Bin_1,9.0,Bin_4,8.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.2282854273109737e-11,,,low
259,11,Bin_5,1,11,5,1,1,1,4,1,3,Bin_5,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
260,11,*,1,11,6,1,1,1,1,1,1,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,7116.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
261,11,Bin_5,1,11,6,1,1,1,2,1,2,Bin_5,11,10,Bin_4,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,1.8017375985369485e-11,,,low
262,11,Bin_5,1,11,6,1,1,1,3,1,3,Bin_5,11,8,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,1.8943991931312947e-11,,,low
263,11,*,1,11,6,1,1,1,4,1,5,*,11,4,*,1,1,1,*,9.0,*,1.0,1.0,8156.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
264,11,Bin_5,1,11,6,1,1,1,5,1,5,Bin_1,11,11,Bin_1,1,1,1,Bin_1,,,,,,,,,,293.2803651,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
265,11,*,1,11,7,1,1,1,1,1,1,*,11,11,*,1,1,1,*,9.0,*,1.0,1.0,8332.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
266,11,Bin_5,1,11,7,1,1,1,2,1,2,Bin_5,11,8,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
267,11,Bin_5,1,11,7,1,1,1,3,1,3,Bin_5,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,4.0062670646581005e-12,,,low
268,11,Bin_5,1,11,7,1,1,1,4,1,3,Bin_1,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
269,11,*,1,11,9,1,1,1,1,1,1,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,7531.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
270,11,*,1,11,9,1,1,1,2,1,2,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,8322.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
271,11,*,1,11,9,1,1,1,3,1,3,*,11,9,*,1,1,1,*,9.0,*,1.0,1.0,3122.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
272,11,Bin_5,1,11,9,1,1,1,4,1,5,Bin_5,11,1,Bin_2,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.2282854273109737e-11,,,low
273,11,Bin_5,1,11,9,1,1,1,5,1,5,Bin_1,11,5,Bin_1,1,1,1,Bin_1,,,,,,,,,,293.2803651,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
274,11,*,1,11,10,1,1,1,1,1,1,*,11,2,*,1,1,1,*,9.0,*,1.0,1.0,4321.0,*,3.0,,,293.2803651,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
275,11,Bin_5,1,11,10,1,1,1,2,1,2,Bin_5,11,1,Bin_2,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,293.2803651,11,,,,0,0.16666666666666666,2.2282854273109737e-11,,,low
276,11,Bin_5,1,11,10,1,1,1,3,1,3,Bin_5,11,9,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,293.2803651,11,,,,0,0.16666666666666666,4.85113509112517e-11,,,low
277,11,*,1,11,1,1,1,1,1,1,1,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,9122.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
278,11,*,1,11,4,1,1,1,1,1,1,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,9112.0,*,1.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
279,11,Bin_5,1,11,4,1,1,1,2,1,2,Bin_5,11,5,Bin_3,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
280,11,Bin_5,1,11,4,1,1,1,3,1,3,Bin_1,11,3,Bin_2,1,1,1,Bin_1,4.0,Bin_4,8.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,2.0997385717151236e-11,,,low
281,11,Bin_5,1,11,4,1,1,1,4,1,3,Bin_5,11,8,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,285.6012832,11,,,,0,0.16666666666666666,4.0062670646581005e-12,,,low
282,11,Bin_5,1,11,5,1,1,1,1,1,1,Bin_1,11,2,Bin_5,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,8.6032140274158e-11,,,low
283,11,*,1,11,5,1,1,1,2,1,2,*,11,1,*,1,1,4,*,9.0,*,1.0,1.0,9112.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
284,11,Bin_5,1,11,5,1,1,1,3,1,3,Bin_5,11,2,Bin_3,1,1,1,Bin_1,9.0,Bin_4,9.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
285,11,*,1,11,5,1,1,1,4,1,5,*,11,3,*,1,1,1,*,9.0,*,1.0,1.0,5221.0,*,5.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
286,11,*,1,11,5,1,1,1,5,1,5,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,7319.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
287,11,*,1,11,6,1,1,1,1,1,1,*,11,4,*,1,1,1,*,9.0,*,1.0,1.0,9322.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
288,11,*,1,11,7,1,1,1,1,1,1,*,11,9,*,1,1,1,*,9.0,*,1.0,1.0,3322.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
289,11,Bin_5,1,11,7,1,1,1,2,1,2,Bin_5,11,6,Bin_3,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
290,11,Bin_5,1,11,7,1,1,1,3,2,3,Bin_5,11,12,Bin_2,1,1,1,Bin_1,3.0,Bin_4,,,,,,1.0,2.0,285.6012832,11,,,,0,0.16666666666666666,2.2282854273109737e-11,,,low
291,11,Bin_5,1,11,7,1,1,1,4,1,3,Bin_1,11,1,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,2.8929896859804482e-12,,,low
292,11,Bin_5,1,11,7,1,1,1,5,1,4,Bin_5,11,1,Bin_5,1,1,1,Bin_3,9.0,Bin_3,4.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,6.151708364456122e-11,,,low
293,11,Bin_5,1,11,9,1,1,1,1,1,1,Bin_1,11,2,Bin_4,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,7.323960493841798e-11,,,low
294,11,Bin_5,1,11,9,1,1,1,2,1,2,Bin_5,11,6,Bin_4,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,285.6012832,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
295,11,*,1,11,10,1,1,1,1,1,1,*,11,12,*,1,1,1,*,9.0,*,1.0,1.0,9112.0,*,3.0,,,285.6012832,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
296,11,Bin_5,1,11,10,1,1,1,2,2,4,Bin_1,11,10,Bin_5,1,1,1,Bin_3,9.0,Bin_3,,,,,,1.0,3.0,285.6012832,11,,,,0,0.16666666666666666,4.4466214553758046e-11,,,low
297,11,Bin_5,1,11,2,1,1,1,1,1,1,Bin_1,11,12,Bin_4,1,1,1,Bin_1,9.0,Bin_2,9.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,7.993503538688207e-11,,,low
298,11,Bin_5,1,11,2,1,1,1,2,1,2,Bin_5,11,10,Bin_4,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
299,11,*,1,11,2,1,1,1,3,1,3,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,9313.0,*,3.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
300,11,*,1,11,3,1,1,1,1,1,1,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,9213.0,*,2.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
301,11,*,1,11,4,1,1,1,1,1,1,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,6114.0,*,5.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
302,11,Bin_5,1,11,4,1,1,1,2,1,2,Bin_5,11,9,Bin_4,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
303,11,*,1,11,4,1,1,1,3,1,3,*,11,4,*,1,1,1,*,9.0,*,1.0,1.0,9629.0,*,1.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
304,11,Bin_5,1,11,4,1,1,1,4,1,5,Bin_5,11,3,Bin_3,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
305,11,Bin_5,1,11,4,1,1,1,5,1,5,Bin_5,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
306,11,Bin_5,1,11,4,1,1,1,6,1,5,Bin_1,11,5,Bin_1,1,1,1,Bin_1,1.0,,,,,,,,,281.9643816,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
307,11,Bin_5,1,11,5,1,1,1,1,1,1,Bin_5,11,2,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
308,11,Bin_5,1,11,5,1,1,1,2,1,2,Bin_1,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_2,1.0,1.0,7116.0,Bin_3,3.0,,,281.9643816,11,2.0,0.5,2.0,0,0.0,1.0645756662425245e-10,,0.30000000004258304,low
309,11,Bin_5,1,11,5,1,1,1,3,1,3,Bin_5,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
310,11,Bin_5,1,11,5,1,1,1,4,1,4,Bin_5,11,7,Bin_4,1,1,1,Bin_3,9.0,Bin_2,7.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,6.061453785110856e-11,,,low
311,11,*,1,11,5,1,1,1,5,1,5,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,6222.0,*,3.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
312,11,*,1,11,7,1,1,1,1,1,1,*,11,12,*,1,1,1,*,9.0,*,1.0,1.0,9998.0,*,3.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
313,11,*,1,11,7,1,1,1,2,1,2,*,11,9,*,1,1,1,*,9.0,*,1.0,1.0,1420.0,*,5.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
314,11,*,1,11,7,1,1,1,3,1,3,*,11,8,*,1,1,1,*,9.0,*,1.0,1.0,8121.0,*,3.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
315,11,Bin_5,1,11,7,1,1,1,4,1,3,Bin_5,11,8,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,4.0062670646581005e-12,,,low
316,11,Bin_5,1,11,8,1,1,1,1,1,1,Bin_5,11,12,Bin_3,1,1,1,Bin_1,9.0,Bin_4,4.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
317,11,Bin_5,1,11,8,1,1,1,2,1,3,Bin_1,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
318,11,Bin_5,1,11,8,1,1,1,3,1,4,Bin_5,11,2,Bin_5,1,1,1,Bin_3,9.0,Bin_1,9.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,6.384849739229168e-11,,,low
319,11,Bin_5,1,11,8,1,1,1,4,2,2,Bin_1,11,3,Bin_4,1,1,1,Bin_1,9.0,Bin_3,,,,,,2.0,1.0,281.9643816,11,,,,0,0.16666666666666666,7.323960493841798e-11,,,low
320,11,*,1,11,9,1,1,1,1,1,1,*,11,12,*,1,1,1,*,9.0,*,2.0,1.0,3114.0,*,2.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
321,11,Bin_5,1,11,9,1,1,1,2,1,2,Bin_5,11,1,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
322,11,Bin_5,1,11,9,1,1,1,3,1,3,Bin_1,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.450919430875042e-11,,,low
323,11,Bin_5,1,11,9,1,1,1,4,1,3,Bin_5,11,7,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,281.9643816,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
324,11,Bin_5,1,11,9,1,1,1,5,1,4,Bin_5,11,4,Bin_4,1,1,1,Bin_3,9.0,Bin_2,9.0,2.0,,,,,,281.9643816,11,,,,0,0.16666666666666666,6.061453785110856e-11,,,low
325,11,*,1,11,10,1,1,1,1,1,1,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,6121.0,*,5.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
326,11,*,1,11,10,1,1,1,2,1,2,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,9215.0,*,6.0,,,281.9643816,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
327,11,Bin_5,1,11,10,1,1,1,3,1,3,Bin_5,11,5,Bin_1,1,1,1,Bin_1,,,,,,,,,,281.9643816,11,,,,0,0.3333333333333333,8.427148901328881e-11,,,low
328,11,*,1,11,1,1,1,1,1,1,1,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,1346.0,*,3.0,,,236.536206,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
329,11,*,1,11,1,1,1,1,2,1,2,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,4311.0,*,3.0,,,236.536206,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
330,11,*,1,11,2,1,1,1,1,1,1,*,11,5,*,1,1,1,*,9.0,*,1.0,1.0,1120.0,*,1.0,,,236.536206,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
331,11,Bin_1,1,11,2,1,1,1,2,1,2,Bin_5,11,5,Bin_3,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,2330.0,Bin_5,1.0,,,236.536206,11,8.0,0.125,8.0,0,0.0,2.016330692930072e-11,,0.07500000000806532,low
332,11,Bin_1,1,11,2,1,1,1,3,2,3,Bin_1,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_4,,,,,,2.0,2.0,236.536206,11,,,,0,0.16666666666666666,1.9880093564148657e-11,,,low
333,11,Bin_1,1,11,2,1,1,1,4,1,3,Bin_5,11,6,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,1346.0,Bin_4,3.0,,,236.536206,11,12.0,0.08333333333333333,12.0,0,0.0,2.1760009167715977e-11,,0.050000000008704,low
