anon_id,district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year,k_size,uniqueness_score,k_anonymity,is_unique,qi_missing_rate,cluster_anomaly_score,l_diversity,combined_risk,risk_level
102,11,Bin_1,1,11,8,1,1,1,2,1,2,Bin_5,11,9,Bin_5,1,1,1,Bin_1,9.0,Bin_5,9.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,1.0891785824666613e-10,,,low
103,11,Bin_1,1,11,8,1,1,1,3,1,3,Bin_1,11,8,Bin_4,1,1,1,Bin_3,9.0,Bin_2,9.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,7.63174275925091e-11,,,low
104,11,Bin_1,1,11,8,1,1,1,4,1,3,Bin_5,11,4,Bin_2,1,1,1,Bin_5,9.0,Bin_3,7.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,3.647420360653528e-10,,,low
105,11,Bin_1,1,11,8,1,1,1,5,1,5,Bin_1,11,11,Bin_2,1,1,1,Bin_1,5.0,Bin_3,1.0,1.0,7233.0,Bin_2,3.0,,,271.9852019,11,7.0,0.14285714285714285,7.0,0,0.0,2.016330692930072e-11,,0.08571428572235103,low
106,11,Bin_1,1,11,8,1,1,1,6,1,5,Bin_5,11,10,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,271.9852019,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
107,11,Bin_1,1,11,8,1,1,1,7,1,5,Bin_1,11,6,Bin_2,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,9122.0,Bin_2,3.0,,,271.9852019,11,7.0,0.14285714285714285,7.0,0,0.0,2.016330692930072e-11,,0.08571428572235103,low
108,11,Bin_1,1,11,9,1,1,1,1,1,1,Bin_1,11,2,Bin_4,1,1,1,Bin_1,9.0,Bin_3,5.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,1.6827342745711738e-11,,,low
109,11,Bin_1,1,11,9,1,1,1,2,1,2,Bin_5,11,2,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
110,11,Bin_1,1,11,10,1,1,1,1,1,1,Bin_1,11,1,Bin_3,1,1,4,Bin_1,9.0,Bin_3,99.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,2.337327557850021e-11,,,low
111,11,Bin_1,1,11,10,1,1,1,2,1,2,Bin_5,11,10,Bin_3,1,1,4,Bin_1,9.0,Bin_4,1.0,1.0,2411.0,Bin_3,2.0,,,271.9852019,11,6.0,0.16666666666666666,6.0,0,0.0,5.798761123058759e-11,,0.10000000002319503,low
112,11,Bin_1,1,11,10,1,1,1,3,1,3,Bin_5,11,10,Bin_1,1,1,4,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,271.9852019,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
113,11,Bin_1,1,11,10,1,1,1,4,1,3,Bin_5,11,9,Bin_1,1,1,4,Bin_1,2.0,Bin_2,,,,,,,,271.9852019,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
114,11,Bin_1,1,11,1,1,1,1,1,1,1,Bin_1,11,3,Bin_3,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,1213.0,Bin_5,3.0,,,361.6920328,11,5.0,0.2,5.0,0,0.0,4.267687696109667e-11,,0.12000000001707074,low
115,11,Bin_1,1,11,1,1,1,1,2,1,2,Bin_5,11,7,Bin_3,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,4110.0,Bin_5,1.0,,,361.6920328,11,8.0,0.125,8.0,0,0.0,2.016330692930072e-11,,0.07500000000806532,low
116,11,Bin_1,1,11,1,1,1,1,3,1,3,Bin_1,11,11,Bin_1,1,1,1,Bin_1,,,,,,,,,,361.6920328,11,,,,0,0.3333333333333333,0.22278597675880188,,,low
117,11,*,1,11,2,1,1,1,1,1,1,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,8122.0,*,3.0,,,361.6920328,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
118,11,Bin_1,1,11,5,1,1,1,1,1,1,Bin_5,11,11,Bin_3,1,1,1,Bin_1,9.0,Bin_2,7.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,0.939473684208665,,,low
119,11,Bin_1,1,11,5,1,1,1,2,1,2,Bin_1,11,5,Bin_3,1,1,1,Bin_1,9.0,Bin_2,1.0,1.0,7116.0,Bin_3,3.0,,,361.6920328,11,7.0,0.14285714285714285,7.0,0,0.0,0.7368421052684637,,0.3804511278216712,low
120,11,Bin_1,1,11,5,1,1,1,3,1,3,Bin_5,11,6,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,0.8947368421073856,,,low
121,11,Bin_1,1,11,5,1,1,1,4,1,3,Bin_5,11,6,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,361.6920328,11,,,,0,0.16666666666666666,0.31578947369800636,,,low
122,11,Bin_1,1,11,5,1,1,1,5,1,3,Bin_5,11,1,Bin_1,1,1,1,Bin_1,1.0,,,,,,,,,361.6920328,11,,,,0,0.3333333333333333,2.016330692930072e-11,,,low
123,11,Bin_1,1,11,6,1,1,1,1,1,1,Bin_1,11,3,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,1321.0,Bin_1,4.0,,,361.6920328,11,11.0,0.09090909090909091,11.0,0,0.0,4.31002944004418e-11,,0.05454545456269466,low
124,11,*,1,11,6,1,1,1,2,1,2,*,11,5,*,1,1,1,*,9.0,*,2.0,1.0,7319.0,*,6.0,,,361.6920328,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
125,11,Bin_1,1,11,6,1,1,1,3,1,3,Bin_1,11,12,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
126,11,Bin_1,1,11,6,1,1,1,4,1,3,Bin_5,11,8,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,361.6920328,11,,,,0,0.16666666666666666,0.31578947369800636,,,low
127,11,Bin_1,1,11,7,1,1,1,1,1,1,Bin_1,11,12,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,8122.0,Bin_2,3.0,,,361.6920328,11,5.0,0.2,5.0,0,0.0,0.5677250650389711,,0.34709002601558847,low
128,11,Bin_1,1,11,7,1,1,1,2,1,2,Bin_5,11,5,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
129,11,Bin_1,1,11,7,1,1,1,3,1,3,Bin_1,11,8,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
130,11,Bin_1,1,11,7,1,1,1,4,1,3,Bin_1,11,10,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
131,11,*,1,11,8,1,1,1,1,1,1,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,9321.0,*,3.0,,,361.6920328,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
132,11,*,1,11,8,1,1,1,2,1,3,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,8152.0,*,3.0,,,361.6920328,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
133,11,Bin_1,1,11,8,1,1,1,3,1,3,Bin_1,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,0.7894736842147712,,,low
134,11,Bin_1,1,11,8,1,1,1,4,1,3,Bin_5,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
135,11,Bin_1,1,11,8,1,1,1,5,1,5,Bin_5,11,1,Bin_4,1,1,1,Bin_3,9.0,Bin_3,7.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,1.9191918545842895e-11,,,low
136,11,*,1,11,9,1,1,1,1,1,1,*,11,3,*,1,1,1,*,9.0,*,1.0,1.0,4311.0,*,3.0,,,361.6920328,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
137,11,Bin_1,1,11,9,1,1,1,2,1,2,Bin_5,11,1,Bin_4,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
138,11,Bin_1,1,11,9,1,1,1,3,1,3,Bin_5,11,3,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
139,11,Bin_1,1,11,10,1,1,1,1,1,1,Bin_1,11,11,Bin_5,1,1,1,Bin_1,9.0,Bin_2,5.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,6.378704595969195e-11,,,low
140,11,Bin_1,1,11,10,1,1,1,2,1,2,Bin_5,11,7,Bin_4,1,1,1,Bin_1,9.0,Bin_2,7.0,2.0,,,,,,361.6920328,11,,,,0,0.16666666666666666,2.275793974370401e-11,,,low
141,11,Bin_1,1,11,1,1,1,1,1,1,1,Bin_1,11,4,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,6121.0,Bin_1,5.0,,,436.4627395,11,11.0,0.09090909090909091,11.0,0,0.0,4.31002944004418e-11,,0.05454545456269466,low
142,11,*,1,11,1,1,1,1,2,1,2,*,11,3,*,1,1,1,*,9.0,*,1.0,1.0,6117.0,*,5.0,,,436.4627395,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
143,11,Bin_1,1,11,1,1,1,1,3,1,3,Bin_5,11,4,Bin_2,1,1,1,Bin_1,3.0,Bin_4,8.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
144,11,Bin_1,1,11,1,1,1,1,4,1,3,Bin_5,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
145,11,Bin_1,1,11,1,1,1,1,5,1,3,Bin_5,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
146,11,*,1,11,2,1,1,1,1,1,1,*,11,5,*,1,1,1,*,9.0,*,1.0,1.0,9322.0,*,3.0,,,436.4627395,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
147,11,Bin_1,1,11,2,1,1,1,2,1,3,Bin_5,11,11,Bin_2,1,1,1,Bin_1,4.0,Bin_4,8.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
148,11,Bin_1,1,11,2,1,1,1,3,1,3,Bin_1,11,7,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
149,11,Bin_1,1,11,2,1,1,1,4,2,2,Bin_1,11,4,Bin_3,1,1,1,Bin_1,9.0,Bin_3,,,,,,1.0,1.0,436.4627395,11,,,,0,0.16666666666666666,2.337327557850021e-11,,,low
150,11,Bin_1,1,11,3,1,1,1,1,1,1,Bin_5,11,3,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
151,11,Bin_1,1,11,3,1,1,1,2,1,3,Bin_5,11,3,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,5412.0,Bin_5,1.0,,,436.4627395,11,8.0,0.125,8.0,0,0.0,0.46127661534794473,,0.2595106461391779,low
152,11,Bin_1,1,11,3,1,1,1,3,1,3,Bin_1,11,4,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,3122.0,Bin_1,3.0,,,436.4627395,11,6.0,0.16666666666666666,6.0,0,0.0,7.296091558556e-11,,0.10000000002918435,low
153,11,Bin_1,1,11,3,1,1,1,4,1,3,Bin_1,11,11,Bin_2,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,7322.0,Bin_1,3.0,,,436.4627395,11,5.0,0.2,5.0,0,0.0,4.0963528991062e-11,,0.1200000000163854,low
154,11,Bin_1,1,11,3,1,1,1,5,2,2,Bin_1,11,3,Bin_4,1,1,1,Bin_1,9.0,Bin_3,,,,,,1.0,1.0,436.4627395,11,,,,0,0.16666666666666666,1.6827342745711738e-11,,,low
155,11,Bin_1,1,11,4,1,1,1,1,1,1,Bin_1,11,11,Bin_4,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,7116.0,Bin_3,3.0,,,436.4627395,11,13.0,0.07692307692307693,13.0,0,0.0,0.23775451225093572,,0.14125565105422044,low
156,11,Bin_1,1,11,4,1,1,1,2,1,2,Bin_5,11,9,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,5221.0,Bin_3,5.0,,,436.4627395,11,6.0,0.16666666666666666,6.0,0,0.0,8.283908055514776e-11,,0.10000000003313562,low
157,11,Bin_1,1,11,4,1,1,1,3,1,3,Bin_5,11,10,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,5211.0,Bin_3,6.0,,,436.4627395,11,8.0,0.125,8.0,0,0.0,1.821438878796227e-11,,0.07500000000728575,low
158,11,Bin_1,1,11,4,1,1,1,4,1,5,Bin_5,11,10,Bin_5,1,1,1,Bin_3,9.0,Bin_2,9.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,1.346655734143283e-11,,,low
159,11,Bin_1,1,11,6,1,1,1,1,1,1,Bin_1,11,9,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,8323.0,Bin_3,5.0,,,436.4627395,11,23.0,0.043478260869565216,23.0,0,0.0,2.016330692930072e-11,,0.02608695652980445,low
160,11,Bin_1,1,11,6,1,1,1,2,1,2,Bin_5,11,11,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,0.10526315791277768,,,low
161,11,Bin_1,1,11,6,1,1,1,3,1,3,Bin_5,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
162,11,Bin_1,1,11,7,1,1,1,1,1,1,Bin_1,11,12,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,3113.0,Bin_1,3.0,,,436.4627395,11,6.0,0.16666666666666666,6.0,0,0.0,7.296091558556e-11,,0.10000000002918435,low
163,11,Bin_1,1,11,7,1,1,1,2,1,2,Bin_5,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
164,11,Bin_1,1,11,7,1,1,1,3,1,3,Bin_5,11,4,Bin_1,1,1,1,Bin_1,,,,,,,,,,436.4627395,11,,,,0,0.3333333333333333,2.016330692930072e-11,,,low
165,11,Bin_1,1,11,9,1,1,1,1,1,1,Bin_1,11,2,Bin_4,1,1,1,Bin_1,9.0,Bin_2,9.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.27025299019652e-11,,,low
166,11,Bin_1,1,11,9,1,1,1,2,1,2,Bin_5,11,11,Bin_4,1,1,1,Bin_1,9.0,Bin_2,7.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,2.275793974370401e-11,,,low
167,11,Bin_1,1,11,9,1,1,1,3,1,3,Bin_1,11,3,Bin_2,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,7212.0,Bin_2,5.0,,,436.4627395,11,7.0,0.14285714285714285,7.0,0,0.0,2.016330692930072e-11,,0.08571428572235103,low
168,11,Bin_1,1,11,9,1,1,1,4,1,3,Bin_1,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,8189.0,Bin_1,3.0,,,436.4627395,11,6.0,0.16666666666666666,6.0,0,0.0,7.296091558556e-11,,0.10000000002918435,low
169,11,Bin_1,1,11,10,1,1,1,1,1,1,Bin_1,11,1,Bin_5,2,1,1,Bin_3,9.0,Bin_1,9.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,9.614353317842082e-11,,,low
170,11,*,1,11,10,1,1,1,2,1,3,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,9111.0,*,3.0,,,436.4627395,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
171,11,Bin_1,1,11,10,1,1,1,3,1,5,Bin_1,11,2,Bin_2,1,1,1,Bin_1,9.0,Bin_4,1.0,1.0,7231.0,Bin_2,3.0,,,436.4627395,11,3.0,0.3333333333333333,3.0,0,0.0,3.454928674503317e-11,,0.2000000000138197,low
172,11,Bin_1,1,11,10,1,1,1,4,1,3,Bin_5,11,12,Bin_3,1,1,1,Bin_1,9.0,Bin_1,9.0,2.0,,,,,,436.4627395,11,,,,0,0.16666666666666666,0.6000836880104801,,,low
173,11,*,1,11,1,1,1,1,1,1,1,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,1349.0,*,2.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
174,11,*,1,11,1,1,1,1,2,1,2,*,11,10,*,1,1,1,*,9.0,*,1.0,1.0,4110.0,*,2.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
175,11,Bin_5,1,11,1,1,1,1,3,1,3,Bin_1,11,10,Bin_1,1,1,1,Bin_1,2.0,Bin_4,8.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.8929896859804482e-12,,,low
176,11,Bin_5,1,11,1,1,1,1,4,1,3,Bin_1,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.3545354853625007e-11,,,low
177,11,Bin_5,1,11,2,1,2,1,1,1,1,Bin_5,11,1,Bin_5,1,1,1,Bin_3,9.0,Bin_1,9.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,6.384849739229168e-11,,,low
178,11,*,1,11,2,2,2,1,1,1,1,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,7214.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
179,11,Bin_5,1,11,2,2,2,1,2,1,2,Bin_5,11,1,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,1.8943991931312947e-11,,,low
180,11,Bin_5,1,11,2,2,2,1,3,1,3,Bin_1,11,6,Bin_1,1,1,1,Bin_1,,,,,,,,,,223.5695291,11,,,,0,0.3333333333333333,5.783328789151695e-11,,,low
181,11,*,1,11,3,1,1,1,1,1,1,*,11,5,*,1,1,1,*,9.0,*,1.0,1.0,5243.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
182,11,Bin_5,1,11,3,1,1,1,2,1,3,Bin_1,11,7,Bin_2,1,1,1,Bin_1,4.0,Bin_4,8.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.0997385717151236e-11,,,low
183,11,Bin_5,1,11,3,1,1,1,3,1,3,Bin_5,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_3,9.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,1.8943991931312947e-11,,,low
184,11,Bin_5,1,11,3,1,1,1,4,2,2,Bin_5,11,9,Bin_3,1,1,1,Bin_1,9.0,Bin_4,,,,,,2.0,1.0,223.5695291,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
185,11,Bin_5,1,11,4,1,1,1,1,1,1,Bin_1,11,5,Bin_4,1,1,1,Bin_1,9.0,Bin_3,5.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,7.323960493841798e-11,,,low
186,11,Bin_5,1,11,4,1,1,1,2,1,2,Bin_5,11,12,Bin_4,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
187,11,*,1,11,4,1,1,1,3,1,3,*,11,4,*,1,1,1,*,4.0,*,1.0,1.0,4110.0,*,2.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
188,11,*,1,11,4,1,1,1,4,1,3,*,11,8,*,1,1,1,*,4.0,*,1.0,1.0,4131.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
189,11,*,1,11,5,1,1,1,1,1,1,*,11,7,*,1,1,1,*,9.0,*,1.0,1.0,1213.0,*,2.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
190,11,*,1,11,5,1,1,1,2,1,2,*,11,5,*,1,1,1,*,9.0,*,1.0,1.0,3512.0,*,1.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
191,11,Bin_5,1,11,5,1,1,1,3,1,3,Bin_5,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
192,11,Bin_5,1,11,5,1,1,1,4,1,3,Bin_1,11,5,Bin_1,1,1,1,Bin_1,2.0,Bin_1,,,,,,,,223.5695291,11,,,,0,0.16666666666666666,6.528215704159434e-11,,,low
193,11,*,1,11,6,1,1,1,1,1,1,*,11,9,*,1,1,1,*,9.0,*,1.0,1.0,8322.0,*,5.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
194,11,Bin_5,1,11,6,1,1,1,2,1,2,Bin_5,11,1,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
195,11,Bin_5,1,11,6,1,1,1,3,1,4,Bin_5,11,6,Bin_4,1,1,1,Bin_3,9.0,Bin_2,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,6.061453785110856e-11,,,low
196,11,Bin_5,1,11,6,1,1,1,4,1,3,Bin_1,11,7,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.450919430875042e-11,,,low
197,11,Bin_5,1,11,6,1,1,1,5,1,3,Bin_5,11,4,Bin_1,1,1,1,Bin_1,2.0,Bin_2,,,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.489744622400259e-11,,,low
198,11,Bin_5,1,11,7,1,1,1,1,1,1,Bin_1,11,6,Bin_2,1,2,2,Bin_1,9.0,Bin_2,1.0,1.0,9621.0,Bin_3,3.0,,,223.5695291,11,2.0,0.5,2.0,0,0.0,1.0645756662425245e-10,,0.30000000004258304,low
199,11,Bin_5,1,11,7,1,1,1,2,1,2,Bin_5,11,4,Bin_2,1,2,2,Bin_1,9.0,Bin_1,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,7.001224803677963e-11,,,low
200,11,Bin_5,1,11,7,1,1,1,3,1,3,Bin_5,11,11,Bin_1,1,2,2,Bin_1,,,,,,,,,,223.5695291,11,,,,0,0.3333333333333333,8.427148901328881e-11,,,low
201,11,Bin_5,1,11,8,1,1,1,1,1,1,Bin_1,11,2,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.8299458579052953e-11,,,low
202,11,Bin_5,1,11,8,1,1,1,2,1,2,Bin_5,11,10,Bin_3,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.016330692930072e-11,,,low
203,11,*,1,11,8,1,1,1,3,1,3,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,9621.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
204,11,Bin_5,1,11,8,1,1,1,4,2,5,Bin_1,11,4,Bin_2,1,1,1,Bin_1,9.0,Bin_4,,,,,,2.0,1.0,223.5695291,11,,,,0,0.16666666666666666,2.0997385717151236e-11,,,low
205,11,Bin_5,1,11,9,1,1,1,1,1,1,Bin_5,11,6,Bin_4,1,1,1,Bin_3,9.0,Bin_1,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,6.044698145015626e-11,,,low
206,11,*,1,11,10,1,1,1,1,1,1,*,11,3,*,1,1,1,*,9.0,*,1.0,1.0,7111.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
207,11,Bin_5,1,11,10,1,1,1,2,1,2,Bin_5,11,3,Bin_4,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,1.8915364001301663e-11,,,low
208,11,*,1,11,10,1,1,1,3,1,3,*,11,1,*,1,1,1,*,9.0,*,1.0,1.0,4110.0,*,3.0,,,223.5695291,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
209,11,Bin_5,1,11,10,1,1,1,4,1,3,Bin_1,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_4,3.0,2.0,,,,,,223.5695291,11,,,,0,0.16666666666666666,2.0997385717151236e-11,,,low
210,11,*,1,11,1,1,1,1,1,1,1,*,11,6,*,1,1,1,*,9.0,*,1.0,1.0,5212.0,*,5.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
211,11,*,1,11,1,1,1,1,2,1,3,*,11,9,*,1,1,1,*,9.0,*,1.0,1.0,7125.0,*,3.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
212,11,Bin_5,1,11,1,1,1,1,3,1,5,Bin_5,11,1,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.8943991931312947e-11,,,low
213,11,*,1,11,2,1,1,1,1,1,1,*,11,5,*,1,1,1,*,9.0,*,1.0,1.0,9112.0,*,3.0,,,305.2323975,11,198.0,0.005050505050505051,198.0,0,0.0,2.016330692930072e-11,,0.003030303038368353,low
214,11,Bin_5,1,11,2,1,1,1,2,1,2,Bin_5,11,7,Bin_3,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,1.931838424068857e-11,,,low
215,11,Bin_5,1,11,2,1,1,1,3,1,3,Bin_1,11,3,Bin_1,1,1,1,Bin_1,2.0,Bin_3,8.0,2.0,,,,,,305.2323975,11,,,,0,0.16666666666666666,2.450919430875042e-11,,,low
