aux_index,anon_index,label,age_diff,age_ratio,age_close,education_diff,education_ratio,education_close,industry_diff,industry_ratio,industry_close,marital_status_diff,marital_status_ratio,marital_status_close,sex_diff,sex_ratio,sex_close,overall_similarity,attack_score
504,551,1,0.0192307692307692,0.9807692307692308,0,0.6666666666666666,0.3333333333333333,0,0.9998781280467988,0.0001218719532011,0,0.0,1.0,1,0.0,1.0,1,0.662844887211153,0.96979163331602
505,943,1,0.8955223880597015,9.571428571428571,0,0.0,1.0,1,,,0,0.0,1.0,1,0.0,1.0,1,0.6208955223880597,0.9192083601065405
507,406,1,0.0,1.0,1,0.0,1.0,1,0.999917530874379,8.24691256210956e-05,0,0.0,1.0,1,0.5,0.5,0,0.7000164938251242,0.9829886784749021
513,242,1,0.8484848484848485,6.6,0,0.0,1.0,1,,,0,0.0,1.0,1,0.0,1.0,1,0.6303030303030303,0.9073206508895341
515,579,1,0.0,1.0,1,0.8888888888888888,0.1111111111111111,0,0.9999371345948324,6.286540516753631e-05,0,0.0,1.0,1,0.0,1.0,1,0.6222347953032557,0.9730604464085552
522,720,1,0.03125,0.96875,0,0.375,0.625,0,0.99981091642506,0.0001890835749401,0,0.0,1.0,1,0.0,1.0,1,0.718787816714988,0.8289799779340044
523,567,1,0.0,1.0,1,0.8,0.2,0,0.9999593677623828,4.063223761732559e-05,0,0.0,1.0,1,0.0,1.0,1,0.6400081264475235,0.9693616576577885
524,154,1,0.0,1.0,1,0.5,0.5,0,,,0,0.0,1.0,1,0.0,1.0,1,0.7,0.9734628710054976
525,450,1,0.5238095238095238,2.1,0,0.0,1.0,1,,,0,0.0,1.0,1,0.0,1.0,1,0.6952380952380952,0.9545263118095823
526,723,1,0.0,1.0,1,0.9090909090909092,0.0909090909090909,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6181818181818182,0.9618674953511767
534,169,1,0.3,0.7,0,0.0,1.0,1,,,0,0.5,0.5,0,0.0,1.0,1,0.64,0.8326902167388086
536,213,1,0.0212765957446808,0.9787234042553192,0,0.6,0.4,0,0.9999140173255088,8.598267449109005e-05,0,0.0,1.0,1,0.0,1.0,1,0.675761877385962,0.9687139925704136
542,437,1,0.0416666666666666,0.9583333333333334,0,0.625,0.375,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6666666666666667,0.9637550650770672
543,904,1,0.0333333333333333,0.9666666666666668,0,0.6923076923076923,0.3076923076923077,0,0.9999049090692976,9.509093070248424e-05,0,0.0,1.0,1,0.0,1.0,1,0.6548908130579354,0.9685884567849999
544,959,1,0.1851851851851851,0.8148148148148148,0,0.6153846153846154,0.3846153846153846,0,0.9993464662496498,0.0006535337503501,0,0.0,1.0,1,0.0,1.0,1,0.6400167466361099,0.8006336899869728
575,701,1,0.0,1.0,1,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.7,0.9813642278326844
580,890,1,0.0,1.0,1,0.9,0.1,0,0.9999796838811912,2.0316118808662795e-05,0,0.0,1.0,1,0.0,1.0,1,0.6200040632237618,0.973479370775686
584,166,1,0.046875,1.0491803278688523,0,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.690625,0.9748675222609998
600,509,1,0.0344827586206896,0.9655172413793104,0,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.6931034482758621,0.9738341280872831
602,204,1,0.03125,1.032258064516129,0,0.75,0.25,0,,,0,0.0,1.0,1,0.0,1.0,1,0.64375,0.9493494996545099
609,780,1,0.75,4.0,0,0.0,1.0,1,,,0,0.0,1.0,1,0.0,1.0,1,0.65,0.9381077874016231
622,581,1,0.0,1.0,1,0.7,0.3,0,0.9994475477257382,0.0005524522742618,0,0.0,1.0,1,0.0,1.0,1,0.6601104904548524,0.9689671876995432
623,760,1,0.0,1.0,1,0.6666666666666666,0.3333333333333333,0,0.9999372660546622,6.27339453378223e-05,0,0.0,1.0,1,0.0,1.0,1,0.6666792134557342,0.9775716896760063
624,855,1,0.0212765957446808,0.9787234042553192,0,0.6,0.4,0,0.9998459405330458,0.0001540594669542,0,0.0,1.0,1,0.0,1.0,1,0.6757754927444546,0.9714922544383896
627,127,1,0.0,1.0,1,0.5,0.5,0,0.999691488951448,0.0003085110485519,0,0.0,1.0,1,0.0,1.0,1,0.7000617022097104,0.9798608676153434
637,492,1,0.015625,0.984375,0,0.9,0.1,0,0.9997765226931048,0.0002234773068952,0,0.0,1.0,1,0.0,1.0,1,0.6169196954613791,0.971510484812551
639,657,1,0.0,1.0,1,0.75,0.25,0,0.9996564885496184,0.0003435114503816,0,0.0,1.0,1,0.0,1.0,1,0.6500687022900763,0.9770466612278037
640,181,1,0.0,1.0,1,0.8,0.2,0,0.9998739442833732,0.0001260557166267,0,0.0,1.0,1,0.0,1.0,1,0.6400252111433253,0.9725365685199221
644,384,1,0.05,1.0526315789473684,0,0.7,0.3,0,0.9926372155287818,0.0073627844712182,0,0.0,1.0,1,0.0,1.0,1,0.6514725568942437,0.9559315100384759
647,152,1,0.0,1.0,1,0.7692307692307693,0.2307692307692307,0,0.999785591766724,0.0002144082332761,0,0.0,1.0,1,0.0,1.0,1,0.6461967278005014,0.9731088541411445
649,153,1,0.0454545454545454,0.9545454545454546,0,0.6363636363636364,0.3636363636363636,0,0.9999447971294508,5.520287054926856e-05,0,0.0,1.0,1,0.0,1.0,1,0.6636474042104735,0.963533555832889
650,155,1,0.0,1.0,1,0.8,0.2,0,0.9999268346218568,7.31653781430627e-05,0,0.0,1.0,1,0.0,1.0,1,0.6400146330756286,0.9706886054874516
652,716,1,0.1388888888888889,1.1612903225806452,0,0.7692307692307693,0.2307692307692307,0,0.9997163321750232,0.0002836678249769,0,0.0,1.0,1,0.0,1.0,1,0.6184328019410638,0.83339142810584
660,955,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.999253104285314,0.0007468957146858,0,0.0,1.0,1,0.0,1.0,1,0.6365130155065735,0.9684552634523788
661,822,1,0.8214285714285714,5.6,0,0.0,1.0,1,,,0,0.0,1.0,1,0.0,1.0,1,0.6357142857142858,0.9367072173661685
668,910,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.9999159628555822,8.403714441783268e-05,0,0.0,1.0,1,0.0,1.0,1,0.6363804437925199,0.9706886054874516
674,873,1,0.0,1.0,1,0.7,0.3,0,0.999950332770438,4.966722956193504e-05,0,0.0,1.0,1,0.0,1.0,1,0.6600099334459124,0.9744769074197704
679,412,1,0.037037037037037,0.9629629629629628,0,0.9333333333333332,0.0666666666666666,0,0.999988302999111,1.1697000888972068e-05,0,0.0,1.0,1,0.0,1.0,1,0.6059282653261038,0.9323434697099428
681,271,1,0.0,1.0,1,0.7692307692307693,0.2307692307692307,0,0.9995986719690612,0.0004013280309387,0,0.0,1.0,1,0.0,1.0,1,0.6462341117600339,0.9608446867770644
688,709,1,0.0,1.0,1,0.8,0.2,0,0.9998286864533812,0.0001713135466186,0,0.0,1.0,1,0.0,1.0,1,0.6400342627093237,0.9733559377087686
693,782,1,0.0,1.0,1,0.75,0.25,0,0.9999290830437556,7.091695624423799e-05,0,0.0,1.0,1,0.0,1.0,1,0.6500141833912488,0.9744006667773367
694,990,1,0.0227272727272727,1.0232558139534884,0,0.6,0.4,0,0.999861118826732,0.0001388811732681,0,0.0,1.0,1,0.0,1.0,1,0.6754823216891991,0.9725548250375272
701,678,1,0.1518987341772152,0.8481012658227848,0,0.2857142857142857,0.7142857142857143,0,0.9999796880077998,2.0311992200195e-05,0,0.5,0.5,0,0.0,1.0,1,0.6124814584201399,0.8439199354760859
702,926,1,0.0163934426229508,1.0166666666666666,0,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.6967213114754098,0.9813642278326844
709,27,1,0.0,1.0,1,0.4444444444444444,0.5555555555555556,0,0.9999089885211772,9.101147882276652e-05,0,0.0,1.0,1,0.5,0.5,0,0.6111293134068757,0.9687273399738348
711,746,1,0.0714285714285714,0.9285714285714286,0,0.6666666666666666,0.3333333333333333,0,0.9999838761689778,1.6123831022250886e-05,0,0.0,1.0,1,0.0,1.0,1,0.6523841771471568,0.9537090489611422
713,502,1,0.0,1.0,1,0.7,0.3,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6599999999999999,0.9725063209294063
718,434,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.999927406036188,7.259396381190904e-05,0,0.0,1.0,1,0.0,1.0,1,0.6363781551563987,0.9706886054874516
720,375,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.9997746834302196,0.0002253165697805,0,0.0,1.0,1,0.0,1.0,1,0.6364086996775924,0.9733559377087686
721,584,1,0.0,1.0,1,0.8,0.2,0,0.999756642552156,0.000243357447844,0,0.0,1.0,1,0.0,1.0,1,0.6400486714895688,0.9733559377087686
726,698,1,0.0166666666666666,0.9833333333333332,0,0.5,0.5,0,0.9998328527850904,0.0001671472149095,0,0.0,1.0,1,0.0,1.0,1,0.6967000961096486,0.9798749024765253
728,187,1,0.0,1.0,1,0.7857142857142857,0.2142857142857142,0,0.999906528952657,9.347104734308548e-05,0,0.0,1.0,1,0.0,1.0,1,0.6428758370666114,0.9704415219198274
729,105,1,0.05,1.0526315789473684,0,0.7,0.3,0,0.9995619624084104,0.0004380375915896,0,0.0,1.0,1,0.0,1.0,1,0.650087607518318,0.953987776945883
736,368,1,0.0,1.0,1,0.9090909090909092,0.0909090909090909,0,0.9996416056068812,0.0003583943931188,0,0.0,1.0,1,0.0,1.0,1,0.618253497060442,0.9714869046520627
745,977,1,0.0,1.0,1,0.5454545454545454,0.4545454545454545,0,0.999955753191301,4.424680869892259e-05,0,0.0,1.0,1,0.0,1.0,1,0.6909179402708308,0.9754334574958617
747,739,1,0.05,1.0526315789473684,0,0.6,0.4,0,0.9998093866485936,0.0001906133514063,0,0.0,1.0,1,0.0,1.0,1,0.6700381226702813,0.9726014079334849
750,692,1,0.2682926829268293,1.3666666666666667,0,0.5833333333333334,0.4166666666666667,0,0.9999593760155996,4.062398440038999e-05,0,0.0,1.0,1,0.0,1.0,1,0.6296829215448476,0.7912752260131124
752,483,1,0.03125,1.032258064516129,0,0.9,0.1,0,0.999810641923878,0.0001893580761219,0,0.0,1.0,1,0.0,1.0,1,0.6137878716152244,0.9434840586191614
755,673,1,0.0151515151515151,0.9848484848484848,0,0.7272727272727273,0.2727272727272727,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6515151515151516,0.9680952089374166
758,786,1,0.0,1.0,1,0.7272727272727273,0.2727272727272727,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6545454545454545,0.9680952089374166
761,268,1,0.828125,5.818181818181818,0,0.1666666666666666,0.8333333333333334,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6010416666666667,0.791565908665966
765,833,1,0.0,1.0,1,0.9,0.1,0,0.9996135799061552,0.0003864200938448,0,0.0,1.0,1,0.0,1.0,1,0.6200772840187689,0.9760203369459851
774,830,1,0.0,1.0,1,0.6666666666666666,0.3333333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6666666666666667,0.9734628710054976
777,660,1,0.7843137254901961,4.636363636363637,0,0.1666666666666666,0.8333333333333334,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6098039215686274,0.7894511998326518
784,123,1,0.0,1.0,1,0.6,0.4,0,0.9997650513950074,0.0002349486049926,0,0.0,1.0,1,0.0,1.0,1,0.6800469897209985,0.9798749024765253
786,605,1,0.0208333333333333,0.9791666666666666,0,0.5,0.5,0,0.9997454351901136,0.0002545648098863,0,0.0,1.0,1,0.0,1.0,1,0.6958842462953105,0.9714922544383896
790,487,1,0.0185185185185185,0.9814814814814816,0,0.6,0.4,0,0.9999808762502151,1.912374978485781e-05,0,0.0,1.0,1,0.0,1.0,1,0.6763001210462533,0.9702810356724921
792,382,1,0.0238095238095238,0.9761904761904762,0,0.5,0.5,0,0.9999094284937958,9.057150620414818e-05,0,0.0,1.0,1,0.0,1.0,1,0.6952562095393361,0.9703113133213126
793,802,1,0.064516129032258,0.935483870967742,0,0.6666666666666666,0.3333333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6537634408602151,0.9433714417818374
797,637,1,0.0,1.0,1,0.6363636363636364,0.3636363636363636,0,0.9999187355247654,8.126447523465118e-05,0,0.0,1.0,1,0.0,1.0,1,0.6727435256223198,0.9775716896760063
799,39,1,0.0434782608695652,0.9565217391304348,0,0.9166666666666666,0.0833333333333333,0,0.9999164403593064,8.355964069354502e-05,0,0.0,1.0,1,0.0,1.0,1,0.6079877264208923,0.9372996055737527
803,825,1,0.0,1.0,1,0.7272727272727273,0.2727272727272727,0,0.9999525109818356,4.7489018164549446e-05,0,0.0,1.0,1,0.0,1.0,1,0.6545549523490874,0.9717693064341049
807,118,1,0.0256410256410256,0.9743589743589745,0,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.6948717948717948,0.9738341280872831
808,454,1,0.0,1.0,1,0.8,0.2,0,,,0,0.0,1.0,1,0.0,1.0,1,0.64,0.9638562598487823
809,98,1,0.0,1.0,1,0.6,0.4,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6799999999999999,0.9734628710054976
810,342,1,0.088235294117647,1.096774193548387,0,0.8,0.2,0,0.9999581011438388,4.18988561612268e-05,0,0.0,1.0,1,0.0,1.0,1,0.6223613209477028,0.9221239544762697
811,245,1,0.03125,1.032258064516129,0,0.7333333333333333,0.2666666666666666,0,0.999873593730249,0.0001264062697509,0,0.0,1.0,1,0.0,1.0,1,0.6471086145872835,0.9665024693653147
824,252,1,0.03125,1.032258064516129,0,0.7272727272727273,0.2727272727272727,0,0.999766518795237,0.000233481204763,0,0.0,1.0,1,0.0,1.0,1,0.6483421507864071,0.968039354866884
828,666,1,0.8166666666666667,5.454545454545454,0,0.1666666666666666,0.8333333333333334,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6033333333333333,0.7995066409106181
831,168,1,0.2564102564102564,1.3448275862068966,0,0.6923076923076923,0.3076923076923077,0,0.999447849373309,0.0005521506266909,0,0.0,1.0,1,0.0,1.0,1,0.6103668403817485,0.7435083075435417
832,254,1,0.0689655172413793,0.9310344827586208,0,0.8666666666666667,0.1333333333333333,0,0.999963703018094,3.629698190595452e-05,0,0.0,1.0,1,0.0,1.0,1,0.612880822614772,0.933503849747293
839,370,1,0.0153846153846153,0.9846153846153848,0,0.9166666666666666,0.0833333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6135897435897436,0.9618674953511767
840,700,1,0.0,1.0,1,0.6666666666666666,0.3333333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6666666666666667,0.9734628710054976
841,182,1,0.0434782608695652,0.9565217391304348,0,0.7692307692307693,0.2307692307692307,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6374581939799331,0.9463746585419462
843,420,1,0.0,1.0,1,0.6363636363636364,0.3636363636363636,0,0.999839886141256,0.0001601138587439,0,0.0,1.0,1,0.0,1.0,1,0.6727592954990216,0.9798749024765253
845,159,1,0.0238095238095238,0.9761904761904762,0,0.5,0.5,0,0.9999796838811912,2.0316118808662795e-05,0,0.0,1.0,1,0.0,1.0,1,0.695242158461857,0.9715014157499242
852,792,1,0.1621621621621621,0.8378378378378378,0,0.5454545454545454,0.4545454545454545,0,0.9999262001697397,7.37998302603904e-05,0,0.0,1.0,1,0.0,1.0,1,0.6584914184427105,0.898006847478333
856,694,1,0.0263157894736842,0.9736842105263158,0,0.6363636363636364,0.3636363636363636,0,0.9997787757449726,0.0002212242550273,0,0.0,1.0,1,0.0,1.0,1,0.6675083596835414,0.9730895751892886
857,535,1,0.0,1.0,1,0.8,0.2,0,0.9997765680857978,0.0002234319142021,0,0.0,1.0,1,0.0,1.0,1,0.6400446863828404,0.9733559377087686
862,841,1,0.0,1.0,1,0.6363636363636364,0.3636363636363636,0,0.9999787744359306,2.1225564069365145e-05,0,0.0,1.0,1,0.0,1.0,1,0.6727315178400867,0.977800541517125
865,473,1,0.1034482758620689,0.896551724137931,0,0.7333333333333333,0.2666666666666666,0,0.9998548621190132,0.0001451378809869,0,0.0,1.0,1,0.0,1.0,1,0.6326727057371169,0.8668026830635416
867,366,1,0.0181818181818181,0.9818181818181818,0,0.7,0.3,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6563636363636364,0.9609801400116416
872,365,1,0.125,1.1428571428571428,0,0.6153846153846154,0.3846153846153846,0,0.9999845940533044,1.5405946695424434e-05,0,0.0,1.0,1,0.0,1.0,1,0.651926158112416,0.908238790737891
875,619,1,0.0,1.0,1,0.7272727272727273,0.2727272727272727,0,0.9998185150904704,0.0001814849095297,0,0.0,1.0,1,0.0,1.0,1,0.6545817515273604,0.9787723955146429
879,139,1,0.2098765432098765,0.7901234567901234,0,0.4285714285714285,0.5714285714285714,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6723104056437389,0.8422793954570199
883,360,1,0.0163934426229508,1.0166666666666666,0,0.6363636363636364,0.3636363636363636,0,0.9998301954874452,0.0001698045125549,0,0.0,1.0,1,0.0,1.0,1,0.6694825451051936,0.9798749024765253
884,226,1,0.0434782608695652,0.9565217391304348,0,0.8461538461538461,0.1538461538461538,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6220735785953178,0.9457191177719143
885,613,1,0.1184210526315789,0.881578947368421,0,0.375,0.625,0,,,0,0.5,0.5,0,0.0,1.0,1,0.6013157894736842,0.6427705900686598
894,282,1,0.2025316455696202,0.7974683544303798,0,0.375,0.625,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6844936708860759,0.8560929522570678
904,921,1,0.0,1.0,1,0.9230769230769232,0.0769230769230769,0,0.9998292807843328,0.0001707192156671,0,0.0,1.0,1,0.0,1.0,1,0.6154187592277488,0.9694433659481829
913,736,1,0.0,1.0,1,0.5,0.5,0,,,0,0.0,1.0,1,0.5,0.5,0,0.6,0.943388038433182
915,136,1,0.0327868852459016,1.0338983050847457,0,0.7272727272727273,0.2727272727272727,0,0.9998198441652028,0.000180155834797,0,0.0,1.0,1,0.0,1.0,1,0.6480241086632337,0.968039354866884
926,51,1,0.0,1.0,1,0.9166666666666666,0.0833333333333333,0,0.9998930227029597,0.0001069772970402,0,0.0,1.0,1,0.0,1.0,1,0.6166880621260747,0.9687359127179794
934,256,1,0.0232558139534883,0.9767441860465116,0,0.7,0.3,0,0.9997561154061898,0.0002438845938102,0,0.0,1.0,1,0.0,1.0,1,0.6553976141280644,0.971987068227406
936,171,1,0.0,1.0,1,0.6666666666666666,0.3333333333333333,0,0.9999658714719634,3.412852803658578e-05,0,0.0,1.0,1,0.0,1.0,1,0.666673492372274,0.9764182456701098
937,892,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6363636363636364,0.9638562598487823
940,233,1,0.0,1.0,1,0.9090909090909092,0.0909090909090909,0,0.9998581660875115,0.0001418339124884,0,0.0,1.0,1,0.0,1.0,1,0.6182101849643159,0.971519053118564
942,778,1,0.25,0.75,0,0.75,0.25,0,0.9998911189344172,0.0001088810655826,0,0.0,1.0,1,0.0,1.0,1,0.6000217762131166,0.5286322237622852
959,40,1,0.0,1.0,1,0.6666666666666666,0.3333333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6666666666666667,0.9734628710054976
960,886,1,0.0,1.0,1,0.8333333333333334,0.1666666666666666,0,0.9996490407112776,0.0003509592887225,0,0.0,1.0,1,0.0,1.0,1,0.6334035251910779,0.970660479669054
968,884,1,0.0166666666666666,1.0169491525423728,0,0.7272727272727273,0.2727272727272727,0,0.999878103287148,0.0001218967128519,0,0.0,1.0,1,0.0,1.0,1,0.6512365005546916,0.9762486298098073
972,807,1,0.0227272727272727,1.0232558139534884,0,0.7,0.3,0,0.9997968388119134,0.0002031611880866,0,0.0,1.0,1,0.0,1.0,1,0.6554951776921628,0.9714523180756447
973,224,1,0.0161290322580645,0.9838709677419356,0,0.5833333333333334,0.4166666666666667,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6801075268817204,0.9734628710054976
976,669,1,0.0192307692307692,1.0196078431372548,0,0.7,0.3,0,0.9999750315227026,2.496847729741201e-05,0,0.0,1.0,1,0.0,1.0,1,0.6561588398493056,0.9685105463638934
985,149,1,0.0465116279069767,0.9534883720930232,0,0.6,0.4,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6706976744186047,0.9637550650770672
994,931,1,0.2,1.25,0,0.6153846153846154,0.3846153846153846,0,0.999882769454409,0.0001172305455909,0,0.0,1.0,1,0.0,1.0,1,0.6369465230321951,0.8516913467380854
1002,999,1,0.05,1.0526315789473684,0,0.375,0.625,0,,,0,0.0,1.0,1,0.5,0.5,0,0.615,0.9212823971491622
1003,744,1,0.1470588235294117,1.1724137931034482,0,0.8,0.2,0,0.999968842984219,3.115701578102849e-05,0,0.0,1.0,1,0.0,1.0,1,0.6105944666972738,0.8174017155420792
1005,816,1,0.0579710144927536,0.9420289855072465,0,0.5,0.5,0,0.9998089699233758,0.0001910300766242,0,0.0,1.0,1,0.0,1.0,1,0.6884440031167741,0.9730895751892886
1006,536,1,0.0555555555555555,1.0588235294117647,0,0.6,0.4,0,0.9998781280467988,0.0001218719532011,0,0.0,1.0,1,0.0,1.0,1,0.6689132632795292,0.9665606365099221
1013,65,1,0.0,1.0,1,0.7272727272727273,0.2727272727272727,0,0.9999164333765094,8.356662349057786e-05,0,0.0,1.0,1,0.0,1.0,1,0.6545621678701526,0.9535724989111284
1016,756,1,0.828125,5.818181818181818,0,0.1666666666666666,0.8333333333333334,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6010416666666667,0.791565908665966
1031,391,1,0.0158730158730158,1.0161290322580645,0,0.9166666666666666,0.0833333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6134920634920635,0.9618674953511767
1032,70,1,0.0833333333333333,0.9166666666666666,0,0.6923076923076923,0.3076923076923077,0,0.999941322129772,5.8677870228022205e-05,0,0.0,1.0,1,0.0,1.0,1,0.6448835304458405,0.9485328940478516
1034,819,1,0.0,1.0,1,0.5833333333333334,0.4166666666666667,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6833333333333333,0.9734628710054976
1038,882,1,0.125,1.1428571428571428,0,0.6666666666666666,0.3333333333333333,0,0.9999838761689778,1.6123831022250886e-05,0,0.0,1.0,1,0.0,1.0,1,0.6416698914328711,0.8866737669655519
1040,504,1,0.0,1.0,1,0.0,1.0,1,0.9999079433391252,9.205666087476842e-05,0,0.0,1.0,1,0.5,0.5,0,0.7000184113321749,0.9829886784749021
1044,458,1,0.0,1.0,1,0.9230769230769232,0.0769230769230769,0,0.9997845384814272,0.0002154615185727,0,0.0,1.0,1,0.0,1.0,1,0.6154277076883299,0.9694433659481829
1045,278,1,0.0,1.0,1,0.9090909090909092,0.0909090909090909,0,0.9999762272673244,2.3772732675621063e-05,0,0.0,1.0,1,0.0,1.0,1,0.6181865727283533,0.9685122621036578
1048,274,1,0.0555555555555555,0.9444444444444444,0,0.9230769230769232,0.0769230769230769,0,0.9999178683312018,8.213166879817902e-05,0,0.0,1.0,1,0.0,1.0,1,0.604289930607264,0.8951427258243303
1055,818,1,0.125,1.1428571428571428,0,0.8125,0.1875,0,0.9998837209302326,0.0001162790697674,0,0.0,1.0,1,0.0,1.0,1,0.6125232558139535,0.7822954799481815
1057,339,1,0.0434782608695652,0.9565217391304348,0,0.8461538461538461,0.1538461538461538,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6220735785953178,0.9457191177719143
1064,99,1,0.0,1.0,1,0.6153846153846154,0.3846153846153846,0,0.9990918172736356,0.0009081827263645,0,0.0,1.0,1,0.0,1.0,1,0.6771047134683499,0.9718710303882245
1067,767,1,0.725,3.636363636363636,0,0.1666666666666666,0.8333333333333334,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6216666666666667,0.7969662139771637
1070,661,1,0.0,1.0,1,0.5,0.5,0,0.9998969135929736,0.0001030864070263,0,0.0,1.0,1,0.0,1.0,1,0.7000206172814053,0.9775716896760063
1077,347,1,0.2307692307692307,0.7692307692307693,0,0.6363636363636364,0.3636363636363636,0,0.9999326154634036,6.738453659654182e-05,0,0.0,1.0,1,0.0,1.0,1,0.6265869034807459,0.7013814330586668
1079,238,1,0.0,1.0,1,0.5454545454545454,0.4545454545454545,0,0.9914396887159532,0.0085603112840466,0,0.0,1.0,1,0.0,1.0,1,0.6926211531659002,0.9718710303882245
1083,400,1,0.1142857142857142,0.8857142857142857,0,0.0,1.0,1,,,0,0.0,1.0,1,0.5,0.5,0,0.6771428571428572,0.9478876237642674
1089,967,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.9998754669987546,0.0001245330012453,0,0.0,1.0,1,0.0,1.0,1,0.6363885429638854,0.9725365685199221
1091,789,1,0.0149253731343283,0.9850746268656716,0,0.8461538461538461,0.1538461538461538,0,0.9999579204275284,4.207957247154369e-05,0,0.0,1.0,1,0.0,1.0,1,0.6277925720568595,0.9715383479355588
1092,996,1,0.0212765957446808,0.9787234042553192,0,0.5454545454545454,0.4545454545454545,0,0.9993534947202068,0.0006465052797931,0,0.0,1.0,1,0.0,1.0,1,0.6867830728161134,0.9564791726063516
1094,566,1,0.0769230769230769,0.9230769230769232,0,0.6363636363636364,0.3636363636363636,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6573426573426573,0.9562510456366876
1104,452,1,0.0,1.0,1,0.6153846153846154,0.3846153846153846,0,0.9998930099857348,0.0001069900142653,0,0.0,1.0,1,0.0,1.0,1,0.67694447492593,0.9775716896760063
1111,42,1,0.0163934426229508,1.0166666666666666,0,0.6666666666666666,0.3333333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6633879781420765,0.9720604151684921
1112,25,1,0.0,1.0,1,0.75,0.25,0,,,0,0.0,1.0,1,0.0,1.0,1,0.65,0.9680952089374166
1114,133,1,0.0,1.0,1,0.8333333333333334,0.1666666666666666,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6333333333333333,0.959797706963327
1119,58,1,0.0,1.0,1,0.9166666666666666,0.0833333333333333,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6166666666666667,0.9618674953511767
1122,303,1,0.0,1.0,1,0.9230769230769232,0.0769230769230769,0,0.999869234427009,0.0001307655729909,0,0.0,1.0,1,0.0,1.0,1,0.6154107684992136,0.9694433659481829
1135,919,1,0.0153846153846153,0.9846153846153848,0,0.8461538461538461,0.1538461538461538,0,0.9998734195018354,0.0001265804981645,0,0.0,1.0,1,0.0,1.0,1,0.6277176237919406,0.9752180318847663
1142,92,1,0.3783783783783784,0.6216216216216216,0,0.6153846153846154,0.3846153846153846,0,0.9997695562911132,0.0002304437088867,0,0.0,1.0,1,0.0,1.0,1,0.6012934899891785,0.20883532611393885
1143,494,1,0.0,1.0,1,0.8181818181818182,0.1818181818181818,0,0.9997765226931048,0.0002234773068952,0,0.0,1.0,1,0.0,1.0,1,0.6364083318250154,0.9733559377087686
1155,243,1,0.0153846153846153,0.9846153846153848,0,0.8461538461538461,0.1538461538461538,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6276923076923077,0.9664355582020256
1156,573,1,0.0,1.0,1,0.9230769230769232,0.0769230769230769,0,0.9999762272673244,2.3772732675621063e-05,0,0.0,1.0,1,0.0,1.0,1,0.6153893699311505,0.9685122621036578
1159,832,1,0.0,1.0,1,0.9230769230769232,0.0769230769230769,0,,,0,0.0,1.0,1,0.0,1.0,1,0.6153846153846153,0.9618674953511767
1169,35,1,0.7045454545454546,3.3846153846153846,0,0.2857142857142857,0.7142857142857143,0,,,0,0.0,1.0,1,0.0,1.0,1,0.601948051948052,0.754600505609106
