district,sector,month,result,residence,relationship,sex,birth_year,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year,r2_school_education,type_of_school,grade_this_year,grade_last_year,distance,transport_medium,time_to_school,noschooling_reason,reason_leave_school,when_stop_schooling,s3a_3,s3a_4,s3a_5,s3a_6,s3a_7,s3a_8,s3a_9,s3a_10,s3a_11,s3a_12,s3a_13,s3a_14,s3a_15,s3a_16_yy,s3a_16_mm,s3a_17,s3a_18,s3b_3,s3b_a,s3b_5,s3b_6,s3b_7,s3b_8,s3b_9,s3b_10,s3b_11,s3b_12,pri_sec,wages_salaries,allowences,bonus,is_employment_income,banks,bank_amount,bank_r,samurtdhi,samurtdhi_amount,samurtdh_r,finance,finance_amount,finance_r,employer,employer_amount,employer_r,lender,lender_amount,lender_r,credit_cards,credit_cards_amount,credit_cards_r,retail_shops,retail_shop_amount,retail_shops_r,pawning,pawning_amount,pawning_r,instalment_goods,instalement_amount,instalment_goods_r,other_debts,other_amount,other_debts_r,bus_halt,bus_halt_time,pre_school,pre_school_time,primery_school,primery_school_time,secondery_school,sec_school_time,hospital,hospital_time,matrenity_home,maternity_home_time,gov_dispensarz,gov_dispensary_time,private_dispensary,private_dispensary_time,maternity_clinic,maternity_clinic_time,dmo,dmo_time,mcucpc,mcucpc_time,ds_office,ds_office_time,gn_office,gn_office_time,post_office,post_office_time,bank,bank_time,agri_office,agri_office_time,is_power_lines_near,is_tel_lines_near,is_water_service_near,structure,bed_rooms,area,walls,floor,roof,ownership,drinking_water,s8_6b1_inside_outside,s8_6b2_distance,s8_6b2_premises_time,s8_6c_water_safe,s8_6d_water_sufficency,s8_6e1_water_sufficency_for_drio,s8_6e2_water_sufficency_for_bati,tioilet_use,toilet_type,s8_7c1_bowser_service,s8_7c21_hand_wash_place,s8_7c22_hand_wash_water,s8_7c23_hand_wash_soap,garbage_dumping,lite_source,cooking_fuel,is_collect_firewood,s8_11b_place,s8_11b_distance,natural_calamity,flooding,drought,land_slides,wildanimals,s8_12b5_storm,other_calamity
11,2,1,1,1,3,1,90,19-35,1,1,1,2,9.0,13.0,1.0,1.0,3122.0,27409.0,3.0,-1.0,-1.0,293.2803651,1990,1.0,1.0,11.0,10.0,2.97,3.0,15.46,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,75000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,5.61,1.0,14.76,1.0,16.32,1.0,13.1,YES,YES,2.0,22.54,2.0,19.71,1.0,12.79,1.0,13.45,6.0,32.1,2.0,22.37,10.0,27.7,0.0,9.04,2.0,13.43,2.0,17.34,2.0,12.66,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-0.85,-0.83,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-1.04,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,5,2,90,19-35,1,1,1,2,9.0,13.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,293.2803651,1990,1.0,1.0,9.0,8.0,5.57,5.0,24.53,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,40000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,5.26,1.0,15.78,1.0,14.88,1.0,14.54,YES,YES,2.0,21.09,2.0,18.32,1.0,15.93,1.0,13.63,6.0,30.68,2.0,19.19,10.0,31.72,0.0,7.88,2.0,13.93,2.0,15.21,2.0,17.47,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-1.19,-0.97,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-0.88,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,5,1,10,-1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293.2803651,2018,1.0,1.0,6.0,5.0,2.89,3.0,14.17,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,5.67,1.0,14.71,1.0,15.17,1.0,15.21,YES,YES,2.0,19.55,2.0,20.16,1.0,15.75,1.0,15.19,6.0,27.76,2.0,21.29,10.0,28.4,0.0,11.33,2.0,16.15,2.0,16.49,2.0,12.64,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-0.93,-1.03,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-0.99,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,1,80,36-50,1,1,1,2,9.0,13.0,1.0,1.0,4321.0,85229.0,3.0,-1.0,-1.0,293.2803651,1982,-1.0,-1.0,-1.0,-1.0,-1.08,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,50000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,4.92,1.0,15.69,1.0,14.79,1.0,15.41,YES,YES,2.0,23.61,2.0,20.19,1.0,16.55,1.0,15.05,6.0,29.35,2.0,20.61,10.0,28.66,0.0,10.16,2.0,14.99,2.0,15.75,2.0,14.84,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-0.89,-0.92,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-0.87,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,2,2,90,19-35,1,1,1,2,9.0,13.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,293.2803651,1990,-1.0,-1.0,-1.0,-1.0,-0.95,-1.0,-0.85,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,35000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,4.51,1.0,15.17,1.0,17.3,1.0,16.06,YES,YES,2.0,20.67,2.0,23.66,1.0,12.61,1.0,13.48,6.0,31.53,2.0,18.82,10.0,24.92,0.0,8.26,2.0,16.43,2.0,15.76,2.0,13.77,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-0.99,-1.07,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-0.93,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,3,2,10,0-18,1,1,1,1,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293.2803651,2011,1.0,1.0,11.0,10.0,2.48,3.0,13.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,75000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,1,118000.0,1.0,2,-1.0,-1.0,1,50000.0,1.0,0.0,5.29,1.0,14.62,1.0,16.78,1.0,13.72,YES,YES,2.0,20.35,2.0,19.92,1.0,13.2,1.0,14.91,6.0,29.35,2.0,18.89,10.0,36.17,0.0,11.79,2.0,16.12,2.0,13.78,2.0,15.42,1,1,1,2,3.0,6.0,1,2,2.0,1,1.0,1.0,-1.08,-1.17,8.0,2.0,12.0,12.0,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,-1.0,-0.9,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,2,50,51-65,1,1,1,4,9.0,11.0,1.0,1.0,9122.0,49223.0,3.0,-1.0,-1.0,285.6012832,1955,-1.0,-1.0,-1.0,-1.0,-1.05,-1.0,-1.04,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,99.0,2.0,30.0,0.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,4.56,0.0,4.91,1.0,10.6,1.0,10.99,YES,YES,15.0,35.49,2.0,10.7,0.0,5.14,0.0,4.73,9.0,32.12,6.0,11.5,7.0,13.18,0.0,4.51,0.0,4.85,0.0,5.24,8.0,30.32,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.03,-1.13,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.07,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,1,60,51-65,1,1,1,2,9.0,11.0,1.0,1.0,9112.0,84130.0,1.0,-1.0,-1.0,285.6012832,1962,-1.0,-1.0,-1.0,-1.0,-1.01,-1.0,-0.95,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,99.0,2.0,30.0,0.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.07,0.0,4.4,1.0,11.3,1.0,12.01,YES,YES,15.0,38.55,2.0,9.28,0.0,5.86,0.0,5.21,9.0,31.71,6.0,15.11,7.0,13.18,0.0,4.32,0.0,5.78,0.0,4.93,8.0,29.02,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.95,-1.01,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.19,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,2,2,60,51-65,1,1,1,2,9.0,12.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,1967,-1.0,-1.0,-1.0,-1.0,-0.96,-1.0,-0.85,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,12.0,1.0,22.0,0.0,2.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,2.0,1.0,1.0,1.0,8000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,6.25,0.0,6.17,1.0,10.48,1.0,11.01,YES,YES,15.0,34.58,2.0,9.3,0.0,4.78,0.0,4.83,9.0,28.68,6.0,13.64,7.0,15.54,0.0,5.34,0.0,4.23,0.0,4.56,8.0,28.77,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.08,-1.02,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,3,1,90,19-35,1,1,1,1,4.0,13.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,1997,-1.0,-1.0,-1.0,-1.0,-1.18,-1.0,-0.95,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,4.34,0.0,5.13,1.0,8.25,1.0,10.56,YES,YES,15.0,37.98,2.0,9.38,0.0,4.91,0.0,6.04,9.0,29.61,6.0,16.09,7.0,14.94,0.0,5.13,0.0,4.19,0.0,4.52,8.0,28.08,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.03,-0.99,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.03,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,3,2,0,0-18,1,1,1,1,2.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,2004,1.0,1.0,10.0,9.0,6.33,5.0,26.69,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.0,0.0,3.72,1.0,10.89,1.0,8.9,YES,YES,15.0,33.64,2.0,10.29,0.0,5.34,0.0,5.12,9.0,30.49,6.0,12.64,7.0,13.11,0.0,4.14,0.0,5.02,0.0,4.2,8.0,21.96,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.93,-0.9,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.01,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,1,30,66+,1,1,1,2,9.0,8.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,1939,-1.0,-1.0,-1.0,-1.0,-1.07,-1.0,-1.12,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,99.0,2.0,30.0,0.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.05,0.0,4.81,1.0,9.03,1.0,10.61,YES,YES,15.0,37.01,2.0,10.68,0.0,5.65,0.0,5.02,9.0,28.51,6.0,15.43,7.0,14.04,0.0,5.1,0.0,4.41,0.0,4.77,8.0,31.75,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.02,-0.96,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.07,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,2,2,50,66+,1,1,4,2,9.0,8.0,1.0,1.0,9112.0,13993.0,3.0,-1.0,-1.0,285.6012832,1951,-1.0,-1.0,-1.0,-1.0,-1.06,-1.0,-0.94,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,12.0,1.0,22.0,0.0,2.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,2.0,1.0,1.0,1.0,8000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.19,0.0,5.75,1.0,9.84,1.0,10.49,YES,YES,15.0,39.22,2.0,9.29,0.0,5.54,0.0,5.25,9.0,31.48,6.0,16.29,7.0,13.45,0.0,4.47,0.0,5.02,0.0,5.1,8.0,29.96,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.06,-0.98,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-0.84,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,3,2,70,36-50,1,1,1,2,9.0,13.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,1972,-1.0,-1.0,-1.0,-1.0,-1.04,-1.0,-0.92,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.1,0.0,4.7,1.0,9.62,1.0,10.0,YES,YES,15.0,43.71,2.0,9.89,0.0,5.61,0.0,4.76,9.0,29.95,6.0,17.01,7.0,14.44,0.0,5.65,0.0,5.03,0.0,4.68,8.0,28.89,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.9,-1.0,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.14,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,5,1,60,36-50,1,1,1,2,9.0,13.0,1.0,1.0,5221.0,47711.0,5.0,-1.0,-1.0,285.6012832,1969,1.0,1.0,10.0,9.0,7.99,5.0,28.21,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,4.91,0.0,4.92,1.0,10.48,1.0,11.61,YES,YES,15.0,44.37,2.0,7.73,0.0,4.45,0.0,5.56,9.0,26.81,6.0,13.36,7.0,15.12,0.0,4.33,0.0,4.73,0.0,4.51,8.0,31.48,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.93,-1.08,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-0.89,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,5,2,90,19-35,1,1,1,1,9.0,13.0,1.0,1.0,7319.0,13945.0,3.0,-1.0,-1.0,285.6012832,1996,-1.0,-1.0,-1.0,-1.0,-0.98,-1.0,-0.96,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,16500.0,9009.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,4.29,0.0,4.84,1.0,9.83,1.0,10.49,YES,YES,15.0,34.23,2.0,9.8,0.0,4.31,0.0,5.16,9.0,31.01,6.0,15.5,7.0,16.56,0.0,5.46,0.0,4.85,0.0,5.05,8.0,31.04,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.13,-1.05,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-0.99,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,2,50,66+,1,1,1,4,9.0,11.0,1.0,1.0,9322.0,14302.0,3.0,-1.0,-1.0,285.6012832,1950,-1.0,-1.0,-1.0,-1.0,-1.07,-1.0,-0.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,99.0,2.0,30.0,0.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,3.99,0.0,5.49,1.0,8.62,1.0,10.09,YES,YES,15.0,42.33,2.0,9.21,0.0,4.56,0.0,4.85,9.0,33.91,6.0,16.53,7.0,14.31,0.0,4.46,0.0,5.4,0.0,5.28,8.0,30.1,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.99,-1.07,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.01,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,1,1,60,51-65,1,1,1,2,9.0,13.0,1.0,1.0,3322.0,82200.0,3.0,-1.0,-1.0,285.6012832,1961,-1.0,-1.0,-1.0,-1.0,-0.87,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,99.0,2.0,30.0,0.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,5.36,0.0,5.14,1.0,8.87,1.0,9.22,YES,YES,15.0,37.69,2.0,11.32,0.0,4.6,0.0,4.91,9.0,29.5,6.0,13.1,7.0,14.12,0.0,4.96,0.0,5.07,0.0,5.21,8.0,28.85,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-0.93,-0.97,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.18,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,2,1,1,1,2,2,70,36-50,1,1,1,2,9.0,13.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,285.6012832,1974,-1.0,-1.0,-1.0,-1.0,-0.95,-1.0,-1.08,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,12.0,1.0,22.0,0.0,2.0,-1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,2.0,1.0,1.0,1.0,8000.0,-1.0,-1.0,<10k,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,2,-1.0,-1.0,0.0,4.9,0.0,4.63,1.0,9.64,1.0,11.35,YES,YES,15.0,39.57,2.0,9.94,0.0,6.2,0.0,4.87,9.0,29.75,6.0,15.76,7.0,16.84,0.0,4.96,0.0,4.78,0.0,4.54,8.0,33.93,1,1,1,2,1.0,6.0,2,6,2.0,1,1.0,1.0,-1.06,-1.09,8.0,2.0,12.0,12.0,1,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.05,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
