pair_index,orig_id,anon_id,label,age_missing,age_diff,age_equal,education_missing,education_diff,education_equal,industry_missing,industry_diff,industry_equal,marital_status_missing,marital_status_diff,marital_status_equal,sex_missing,sex_diff,sex_equal,similarity_score,anon_index,aux_index,attack_score
271,271,271,1,0,7.0,0.0,0,8.0,0.0,0,27406.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,271,271,0.5094714378477523
184,184,184,1,0,2.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,184,184,0.5023630165339007
939,939,939,1,0,4.0,0.0,0,8.0,0.0,0,15117.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,939,939,0.5037866599975745
244,244,244,1,0,31.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,244,244,0.5134695596117931
931,931,931,1,0,21.0,0.0,0,9.0,0.0,0,85301.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,931,931,0.5147719555821414
445,445,445,1,0,25.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,445,445,0.5137307866555163
596,596,596,1,0,35.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,596,596,0.5100855352364785
817,817,817,1,0,18.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,817,817,0.5055335064433387
1272,1272,1272,0,0,32.0,0.0,0,13.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1272,1272,0.5089118051984182
1676,1676,1676,0,0,4.0,0.0,0,9.0,0.0,0,84223.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1676,1676,0.5048618741479755
486,486,486,1,0,33.0,0.0,0,3.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,486,486,0.5123177370078585
680,680,680,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,680,680,0.5124376163745675
415,415,415,1,0,16.0,0.0,0,7.0,0.0,0,47585.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,415,415,0.5074881411578186
273,273,273,1,0,59.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,273,273,0.5024064896854962
1471,1471,1471,0,0,23.0,0.0,0,11.0,0.0,0,47732.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1471,1471,0.5141907233974911
1829,1829,1829,0,0,62.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1829,1829,0.5091189513046035
1454,1454,1454,0,0,15.0,0.0,0,8.0,0.0,0,45192.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1454,1454,0.5078664248013535
250,250,250,1,0,43.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,250,250,0.5183174575182551
413,413,413,1,0,19.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,413,413,0.5096320423871564
1385,1385,1385,0,0,58.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1385,1385,0.5173490734835426
1307,1307,1307,0,0,1.0,0.0,0,3.0,0.0,0,47584.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1307,1307,0.5119114763464553
715,715,715,1,0,20.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,715,715,0.5062183083221631
310,310,310,1,0,9.0,0.0,0,0.0,1.0,1,1.0,0.0,0,3.0,0.0,0,1.0,0.0,0.2,310,310,0.5123635794860254
926,926,926,1,0,19.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,926,926,0.5128322998829743
381,381,381,1,0,3.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,381,381,0.5071554373132993
1565,1565,1565,0,0,51.0,0.0,0,7.0,0.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0,1565,1565,0.5172146200437384
425,425,425,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,425,425,0.5124376163745675
1874,1874,1874,0,0,12.0,0.0,0,8.0,0.0,0,69100.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1874,1874,0.5075498752517965
532,532,532,1,0,48.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,532,532,0.5187482746557093
752,752,752,1,0,23.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,752,752,0.5123521769782774
765,765,765,1,0,4.0,0.0,0,11.0,0.0,0,47814.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,765,765,0.5144362259215216
1356,1356,1356,0,0,0.0,1.0,0,7.0,0.0,0,1288.0,0.0,0,5.0,0.0,0,2.0,0.0,0.2,1356,1356,0.5365516459525885
408,408,408,1,0,1.0,0.0,0,12.0,0.0,0,84104.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,408,408,0.502366312712616
1614,1614,1614,0,0,20.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1614,1614,0.5129130509373053
694,694,694,1,0,6.0,0.0,0,7.0,0.0,0,45198.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,694,694,0.5157750395159314
1738,1738,1738,0,0,13.0,0.0,0,10.0,0.0,0,49220.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1738,1738,0.5107050278022697
548,548,548,1,0,10.0,0.0,0,5.0,0.0,0,47108.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,548,548,0.507451763686646
936,936,936,1,0,4.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,936,936,0.5140684675179991
1389,1389,1389,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,5.0,0.0,0,2.0,0.0,0.0,1389,1389,0.5067507855678094
1607,1607,1607,0,0,9.0,0.0,0,10.0,0.0,0,84112.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1607,1607,0.5066366616729844
1939,1939,1939,0,0,23.0,0.0,0,1.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1939,1939,0.5093846602167279
1481,1481,1481,0,0,38.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1481,1481,0.5188404916069093
182,182,182,1,0,0.0,1.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,182,182,0.5339475613322088
1940,1940,1940,0,0,47.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1940,1940,0.4996875600207456
1160,1160,1160,0,0,8.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1160,1160,0.5061800196999511
170,170,170,1,0,6.0,0.0,0,8.0,0.0,0,97000.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,170,170,0.5054906609041385
292,292,292,1,0,58.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,292,292,0.5168337314150899
561,561,561,1,0,7.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,561,561,0.5028052412748089
1456,1456,1456,0,0,3.0,0.0,0,8.0,0.0,0,10789.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1456,1456,0.5026218891881095
1876,1876,1876,0,0,51.0,0.0,0,9.0,0.0,0,85094.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1876,1876,0.5155448651064597
1651,1651,1651,0,0,23.0,0.0,0,7.0,0.0,0,96083.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1651,1651,0.5143839380940286
849,849,849,1,0,15.0,0.0,0,12.0,0.0,0,46296.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,849,849,0.5166696188574823
272,272,272,1,0,29.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,272,272,0.5078008414682228
1549,1549,1549,0,0,46.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1549,1549,0.5178330521619691
1034,1034,1034,0,0,0.0,1.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4,1034,1034,0.5384948353391112
1743,1743,1743,0,0,17.0,0.0,0,13.0,0.0,0,86091.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1743,1743,0.5077918357409831
371,371,371,1,0,39.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,371,371,0.5162071040751308
1669,1669,1669,0,0,2.0,0.0,0,2.0,0.0,0,96996.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1669,1669,0.5131178971599617
721,721,721,1,0,6.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,721,721,0.5094202840935017
733,733,733,1,0,12.0,0.0,0,6.0,0.0,0,79099.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,733,733,0.5072903222507237
777,777,777,1,0,6.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,777,777,0.5046232327364745
518,518,518,1,0,46.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,518,518,0.5177900555706704
334,334,334,1,0,26.0,0.0,0,3.0,0.0,0,96998.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,334,334,0.5111783507227553
845,845,845,1,0,4.0,0.0,0,10.0,0.0,0,84129.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,845,845,0.5152263828498688
1251,1251,1251,0,0,16.0,0.0,0,0.0,1.0,0,1270.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4,1251,1251,0.5168425668989031
1052,1052,1052,0,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1052,1052,0.5034573876771188
1923,1923,1923,0,0,11.0,0.0,0,1.0,0.0,0,47111.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1923,1923,0.5085997853741803
15,15,15,1,0,35.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,15,15,0.5118994234595008
707,707,707,1,0,30.0,0.0,0,6.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,707,707,0.5135138615692493
900,900,900,1,0,45.0,0.0,0,14.0,0.0,1,1.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,900,900,0.5185132701672422
1979,1979,1979,0,0,15.0,0.0,0,7.0,0.0,0,96998.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1979,1979,0.5088860823577547
1572,1572,1572,0,0,1.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1572,1572,0.503026642019278
903,903,903,1,0,19.0,0.0,0,5.0,0.0,0,10709.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,903,903,0.5069452017735337
465,465,465,1,0,63.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,465,465,0.5078789642643003
1977,1977,1977,0,0,12.0,0.0,0,5.0,0.0,0,91997.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1977,1977,0.5122861172670236
199,199,199,1,0,13.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2,199,199,0.5104176120683422
1206,1206,1206,0,0,10.0,0.0,0,4.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,1206,1206,0.5165849166402192
1055,1055,1055,0,0,48.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1055,1055,0.5136973816388374
1131,1131,1131,0,0,19.0,0.0,0,12.0,0.0,0,46297.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1131,1131,0.5078688299547034
1379,1379,1379,0,0,11.0,0.0,0,14.0,0.0,0,86196.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1379,1379,0.5098935896039253
998,998,998,1,0,7.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,998,998,0.5037283536990168
727,727,727,1,0,3.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,727,727,0.5025899138552964
1771,1771,1771,0,0,4.0,0.0,0,11.0,0.0,0,84218.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1771,1771,0.5104356847224588
1909,1909,1909,0,0,39.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1909,1909,0.5112241347854021
1821,1821,1821,0,0,49.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1821,1821,0.5130335249179762
567,567,567,1,0,21.0,0.0,0,6.0,0.0,0,49219.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,567,567,0.5157841454715727
43,43,43,1,0,6.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,43,43,0.5043729194093234
274,274,274,1,0,10.0,0.0,0,10.0,0.0,0,85222.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,274,274,0.5068806524883654
1096,1096,1096,0,0,29.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1096,1096,0.5016307797147891
101,101,101,1,0,49.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,101,101,0.5258541254267918
1231,1231,1231,0,0,8.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1231,1231,0.5046158968560133
1721,1721,1721,0,0,44.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1721,1721,0.5134817254856276
1832,1832,1832,0,0,47.0,0.0,0,13.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1832,1832,0.5168547198513597
107,107,107,1,0,17.0,0.0,0,4.0,0.0,0,33146.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,107,107,0.518773761775932
1617,1617,1617,0,0,31.0,0.0,0,6.0,0.0,0,47809.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1617,1617,0.5145701950167277
497,497,497,1,0,0.0,1.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,497,497,0.5339475613322088
1980,1980,1980,0,0,56.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1980,1980,0.5166651632453562
881,881,881,1,0,0.0,1.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2,881,881,0.5324399467053412
756,756,756,1,0,12.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,756,756,0.5069074008070865
619,619,619,1,0,6.0,0.0,0,8.0,0.0,0,55091.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,619,619,0.5059737536328255
1106,1106,1106,0,0,7.0,0.0,0,9.0,0.0,0,49217.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1106,1106,0.50500844496554
1935,1935,1935,0,0,24.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1935,1935,0.5123840622874251
809,809,809,1,0,46.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,809,809,0.5146266434460345
1037,1037,1037,0,0,5.0,0.0,0,7.0,0.0,0,45195.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1037,1037,0.5049542487214539
72,72,72,1,0,14.0,0.0,0,10.0,0.0,0,10501.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,72,72,0.5126797174676225
1283,1283,1283,0,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1283,1283,0.5066936762481281
1271,1271,1271,0,0,4.0,0.0,0,0.0,1.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.4,1271,1271,0.5129206605690267
1334,1334,1334,0,0,9.0,0.0,0,5.0,0.0,0,13913.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1334,1334,0.5055956873221352
1458,1458,1458,0,0,28.0,0.0,0,9.0,0.0,0,22187.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1458,1458,0.5139213566098949
481,481,481,1,0,34.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,481,481,0.5181641748330029
1068,1068,1068,0,0,11.0,0.0,0,8.0,0.0,0,85205.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1068,1068,0.5075682532625666
506,506,506,1,0,32.0,0.0,0,5.0,0.0,0,49213.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,506,506,0.5161687555801681
1237,1237,1237,0,0,9.0,0.0,0,12.0,0.0,0,46898.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1237,1237,0.5056070508286158
1861,1861,1861,0,0,33.0,0.0,0,8.0,0.0,0,82192.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1861,1861,0.5116449478790501
1989,1989,1989,0,0,24.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1989,1989,0.49448774094285824
1476,1476,1476,0,0,15.0,0.0,0,9.0,0.0,0,40999.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1476,1476,0.5066995079360682
1866,1866,1866,0,0,1.0,0.0,0,11.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1866,1866,0.505777732572026
1455,1455,1455,0,0,13.0,0.0,0,8.0,0.0,0,49228.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1455,1455,0.5135081899407802
311,311,311,1,0,20.0,0.0,0,5.0,0.0,0,1483.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,311,311,0.508154238488178
962,962,962,1,0,43.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,962,962,0.5123625549765111
405,405,405,1,0,51.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,405,405,0.5157096709379173
1330,1330,1330,0,0,54.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1330,1330,0.5187167738544529
1649,1649,1649,0,0,32.0,0.0,0,7.0,0.0,0,47112.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1649,1649,0.5171451940436184
309,309,309,1,0,42.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,309,309,0.5169270949673995
226,226,226,1,0,30.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,226,226,0.5089195147561149
1857,1857,1857,0,0,18.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1857,1857,0.5066560442892355
710,710,710,1,0,3.0,0.0,0,10.0,0.0,0,85210.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,710,710,0.5032982542537041
1943,1943,1943,0,0,2.0,0.0,0,14.0,0.0,0,60192.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1943,1943,0.5028871414874543
1383,1383,1383,0,0,9.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1383,1383,0.5080559313976085
1785,1785,1785,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,1785,1785,0.5124376163745675
148,148,148,1,0,33.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,148,148,0.5107541499703
1554,1554,1554,0,0,27.0,0.0,0,7.0,0.0,0,35993.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1554,1554,0.5098092739280095
1956,1956,1956,0,0,9.0,0.0,0,6.0,0.0,0,49221.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1956,1956,0.506154221015498
925,925,925,1,0,39.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,925,925,0.5129878253594847
942,942,942,1,0,17.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,942,942,0.5080425556861027
836,836,836,1,0,19.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,836,836,0.5076038750864763
575,575,575,1,0,8.0,0.0,0,8.0,0.0,0,84101.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,575,575,0.5059981830624393
557,557,557,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,557,557,0.5124376163745675
1235,1235,1235,0,0,33.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1235,1235,0.5109846338405113
1360,1360,1360,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,1360,1360,0.5124376163745675
1347,1347,1347,0,0,6.0,0.0,0,9.0,0.0,0,10709.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1347,1347,0.5087575662059237
1161,1161,1161,0,0,17.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1161,1161,0.513616788317807
1442,1442,1442,0,0,20.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1442,1442,0.507140245675355
286,286,286,1,0,14.0,0.0,0,8.0,0.0,0,13943.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,286,286,0.5097327554928217
1604,1604,1604,0,0,20.0,0.0,0,10.0,0.0,0,26197.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1604,1604,0.5119390251714745
1057,1057,1057,0,0,33.0,0.0,0,6.0,0.0,0,47107.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1057,1057,0.5184718031970011
598,598,598,1,0,17.0,0.0,0,8.0,0.0,0,28244.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,598,598,0.5069392231534282
932,932,932,1,0,4.0,0.0,0,14.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,932,932,0.5020722162399566
1461,1461,1461,0,0,60.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2,1461,1461,0.521040436138713
1637,1637,1637,0,0,52.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1637,1637,0.5215487873914673
1587,1587,1587,0,0,7.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1587,1587,0.5073709346379197
1040,1040,1040,0,0,2.0,0.0,0,11.0,0.0,0,64904.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1040,1040,0.5096869824550166
1230,1230,1230,0,0,42.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1230,1230,0.5123656478864869
806,806,806,1,0,27.0,0.0,0,2.0,0.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0,806,806,0.5129299486422227
904,904,904,1,0,7.0,0.0,0,12.0,0.0,0,84123.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,904,904,0.5154432308861443
1679,1679,1679,0,0,34.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1679,1679,0.5146120734614927
1204,1204,1204,0,0,63.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1204,1204,0.5184827056815967
767,767,767,1,0,31.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,767,767,0.5109912125379946
609,609,609,1,0,28.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,609,609,0.5151043154434636
1992,1992,1992,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,1992,1992,0.5124376163745675
1564,1564,1564,0,0,1.0,0.0,0,11.0,0.0,0,15197.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1564,1564,0.5026644950331439
1422,1422,1422,0,0,1.0,0.0,0,8.0,0.0,0,47526.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1422,1422,0.5107585555408244
1010,1010,1010,0,0,32.0,0.0,0,5.0,0.0,0,47586.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1010,1010,0.5124544195833355
493,493,493,1,0,8.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,493,493,0.5039552983152471
1320,1320,1320,0,0,14.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1320,1320,0.5119287031140749
277,277,277,1,0,20.0,0.0,0,10.0,0.0,0,49218.0,0.0,0,3.0,0.0,0,2.0,0.0,0.0,277,277,0.5083516813745427
1846,1846,1846,0,0,5.0,0.0,0,12.0,0.0,0,84121.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1846,1846,0.5052673898037048
358,358,358,1,0,14.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,358,358,0.5101146401461572
1110,1110,1110,0,0,38.0,0.0,0,6.0,0.0,0,61896.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1110,1110,0.5118083693812694
236,236,236,1,0,37.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,236,236,0.510739492905726
551,551,551,1,0,6.0,0.0,0,6.0,0.0,0,49226.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,551,551,0.5100403192508328
1867,1867,1867,0,0,38.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1867,1867,0.5116587164129012
1812,1812,1812,0,0,0.0,1.0,0,5.0,0.0,0,47102.0,0.0,0,0.0,1.0,0,0.0,1.0,0.6,1812,1812,0.5453775784766929
208,208,208,1,0,41.0,0.0,0,8.0,0.0,0,10620.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,208,208,0.5112476584183996
1386,1386,1386,0,0,19.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1386,1386,0.5121725577780256
1560,1560,1560,0,0,13.0,0.0,0,4.0,0.0,1,1.0,0.0,0,3.0,0.0,0,2.0,0.0,0.0,1560,1560,0.5072956176861335
58,58,58,1,0,8.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,58,58,0.5094123145966807
631,631,631,1,0,33.0,0.0,0,4.0,0.0,0,40991.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,631,631,0.5188397457661149
