anon_index,max_attack_score,mean_attack_score,pair_count,risk_level
92,0.5114752890915604,0.5114752890915604,1,medium
93,0.5035767283849987,0.5035767283849987,1,low
94,0.5216949643506744,0.5216949643506744,1,critical
95,0.5014041207127983,0.5014041207127983,1,low
96,0.5134973436517757,0.5134973436517757,1,medium
97,0.538009814214188,0.538009814214188,1,critical
98,0.5183276039428182,0.5183276039428182,1,high
99,0.5102291011387871,0.5102291011387871,1,low
100,0.5148643046419454,0.5148643046419454,1,medium
101,0.5258541254267918,0.5258541254267918,1,critical
102,0.5093217801225488,0.5093217801225488,1,low
103,0.5080101571936931,0.5080101571936931,1,low
104,0.5132782920231488,0.5132782920231488,1,medium
105,0.5163631483162523,0.5163631483162523,1,high
106,0.5030437507220498,0.5030437507220498,1,low
107,0.518773761775932,0.518773761775932,1,high
108,0.5233547008799538,0.5233547008799538,1,critical
109,0.5089738526144841,0.5089738526144841,1,low
110,0.5066270630425577,0.5066270630425577,1,low
111,0.5037663881966536,0.5037663881966536,1,low
112,0.5159862621338802,0.5159862621338802,1,high
113,0.5105551102892362,0.5105551102892362,1,low
114,0.5084607485719362,0.5084607485719362,1,low
115,0.5053175162340158,0.5053175162340158,1,low
116,0.5100271953691425,0.5100271953691425,1,low
117,0.5147227023430637,0.5147227023430637,1,medium
118,0.513760132720237,0.513760132720237,1,medium
119,0.5118112665326205,0.5118112665326205,1,medium
120,0.5098620420256574,0.5098620420256574,1,low
121,0.5128226974154058,0.5128226974154058,1,medium
122,0.4987970969837092,0.4987970969837092,1,low
123,0.516912657205738,0.516912657205738,1,high
124,0.5075175765541157,0.5075175765541157,1,low
125,0.5099704353841853,0.5099704353841853,1,low
126,0.5153407308298709,0.5153407308298709,1,medium
127,0.5138768945426784,0.5138768945426784,1,medium
128,0.5066936762481281,0.5066936762481281,1,low
129,0.5136206062425969,0.5136206062425969,1,medium
130,0.5224959881907253,0.5224959881907253,1,critical
131,0.5085000953737581,0.5085000953737581,1,low
132,0.5049370038129002,0.5049370038129002,1,low
133,0.5144959132237609,0.5144959132237609,1,medium
134,0.5121475917931245,0.5121475917931245,1,medium
135,0.509790083754241,0.509790083754241,1,low
136,0.5056948439128247,0.5056948439128247,1,low
137,0.5032460609648705,0.5032460609648705,1,low
138,0.5125702938111626,0.5125702938111626,1,medium
139,0.5217798047613841,0.5217798047613841,1,critical
140,0.5157612440586119,0.5157612440586119,1,high
141,0.5038199511874976,0.5038199511874976,1,low
142,0.5029306161401804,0.5029306161401804,1,low
143,0.5094178179792747,0.5094178179792747,1,low
144,0.511214106119844,0.511214106119844,1,medium
145,0.512379902397476,0.512379902397476,1,medium
146,0.5120151318216156,0.5120151318216156,1,medium
147,0.505055288735719,0.505055288735719,1,low
148,0.5107541499703,0.5107541499703,1,low
149,0.5103200270388174,0.5103200270388174,1,low
150,0.511445410974428,0.511445410974428,1,medium
151,0.5025989018400975,0.5025989018400975,1,low
152,0.5175368033411596,0.5175368033411596,1,high
153,0.5124376163745675,0.5124376163745675,1,medium
154,0.5154373771937505,0.5154373771937505,1,medium
155,0.5128686029522941,0.5128686029522941,1,medium
156,0.5104294481811414,0.5104294481811414,1,low
157,0.5111092509802799,0.5111092509802799,1,medium
158,0.5145836498288139,0.5145836498288139,1,medium
159,0.5079243559130622,0.5079243559130622,1,low
160,0.5057258731893081,0.5057258731893081,1,low
161,0.5062090325638323,0.5062090325638323,1,low
162,0.5039988413350235,0.5039988413350235,1,low
163,0.5121051480914026,0.5121051480914026,1,medium
164,0.507664656022166,0.507664656022166,1,low
165,0.5260791084212161,0.5260791084212161,1,critical
166,0.5166906618710131,0.5166906618710131,1,high
167,0.5135132570969745,0.5135132570969745,1,medium
168,0.5132957170942062,0.5132957170942062,1,medium
169,0.5224297610033283,0.5224297610033283,1,critical
170,0.5054906609041385,0.5054906609041385,1,low
171,0.5033342101538905,0.5033342101538905,1,low
172,0.5092837955825081,0.5092837955825081,1,low
173,0.5141813409276729,0.5141813409276729,1,medium
174,0.5064257189325788,0.5064257189325788,1,low
175,0.5082528473090685,0.5082528473090685,1,low
176,0.5205259145185285,0.5205259145185285,1,high
177,0.5192959393544899,0.5192959393544899,1,high
178,0.5046199283393745,0.5046199283393745,1,low
179,0.5066898213246374,0.5066898213246374,1,low
180,0.5019531108397021,0.5019531108397021,1,low
181,0.5142074782258099,0.5142074782258099,1,medium
182,0.5339475613322088,0.5339475613322088,1,critical
183,0.511214106119844,0.511214106119844,1,medium
184,0.5023630165339007,0.5023630165339007,1,low
185,0.5126942518625616,0.5126942518625616,1,medium
186,0.5120642378166455,0.5120642378166455,1,medium
187,0.5114886462456578,0.5114886462456578,1,medium
188,0.5148909301633758,0.5148909301633758,1,medium
189,0.5095765441079859,0.5095765441079859,1,low
190,0.5043955145521081,0.5043955145521081,1,low
191,0.5078089423743378,0.5078089423743378,1,low
192,0.5180293115477741,0.5180293115477741,1,high
193,0.5136664886406668,0.5136664886406668,1,medium
194,0.5112414012765899,0.5112414012765899,1,medium
195,0.5070267803851715,0.5070267803851715,1,low
196,0.5116854630064256,0.5116854630064256,1,medium
197,0.5084834114232324,0.5084834114232324,1,low
198,0.5115570834395663,0.5115570834395663,1,medium
199,0.5104176120683422,0.5104176120683422,1,low
200,0.508333143634245,0.508333143634245,1,low
201,0.5190677129989442,0.5190677129989442,1,high
202,0.5344340893765586,0.5344340893765586,1,critical
203,0.5124376163745675,0.5124376163745675,1,medium
204,0.5212890660016812,0.5212890660016812,1,critical
205,0.5149717815399084,0.5149717815399084,1,medium
206,0.515015537591735,0.515015537591735,1,medium
207,0.5045889313614663,0.5045889313614663,1,low
208,0.5112476584183996,0.5112476584183996,1,medium
209,0.5185658188572716,0.5185658188572716,1,high
210,0.511029491737485,0.511029491737485,1,medium
211,0.510622535744842,0.510622535744842,1,low
212,0.5064092671599563,0.5064092671599563,1,low
213,0.5148355355079102,0.5148355355079102,1,medium
214,0.5073629774436209,0.5073629774436209,1,low
215,0.5088314826049402,0.5088314826049402,1,low
216,0.5182652981372201,0.5182652981372201,1,high
217,0.49991400518391643,0.49991400518391643,1,low
218,0.5140165969695007,0.5140165969695007,1,medium
219,0.51254334168692,0.51254334168692,1,medium
220,0.518139463870171,0.518139463870171,1,high
221,0.5091861147405398,0.5091861147405398,1,low
222,0.5124376163745675,0.5124376163745675,1,medium
223,0.5059586655235614,0.5059586655235614,1,low
224,0.5137012719923786,0.5137012719923786,1,medium
225,0.5131480447045761,0.5131480447045761,1,medium
226,0.5089195147561149,0.5089195147561149,1,low
227,0.5121012031812414,0.5121012031812414,1,medium
228,0.5027975745831079,0.5027975745831079,1,low
229,0.5041602732203531,0.5041602732203531,1,low
230,0.5021321602468788,0.5021321602468788,1,low
231,0.5099667333894226,0.5099667333894226,1,low
232,0.5158345076646141,0.5158345076646141,1,high
233,0.5122109499727525,0.5122109499727525,1,medium
234,0.538247667134144,0.538247667134144,1,critical
235,0.5089375848748081,0.5089375848748081,1,low
236,0.510739492905726,0.510739492905726,1,low
237,0.5126836050456597,0.5126836050456597,1,medium
238,0.510723868188525,0.510723868188525,1,low
239,0.5073246789874049,0.5073246789874049,1,low
240,0.5066596439222592,0.5066596439222592,1,low
241,0.5057655011627329,0.5057655011627329,1,low
242,0.514877605429298,0.514877605429298,1,medium
243,0.5208386511733137,0.5208386511733137,1,high
244,0.5134695596117931,0.5134695596117931,1,medium
245,0.5160503849319404,0.5160503849319404,1,high
246,0.5041802729185295,0.5041802729185295,1,low
247,0.5066073574529164,0.5066073574529164,1,low
248,0.5133865326205843,0.5133865326205843,1,medium
249,0.5053100449211363,0.5053100449211363,1,low
250,0.5183174575182551,0.5183174575182551,1,high
251,0.49936522502023206,0.49936522502023206,1,low
252,0.5053977881151527,0.5053977881151527,1,low
253,0.5066009133434681,0.5066009133434681,1,low
254,0.5118704019237059,0.5118704019237059,1,medium
255,0.514616993801594,0.514616993801594,1,medium
256,0.505113567771197,0.505113567771197,1,low
257,0.5060361867877106,0.5060361867877106,1,low
258,0.5166700089964046,0.5166700089964046,1,high
259,0.5159846976423087,0.5159846976423087,1,high
260,0.5142249105420597,0.5142249105420597,1,medium
261,0.510508623101388,0.510508623101388,1,low
262,0.5043925305324578,0.5043925305324578,1,low
263,0.5107018397246338,0.5107018397246338,1,low
264,0.4958424912444775,0.4958424912444775,1,low
265,0.5193359566864711,0.5193359566864711,1,high
266,0.5073104262472824,0.5073104262472824,1,low
267,0.514385729569851,0.514385729569851,1,medium
268,0.5126012963406922,0.5126012963406922,1,medium
269,0.5058147109403099,0.5058147109403099,1,low
270,0.510010824393306,0.510010824393306,1,low
271,0.5094714378477523,0.5094714378477523,1,low
272,0.5078008414682228,0.5078008414682228,1,low
273,0.5024064896854962,0.5024064896854962,1,low
274,0.5068806524883654,0.5068806524883654,1,low
275,0.508509940515545,0.508509940515545,1,low
276,0.5153490255691494,0.5153490255691494,1,medium
277,0.5083516813745427,0.5083516813745427,1,low
278,0.5157753395308785,0.5157753395308785,1,high
279,0.5080383556396,0.5080383556396,1,low
280,0.511093884914144,0.511093884914144,1,medium
281,0.5112150284996348,0.5112150284996348,1,medium
282,0.5125772323502815,0.5125772323502815,1,medium
283,0.5131290828790154,0.5131290828790154,1,medium
284,0.5086635453165188,0.5086635453165188,1,low
285,0.5054393716499725,0.5054393716499725,1,low
286,0.5097327554928217,0.5097327554928217,1,low
287,0.5105788034604233,0.5105788034604233,1,low
288,0.5084239479712646,0.5084239479712646,1,low
289,0.505522568998924,0.505522568998924,1,low
290,0.501674345948659,0.501674345948659,1,low
291,0.5176769293770652,0.5176769293770652,1,high
292,0.5168337314150899,0.5168337314150899,1,high
293,0.5262506397941065,0.5262506397941065,1,critical
294,0.5180439743010158,0.5180439743010158,1,high
295,0.509230744833554,0.509230744833554,1,low
296,0.524630958468852,0.524630958468852,1,critical
297,0.5137155288841395,0.5137155288841395,1,medium
298,0.51416968042369,0.51416968042369,1,medium
299,0.5220709375428344,0.5220709375428344,1,critical
300,0.5080228866928551,0.5080228866928551,1,low
301,0.522544542379203,0.522544542379203,1,critical
302,0.5182527727937165,0.5182527727937165,1,high
303,0.5107775187881088,0.5107775187881088,1,low
304,0.5107606446700719,0.5107606446700719,1,low
305,0.5135734795075875,0.5135734795075875,1,medium
306,0.5045790521617751,0.5045790521617751,1,low
307,0.5055023784379432,0.5055023784379432,1,low
308,0.5073717561317016,0.5073717561317016,1,low
309,0.5169270949673995,0.5169270949673995,1,high
310,0.5123635794860254,0.5123635794860254,1,medium
311,0.508154238488178,0.508154238488178,1,low
312,0.5465082865083555,0.5465082865083555,1,critical
313,0.5060544154253349,0.5060544154253349,1,low
314,0.5114507392092921,0.5114507392092921,1,medium
315,0.5144107863361799,0.5144107863361799,1,medium
316,0.5037039448895236,0.5037039448895236,1,low
317,0.5159915227118015,0.5159915227118015,1,high
318,0.5181493539841188,0.5181493539841188,1,high
319,0.5347248755682847,0.5347248755682847,1,critical
320,0.5147246317652798,0.5147246317652798,1,medium
321,0.5070883552518785,0.5070883552518785,1,low
322,0.5150953093020368,0.5150953093020368,1,medium
323,0.5082848389116824,0.5082848389116824,1,low
324,0.5147582157823454,0.5147582157823454,1,medium
325,0.5104426315889983,0.5104426315889983,1,low
326,0.5038041462588674,0.5038041462588674,1,low
327,0.4938108863084847,0.4938108863084847,1,low
328,0.5061559956606321,0.5061559956606321,1,low
329,0.5050578742499835,0.5050578742499835,1,low
330,0.5052961926095033,0.5052961926095033,1,low
331,0.505098785949696,0.505098785949696,1,low
332,0.5197118329040417,0.5197118329040417,1,high
333,0.5081947205287628,0.5081947205287628,1,low
334,0.5111783507227553,0.5111783507227553,1,medium
335,0.5109048466000661,0.5109048466000661,1,medium
336,0.5112455099808796,0.5112455099808796,1,medium
337,0.5156955496463685,0.5156955496463685,1,high
338,0.5380314334045416,0.5380314334045416,1,critical
339,0.5041468709358061,0.5041468709358061,1,low
340,0.5032668792295055,0.5032668792295055,1,low
341,0.5142754232478267,0.5142754232478267,1,medium
342,0.5110022588996882,0.5110022588996882,1,medium
343,0.5096153439870422,0.5096153439870422,1,low
344,0.5155434402167479,0.5155434402167479,1,medium
345,0.5078194099885104,0.5078194099885104,1,low
346,0.5064730632835691,0.5064730632835691,1,low
347,0.5164327959231022,0.5164327959231022,1,high
348,0.5078233356439693,0.5078233356439693,1,low
349,0.5036959681331199,0.5036959681331199,1,low
350,0.5084364811761168,0.5084364811761168,1,low
351,0.5103212190015208,0.5103212190015208,1,low
352,0.5127898095264922,0.5127898095264922,1,medium
353,0.5141550302595143,0.5141550302595143,1,medium
354,0.5112687081677502,0.5112687081677502,1,medium
355,0.5137676754294584,0.5137676754294584,1,medium
356,0.5096931882560164,0.5096931882560164,1,low
357,0.5144055372004572,0.5144055372004572,1,medium
358,0.5101146401461572,0.5101146401461572,1,low
359,0.49936522502023206,0.49936522502023206,1,low
360,0.5124376163745675,0.5124376163745675,1,medium
361,0.5063095978029243,0.5063095978029243,1,low
362,0.5092267842804726,0.5092267842804726,1,low
363,0.5076347739868777,0.5076347739868777,1,low
364,0.5034938594815372,0.5034938594815372,1,low
365,0.5079621442648906,0.5079621442648906,1,low
366,0.5089623511486701,0.5089623511486701,1,low
367,0.5085864185156342,0.5085864185156342,1,low
368,0.5389502744735148,0.5389502744735148,1,critical
369,0.5044791629115032,0.5044791629115032,1,low
370,0.5194977067486543,0.5194977067486543,1,high
371,0.5162071040751308,0.5162071040751308,1,high
372,0.5066270630425577,0.5066270630425577,1,low
373,0.5123849345935142,0.5123849345935142,1,medium
374,0.5166841201121074,0.5166841201121074,1,high
375,0.5099608620171044,0.5099608620171044,1,low
376,0.5057712432183421,0.5057712432183421,1,low
377,0.5093697380604175,0.5093697380604175,1,low
378,0.5163312347123702,0.5163312347123702,1,high
379,0.5134354111477185,0.5134354111477185,1,medium
380,0.5181303314068183,0.5181303314068183,1,high
381,0.5071554373132993,0.5071554373132993,1,low
382,0.5172902080289334,0.5172902080289334,1,high
383,0.5078216964365153,0.5078216964365153,1,low
384,0.5124376163745675,0.5124376163745675,1,medium
385,0.5236348590776566,0.5236348590776566,1,critical
386,0.5043248427397123,0.5043248427397123,1,low
387,0.5175732232330664,0.5175732232330664,1,high
388,0.505981951830704,0.505981951830704,1,low
389,0.5093940027994616,0.5093940027994616,1,low
390,0.504873923064379,0.504873923064379,1,low
391,0.5036600087860027,0.5036600087860027,1,low
392,0.5171280415269671,0.5171280415269671,1,high
393,0.503671380125019,0.503671380125019,1,low
394,0.5060770311162611,0.5060770311162611,1,low
395,0.5051862303491431,0.5051862303491431,1,low
396,0.5043664924861706,0.5043664924861706,1,low
397,0.5176910009751832,0.5176910009751832,1,high
398,0.5168669367610464,0.5168669367610464,1,high
399,0.5185683920873503,0.5185683920873503,1,high
400,0.5146465314686016,0.5146465314686016,1,medium
401,0.5125159317864015,0.5125159317864015,1,medium
402,0.5107651197323722,0.5107651197323722,1,low
403,0.5112919986103988,0.5112919986103988,1,medium
404,0.5069207392339962,0.5069207392339962,1,low
405,0.5157096709379173,0.5157096709379173,1,high
406,0.5084925678115653,0.5084925678115653,1,low
407,0.5126461106302164,0.5126461106302164,1,medium
408,0.502366312712616,0.502366312712616,1,low
409,0.5117185666644984,0.5117185666644984,1,medium
410,0.509575490268683,0.509575490268683,1,low
411,0.5372577233347214,0.5372577233347214,1,critical
412,0.5135971318529657,0.5135971318529657,1,medium
413,0.5096320423871564,0.5096320423871564,1,low
414,0.5052954668153959,0.5052954668153959,1,low
415,0.5074881411578186,0.5074881411578186,1,low
416,0.5104980598450899,0.5104980598450899,1,low
417,0.5189937737013279,0.5189937737013279,1,high
418,0.5146291327406876,0.5146291327406876,1,medium
419,0.5130556995169704,0.5130556995169704,1,medium
420,0.5087157462107275,0.5087157462107275,1,low
421,0.5095376090207454,0.5095376090207454,1,low
422,0.5210914446128196,0.5210914446128196,1,high
423,0.5155309733715184,0.5155309733715184,1,medium
424,0.4981032157179197,0.4981032157179197,1,low
425,0.5124376163745675,0.5124376163745675,1,medium
426,0.5089639042016332,0.5089639042016332,1,low
427,0.520366811626826,0.520366811626826,1,high
428,0.515064676934307,0.515064676934307,1,medium
429,0.5158738749270947,0.5158738749270947,1,high
430,0.5168738270547178,0.5168738270547178,1,high
431,0.5144107863361799,0.5144107863361799,1,medium
432,0.5042586168525149,0.5042586168525149,1,low
433,0.502084160070461,0.502084160070461,1,low
434,0.5094452665053253,0.5094452665053253,1,low
435,0.5105510838287277,0.5105510838287277,1,low
436,0.5089341103938897,0.5089341103938897,1,low
437,0.5158489622262343,0.5158489622262343,1,high
438,0.513456089171512,0.513456089171512,1,medium
439,0.5069165227456164,0.5069165227456164,1,low
440,0.5123648023364064,0.5123648023364064,1,medium
441,0.5062011407906173,0.5062011407906173,1,low
442,0.49360339074276127,0.49360339074276127,1,low
443,0.508618618763507,0.508618618763507,1,low
444,0.5062523519879059,0.5062523519879059,1,low
445,0.5137307866555163,0.5137307866555163,1,medium
446,0.5108223980628437,0.5108223980628437,1,medium
447,0.5026696714583275,0.5026696714583275,1,low
448,0.4990233245011848,0.4990233245011848,1,low
449,0.5100331441559477,0.5100331441559477,1,low
450,0.5084901649071973,0.5084901649071973,1,low
451,0.5159055682091762,0.5159055682091762,1,high
452,0.5177120642120655,0.5177120642120655,1,high
453,0.5109337106716206,0.5109337106716206,1,medium
454,0.5029711859474393,0.5029711859474393,1,low
455,0.5071815871123202,0.5071815871123202,1,low
456,0.5071195517876957,0.5071195517876957,1,low
457,0.495869173260528,0.495869173260528,1,low
458,0.5108844316510733,0.5108844316510733,1,medium
459,0.5132535754018549,0.5132535754018549,1,medium
460,0.5132396579476152,0.5132396579476152,1,medium
461,0.515293092415347,0.515293092415347,1,medium
462,0.5112182720728131,0.5112182720728131,1,medium
463,0.505529388899764,0.505529388899764,1,low
464,0.5143857273658793,0.5143857273658793,1,medium
465,0.5078789642643003,0.5078789642643003,1,low
466,0.49855574216164533,0.49855574216164533,1,low
467,0.5178057737864125,0.5178057737864125,1,high
468,0.5025860091468531,0.5025860091468531,1,low
469,0.5172288378710528,0.5172288378710528,1,high
470,0.5057619881466887,0.5057619881466887,1,low
471,0.5099510898763113,0.5099510898763113,1,low
472,0.5112094479449302,0.5112094479449302,1,medium
473,0.5081732403324609,0.5081732403324609,1,low
474,0.5083619025109802,0.5083619025109802,1,low
475,0.5189902878716143,0.5189902878716143,1,high
476,0.5107667372392052,0.5107667372392052,1,low
477,0.5128609653315873,0.5128609653315873,1,medium
478,0.5190471390512232,0.5190471390512232,1,high
479,0.5053260130925576,0.5053260130925576,1,low
480,0.5093773758517521,0.5093773758517521,1,low
481,0.5181641748330029,0.5181641748330029,1,high
482,0.49180188661976887,0.49180188661976887,1,low
483,0.5115384995049781,0.5115384995049781,1,medium
484,0.5077788534054097,0.5077788534054097,1,low
485,0.5156382366405624,0.5156382366405624,1,high
486,0.5123177370078585,0.5123177370078585,1,medium
487,0.5110582858108502,0.5110582858108502,1,medium
488,0.5059840667935922,0.5059840667935922,1,low
489,0.5107470090329151,0.5107470090329151,1,low
490,0.5028168254376643,0.5028168254376643,1,low
491,0.5129428344083176,0.5129428344083176,1,medium
492,0.5145071416243417,0.5145071416243417,1,medium
493,0.5039552983152471,0.5039552983152471,1,low
494,0.5141242600588932,0.5141242600588932,1,medium
495,0.5043487732980138,0.5043487732980138,1,low
496,0.5107560286369357,0.5107560286369357,1,low
497,0.5339475613322088,0.5339475613322088,1,critical
498,0.5041543391557339,0.5041543391557339,1,low
499,0.5171285648165375,0.5171285648165375,1,high
500,0.5100891568621602,0.5100891568621602,1,low
501,0.5064431405023674,0.5064431405023674,1,low
502,0.520197249115193,0.520197249115193,1,high
503,0.5158927784074082,0.5158927784074082,1,high
504,0.5106287574836221,0.5106287574836221,1,low
505,0.5251286766737431,0.5251286766737431,1,critical
506,0.5161687555801681,0.5161687555801681,1,high
507,0.5123825579675177,0.5123825579675177,1,medium
508,0.5124376163745675,0.5124376163745675,1,medium
509,0.506874947495903,0.506874947495903,1,low
510,0.513461947012272,0.513461947012272,1,medium
511,0.5114752212515966,0.5114752212515966,1,medium
512,0.5096531493353172,0.5096531493353172,1,low
513,0.5125590362312763,0.5125590362312763,1,medium
514,0.5036499406893027,0.5036499406893027,1,low
515,0.5199006239026196,0.5199006239026196,1,high
516,0.5120534476019112,0.5120534476019112,1,medium
517,0.5074722398211976,0.5074722398211976,1,low
518,0.5177900555706704,0.5177900555706704,1,high
519,0.5124376163745675,0.5124376163745675,1,medium
520,0.503621214164742,0.503621214164742,1,low
521,0.49697243998386265,0.49697243998386265,1,low
522,0.5139356063609601,0.5139356063609601,1,medium
523,0.512027858245225,0.512027858245225,1,medium
524,0.5047805033685746,0.5047805033685746,1,low
525,0.520197249115193,0.520197249115193,1,high
526,0.5122921766759333,0.5122921766759333,1,medium
527,0.5036103267368085,0.5036103267368085,1,low
528,0.5124376163745675,0.5124376163745675,1,medium
529,0.5350425491593983,0.5350425491593983,1,critical
530,0.5405725627813495,0.5405725627813495,1,critical
531,0.5144374960233117,0.5144374960233117,1,medium
532,0.5187482746557093,0.5187482746557093,1,high
533,0.5140225243834621,0.5140225243834621,1,medium
534,0.5091415042160989,0.5091415042160989,1,low
535,0.5070556204515397,0.5070556204515397,1,low
536,0.5167278984955282,0.5167278984955282,1,high
537,0.5100972253308286,0.5100972253308286,1,low
538,0.5124376163745675,0.5124376163745675,1,medium
539,0.5101383579677822,0.5101383579677822,1,low
540,0.5124376163745675,0.5124376163745675,1,medium
541,0.5115703893952387,0.5115703893952387,1,medium
542,0.5082773838577377,0.5082773838577377,1,low
543,0.5407307899645921,0.5407307899645921,1,critical
544,0.5217085297447644,0.5217085297447644,1,critical
545,0.5061692402917304,0.5061692402917304,1,low
546,0.5127914319716159,0.5127914319716159,1,medium
547,0.5039466132315682,0.5039466132315682,1,low
548,0.507451763686646,0.507451763686646,1,low
549,0.5162179101734622,0.5162179101734622,1,high
550,0.5148872860848314,0.5148872860848314,1,medium
551,0.5100403192508328,0.5100403192508328,1,low
552,0.5135854172970277,0.5135854172970277,1,medium
553,0.5152327485559325,0.5152327485559325,1,medium
554,0.5098053810877713,0.5098053810877713,1,low
555,0.533704343196069,0.533704343196069,1,critical
556,0.5100052512781564,0.5100052512781564,1,low
557,0.5124376163745675,0.5124376163745675,1,medium
558,0.5132996298596005,0.5132996298596005,1,medium
559,0.5087127633610936,0.5087127633610936,1,low
560,0.516695884205288,0.516695884205288,1,high
561,0.5028052412748089,0.5028052412748089,1,low
562,0.5091680714461754,0.5091680714461754,1,low
563,0.5084834114232324,0.5084834114232324,1,low
564,0.5089294405756931,0.5089294405756931,1,low
565,0.5160968776900299,0.5160968776900299,1,high
566,0.5077986630140953,0.5077986630140953,1,low
567,0.5157841454715727,0.5157841454715727,1,high
568,0.5039553185109611,0.5039553185109611,1,low
569,0.5093773758517521,0.5093773758517521,1,low
570,0.5066702025450728,0.5066702025450728,1,low
571,0.5164451474801053,0.5164451474801053,1,high
572,0.5069705821950398,0.5069705821950398,1,low
573,0.5145237398821455,0.5145237398821455,1,medium
574,0.5089232084600417,0.5089232084600417,1,low
575,0.5059981830624393,0.5059981830624393,1,low
576,0.5164353396001754,0.5164353396001754,1,high
577,0.5054870595807616,0.5054870595807616,1,low
578,0.512719098988871,0.512719098988871,1,medium
579,0.5152253478753536,0.5152253478753536,1,medium
580,0.5107820955375172,0.5107820955375172,1,low
581,0.5088272866631453,0.5088272866631453,1,low
582,0.506924568632478,0.506924568632478,1,low
583,0.5133666829535933,0.5133666829535933,1,medium
584,0.5162329415177115,0.5162329415177115,1,high
585,0.5050467517339035,0.5050467517339035,1,low
586,0.5054539834554551,0.5054539834554551,1,low
587,0.5082420548470322,0.5082420548470322,1,low
588,0.50304994932653,0.50304994932653,1,low
589,0.5075874054668442,0.5075874054668442,1,low
590,0.5078394648627585,0.5078394648627585,1,low
591,0.5078348130611271,0.5078348130611271,1,low
592,0.5113501177273062,0.5113501177273062,1,medium
593,0.510912424510371,0.510912424510371,1,medium
594,0.5083429676126597,0.5083429676126597,1,low
595,0.5082945633359995,0.5082945633359995,1,low
596,0.5100855352364785,0.5100855352364785,1,low
597,0.5187166142077414,0.5187166142077414,1,high
598,0.5069392231534282,0.5069392231534282,1,low
599,0.5080186246508195,0.5080186246508195,1,low
600,0.5169179329631688,0.5169179329631688,1,high
601,0.5056897572338322,0.5056897572338322,1,low
602,0.5152121264391667,0.5152121264391667,1,medium
603,0.5157379123626217,0.5157379123626217,1,high
604,0.5109177244586428,0.5109177244586428,1,medium
605,0.5202545808076654,0.5202545808076654,1,high
606,0.5046777336000783,0.5046777336000783,1,low
607,0.5100658944197236,0.5100658944197236,1,low
608,0.5071301108648416,0.5071301108648416,1,low
609,0.5151043154434636,0.5151043154434636,1,medium
610,0.5139692629263398,0.5139692629263398,1,medium
611,0.5067303745563431,0.5067303745563431,1,low
612,0.5143075936021679,0.5143075936021679,1,medium
613,0.5079896419439489,0.5079896419439489,1,low
614,0.5100218824855071,0.5100218824855071,1,low
615,0.5065609284684093,0.5065609284684093,1,low
616,0.5041179507520638,0.5041179507520638,1,low
617,0.5021031375992454,0.5021031375992454,1,low
618,0.5146046943236097,0.5146046943236097,1,medium
619,0.5059737536328255,0.5059737536328255,1,low
620,0.5034976401602753,0.5034976401602753,1,low
621,0.5125805222439094,0.5125805222439094,1,medium
622,0.5208832110444753,0.5208832110444753,1,high
623,0.5145376384506735,0.5145376384506735,1,medium
624,0.5083057578452986,0.5083057578452986,1,low
625,0.5089195147561149,0.5089195147561149,1,low
626,0.5183401496579113,0.5183401496579113,1,high
627,0.5059109895794581,0.5059109895794581,1,low
628,0.5140627942923409,0.5140627942923409,1,medium
629,0.5041310640884348,0.5041310640884348,1,low
630,0.5017264525007086,0.5017264525007086,1,low
631,0.5188397457661149,0.5188397457661149,1,high
632,0.5048139990094741,0.5048139990094741,1,low
633,0.5084856763415101,0.5084856763415101,1,low
634,0.5180468509083375,0.5180468509083375,1,high
635,0.5071187805067242,0.5071187805067242,1,low
636,0.5124376163745675,0.5124376163745675,1,medium
637,0.518986719733788,0.518986719733788,1,high
638,0.5057351540717554,0.5057351540717554,1,low
639,0.5110130556325015,0.5110130556325015,1,medium
640,0.5130408018359387,0.5130408018359387,1,medium
641,0.503313480457169,0.503313480457169,1,low
642,0.5088673217341738,0.5088673217341738,1,low
643,0.5161871399244834,0.5161871399244834,1,high
644,0.5153294773650946,0.5153294773650946,1,medium
645,0.5091213867793007,0.5091213867793007,1,low
646,0.5160963817012143,0.5160963817012143,1,high
647,0.516116368448917,0.516116368448917,1,high
648,0.5155436516385691,0.5155436516385691,1,medium
649,0.5069169134303833,0.5069169134303833,1,low
650,0.5169969178651167,0.5169969178651167,1,high
651,0.5100584776683433,0.5100584776683433,1,low
652,0.5096081387719132,0.5096081387719132,1,low
653,0.5110878162445747,0.5110878162445747,1,medium
654,0.5063523721654777,0.5063523721654777,1,low
655,0.5192169577801207,0.5192169577801207,1,high
656,0.5104873418033972,0.5104873418033972,1,low
657,0.509452900394527,0.509452900394527,1,low
658,0.5076301429529155,0.5076301429529155,1,low
659,0.514385729569851,0.514385729569851,1,medium
660,0.519058905479784,0.519058905479784,1,high
661,0.5122370262532928,0.5122370262532928,1,medium
662,0.5041692034331448,0.5041692034331448,1,low
663,0.5116433541482723,0.5116433541482723,1,medium
664,0.5087245973151248,0.5087245973151248,1,low
665,0.5196099805610858,0.5196099805610858,1,high
666,0.5222413679960174,0.5222413679960174,1,critical
667,0.5124376163745675,0.5124376163745675,1,medium
668,0.5110216691115631,0.5110216691115631,1,medium
669,0.5110248406506508,0.5110248406506508,1,medium
670,0.508236438989328,0.508236438989328,1,low
