pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal,anon_index,aux_index,attack_score
133,0,,,1.0,1.0,0.997965409896352,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.18493371789606194
134,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06254055577066095
135,0,,,1.0,1.0,0.997965409896352,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.18493371789606194
136,0,,,14929.000535869774,14933.0,0.9999999962847148,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,14929.0,0.0,0.0,0.0,0.0,,,0.10868052126284215
137,0,,,17888.0,17888.0,0.999999996848798,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,17888.0,0.0,0.0,0.0,0.0,,,0.19740817226614712
138,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
139,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
140,0,,,4010.0001246882775,4011.0,0.9999999908813216,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,4010.0,0.0,0.0,0.0,0.0,,,0.1032682097712763
141,0,,,29995.000066677778,29997.0,0.9999999948722226,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,29995.0,0.0,0.0,0.0,0.0,,,0.15670404495568768
142,0,,,9807.001835423504,9813.0,0.9999999978676116,6.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,9807.0,0.0,0.0,0.0,0.0,,,0.11657789558145308
143,0,,,11799.001525552914,11805.0,0.9999999978661652,6.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,11799.0,0.0,0.0,0.0,0.0,,,0.11106577994430118
144,0,,,2.0,2.0,0.9938079899999064,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.16121643607253444
145,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06254055577066095
146,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
147,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
148,0,,,8220.000547445237,8223.0,0.9999999934723208,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,8220.0,0.0,0.0,0.0,0.0,,,0.0675608399433988
149,0,,,2.0,2.0,0.9970909029271466,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06950334339958016
150,0,,,29995.000066677778,29997.0,0.9999999948722226,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,29995.0,0.0,0.0,0.0,0.0,,,0.15670404495568768
151,0,,,1893.0169043090973,1901.0,0.9999999967826992,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,1893.0,0.0,0.0,0.0,0.0,,,0.2044825748075755
152,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
153,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
154,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.08209590417730321
155,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.24851979310767222
156,0,,,3.0,3.0,0.9982425637157208,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06438679740890312
157,0,,,43988.0,43988.0,0.999999967230284,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,43988.0,0.0,0.0,0.0,0.0,,,0.4466594722238532
158,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.24851979310767222
159,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
160,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
161,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.24851979310767222
162,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
163,0,,,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.07234130672047417
164,0,,,2916.000171467759,2917.0,0.9999999997754164,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,2916.0,0.0,0.0,0.0,0.0,,,0.21724714804674927
165,0,,,390.0012820491748,391.0,0.9999999999300012,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,390.0,0.0,0.0,0.0,0.0,,,0.2829617648458049
166,0,,,2.0,2.0,0.9914573982080404,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.17003333464189974
167,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06254055577066095
168,0,,,27058.0,27058.0,0.99999988243389,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,27058.0,0.0,0.0,0.0,0.0,,,0.20389750983390378
169,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
170,0,,,3472.000288018421,3474.0,0.9999999236420016,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,3472.0,0.0,0.0,0.0,0.0,,,0.40705251582670887
171,0,,,30201.0,30201.0,0.999999997918017,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,30201.0,0.0,0.0,0.0,0.0,,,0.3416188030070373
172,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
173,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
174,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
175,0,,,1362.0018355347397,1365.0,0.9999999997079372,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,1362.0,0.0,0.0,0.0,0.0,,,0.44559997858942285
176,0,,,4.0,4.0,0.9992553376127098,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.17928239894326378
177,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.07902996566504605
178,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.24851979310767222
179,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
180,0,,,1.0,1.0,0.9428090415820636,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.3011396090410168
181,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
182,0,,,4010.0,4010.0,0.99999997892005,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,4010.0,0.0,0.0,0.0,0.0,,,0.17714289121374338
183,0,,,971.0046343864688,974.0,0.9999999993148868,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,971.0,0.0,0.0,0.0,0.0,,,0.09602194265655117
184,0,,,2809.0028479871644,2813.0,0.9999999952673236,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,2809.0,0.0,0.0,0.0,0.0,,,0.09529494161943715
185,0,,,9900.000454545445,9903.0,0.9999999943305008,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,9900.0,0.0,0.0,0.0,0.0,,,0.0662034081334893
186,0,,,1.0,1.0,0.9999999999295248,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,,,0.7655112055775911
187,0,,,2.0,2.0,0.9941348467724342,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.1607069984851284
188,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
189,0,,,27920.00007163324,27922.0,0.9999999990652904,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,27920.0,0.0,0.0,0.0,0.0,,,0.09613944533395291
190,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
191,0,,,130.00384609695206,131.0,0.9999999997815276,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,130.0,0.0,0.0,0.0,0.0,,,0.2981791166067558
192,0,,,3209.001402305708,3212.0,0.9999998755101424,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,3209.0,0.0,0.0,0.0,0.0,,,0.06994198542731
193,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
194,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
195,0,,,21020.000214081825,21023.0,0.9999999952882476,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,21020.0,0.0,0.0,0.0,0.0,,,0.08375219750719844
196,0,,,8.0,8.0,0.9216834022291704,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.7688269259345025
197,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.06990351283753111
198,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05728044138339831
199,0,,,2.0,2.0,0.9978443605023736,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,,0.05749052005320804
