pair_index,label,orig_id,anon_id,age_match,education_match,industry_match,marital_status_match,sex_match,overall_similarity,euclidean_distance,manhattan_distance,cosine_similarity,industry_diff,industry_equal,education_diff,education_equal
887,1,887.0,887.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1994,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,1,891.0,891.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
602,1,602.0,602.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1902,0,,,0,0.0,0.0,0,0,0.0,99998.0,99998.0,0.0,0.0,0.0,0.0,0.0
1124,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,1,501.0,501.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
828,1,828.0,828.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1696,0,,,0,0.0,0.0,0,0,0.0,49222.0,49222.0,0.0,0.0,0.0,0.0,0.0
1280,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1829,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1016,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,1,547.0,547.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,1,742.0,742.0,0,0.0,0.0,0,0,0.0,41002.0,41002.0,0.0,0.0,0.0,0.0,0.0
26,1,26.0,26.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
492,1,492.0,492.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,1,413.0,413.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
261,1,261.0,261.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1171,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1943,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1,190.0,190.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,1,493.0,493.0,0,0.0,0.0,0,0,0.0,84110.0,84110.0,0.0,0.0,0.0,0.0,0.0
1377,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1,423.0,423.0,0,0.0,0.0,0,0,0.0,49222.0,49222.0,0.0,0.0,0.0,0.0,0.0
1889,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,1,721.0,721.0,0,0.0,0.0,0,0,0.0,41002.0,41002.0,0.0,0.0,0.0,0.0,0.0
1444,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,1,867.0,867.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1390,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1,214.0,214.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
949,1,949.0,949.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1110,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
795,1,795.0,795.0,0,0.0,0.0,0,0,0.0,84110.0,84110.0,0.0,0.0,0.0,0.0,0.0
1925,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
675,1,675.0,675.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
783,1,783.0,783.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
489,1,489.0,489.0,0,0.0,0.0,0,0,0.0,46303.0,46303.0,0.0,0.0,0.0,0.0,0.0
584,1,584.0,584.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1109,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1618,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1751,0,,,0,0.0,0.0,0,0,0.0,13945.0,13945.0,0.0,0.0,0.0,0.0,0.0
1602,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,1,847.0,847.0,0,0.0,0.0,0,0,0.0,84130.00005348865,84133.0,0.0,0.0,0.0,0.0,0.0
654,1,654.0,654.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,1,472.0,472.0,0,0.0,0.0,0,0,0.0,41002.0,41002.0,0.0,0.0,0.0,0.0,0.0
1941,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1983,0,,,0,0.0,0.0,0,0,0.0,10503.0,10503.0,0.0,0.0,0.0,0.0,0.0
761,1,761.0,761.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
163,1,163.0,163.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1715,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1260,0,,,0,0.0,0.0,0,0,0.0,84130.0,84130.0,0.0,0.0,0.0,0.0,0.0
1447,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,1,637.0,637.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,1,855.0,855.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,0,,,0,0.0,0.0,0,0,0.0,41001.0,41001.0,0.0,0.0,0.0,0.0,0.0
1616,0,,,0,0.0,0.0,0,0,0.0,46521.0,46521.0,0.0,0.0,0.0,0.0,0.0
1869,0,,,0,0.0,0.0,0,0,0.0,13945.0,13945.0,0.0,0.0,0.0,0.0,0.0
1997,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,1,564.0,564.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
182,1,182.0,182.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
429,1,429.0,429.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,1,863.0,863.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1,205.0,205.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1275,0,,,0,0.0,0.0,0,0,0.0,10.04987562112089,11.0,0.0,0.0,0.0,0.0,0.0
733,1,733.0,733.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,0,,,0,0.0,0.0,0,0,0.0,46303.0,46303.0,0.0,0.0,0.0,0.0,0.0
78,1,78.0,78.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1303,0,,,0,0.0,0.0,0,0,0.0,33150.0,33150.0,0.0,0.0,0.0,0.0,0.0
1145,0,,,0,0.0,0.0,0,0,0.0,23933.0,23933.0,0.0,0.0,0.0,0.0,0.0
1229,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
327,1,327.0,327.0,0,0.0,0.0,0,0,0.0,10711.002287367883,10718.0,0.0,0.0,0.0,0.0,0.0
1358,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
165,1,165.0,165.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
498,1,498.0,498.0,0,0.0,0.0,0,0,0.0,49232.0,49232.0,0.0,0.0,0.0,0.0,0.0
1114,0,,,0,0.0,0.0,0,0,0.0,84130.0,84130.0,0.0,0.0,0.0,0.0,0.0
1993,0,,,0,0.0,0.0,0,0,0.0,49221.0,49221.0,0.0,0.0,0.0,0.0,0.0
465,1,465.0,465.0,0,0.0,0.0,0,0,0.0,16.0312195418814,17.0,0.0,0.0,0.0,0.0,0.0
376,1,376.0,376.0,0,0.0,0.0,0,0,0.0,85211.0,85211.0,0.0,0.0,0.0,0.0,0.0
1894,0,,,0,0.0,0.0,0,0,0.0,64191.0,64191.0,0.0,0.0,0.0,0.0,0.0
40,1,40.0,40.0,0,0.0,0.0,0,0,0.0,61901.0,61901.0,0.0,0.0,0.0,0.0,0.0
1586,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1774,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1,713.0,713.0,0,0.0,0.0,0,0,0.0,97006.0,97006.0,0.0,0.0,0.0,0.0,0.0
29,1,29.0,29.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,0,,,0,0.0,0.0,0,0,0.0,49222.0,49222.0,0.0,0.0,0.0,0.0,0.0
1451,0,,,0,0.0,0.0,0,0,0.0,1271.0,1271.0,0.0,0.0,0.0,0.0,0.0
1445,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
431,1,431.0,431.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
656,1,656.0,656.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1153,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
858,1,858.0,858.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
210,1,210.0,210.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,1,763.0,763.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1094,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,1,454.0,454.0,0,0.0,0.0,0,0,0.0,85229.0,85229.0,0.0,0.0,0.0,0.0,0.0
824,1,824.0,824.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
625,1,625.0,625.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
249,1,249.0,249.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
351,1,351.0,351.0,0,0.0,0.0,0,0,0.0,1291.0,1291.0,0.0,0.0,0.0,0.0,0.0
271,1,271.0,271.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,0,,,0,0.0,0.0,0,0,0.0,84110.00071929616,84121.0,0.0,0.0,0.0,0.0,0.0
337,1,337.0,337.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1,267.0,267.0,0,0.0,0.0,0,0,0.0,36002.0,36002.0,0.0,0.0,0.0,0.0,0.0
655,1,655.0,655.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,1,485.0,485.0,0,0.0,0.0,0,0,0.0,99998.0,99998.0,0.0,0.0,0.0,0.0,0.0
1787,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1650,0,,,0,0.0,0.0,0,0,0.0,64191.0,64191.0,0.0,0.0,0.0,0.0,0.0
118,1,118.0,118.0,0,0.0,0.0,0,0,0.0,47529.0,47529.0,0.0,0.0,0.0,0.0,0.0
1789,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,1,557.0,557.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1868,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,1,565.0,565.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1800,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,80.0,80.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1470,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,1,951.0,951.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,1,758.0,758.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1,211.0,211.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,1,627.0,627.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,1,298.0,298.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1995,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
422,1,422.0,422.0,0,0.0,0.0,0,0,0.0,43306.0,43306.0,0.0,0.0,0.0,0.0,0.0
1754,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1403,0,,,0,0.0,0.0,0,0,0.0,14101.0042904752,14112.0,0.0,0.0,0.0,0.0,0.0
1096,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
243,1,243.0,243.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
108,1,108.0,108.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
341,1,341.0,341.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1799,0,,,0,0.0,0.0,0,0,0.0,1.4142135623730951,2.0,0.0,0.0,0.0,0.0,0.0
686,1,686.0,686.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
715,1,715.0,715.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
52,1,52.0,52.0,0,0.0,0.0,0,0,0.0,31001.0,31001.0,0.0,0.0,0.0,0.0,0.0
426,1,426.0,426.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1465,0,,,0,0.0,0.0,0,0,0.0,10629.007949945282,10642.0,0.0,0.0,0.0,0.0,0.0
141,1,141.0,141.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,1,757.0,757.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
509,1,509.0,509.0,0,0.0,0.0,0,0,0.0,49221.0,49221.0,0.0,0.0,0.0,0.0,0.0
921,1,921.0,921.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1,272.0,272.0,0,0.0,0.0,0,0,0.0,64910.0,64910.0,0.0,0.0,0.0,0.0,0.0
1112,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
408,1,408.0,408.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,1,792.0,792.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1,177.0,177.0,0,0.0,0.0,0,0,0.0,14101.0,14101.0,0.0,0.0,0.0,0.0,0.0
1611,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
151,1,151.0,151.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1376,0,,,0,0.0,0.0,0,0,0.0,97004.0,97004.0,0.0,0.0,0.0,0.0,0.0
381,1,381.0,381.0,0,0.0,0.0,0,0,0.0,15121.0,15121.0,0.0,0.0,0.0,0.0,0.0
119,1,119.0,119.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
414,1,414.0,414.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1694,0,,,0,0.0,0.0,0,0,0.0,85101.0,85101.0,0.0,0.0,0.0,0.0,0.0
522,1,522.0,522.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
545,1,545.0,545.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1717,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,1,968.0,968.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,1,817.0,817.0,0,0.0,0.0,0,0,0.0,13921.0,13921.0,0.0,0.0,0.0,0.0,0.0
1048,0,,,0,0.0,0.0,0,0,0.0,2.23606797749979,3.0,0.0,0.0,0.0,0.0,0.0
1903,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1324,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1,120.0,120.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1579,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
629,1,629.0,629.0,0,0.0,0.0,0,0,0.0,10711.0,10711.0,0.0,0.0,0.0,0.0,0.0
610,1,610.0,610.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1283,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
860,1,860.0,860.0,0,0.0,0.0,0,0,0.0,49232.0,49232.0,0.0,0.0,0.0,0.0,0.0
1582,0,,,0,0.0,0.0,0,0,0.0,47113.0,47113.0,0.0,0.0,0.0,0.0,0.0
1517,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1,161.0,161.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
770,1,770.0,770.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1359,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
941,1,941.0,941.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1432,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,0,,,0,0.0,0.0,0,0,0.0,14101.0,14101.0,0.0,0.0,0.0,0.0,0.0
106,1,106.0,106.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1712,0,,,0,0.0,0.0,0,0,0.0,13945.0,13945.0,0.0,0.0,0.0,0.0,0.0
170,1,170.0,170.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,1,989.0,989.0,0,0.0,0.0,0,0,0.0,13921.0,13921.0,0.0,0.0,0.0,0.0,0.0
1122,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1,606.0,606.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,2.0,2.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1010,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1,125.0,125.0,0,0.0,0.0,0,0,0.0,47113.0,47113.0,0.0,0.0,0.0,0.0,0.0
1662,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
992,1,992.0,992.0,0,0.0,0.0,0,0,0.0,84130.0,84130.0,0.0,0.0,0.0,0.0,0.0
1898,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,1,643.0,643.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,1,925.0,925.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
505,1,505.0,505.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,1,961.0,961.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,1,542.0,542.0,0,0.0,0.0,0,0,0.0,81301.0,81301.0,0.0,0.0,0.0,0.0,0.0
1850,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,0,,,0,0.0,0.0,0,0,0.0,36002.0,36002.0,0.0,0.0,0.0,0.0,0.0
1895,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,1,417.0,417.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60,1,60.0,60.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
842,1,842.0,842.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,0,,,0,0.0,0.0,0,0,0.0,36002.0,36002.0,0.0,0.0,0.0,0.0,0.0
845,1,845.0,845.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,0,,,0,0.0,0.0,0,0,0.0,64910.0,64910.0,0.0,0.0,0.0,0.0,0.0
84,1,84.0,84.0,0,0.0,0.0,0,0,0.0,47112.001528273024,47124.0,0.0,0.0,0.0,0.0,0.0
86,1,86.0,86.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,1,445.0,445.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
247,1,247.0,247.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1375,0,,,0,0.0,0.0,0,0,0.0,10629.0,10629.0,0.0,0.0,0.0,0.0,0.0
939,1,939.0,939.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,0,,,0,0.0,0.0,0,0,0.0,16291.0,16291.0,0.0,0.0,0.0,0.0,0.0
1097,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1233,0,,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1,196.0,196.0,0,0.0,0.0,0,0,0.0,61901.0,61901.0,0.0,0.0,0.0,0.0,0.0
836,1,836.0,836.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1223,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1956,0,,,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
241,1,241.0,241.0,0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
