pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal,attack_score
445,1,445.0,445.0,62021.00007255607,62024.0,-0.0806001414223489,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,62021.0,0.0,0.0,0.0,0.0,0.9658447241023124
446,1,446.0,446.0,8.0,8.0,0.8892972917998876,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9446367153852169
447,1,447.0,447.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07475133151412182
448,1,448.0,448.0,52293.00025816075,52300.0,-0.1794198268787037,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,52293.0,0.0,0.0,0.0,0.0,0.9688685270449455
449,1,449.0,449.0,6.082762530298219,7.0,0.9887260043504108,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9652017897519828
450,1,450.0,450.0,2.23606797749979,3.0,0.9977273820728876,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.964812956102965
451,1,451.0,451.0,6.082762530298219,7.0,-0.1571348402636772,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9580884642985742
452,1,452.0,452.0,9.055385138137416,10.0,0.3646624787447363,9.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.814525701927396
453,1,453.0,453.0,5.0990195135927845,8.0,0.8344971792454872,4.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591209014124068
454,1,454.0,454.0,71124.00004217986,71128.0,0.9999997139469132,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,71124.0,0.0,0.0,0.0,0.0,0.9610810946590309
455,1,455.0,455.0,719.0125172762989,725.0,0.9999999980253568,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.9286266512457311
456,1,456.0,456.0,82201.00135034852,82221.0,-0.138669986106853,14.0,0.0,5.0,0,1.0,0,0.0,0.0,0.0,82201.0,0.0,0.0,0.0,0.0,0.9162719181414234
457,1,457.0,457.0,34986.00367289754,35003.0,0.9999999681284004,16.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,34986.0,0.0,0.0,0.0,0.0,0.9662188390185497
458,1,458.0,458.0,5.196152422706632,7.0,0.9909737562151918,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688754846415053
459,1,459.0,459.0,35990.00002778549,35992.0,0.9999999958958504,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,35990.0,0.0,0.0,0.0,0.0,0.9645750132025573
460,1,460.0,460.0,47114.00027592648,47120.0,-0.1192437927633449,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47114.0,0.0,0.0,0.0,0.0,0.9691625241635143
461,1,461.0,461.0,49213.00001015992,49214.0,-0.0874794598020702,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,49213.0,0.0,0.0,0.0,0.0,0.9557375758492337
462,1,462.0,462.0,2.23606797749979,3.0,0.996235533828246,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9671850651566573
463,1,463.0,463.0,16.06237840420901,18.0,0.957459272340956,16.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569554601550724
464,1,464.0,464.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9641301673644533
465,1,465.0,465.0,60101.00031613451,60109.0,-0.061967417201779,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,60101.0,0.0,0.0,0.0,0.0,0.9653786383683954
466,1,466.0,466.0,2.449489742783178,4.0,0.9913657288354102,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690304333653744
467,1,467.0,467.0,8.12403840463596,10.0,0.2153527608232661,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9431783992140682
468,1,468.0,468.0,5.916079783099616,9.0,0.8948134764793885,3.0,0.0,5.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564282781392835
469,1,469.0,469.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08784850481710167
470,1,470.0,470.0,14970.000066800269,14972.0,0.9999999988229828,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14970.0,0.0,0.0,0.0,0.0,0.9408779677977205
471,1,471.0,471.0,32988.00001515703,32989.0,0.999999994239646,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,32988.0,0.0,0.0,0.0,0.0,0.91749451603099
472,1,472.0,472.0,4.0,4.0,0.9959289952477496,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9330064870110842
473,1,473.0,473.0,3.3166247903554,5.0,0.9670913609804876,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689029793564418
474,1,474.0,474.0,1.4142135623730951,2.0,0.9622504486493764,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9472423850593739
475,1,475.0,475.0,76872.0000325216,76875.0,0.99999991069774,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,76872.0,0.0,0.0,0.0,0.0,0.9630260244924059
476,1,476.0,476.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08784850481710167
477,1,477.0,477.0,64192.00028819791,64199.0,-0.0517826217183599,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,64192.0,0.0,0.0,0.0,0.0,0.9682659240053191
478,1,478.0,478.0,4.242640687119285,6.0,0.9891485542304924,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689202893220218
479,1,479.0,479.0,28105.000071161718,28107.0,0.9999998811643412,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,28105.0,0.0,0.0,0.0,0.0,0.15072411154656337
480,1,480.0,480.0,2.0,2.0,0.9990248656871404,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07105733776291641
481,1,481.0,481.0,1.4142135623730951,2.0,0.9773756483025025,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.946712534535572
482,1,482.0,482.0,13.0,13.0,0.1081476140871749,13.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9535972342628929
483,1,483.0,483.0,6.164414002968976,8.0,0.9596350717327242,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969029722907539
484,1,484.0,484.0,6.164414002968976,8.0,0.9994056463070784,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966603081529604
485,1,485.0,485.0,21698.000599133557,21704.0,0.9999999962582328,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,21698.0,0.0,0.0,0.0,0.0,0.963150753179483
486,1,486.0,486.0,10796.000416821036,10799.0,-0.0959138449537708,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,10796.0,0.0,0.0,0.0,0.0,0.926273877172108
487,1,487.0,487.0,85212.00012322208,85219.0,-0.0846446968900829,4.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,85212.0,0.0,0.0,0.0,0.0,0.9520100998551859
488,1,488.0,488.0,8.12403840463596,10.0,0.5722930891116554,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422710407384001
489,1,489.0,489.0,2.23606797749979,3.0,0.997733059582132,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9645921182877383
490,1,490.0,490.0,12.206555615733702,15.0,-0.020752426878823,12.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8407345305191206
491,1,491.0,491.0,4.58257569495584,7.0,0.9991745768300444,4.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590568189355491
492,1,492.0,492.0,46413.00001077284,46414.0,-0.0746705492208714,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,46413.0,0.0,0.0,0.0,0.0,0.9542169780343513
493,1,493.0,493.0,17890.000027948576,17891.0,0.9999999989399068,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,17890.0,0.0,0.0,0.0,0.0,0.6696271449861185
494,1,494.0,494.0,1.0,1.0,0.9971391490106832,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9355153835701703
495,1,495.0,495.0,3.1622776601683795,4.0,0.9981384792243287,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9366867670010123
496,1,496.0,496.0,1511.0082726444618,1516.0,0.999999995224352,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,1511.0,0.0,0.0,0.0,0.0,0.1335920529667387
497,1,497.0,497.0,1.0,1.0,0.999795980820074,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9200670512388059
498,1,498.0,498.0,2.0,2.0,0.9997313633262476,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0682249476277352
499,1,499.0,499.0,4.123105625617661,5.0,0.9557896392964648,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9657660046164418
500,1,500.0,500.0,8.246211251235321,10.0,0.862775561664445,8.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9150353733738271
501,1,501.0,501.0,99999.000500005,100009.0,-0.075559633010096,10.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,99999.0,0.0,0.0,0.0,0.0,0.9656670770314406
502,1,502.0,502.0,5.0,5.0,0.982223965423513,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9164794483407087
503,1,503.0,503.0,84302.00006524163,84307.0,-0.107068814425987,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,84302.0,0.0,0.0,0.0,0.0,0.9681515738734193
504,1,504.0,504.0,14102.000638207332,14108.0,-0.0810706095033497,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,14102.0,0.0,0.0,0.0,0.0,0.9676351587069515
505,1,505.0,505.0,4.242640687119285,6.0,0.9986310739646674,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685722602816492
506,1,506.0,506.0,14102.000070911929,14104.0,-0.0964673105311257,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0,0.9666487771544457
507,1,507.0,507.0,2.449489742783178,4.0,0.5773502691896257,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392890548982579
508,1,508.0,508.0,1.4142135623730951,2.0,0.8,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661759846239967
509,1,509.0,509.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9641301673644533
510,1,510.0,510.0,10.04987562112089,11.0,0.9600156738532384,10.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9591635814529114
511,1,511.0,511.0,12.041594578792296,13.0,-0.1797212886723973,12.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.950829988999662
512,1,512.0,512.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08784850481710167
513,1,513.0,513.0,76190.0000328127,76193.0,0.9999994524708168,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,76190.0,0.0,0.0,0.0,0.0,0.9543547286433487
514,1,514.0,514.0,9.0,9.0,0.9429541672723838,9.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9467484647114063
515,1,515.0,515.0,1.4142135623730951,2.0,0.8660254037844387,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9432831432331458
516,1,516.0,516.0,10402.00129782726,10409.0,-0.0748079430823698,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,10402.0,0.0,0.0,0.0,0.0,0.9665195820769344
517,1,517.0,517.0,2.449489742783178,4.0,0.9941348467724342,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690304333653744
518,1,518.0,518.0,47112.000042452026,47114.0,-0.0982777608813583,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,47112.0,0.0,0.0,0.0,0.0,0.9631156460979673
519,1,519.0,519.0,77303.00000646805,77304.0,-0.0956512862077463,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,77303.0,0.0,0.0,0.0,0.0,0.9623810183806438
520,1,520.0,520.0,7.14142842854285,9.0,0.816496580927726,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653524847634919
521,1,521.0,521.0,45014.00027769138,45019.0,0.9999344262507962,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,45014.0,0.0,0.0,0.0,0.0,0.8786712220753244
522,1,522.0,522.0,5.196152422706632,7.0,0.0,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565044296051718
523,1,523.0,523.0,2.23606797749979,3.0,0.9890939683907076,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9467844807990443
524,1,524.0,524.0,46512.00006449949,46516.0,-0.0884551945733094,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,46512.0,0.0,0.0,0.0,0.0,0.9688904932764428
525,1,525.0,525.0,1.4142135623730951,2.0,0.9622504486493764,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9472423850593739
526,1,526.0,526.0,41002.00060972635,41010.0,-0.0760986490806734,7.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,41002.0,0.0,0.0,0.0,0.0,0.9687288119738847
527,1,527.0,527.0,3.1622776601683795,4.0,0.9920930482734592,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9637094975613851
528,1,528.0,528.0,32582.000076729484,32585.0,0.9999998085319785,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,32582.0,0.0,0.0,0.0,0.0,0.9646196712832676
529,1,529.0,529.0,2.0,2.0,0.9990248656871404,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07105733776291641
530,1,530.0,530.0,42903.00005827098,42906.0,-0.0746928516218432,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,42903.0,0.0,0.0,0.0,0.0,0.9688615547275389
531,1,531.0,531.0,1.4142135623730951,2.0,1.0,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9595515952920187
532,1,532.0,532.0,21.213203435596427,28.0,0.999999996464262,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.8466302252220274
533,1,533.0,533.0,1.0,1.0,0.995403900013586,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9109637200671864
534,1,534.0,534.0,4.242640687119285,6.0,0.975342893301088,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689202893220218
535,1,535.0,535.0,4.123105625617661,5.0,0.9401267913629436,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9659289800754994
536,1,536.0,536.0,6.082762530298219,7.0,0.95480527676127,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9683757676007838
537,1,537.0,537.0,8.602325267042627,12.0,0.8093829222005104,8.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061885465411355
538,1,538.0,538.0,5.477225575051661,8.0,0.6666666666666666,5.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072602852074532
539,1,539.0,539.0,1.4142135623730951,2.0,0.9883720930232558,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9689192306334928
540,1,540.0,540.0,2.0,2.0,0.9979402655783318,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.09410354496187573
541,1,541.0,541.0,78301.00000638561,78302.0,-0.0969859315045416,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,78301.0,0.0,0.0,0.0,0.0,0.9666570048414136
542,1,542.0,542.0,2.23606797749979,3.0,0.997733059582132,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9645921182877383
543,1,543.0,543.0,5.0990195135927845,6.0,0.985056581721225,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9685642591360426
544,1,544.0,544.0,4.0,4.0,0.9978684405404064,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6840690857718831
545,1,545.0,545.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9641301673644533
546,1,546.0,546.0,5.0990195135927845,8.0,0.9210518958842316,4.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653383700084385
547,1,547.0,547.0,47814.00150583509,47826.0,-0.5773261004073045,12.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,47814.0,0.0,0.0,0.0,0.0,0.9635818483732462
548,1,548.0,548.0,3.0,3.0,0.9718447714777032,0.0,1.0,3.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8961037258087127
549,1,549.0,549.0,46308.0010905243,46319.0,-0.2884132973452833,10.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,46308.0,0.0,0.0,0.0,0.0,0.9677798629247486
550,1,550.0,550.0,9.055385138137416,10.0,0.988287185004892,9.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9418291073385197
551,1,551.0,551.0,44298.00030475416,44305.0,0.99999999699857,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,44298.0,0.0,0.0,0.0,0.0,0.9683286353098807
552,1,552.0,552.0,36079.00037417888,36086.0,0.999999999204226,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,36079.0,0.0,0.0,0.0,0.0,0.9687700898317094
553,1,553.0,553.0,11.445523142259598,15.0,0.9502621934663978,11.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8063676170133797
554,1,554.0,554.0,35990.00023617672,35995.0,0.9999999987222176,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,35990.0,0.0,0.0,0.0,0.0,0.9670217345111195
555,1,555.0,555.0,1.4142135623730951,2.0,0.8333333333333334,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9599444866960631
556,1,556.0,556.0,3.3166247903554,5.0,0.9913694342812616,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689029793564418
557,1,557.0,557.0,1.4142135623730951,2.0,0.9975513188954508,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9638762818365679
558,1,558.0,558.0,82114.00012178191,82120.0,-0.1083225676379024,4.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,82114.0,0.0,0.0,0.0,0.0,0.9623131080889555
559,1,559.0,559.0,7.615773105863909,10.0,0.7126966450997984,7.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8869486720737333
560,1,560.0,560.0,13.07669683062202,15.0,0.1356127007241621,13.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9138167646268851
561,1,561.0,561.0,49223.0001726835,49228.0,-0.1310850155726335,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0,0.969168978694821
562,1,562.0,562.0,1.0,1.0,0.9961473712924414,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9388419942312952
563,1,563.0,563.0,14102.001311870596,14109.0,-0.1304031261052236,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0,0.9688503240407567
564,1,564.0,564.0,1.4142135623730951,2.0,0.996765700247014,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9645931798995254
565,1,565.0,565.0,3.741657386773941,6.0,0.9613982246195844,2.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593401478566972
566,1,566.0,566.0,2.23606797749979,3.0,0.9945274832335644,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9654758198032857
567,1,567.0,567.0,8230.00103280674,8235.0,0.9999999977513186,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,8230.0,0.0,0.0,0.0,0.0,0.8682965464143003
568,1,568.0,568.0,6.082762530298219,7.0,0.0710669054518701,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9249362348990599
569,1,569.0,569.0,27332.000018293576,27333.0,-0.0744732361631141,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,27332.0,0.0,0.0,0.0,0.0,0.9571013450294893
570,1,570.0,570.0,7.071067811865476,8.0,0.9791300486523296,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9680941247313225
571,1,571.0,571.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.16319007826771129
572,1,572.0,572.0,41004.00001219393,41005.0,-0.1384991791504215,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,41004.0,0.0,0.0,0.0,0.0,0.9596739937392328
573,1,573.0,573.0,1.4142135623730951,2.0,0.9912407071619304,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9493325453360631
574,1,574.0,574.0,13.038404810405298,14.0,0.6922935180190629,13.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9503539349855529
575,1,575.0,575.0,2.23606797749979,3.0,0.9934225958834144,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9651414695618935
576,1,576.0,576.0,16.278820596099706,19.0,0.8899935330882369,16.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9348852254473495
577,1,577.0,577.0,52102.0,52102.0,0.999999989045454,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,52102.0,0.0,0.0,0.0,0.0,0.49057310376439883
578,1,578.0,578.0,10508.00190331159,10516.0,-0.1183510848278204,6.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,10508.0,0.0,0.0,0.0,0.0,0.9583432050589346
579,1,579.0,579.0,6.082762530298219,7.0,0.7795794428691073,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9651182092308862
580,1,580.0,580.0,1.4142135623730951,2.0,0.9929145645409454,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9495252730480455
581,1,581.0,581.0,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.04913000720794408
582,1,582.0,582.0,44006.000022724176,44008.0,0.9999998017757122,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,44006.0,0.0,0.0,0.0,0.0,0.9537022929991498
583,1,583.0,583.0,5.916079783099616,9.0,0.8675328468813838,5.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9536610151963947
584,1,584.0,584.0,6.082762530298219,7.0,0.9459922805717786,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9636344464344787
585,1,585.0,585.0,6.164414002968976,8.0,0.99462313021445,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968807492834958
586,1,586.0,586.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.16319007826771129
587,1,587.0,587.0,5.0,5.0,0.9974086507360695,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9168371595430513
588,1,588.0,588.0,1.7320508075688772,3.0,0.9945813044586096,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688886450122247
589,1,589.0,589.0,71112.00037968275,71122.0,0.9999999178118758,7.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,71112.0,0.0,0.0,0.0,0.0,0.9625188284599938
590,1,590.0,590.0,52071.00015363638,52075.0,0.999999972391634,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,52071.0,0.0,0.0,0.0,0.0,0.9131736833422476
591,1,591.0,591.0,5.196152422706632,7.0,0.9515226836973144,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686474516441573
