pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal,attack_score
860,1,860.0,860.0,9.219544457292889,11.0,0.9090648228942844,9.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9149514853283529
861,1,861.0,861.0,14202.000035206309,14203.0,-0.0740294833784038,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,14202.0,0.0,0.0,0.0,0.0,0.8672284902253562
862,1,862.0,862.0,4.0,4.0,0.9978684405404064,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6840690857718831
863,1,863.0,863.0,5.196152422706632,7.0,0.9739145163179628,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690232585327507
864,1,864.0,864.0,3.1622776601683795,4.0,0.9823845301506764,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9612696827431345
865,1,865.0,865.0,3.1622776601683795,4.0,0.9920930482734592,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9668276932764135
866,1,866.0,866.0,3.1622776601683795,4.0,0.9899578728414428,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9632658173207286
867,1,867.0,867.0,6.082762530298219,7.0,0.9990040867543858,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9250744397345599
868,1,868.0,868.0,10802.013377144096,10819.0,0.9999999808011206,17.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,10802.0,0.0,0.0,0.0,0.0,0.5133769326101425
869,1,869.0,869.0,14.0,14.0,-0.2475937842360691,14.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9544859987182296
870,1,870.0,870.0,1.4142135623730951,2.0,0.9953413992085698,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9411521063971348
871,1,871.0,871.0,1.0,1.0,0.9999035670544244,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9133013635834527
872,1,872.0,872.0,7.071067811865476,8.0,0.9773756483025025,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9680941247313225
873,1,873.0,873.0,12.0,12.0,0.8811342210628017,12.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9582748325024112
874,1,874.0,874.0,84111.00072523214,84123.0,-0.2130334170766885,11.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,84111.0,0.0,0.0,0.0,0.0,0.9663013424478377
875,1,875.0,875.0,3.1622776601683795,4.0,0.8893517313513328,0.0,1.0,3.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9667159425395923
876,1,876.0,876.0,9.0,9.0,0.984731927834662,9.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9484468479989449
877,1,877.0,877.0,41002.00012194527,41006.0,-0.0875047234445267,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,41002.0,0.0,0.0,0.0,0.0,0.9690586125735763
878,1,878.0,878.0,2.449489742783178,4.0,0.995863477615015,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689139422967257
879,1,879.0,879.0,62008.00100793445,62021.0,0.9999997779766536,11.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,62008.0,0.0,0.0,0.0,0.0,0.9587291363986621
880,1,880.0,880.0,1.4142135623730951,2.0,0.9975513188954508,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9638762818365679
881,1,881.0,881.0,2.23606797749979,3.0,0.9934225958834144,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9653761475481176
882,1,882.0,882.0,1.7320508075688772,3.0,0.9946368807782032,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687771838751962
883,1,883.0,883.0,24103.000539351942,24109.0,0.99999990945532,1.0,0.0,5.0,0,0.0,1,0.0,0.0,0.2,24103.0,0.0,0.0,0.0,0.0,0.9362407745422826
884,1,884.0,884.0,1.4142135623730951,2.0,1.0,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9595515952920187
885,1,885.0,885.0,5.0,5.0,0.9922017587677991,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9384698309019811
886,1,886.0,886.0,1.7320508075688772,3.0,0.9891004919611718,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689212155775037
887,1,887.0,887.0,15122.002182250868,15132.0,-0.257567024655867,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,15122.0,0.0,0.0,0.0,0.0,0.9654746761397061
888,1,888.0,888.0,13707.000364777115,13711.0,0.999944357825326,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,13707.0,0.0,0.0,0.0,0.0,0.9370702744200002
889,1,889.0,889.0,13.0,13.0,0.9876723103952408,13.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9489613192642232
890,1,890.0,890.0,7.0,7.0,0.6389151433378876,7.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9366435946451569
891,1,891.0,891.0,6.082762530298219,7.0,-0.2108185106778919,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9575924808082762
892,1,892.0,892.0,3.0,3.0,0.0,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.38983626581933867
893,1,893.0,893.0,5.916079783099616,9.0,0.8948134764793885,3.0,0.0,5.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564282781392835
894,1,894.0,894.0,33008.000015147845,33009.0,0.999999852235411,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,33008.0,0.0,0.0,0.0,0.0,0.2072008557075078
895,1,895.0,895.0,1.4142135623730951,2.0,0.9904761904761904,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9689192306334928
896,1,896.0,896.0,1.4142135623730951,2.0,0.996765700247014,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.965564784386781
897,1,897.0,897.0,3.1622776601683795,4.0,0.9978934040223164,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9456838693515907
898,1,898.0,898.0,4.242640687119285,6.0,0.9990248656871404,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9676861445618451
899,1,899.0,899.0,46306.00005398868,46309.0,-0.1082918889325816,0.0,1.0,2.0,0,1.0,0,0.0,0.0,0.2,46306.0,0.0,0.0,0.0,0.0,0.9668185133812779
900,1,900.0,900.0,5.196152422706632,7.0,0.9733285267845752,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690232585327507
901,1,901.0,901.0,49223.00006094712,49227.0,-0.083713547117546,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,49223.0,0.0,0.0,0.0,0.0,0.9612826675811169
902,1,902.0,902.0,3.3166247903554,5.0,0.986040754703977,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689029793564418
903,1,903.0,903.0,3.3166247903554,5.0,0.967271400330236,1.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656836677498791
904,1,904.0,904.0,24100.00035269709,24105.0,0.9999999984832686,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,24100.0,0.0,0.0,0.0,0.0,0.9638556062330688
905,1,905.0,905.0,33602.00001488007,33603.0,0.9999998631345892,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,33602.0,0.0,0.0,0.0,0.0,0.7702024033555203
906,1,906.0,906.0,41002.00003658358,41005.0,-0.1069654547278444,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,41002.0,0.0,0.0,0.0,0.0,0.9685341943976703
907,1,907.0,907.0,10734.000093161914,10736.0,-0.1062522657904962,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,10734.0,0.0,0.0,0.0,0.0,0.9620161993230063
908,1,908.0,908.0,1.4142135623730951,2.0,0.9773756483025025,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.946712534535572
909,1,909.0,909.0,2.449489742783178,4.0,0.9965954614523158,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690304333653744
910,1,910.0,910.0,49223.0000203157,49225.0,-0.0805791267929727,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0,0.9689896431019059
911,1,911.0,911.0,3.741657386773941,6.0,0.7597371763975863,3.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233722039099069
912,1,912.0,912.0,711.0766484704726,724.0,0.99999999253418,10.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,711.0,0.0,0.0,0.0,0.0,0.8351026584823176
913,1,913.0,913.0,1.7320508075688772,3.0,0.9891004919611718,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689212155775037
914,1,914.0,914.0,3.1622776601683795,4.0,0.9836167015362391,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9666434217098518
915,1,915.0,915.0,5.0,5.0,0.988390597965142,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9380209827504489
916,1,916.0,916.0,1121.0013380901917,1124.0,-0.0872379024503104,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,1121.0,0.0,0.0,0.0,0.0,0.8938163978166122
917,1,917.0,917.0,8.06225774829855,9.0,0.9743412473512648,8.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9648954472057988
918,1,918.0,918.0,1.4142135623730951,2.0,0.9943315923395896,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9312438689706406
919,1,919.0,919.0,1421.0035186444825,1425.0,-0.086605344390686,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,1421.0,0.0,0.0,0.0,0.0,0.8823172984924069
920,1,920.0,920.0,1.4142135623730951,2.0,0.997176464952738,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.964835271212432
921,1,921.0,921.0,29129.000171650245,29133.0,0.9999999928131827,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,29129.0,0.0,0.0,0.0,0.0,0.9613828411802761
922,1,922.0,922.0,2.449489742783178,4.0,0.9969584545901106,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690304333653744
923,1,923.0,923.0,1.4142135623730951,2.0,0.9975761839560976,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9628948231965057
924,1,924.0,924.0,2.23606797749979,3.0,0.9968853604350144,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9667506742593911
925,1,925.0,925.0,42906.00018645411,42910.0,-0.0873521522180491,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,42906.0,0.0,0.0,0.0,0.0,0.9588352549211762
926,1,926.0,926.0,94201.00019108078,94207.0,-0.1070519147770125,6.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,94201.0,0.0,0.0,0.0,0.0,0.9660395469784128
927,1,927.0,927.0,1.0,1.0,0.9971874207623967,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9202186168730533
928,1,928.0,928.0,6.164414002968976,8.0,0.937018961999912,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689993226464603
929,1,929.0,929.0,3.1622776601683795,4.0,0.9963420345065996,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9639985085058917
930,1,930.0,930.0,3.1622776601683795,4.0,0.9869072350796488,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9668035101373341
931,1,931.0,931.0,84131.00039224542,84141.0,-0.1794579948661918,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,84131.0,0.0,0.0,0.0,0.0,0.9663517669972124
932,1,932.0,932.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08784850481710167
933,1,933.0,933.0,3.1622776601683795,4.0,0.9925649526278796,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.966876403528398
934,1,934.0,934.0,2.449489742783178,4.0,0.9801960588196068,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687624719157517
935,1,935.0,935.0,84221.00022559694,84229.0,-0.1052352820747144,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,84221.0,0.0,0.0,0.0,0.0,0.9686150984009537
936,1,936.0,936.0,3.605551275463989,5.0,0.9163419338230352,2.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9528439055169947
937,1,937.0,937.0,3918.000127616129,3919.0,0.9999999997108852,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,3918.0,0.0,0.0,0.0,0.0,0.04594714985891085
938,1,938.0,938.0,1292.056500312583,1306.0,-0.5026916230626495,12.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,1292.0,0.0,0.0,0.0,0.0,0.9404070543956746
939,1,939.0,939.0,1.4142135623730951,2.0,0.9942528735632185,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9685598064258606
940,1,940.0,940.0,5.196152422706632,7.0,0.9856542207481084,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690232585327507
941,1,941.0,941.0,1.0,1.0,0.9997128499581862,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8741187998716665
942,1,942.0,942.0,83810.00022073738,83817.0,0.9999699675343878,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,83810.0,0.0,0.0,0.0,0.0,0.9497583586963981
943,1,943.0,943.0,36638.00001364703,36639.0,0.9999999922788568,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,36638.0,0.0,0.0,0.0,0.0,0.5594993691012358
944,1,944.0,944.0,9.055385138137416,10.0,0.2287478554989069,9.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8669329018236239
945,1,945.0,945.0,13.07669683062202,15.0,0.9964993641450084,13.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465113970585607
946,1,946.0,946.0,4.123105625617661,5.0,0.4629100498862757,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8739250292733556
947,1,947.0,947.0,7.3484692283495345,10.0,0.908569396207094,7.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555660843436643
948,1,948.0,948.0,28025.00005352364,28028.0,0.9999999985724932,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,28025.0,0.0,0.0,0.0,0.0,0.9658389051370951
949,1,949.0,949.0,10716.000419932803,10719.0,-0.1303505244429468,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,10716.0,0.0,0.0,0.0,0.0,0.9274726713191951
950,1,950.0,950.0,1.7320508075688772,3.0,0.9909862423925142,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689212155775037
951,1,951.0,951.0,49223.00005078926,49226.0,-0.0760231161171487,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0,0.9689016362175287
952,1,952.0,952.0,7.14142842854285,9.0,0.9961164901835045,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683091965058092
953,1,953.0,953.0,1.7320508075688772,3.0,0.9953066862715544,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683124763827543
954,1,954.0,954.0,3.1622776601683795,4.0,0.9970887856713804,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9637987697742855
955,1,955.0,955.0,3.3166247903554,5.0,0.9827435232305016,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689029793564418
956,1,956.0,956.0,80102.00062420414,80112.0,-0.0808129109618862,10.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,80102.0,0.0,0.0,0.0,0.0,0.967566409317028
957,1,957.0,957.0,70209.00018516145,70215.0,0.9999999681747396,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,70209.0,0.0,0.0,0.0,0.0,0.9608197613029917
958,1,958.0,958.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.16319007826771129
959,1,959.0,959.0,49477.00050528528,49485.0,0.9999999981670652,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49477.0,0.0,0.0,0.0,0.0,0.9663560516186381
960,1,960.0,960.0,4.123105625617661,5.0,0.9959873727522464,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9666537725997237
961,1,961.0,961.0,3.0,3.0,0.8,0.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8701708144236999
962,1,962.0,962.0,2.449489742783178,4.0,0.9759000729485332,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682799996231085
963,1,963.0,963.0,33798.000147937746,33802.0,0.9999999872073349,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,33798.0,0.0,0.0,0.0,0.0,0.9653740833670343
964,1,964.0,964.0,14102.001808254032,14111.0,-0.1787900631122692,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,14102.0,0.0,0.0,0.0,0.0,0.9685487110675579
965,1,965.0,965.0,14102.000035455963,14103.0,-0.086971838545993,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,14102.0,0.0,0.0,0.0,0.0,0.9355218359923126
966,1,966.0,966.0,72104.00006934429,72108.0,-0.0814424265541056,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,72104.0,0.0,0.0,0.0,0.0,0.968791277878719
967,1,967.0,967.0,3.0,5.0,0.9914601339836672,2.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966924158413545
968,1,968.0,968.0,1.0,1.0,0.9971391490106832,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9355153835701703
969,1,969.0,969.0,27410.00009120759,27413.0,-0.095342303433922,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,27410.0,0.0,0.0,0.0,0.0,0.9687153350401229
970,1,970.0,970.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.16319007826771129
971,1,971.0,971.0,14102.00060275137,14107.0,-0.0887326865410078,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0,0.9685098009543749
972,1,972.0,972.0,47599.00269963647,47616.0,-0.500126030330299,16.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47599.0,0.0,0.0,0.0,0.0,0.9678074783994456
973,1,973.0,973.0,2.449489742783178,4.0,0.9767725810110088,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682799996231085
974,1,974.0,974.0,85102.00100467674,85117.0,-0.5000469977254061,13.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,85102.0,0.0,0.0,0.0,0.0,0.9554014977129354
975,1,975.0,975.0,1.4142135623730951,2.0,0.99672003339513,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9642337427167386
976,1,976.0,976.0,1.4142135623730951,2.0,0.9962062287790492,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9613887518113878
977,1,977.0,977.0,14102.000921855026,14108.0,-0.1212423555977746,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0,0.9684653457070027
978,1,978.0,978.0,82903.00000603114,82904.0,0.9999996736067268,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,82903.0,0.0,0.0,0.0,0.0,0.9283349537136595
979,1,979.0,979.0,12.0,12.0,-0.2182178902359923,12.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95377540494384
980,1,980.0,980.0,1.4142135623730951,2.0,0.978231976089037,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9689192306334928
981,1,981.0,981.0,86202.00021461218,86209.0,-0.1089342698850575,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,86202.0,0.0,0.0,0.0,0.0,0.967947643318681
982,1,982.0,982.0,7.071067811865476,8.0,0.9860540575353748,7.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9681916251176488
983,1,983.0,983.0,33708.00016316601,33713.0,0.9999999944733472,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,33708.0,0.0,0.0,0.0,0.0,0.9687851206915327
984,1,984.0,984.0,41004.0,41004.0,-0.0752721053090432,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,41004.0,0.0,0.0,0.0,0.0,0.8483442919725198
985,1,985.0,985.0,41004.00010974539,41007.0,-0.0700869132504879,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,41004.0,0.0,0.0,0.0,0.0,0.9527623584677313
986,1,986.0,986.0,1.0,1.0,0.9995837668914376,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6533131604875203
987,1,987.0,987.0,1386.0064934912823,1392.0,0.9999999962414942,3.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,1386.0,0.0,0.0,0.0,0.0,0.7338151118265307
988,1,988.0,988.0,96023.00001041417,96025.0,-0.0815348640240818,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,96023.0,0.0,0.0,0.0,0.0,0.9518409342746468
989,1,989.0,989.0,5.0990195135927845,6.0,0.9898030839149452,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9674397137634689
990,1,990.0,990.0,47592.00002101193,47594.0,-0.0805700077604574,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47592.0,0.0,0.0,0.0,0.0,0.9691004355855987
991,1,991.0,991.0,3.1622776601683795,4.0,0.9976027224408328,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9635544344014448
992,1,992.0,992.0,2.449489742783178,4.0,0.9947513432424,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689139422967257
993,1,993.0,993.0,10.04987562112089,11.0,0.5153471216826172,10.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8141373280918561
994,1,994.0,994.0,3.1622776601683795,4.0,0.996235533828246,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9634604080435082
995,1,995.0,995.0,3.3166247903554,5.0,0.9667275789908794,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689029793564418
996,1,996.0,996.0,35991.000125031256,35994.0,0.9999999995069178,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,35991.0,0.0,0.0,0.0,0.0,0.7736975567381176
997,1,997.0,997.0,1.4142135623730951,2.0,0.9944006848884333,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9685598064258606
998,1,998.0,998.0,3.0,3.0,0.9982425637157208,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.04578882291544115
999,1,999.0,999.0,1.4142135623730951,2.0,0.8,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661759846239967
1000,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08784850481710167
1001,0,,,1.0,1.0,0.9990248656871404,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.038335218679685173
1002,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07475133151412182
1003,0,,,11773.00038223052,11776.0,0.9999999998041232,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,11773.0,0.0,0.0,0.0,0.0,0.04704261967054212
1004,0,,,1090.0004587155,1091.0,0.999999999742466,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,1090.0,0.0,0.0,0.0,0.0,0.08063548014777448
1005,0,,,2.0,2.0,0.9978443605023736,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.29468981550431533
1006,0,,,27805.00007192951,27807.0,0.9999999965335314,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,27805.0,0.0,0.0,0.0,0.0,0.07317506644759057
