pair_index,orig_id,anon_id,label,age_missing,age_diff,age_equal,education_missing,education_diff,education_equal,industry_missing,industry_diff,industry_equal,marital_status_missing,marital_status_diff,marital_status_equal,sex_missing,sex_diff,sex_equal,similarity_score
1860,1860,1860,0,0,29.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
353,353,353,1,0,49.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1333,1333,1333,0,0,1.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
905,905,905,1,0,4.0,0.0,0,12.0,0.0,0,84127.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1289,1289,1289,0,0,9.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1273,1273,1273,0,0,52.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
938,938,938,1,0,13.0,0.0,0,10.0,0.0,0,15112.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1731,1731,1731,0,0,14.0,0.0,0,9.0,0.0,0,47590.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
65,65,65,1,0,17.0,0.0,0,7.0,0.0,0,23924.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1323,1323,1323,0,0,2.0,0.0,0,7.0,0.0,0,40991.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
56,56,56,1,0,17.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1292,1292,1292,0,0,16.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1118,1118,1118,0,0,26.0,0.0,0,14.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
584,584,584,1,0,7.0,0.0,0,6.0,0.0,0,45198.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
374,374,374,1,0,59.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
275,275,275,1,0,11.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
746,746,746,1,0,6.0,0.0,0,12.0,0.0,0,62017.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
128,128,128,1,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1646,1646,1646,0,0,13.0,0.0,0,9.0,0.0,0,56203.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1852,1852,1852,0,0,24.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
674,674,674,1,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1664,1664,1664,0,0,13.0,0.0,0,12.0,0.0,0,42098.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1981,1981,1981,0,0,41.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1083,1083,1083,0,0,49.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1922,1922,1922,0,0,35.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
99,99,99,1,0,7.0,0.0,0,10.0,0.0,0,11004.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1179,1179,1179,0,0,33.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
964,964,964,1,0,7.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
792,792,792,1,0,4.0,0.0,0,6.0,0.0,0,81300.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
29,29,29,1,0,18.0,0.0,0,1.0,0.0,0,97001.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
628,628,628,1,0,16.0,0.0,0,8.0,0.0,0,40991.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
944,944,944,1,0,46.0,0.0,0,9.0,0.0,1,1.0,0.0,0,5.0,0.0,0,2.0,0.0,0.0
572,572,572,1,0,59.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
907,907,907,1,0,18.0,0.0,0,10.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1080,1080,1080,0,0,29.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
450,450,450,1,0,21.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1609,1609,1609,0,0,7.0,0.0,0,5.0,0.0,0,85483.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1290,1290,1290,0,0,35.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1078,1078,1078,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
254,254,254,1,0,34.0,0.0,0,10.0,0.0,0,55100.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
124,124,124,1,0,2.0,0.0,0,6.0,0.0,0,17017.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1927,1927,1927,0,0,24.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
251,251,251,1,0,19.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
585,585,585,1,0,11.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1568,1568,1568,0,0,27.0,0.0,0,10.0,0.0,1,1.0,0.0,0,4.0,0.0,0,2.0,0.0,0.0
824,824,824,1,0,59.0,0.0,0,16.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
507,507,507,1,0,16.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
889,889,889,1,0,34.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
70,70,70,1,0,24.0,0.0,0,8.0,0.0,0,85203.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1608,1608,1608,0,0,6.0,0.0,0,10.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1532,1532,1532,0,0,46.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
247,247,247,1,0,12.0,0.0,0,6.0,0.0,1,1.0,0.0,0,3.0,0.0,0,2.0,0.0,0.0
1450,1450,1450,0,0,19.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
212,212,212,1,0,17.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
909,909,909,1,0,0.0,1.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.4
1741,1741,1741,0,0,2.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1244,1244,1244,0,0,25.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1696,1696,1696,0,0,30.0,0.0,0,6.0,0.0,0,49215.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1182,1182,1182,0,0,2.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
361,361,361,1,0,7.0,0.0,0,7.0,0.0,0,47110.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1473,1473,1473,0,0,17.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
678,678,678,1,0,32.0,0.0,0,4.0,0.0,0,49227.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1621,1621,1621,0,0,23.0,0.0,0,9.0,0.0,0,47104.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1089,1089,1089,0,0,21.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1987,1987,1987,0,0,36.0,0.0,0,14.0,0.0,0,84109.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1847,1847,1847,0,0,6.0,0.0,0,0.0,1.0,0,96999.0,0.0,0,2.0,0.0,0,1.0,0.0,0.2
987,987,987,1,0,13.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1512,1512,1512,0,0,21.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
111,111,111,1,0,10.0,0.0,0,12.0,0.0,0,42094.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1487,1487,1487,0,0,16.0,0.0,0,11.0,0.0,0,25109.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1453,1453,1453,0,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
383,383,383,1,0,18.0,0.0,0,7.0,0.0,0,56101.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1395,1395,1395,0,0,5.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1054,1054,1054,0,0,38.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
755,755,755,1,0,28.0,0.0,0,12.0,0.0,0,84111.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
324,324,324,1,0,40.0,0.0,0,2.0,0.0,1,1.0,0.0,0,4.0,0.0,0,2.0,0.0,0.0
1623,1623,1623,0,0,40.0,0.0,0,9.0,0.0,0,29298.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
787,787,787,1,0,33.0,0.0,0,17.0,0.0,0,96994.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
368,368,368,1,0,0.0,1.0,0,7.0,0.0,0,25106.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4
1819,1819,1819,0,0,44.0,0.0,0,4.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
69,69,69,1,0,59.0,0.0,0,1.0,0.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0
857,857,857,1,0,0.0,1.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4
1483,1483,1483,0,0,6.0,0.0,0,14.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1555,1555,1555,0,0,11.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1691,1691,1691,0,0,28.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1474,1474,1474,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1798,1798,1798,0,0,31.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
478,478,478,1,0,35.0,0.0,0,6.0,0.0,0,55092.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
281,281,281,1,0,33.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1647,1647,1647,0,0,19.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1556,1556,1556,0,0,30.0,0.0,0,6.0,0.0,0,14098.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1729,1729,1729,0,0,48.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
210,210,210,1,0,25.0,0.0,0,7.0,0.0,0,47812.0,0.0,0,4.0,0.0,0,2.0,0.0,0.0
297,297,297,1,0,43.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1884,1884,1884,0,0,1.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1833,1833,1833,0,0,24.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
651,651,651,1,0,34.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1233,1233,1233,0,0,1.0,0.0,0,11.0,0.0,0,84101.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1502,1502,1502,0,0,28.0,0.0,0,11.0,0.0,0,64184.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1931,1931,1931,0,0,5.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
916,916,916,1,0,50.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
993,993,993,1,0,13.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
429,429,429,1,0,27.0,0.0,0,8.0,0.0,0,53198.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1370,1370,1370,0,0,71.0,0.0,0,3.0,0.0,1,1.0,0.0,0,3.0,0.0,0,0.0,1.0,0.2
239,239,239,1,0,19.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
879,879,879,1,0,35.0,0.0,0,11.0,0.0,0,10789.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
620,620,620,1,0,7.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
256,256,256,1,0,7.0,0.0,0,8.0,0.0,0,40997.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
611,611,611,1,0,15.0,0.0,0,6.0,0.0,0,14100.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
544,544,544,1,0,33.0,0.0,0,8.0,0.0,0,49214.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
771,771,771,1,0,34.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1419,1419,1419,0,0,39.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1041,1041,1041,0,0,1.0,0.0,0,7.0,0.0,0,96997.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1789,1789,1789,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
759,759,759,1,0,15.0,0.0,0,8.0,0.0,0,47105.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
382,382,382,1,0,14.0,0.0,0,6.0,0.0,0,11039.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1103,1103,1103,0,0,5.0,0.0,0,7.0,0.0,0,40994.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
973,973,973,1,0,15.0,0.0,0,6.0,0.0,0,86201.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
352,352,352,1,0,44.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1605,1605,1605,0,0,17.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1825,1825,1825,0,0,1.0,0.0,0,5.0,0.0,0,62012.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1036,1036,1036,0,0,40.0,0.0,0,5.0,0.0,0,99996.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1107,1107,1107,0,0,21.0,0.0,0,9.0,0.0,0,10707.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
494,494,494,1,0,24.0,0.0,0,6.0,0.0,0,49213.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
393,393,393,1,0,2.0,0.0,0,10.0,0.0,0,51099.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1546,1546,1546,0,0,23.0,0.0,0,9.0,0.0,0,69198.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
464,464,464,1,0,33.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
886,886,886,1,0,6.0,0.0,0,11.0,0.0,0,17087.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1193,1193,1193,0,0,3.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
366,366,366,1,0,5.0,0.0,0,6.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1893,1893,1893,0,0,28.0,0.0,0,8.0,0.0,0,25105.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1873,1873,1873,0,0,5.0,0.0,0,6.0,0.0,0,18113.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
744,744,744,1,0,8.0,0.0,0,10.0,0.0,0,64189.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
529,529,529,1,0,0.0,1.0,0,8.0,0.0,0,47613.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2
802,802,802,1,0,10.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1223,1223,1223,0,0,12.0,0.0,0,4.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1978,1978,1978,0,0,23.0,0.0,0,4.0,0.0,0,40993.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1905,1905,1905,0,0,7.0,0.0,0,11.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
1699,1699,1699,0,0,17.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1544,1544,1544,0,0,31.0,0.0,0,3.0,0.0,0,25924.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
1313,1313,1313,0,0,14.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
306,306,306,1,0,42.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1666,1666,1666,0,0,25.0,0.0,0,7.0,0.0,0,97001.0,0.0,0,7.0,0.0,0,0.0,1.0,0.2
862,862,862,1,0,47.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1566,1566,1566,0,0,13.0,0.0,0,9.0,0.0,0,47109.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
530,530,530,1,0,0.0,1.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.4
654,654,654,1,0,9.0,0.0,0,5.0,0.0,0,47105.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1259,1259,1259,0,0,37.0,0.0,0,10.0,0.0,0,85090.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
233,233,233,1,0,21.0,0.0,0,9.0,0.0,0,14092.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
120,120,120,1,0,11.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1697,1697,1697,0,0,12.0,0.0,0,4.0,0.0,1,1.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
949,949,949,1,0,44.0,0.0,0,0.0,1.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.2
617,617,617,1,0,1.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1178,1178,1178,0,0,1.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
307,307,307,1,0,4.0,0.0,0,4.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
135,135,135,1,0,25.0,0.0,0,5.0,0.0,1,1.0,0.0,0,3.0,0.0,0,2.0,0.0,0.0
554,554,554,1,0,7.0,0.0,0,8.0,0.0,0,49214.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1673,1673,1673,0,0,25.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
583,583,583,1,0,22.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
1640,1640,1640,0,0,11.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
670,670,670,1,0,22.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
834,834,834,1,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
109,109,109,1,0,2.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1164,1164,1164,0,0,13.0,0.0,0,7.0,0.0,0,49219.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1959,1959,1959,0,0,1.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1464,1464,1464,0,0,47.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1728,1728,1728,0,0,29.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1242,1242,1242,0,0,21.0,0.0,0,16.0,0.0,0,96996.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
211,211,211,1,0,11.0,0.0,0,8.0,0.0,0,43293.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1767,1767,1767,0,0,33.0,0.0,0,3.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
1120,1120,1120,0,0,10.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
679,679,679,1,0,50.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1950,1950,1950,0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1838,1838,1838,0,0,24.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.4
411,411,411,1,0,0.0,1.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.4
1324,1324,1324,0,0,13.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0
782,782,782,1,0,45.0,0.0,0,7.0,0.0,0,14094.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1345,1345,1345,0,0,7.0,0.0,0,8.0,0.0,0,56208.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2
874,874,874,1,0,31.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0
1652,1652,1652,0,0,18.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1278,1278,1278,0,0,18.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2
785,785,785,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0
1818,1818,1818,0,0,33.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1198,1198,1198,0,0,51.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
807,807,807,1,0,5.0,0.0,0,5.0,0.0,0,49213.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
712,712,712,1,0,34.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1990,1990,1990,0,0,56.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
1659,1659,1659,0,0,42.0,0.0,0,9.0,0.0,0,10782.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1190,1190,1190,0,0,8.0,0.0,0,9.0,0.0,0,69091.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
1225,1225,1225,0,0,31.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0
