pair_index,orig_id,anon_id,label,age_missing,age_diff,age_equal,education_missing,education_diff,education_equal,industry_missing,industry_diff,industry_equal,marital_status_missing,marital_status_diff,marital_status_equal,sex_missing,sex_diff,sex_equal,similarity_score,anon_index,aux_index
1674,1674,1674,0,0,10.0,0.0,0,2.0,0.0,0,41000.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,1674,1674
1449,1449,1449,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1449,1449
764,764,764,1,0,61.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,764,764
519,519,519,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,519,519
1431,1431,1431,0,0,15.0,0.0,0,6.0,0.0,0,47112.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1431,1431
613,613,613,1,0,18.0,0.0,0,7.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,613,613
1530,1530,1530,0,0,21.0,0.0,0,5.0,0.0,0,47814.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1530,1530
1782,1782,1782,0,0,14.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1782,1782
1658,1658,1658,0,0,3.0,0.0,0,14.0,0.0,0,14092.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1658,1658
453,453,453,1,0,33.0,0.0,0,9.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,453,453
730,730,730,1,0,55.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,730,730
534,534,534,1,0,17.0,0.0,0,17.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,534,534
965,965,965,1,0,53.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,965,965
1284,1284,1284,0,0,6.0,0.0,0,5.0,0.0,0,43294.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1284,1284
1739,1739,1739,0,0,0.0,1.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.2,1739,1739
261,261,261,1,0,37.0,0.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,261,261
535,535,535,1,0,15.0,0.0,0,8.0,0.0,0,49226.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,535,535
968,968,968,1,0,23.0,0.0,0,8.0,0.0,0,56204.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,968,968
240,240,240,1,0,17.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,240,240
819,819,819,1,0,32.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,819,819
692,692,692,1,0,4.0,0.0,0,11.0,0.0,0,49229.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,692,692
420,420,420,1,0,18.0,0.0,0,8.0,0.0,0,56206.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,420,420
1085,1085,1085,0,0,25.0,0.0,0,5.0,0.0,0,47105.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1085,1085
1998,1998,1998,0,0,11.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1998,1998
365,365,365,1,0,22.0,0.0,0,12.0,0.0,0,64900.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,365,365
1022,1022,1022,0,0,32.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1022,1022
1240,1240,1240,0,0,28.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1240,1240
588,588,588,1,0,3.0,0.0,0,11.0,0.0,0,10705.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,588,588
736,736,736,1,0,1.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,736,736
1761,1761,1761,0,0,7.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1761,1761
941,941,941,1,0,21.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,941,941
71,71,71,1,0,1.0,0.0,0,10.0,0.0,0,42092.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,71,71
1407,1407,1407,0,0,32.0,0.0,0,13.0,0.0,0,84111.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1407,1407
259,259,259,1,0,53.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,259,259
51,51,51,1,0,11.0,0.0,0,10.0,0.0,0,84127.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,51,51
198,198,198,1,0,8.0,0.0,0,1.0,0.0,0,43290.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,198,198
1788,1788,1788,0,0,5.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1788,1788
650,650,650,1,0,19.0,0.0,0,11.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,650,650
332,332,332,1,0,30.0,0.0,0,10.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,332,332
1359,1359,1359,0,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1359,1359
593,593,593,1,0,33.0,0.0,0,9.0,0.0,0,49222.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,593,593
1391,1391,1391,0,0,51.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1391,1391
1800,1800,1800,0,0,9.0,0.0,0,9.0,0.0,0,17011.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1800,1800
1314,1314,1314,0,0,66.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1314,1314
1111,1111,1111,0,0,31.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1111,1111
1006,1006,1006,0,0,20.0,0.0,0,10.0,0.0,1,1.0,0.0,0,4.0,0.0,0,2.0,0.0,0.0,1006,1006
1326,1326,1326,0,0,2.0,0.0,0,10.0,0.0,0,47728.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1326,1326
426,426,426,1,0,13.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,426,426
1558,1558,1558,0,0,34.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1558,1558
1293,1293,1293,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1293,1293
590,590,590,1,0,27.0,0.0,0,9.0,0.0,0,10706.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,590,590
1957,1957,1957,0,0,10.0,0.0,0,4.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1957,1957
1976,1976,1976,0,0,38.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,1976,1976
1132,1132,1132,0,0,15.0,0.0,0,6.0,0.0,0,40998.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1132,1132
985,985,985,1,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,985,985
398,398,398,1,0,10.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.4,398,398
1511,1511,1511,0,0,5.0,0.0,0,4.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1511,1511
436,436,436,1,0,26.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,436,436
192,192,192,1,0,61.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,192,192
1435,1435,1435,0,0,18.0,0.0,0,7.0,0.0,0,14095.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1435,1435
614,614,614,1,0,30.0,0.0,0,10.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,614,614
1493,1493,1493,0,0,27.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1493,1493
576,576,576,1,0,25.0,0.0,0,7.0,0.0,0,47581.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,576,576
986,986,986,1,0,40.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,986,986
1432,1432,1432,0,0,11.0,0.0,0,6.0,0.0,0,49230.0,0.0,0,3.0,0.0,0,1.0,0.0,0.0,1432,1432
706,706,706,1,0,27.0,0.0,0,9.0,0.0,0,47707.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,706,706
1258,1258,1258,0,0,34.0,0.0,0,9.0,0.0,0,14104.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1258,1258
141,141,141,1,0,6.0,0.0,0,10.0,0.0,0,1410.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,141,141
1357,1357,1357,0,0,64.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1357,1357
2,2,2,1,0,40.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,2,2
1221,1221,1221,0,0,46.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1221,1221
1869,1869,1869,0,0,37.0,0.0,0,11.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1869,1869
1622,1622,1622,0,0,34.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1622,1622
339,339,339,1,0,10.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,339,339
1769,1769,1769,0,0,9.0,0.0,0,8.0,0.0,0,14098.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1769,1769
1536,1536,1536,0,0,24.0,0.0,0,7.0,0.0,0,18111.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1536,1536
483,483,483,1,0,30.0,0.0,0,7.0,0.0,0,47519.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,483,483
265,265,265,1,0,21.0,0.0,0,6.0,0.0,0,41000.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,265,265
376,376,376,1,0,16.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,376,376
741,741,741,1,0,14.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,741,741
1013,1013,1013,0,0,21.0,0.0,0,7.0,0.0,0,86199.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1013,1013
439,439,439,1,0,18.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,439,439
271,271,271,1,0,7.0,0.0,0,8.0,0.0,0,27406.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,271,271
184,184,184,1,0,2.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,184,184
939,939,939,1,0,4.0,0.0,0,8.0,0.0,0,15117.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,939,939
244,244,244,1,0,31.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,244,244
931,931,931,1,0,21.0,0.0,0,9.0,0.0,0,85301.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,931,931
445,445,445,1,0,25.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,445,445
596,596,596,1,0,35.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,596,596
817,817,817,1,0,18.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,817,817
1272,1272,1272,0,0,32.0,0.0,0,13.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1272,1272
1676,1676,1676,0,0,4.0,0.0,0,9.0,0.0,0,84223.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1676,1676
486,486,486,1,0,33.0,0.0,0,3.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,486,486
680,680,680,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,680,680
415,415,415,1,0,16.0,0.0,0,7.0,0.0,0,47585.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,415,415
273,273,273,1,0,59.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,273,273
1471,1471,1471,0,0,23.0,0.0,0,11.0,0.0,0,47732.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1471,1471
1829,1829,1829,0,0,62.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1829,1829
1454,1454,1454,0,0,15.0,0.0,0,8.0,0.0,0,45192.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1454,1454
250,250,250,1,0,43.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,250,250
413,413,413,1,0,19.0,0.0,0,12.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,413,413
1385,1385,1385,0,0,58.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1385,1385
1307,1307,1307,0,0,1.0,0.0,0,3.0,0.0,0,47584.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1307,1307
715,715,715,1,0,20.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,715,715
310,310,310,1,0,9.0,0.0,0,0.0,1.0,1,1.0,0.0,0,3.0,0.0,0,1.0,0.0,0.2,310,310
926,926,926,1,0,19.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,926,926
381,381,381,1,0,3.0,0.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,381,381
1565,1565,1565,0,0,51.0,0.0,0,7.0,0.0,1,1.0,0.0,0,4.0,0.0,0,1.0,0.0,0.0,1565,1565
425,425,425,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,425,425
1874,1874,1874,0,0,12.0,0.0,0,8.0,0.0,0,69100.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1874,1874
532,532,532,1,0,48.0,0.0,0,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,532,532
752,752,752,1,0,23.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,752,752
765,765,765,1,0,4.0,0.0,0,11.0,0.0,0,47814.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,765,765
1356,1356,1356,0,0,0.0,1.0,0,7.0,0.0,0,1288.0,0.0,0,5.0,0.0,0,2.0,0.0,0.2,1356,1356
408,408,408,1,0,1.0,0.0,0,12.0,0.0,0,84104.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,408,408
1614,1614,1614,0,0,20.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1614,1614
694,694,694,1,0,6.0,0.0,0,7.0,0.0,0,45198.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,694,694
1738,1738,1738,0,0,13.0,0.0,0,10.0,0.0,0,49220.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1738,1738
548,548,548,1,0,10.0,0.0,0,5.0,0.0,0,47108.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,548,548
936,936,936,1,0,4.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,936,936
1389,1389,1389,0,0,8.0,0.0,0,9.0,0.0,1,1.0,0.0,0,5.0,0.0,0,2.0,0.0,0.0,1389,1389
1607,1607,1607,0,0,9.0,0.0,0,10.0,0.0,0,84112.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1607,1607
1939,1939,1939,0,0,23.0,0.0,0,1.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1939,1939
1481,1481,1481,0,0,38.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1481,1481
182,182,182,1,0,0.0,1.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,182,182
1940,1940,1940,0,0,47.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1940,1940
1160,1160,1160,0,0,8.0,0.0,0,5.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1160,1160
170,170,170,1,0,6.0,0.0,0,8.0,0.0,0,97000.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,170,170
292,292,292,1,0,58.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,292,292
561,561,561,1,0,7.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,561,561
1456,1456,1456,0,0,3.0,0.0,0,8.0,0.0,0,10789.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1456,1456
1876,1876,1876,0,0,51.0,0.0,0,9.0,0.0,0,85094.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1876,1876
1651,1651,1651,0,0,23.0,0.0,0,7.0,0.0,0,96083.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1651,1651
849,849,849,1,0,15.0,0.0,0,12.0,0.0,0,46296.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,849,849
272,272,272,1,0,29.0,0.0,0,10.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,272,272
1549,1549,1549,0,0,46.0,0.0,0,3.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1549,1549
1034,1034,1034,0,0,0.0,1.0,0,7.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4,1034,1034
1743,1743,1743,0,0,17.0,0.0,0,13.0,0.0,0,86091.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1743,1743
371,371,371,1,0,39.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,371,371
1669,1669,1669,0,0,2.0,0.0,0,2.0,0.0,0,96996.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1669,1669
721,721,721,1,0,6.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,721,721
733,733,733,1,0,12.0,0.0,0,6.0,0.0,0,79099.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,733,733
777,777,777,1,0,6.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,777,777
518,518,518,1,0,46.0,0.0,0,8.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,518,518
334,334,334,1,0,26.0,0.0,0,3.0,0.0,0,96998.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,334,334
845,845,845,1,0,4.0,0.0,0,10.0,0.0,0,84129.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,845,845
1251,1251,1251,0,0,16.0,0.0,0,0.0,1.0,0,1270.0,0.0,0,0.0,1.0,0,1.0,0.0,0.4,1251,1251
1052,1052,1052,0,0,4.0,0.0,0,8.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1052,1052
1923,1923,1923,0,0,11.0,0.0,0,1.0,0.0,0,47111.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1923,1923
15,15,15,1,0,35.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,15,15
707,707,707,1,0,30.0,0.0,0,6.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,707,707
900,900,900,1,0,45.0,0.0,0,14.0,0.0,1,1.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,900,900
1979,1979,1979,0,0,15.0,0.0,0,7.0,0.0,0,96998.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1979,1979
1572,1572,1572,0,0,1.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1572,1572
903,903,903,1,0,19.0,0.0,0,5.0,0.0,0,10709.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,903,903
465,465,465,1,0,63.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,465,465
1977,1977,1977,0,0,12.0,0.0,0,5.0,0.0,0,91997.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1977,1977
199,199,199,1,0,13.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2,199,199
1206,1206,1206,0,0,10.0,0.0,0,4.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,1206,1206
1055,1055,1055,0,0,48.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1055,1055
1131,1131,1131,0,0,19.0,0.0,0,12.0,0.0,0,46297.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1131,1131
1379,1379,1379,0,0,11.0,0.0,0,14.0,0.0,0,86196.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1379,1379
998,998,998,1,0,7.0,0.0,0,6.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,998,998
727,727,727,1,0,3.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,727,727
1771,1771,1771,0,0,4.0,0.0,0,11.0,0.0,0,84218.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1771,1771
1909,1909,1909,0,0,39.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1909,1909
1821,1821,1821,0,0,49.0,0.0,0,7.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0,1821,1821
567,567,567,1,0,21.0,0.0,0,6.0,0.0,0,49219.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,567,567
43,43,43,1,0,6.0,0.0,0,6.0,0.0,1,1.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,43,43
274,274,274,1,0,10.0,0.0,0,10.0,0.0,0,85222.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,274,274
1096,1096,1096,0,0,29.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,1096,1096
101,101,101,1,0,49.0,0.0,0,2.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,101,101
1231,1231,1231,0,0,8.0,0.0,0,8.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1231,1231
1721,1721,1721,0,0,44.0,0.0,0,5.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1721,1721
1832,1832,1832,0,0,47.0,0.0,0,13.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1832,1832
107,107,107,1,0,17.0,0.0,0,4.0,0.0,0,33146.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4,107,107
1617,1617,1617,0,0,31.0,0.0,0,6.0,0.0,0,47809.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1617,1617
497,497,497,1,0,0.0,1.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.2,497,497
1980,1980,1980,0,0,56.0,0.0,0,3.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1980,1980
881,881,881,1,0,0.0,1.0,0,11.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2,881,881
756,756,756,1,0,12.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,756,756
619,619,619,1,0,6.0,0.0,0,8.0,0.0,0,55091.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,619,619
1106,1106,1106,0,0,7.0,0.0,0,9.0,0.0,0,49217.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1106,1106
1935,1935,1935,0,0,24.0,0.0,0,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1935,1935
809,809,809,1,0,46.0,0.0,0,2.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,809,809
1037,1037,1037,0,0,5.0,0.0,0,7.0,0.0,0,45195.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1037,1037
72,72,72,1,0,14.0,0.0,0,10.0,0.0,0,10501.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,72,72
1283,1283,1283,0,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1283,1283
1271,1271,1271,0,0,4.0,0.0,0,0.0,1.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.4,1271,1271
1334,1334,1334,0,0,9.0,0.0,0,5.0,0.0,0,13913.0,0.0,0,2.0,0.0,0,2.0,0.0,0.0,1334,1334
1458,1458,1458,0,0,28.0,0.0,0,9.0,0.0,0,22187.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,1458,1458
481,481,481,1,0,34.0,0.0,0,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,0.0,1.0,0.2,481,481
1068,1068,1068,0,0,11.0,0.0,0,8.0,0.0,0,85205.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1068,1068
506,506,506,1,0,32.0,0.0,0,5.0,0.0,0,49213.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2,506,506
1237,1237,1237,0,0,9.0,0.0,0,12.0,0.0,0,46898.0,0.0,0,2.0,0.0,0,1.0,0.0,0.0,1237,1237
1861,1861,1861,0,0,33.0,0.0,0,8.0,0.0,0,82192.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1861,1861
1989,1989,1989,0,0,24.0,0.0,1,1.0,0.0,1,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1989,1989
1476,1476,1476,0,0,15.0,0.0,0,9.0,0.0,0,40999.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,1476,1476
1866,1866,1866,0,0,1.0,0.0,0,11.0,0.0,1,1.0,0.0,0,0.0,1.0,0,2.0,0.0,0.2,1866,1866
1455,1455,1455,0,0,13.0,0.0,0,8.0,0.0,0,49228.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2,1455,1455
311,311,311,1,0,20.0,0.0,0,5.0,0.0,0,1483.0,0.0,0,1.0,0.0,0,1.0,0.0,0.0,311,311
