pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal
164,0,,,2916.000171467759,2917.0,0.9999999997754164,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,2916.0,0.0,0.0,0.0,0.0
165,0,,,390.0012820491748,391.0,0.9999999999300013,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,390.0,0.0,0.0,0.0,0.0
166,0,,,2.0,2.0,0.9914573982080404,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
167,0,,,3.0,3.0,0.9995044352735957,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
168,0,,,27058.0,27058.0,0.99999988243389,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,27058.0,0.0,0.0,0.0,0.0
169,0,,,2.0,2.0,0.9994056463070785,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
170,0,,,3472.000288018421,3474.0,0.9999999236420015,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,3472.0,0.0,0.0,0.0,0.0
171,0,,,30201.0,30201.0,0.999999997918017,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,30201.0,0.0,0.0,0.0,0.0
172,0,,,2.0,2.0,0.9994056463070785,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
173,0,,,2.0,2.0,0.9986187838711753,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
174,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
175,0,,,1362.0018355347397,1365.0,0.9999999997079371,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,1362.0,0.0,0.0,0.0,0.0
176,0,,,4.0,4.0,0.9992553376127098,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
177,0,,,2.0,2.0,0.9964589123924025,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
178,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
179,0,,,2.0,2.0,0.9994056463070785,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
180,0,,,1.0,1.0,0.9428090415820635,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
181,0,,,2.0,2.0,0.9990767240206739,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
182,0,,,4010.0,4010.0,0.9999999789200499,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,4010.0,0.0,0.0,0.0,0.0
183,0,,,971.0046343864689,974.0,0.9999999993148867,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,971.0,0.0,0.0,0.0,0.0
184,0,,,2809.0028479871644,2813.0,0.9999999952673236,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,2809.0,0.0,0.0,0.0,0.0
185,0,,,9900.000454545445,9903.0,0.9999999943305007,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,9900.0,0.0,0.0,0.0,0.0
186,0,,,1.0,1.0,0.9999999999295248,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0
187,0,,,2.0,2.0,0.9941348467724342,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
188,0,,,2.0,2.0,0.9986054207456783,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
189,0,,,27920.000071633236,27922.0,0.9999999990652904,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,27920.0,0.0,0.0,0.0,0.0
190,0,,,2.0,2.0,0.9990767240206739,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
191,0,,,130.00384609695206,131.0,0.9999999997815276,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,130.0,0.0,0.0,0.0,0.0
192,0,,,3209.001402305708,3212.0,0.9999998755101425,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,3209.0,0.0,0.0,0.0,0.0
193,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
194,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
195,0,,,21020.000214081825,21023.0,0.9999999952882477,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,21020.0,0.0,0.0,0.0,0.0
196,0,,,8.0,8.0,0.9216834022291703,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
197,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
198,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
199,0,,,2.0,2.0,0.9978443605023737,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
