row_index,anon_id,orig_id,pred_prob,feature,feature_value,shap_value
0,385.0,385.0,0.969168978694821,euclidean_distance,43212.0001157086,-0.065761479012865
0,385.0,385.0,0.969168978694821,manhattan_distance,43216.0,0.06576147901286516
0,385.0,385.0,0.969168978694821,cosine_similarity,-0.1310754859214449,-0.0732809640437064
0,385.0,385.0,0.969168978694821,education_diff,3.0,0.07328096404370685
0,385.0,385.0,0.969168978694821,education_equal,0.0,-0.11437891724833105
0,385.0,385.0,0.969168978694821,marital_status_diff,0.0,0.11437891724833082
0,385.0,385.0,0.969168978694821,marital_status_equal,1.0,-0.004301686111716054
0,385.0,385.0,0.969168978694821,sex_diff,1.0,0.004301686111716051
0,385.0,385.0,0.969168978694821,sex_equal,0.0,-0.0035465228296796022
0,385.0,385.0,0.969168978694821,age_match,0.0,0.003546522829679609
0,385.0,385.0,0.969168978694821,industry_match,0.0,0.011462880302403111
0,385.0,385.0,0.969168978694821,overall_similarity,0.2,-0.01146288030240315
0,385.0,385.0,0.969168978694821,industry_diff,43212.0,0.01447224937530247
0,385.0,385.0,0.969168978694821,industry_equal,0.0,-0.014472249375302454
0,385.0,385.0,0.969168978694821,education_match,0.0,-0.036544852289667244
0,385.0,385.0,0.969168978694821,age_diff,0.0,0.0365448522896671
0,385.0,385.0,0.969168978694821,age_equal,0.0,-0.03891747176614273
1,163.0,163.0,0.969168978694821,euclidean_distance,43212.00019670462,-0.060631293825304515
1,163.0,163.0,0.969168978694821,manhattan_distance,43217.0,0.0606312938253048
1,163.0,163.0,0.969168978694821,cosine_similarity,-0.1167648657324273,-0.06892574665279728
1,163.0,163.0,0.969168978694821,education_diff,4.0,0.06892574665279781
1,163.0,163.0,0.969168978694821,education_equal,0.0,-0.11532854270736057
1,163.0,163.0,0.969168978694821,marital_status_diff,0.0,0.11532854270736054
1,163.0,163.0,0.969168978694821,marital_status_equal,1.0,-0.014265881550454638
1,163.0,163.0,0.969168978694821,sex_diff,1.0,0.014265881550454624
1,163.0,163.0,0.969168978694821,sex_equal,0.0,-0.0036155672024166027
1,163.0,163.0,0.969168978694821,age_match,0.0,0.00361556720241661
1,163.0,163.0,0.969168978694821,industry_match,0.0,0.01078161284179372
1,163.0,163.0,0.969168978694821,overall_similarity,0.2,-0.01078161284179376
1,163.0,163.0,0.969168978694821,industry_diff,43212.0,0.013710693237349416
1,163.0,163.0,0.969168978694821,industry_equal,0.0,-0.0137106932373494
1,163.0,163.0,0.969168978694821,education_match,0.0,-0.03707407713005577
1,163.0,163.0,0.969168978694821,age_diff,0.0,0.037074077130055616
1,163.0,163.0,0.969168978694821,age_equal,0.0,-0.0394487141889945
2,168.0,168.0,0.969168978694821,euclidean_distance,65121.00013052625,-0.0875260609581211
2,168.0,168.0,0.969168978694821,manhattan_distance,65126.0,0.08752606095812107
2,168.0,168.0,0.969168978694821,cosine_similarity,-0.1052101540034586,-0.0910709998470891
2,168.0,168.0,0.969168978694821,education_diff,4.0,0.09107099984708936
2,168.0,168.0,0.969168978694821,education_equal,0.0,-0.0867918942176227
2,168.0,168.0,0.969168978694821,marital_status_diff,0.0,0.08679189421762235
2,168.0,168.0,0.969168978694821,marital_status_equal,1.0,-0.010416969066379667
2,168.0,168.0,0.969168978694821,sex_diff,1.0,0.01041696906637965
2,168.0,168.0,0.969168978694821,sex_equal,0.0,-0.0029501305777838768
2,168.0,168.0,0.969168978694821,age_match,0.0,0.0029501305777838867
2,168.0,168.0,0.969168978694821,industry_match,0.0,0.009492746744711908
2,168.0,168.0,0.969168978694821,overall_similarity,0.2,-0.009492746744711946
2,168.0,168.0,0.969168978694821,industry_diff,65121.0,0.012376118312653934
2,168.0,168.0,0.969168978694821,industry_equal,0.0,-0.01237611831265391
2,168.0,168.0,0.969168978694821,education_match,0.0,-0.0288809790934735
2,168.0,168.0,0.969168978694821,age_diff,0.0,0.028880979093473532
2,168.0,168.0,0.969168978694821,age_equal,0.0,-0.03151767164274463
3,561.0,561.0,0.969168978694821,euclidean_distance,49223.0001726835,-0.07257331564200308
3,561.0,561.0,0.969168978694821,manhattan_distance,49228.0,0.07257331564200331
3,561.0,561.0,0.969168978694821,cosine_similarity,-0.1310850155726335,-0.0786872145702953
3,561.0,561.0,0.969168978694821,education_diff,4.0,0.07868721457029529
3,561.0,561.0,0.969168978694821,education_equal,0.0,-0.10496263270875557
3,561.0,561.0,0.969168978694821,marital_status_diff,0.0,0.10496263270875528
3,561.0,561.0,0.969168978694821,marital_status_equal,1.0,-0.01242659874939517
3,561.0,561.0,0.969168978694821,sex_diff,1.0,0.012426598749395158
3,561.0,561.0,0.969168978694821,sex_equal,0.0,-0.0030798846515181157
3,561.0,561.0,0.969168978694821,age_match,0.0,0.0030798846515181257
3,561.0,561.0,0.969168978694821,industry_match,0.0,0.010072768829875666
3,561.0,561.0,0.969168978694821,overall_similarity,0.2,-0.010072768829875706
3,561.0,561.0,0.969168978694821,industry_diff,49223.0,0.013146120575781012
3,561.0,561.0,0.969168978694821,industry_equal,0.0,-0.013146120575781005
3,561.0,561.0,0.969168978694821,education_match,0.0,-0.03343346995799128
