pair_index,label,orig_id,anon_id,age_match,overall_similarity,attack_score
0,1,0.0,0.0,0,0.0,0.5370370370084764
1,1,1.0,1.0,0,0.0,0.5370370370084764
2,1,2.0,2.0,0,0.0,0.5370370370084764
3,1,3.0,3.0,0,0.0,0.5370370370084764
4,1,4.0,4.0,0,0.0,0.5370370370084764
5,1,5.0,5.0,0,0.0,0.5370370370084764
6,0,,,0,0.0,0.5370370370084764
7,0,,,0,0.0,0.5370370370084764
8,0,,,0,0.0,0.5370370370084764
9,0,,,0,0.0,0.5370370370084764
10,0,,,0,0.0,0.5370370370084764
11,0,,,0,0.0,0.5370370370084764
