district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,1,6,111,PSU_RECODED_175,7,1,1,1,4,1,3,2,88,11,30,1,1,4,2,9,10,7,2, , , , , ,317.8092144,1988
11,1,6,111,PSU_RECODED_175,7,1,1,1,5,1,5,1,92,4,27,1,1,4,2,9,11,1,1,3123,42902,3, , ,317.8092144,1992
11,1,6,111,PSU_RECODED_175,7,1,1,1,6,1,5,1,16,5,3,1,1,4,1,9, , , , , , , , ,317.8092144,2016
11,1,2,111,PSU_RECODED_35,2,1,1,1,1,1,1,1,77,4,41,1,1,1,2,9,8,1,1,9112,84130,1, , ,300.6919345,1977
11,1,2,111,PSU_RECODED_35,2,1,1,1,2,1,2,2,83,7,35,1,1,1,2,9,10,7,2, , , , , ,300.6919345,1983
11,1,2,111,PSU_RECODED_35,2,1,1,1,3,1,3,1,99,1,20,1,1,1,1,4,12,8,2, , , , , ,300.6919345,1999
11,1,2,111,PSU_RECODED_35,2,1,1,1,4,1,3,1,5,8,13,1,1,1,1,2,8, , , , , , , ,300.6919345,2005
11,1,2,111,PSU_RECODED_35,2,1,1,1,5,1,3,2,8,11,10,1,1,1,1,2,5, , , , , , , ,300.6919345,2008
11,1,2,111,PSU_RECODED_35,2,1,1,1,6,1,4,2,52,4,66,1,1,1,4,9,5,9,2, , , , , ,300.6919345,1952
11,1,2,111,PSU_RECODED_35,2,1,1,1,7,1,5,2,65,11,53,1,1,1,4,9,5,7,2, , , , , ,300.6919345,1965
11,1,2,111,PSU_RECODED_35,6,1,1,1,1,1,1,1,51,2,68,1,1,1,2,9,9,99,2, , , , , ,300.6919345,1951
11,1,2,111,PSU_RECODED_35,6,1,1,1,2,1,2,2,57,2,62,1,1,1,2,9,8,7,2, , , , , ,300.6919345,1957
11,1,6,111,PSU_RECODED_81,1,1,1,1,1,1,1,1,63,10,55,1,1,1,2,9,11,1,1,5414,78300,3, , ,275.2147559,1963
11,1,6,111,PSU_RECODED_81,1,1,1,1,2,1,2,2,65,9,53,1,1,1,2,9,13,7,2, , , , , ,275.2147559,1965
11,1,6,111,PSU_RECODED_81,1,1,1,1,3,1,3,1,95,4,24,1,1,1,1,5,13,8,2, , , , , ,275.2147559,1995
11,1,6,111,PSU_RECODED_81,1,1,1,1,4,1,3,2,93,6,26,1,1,1,2,9,15,7,2, , , , , ,275.2147559,1993
11,1,6,111,PSU_RECODED_81,1,1,1,1,5,1,5,1,19,3,0,1,1,1,1, , , , , , , , , ,275.2147559,2019
11,1,6,111,PSU_RECODED_81,5,1,1,1,1,1,1,2,54,3,65,1,1,1,4,9,8,7,2, , , , , ,275.2147559,1954
11,1,6,111,PSU_RECODED_81,5,1,1,1,2,1,3,1,87,4,32,1,1,1,1,9,12,1,1,5221,47813,5, , ,275.2147559,1987
11,1,6,111,PSU_RECODED_81,5,1,1,1,3,1,3,1,89,1,30,1,1,1,1,9,12,3,2, , , , , ,275.2147559,1989
11,2,6,112,PSU_RECODED_OTHER,5,1,1,1,1,1,1,1,58,3,61,1,1,1,2,9,13,1,1,3313,46307,3, , ,267.026838,1958
11,2,6,112,PSU_RECODED_OTHER,5,1,1,1,2,1,2,2,63,3,56,1,1,1,2,9,16,7,2, , , , , ,267.026838,1963
11,2,6,112,PSU_RECODED_OTHER,5,1,1,1,3,1,3,2,88,6,31,1,1,1,1,9,15,1,1,4227,85301,2, , ,267.026838,1988
11,2,6,112,PSU_RECODED_OTHER,5,1,1,1,4,1,3,2,91,6,28,1,1,1,1,9,15,1,1,2310,85301,2, , ,267.026838,1991
11,1,2,111,PSU_RECODED_50,1,1,1,1,1,1,1,2,48,3,70,1,1,1,4,9,13,4,2, , , , , ,280.3235945,1948
11,1,2,111,PSU_RECODED_50,1,1,1,1,2,1,3,2,80,6,38,1,1,1,2,9,15,1,1,2330,85212,3, , ,280.3235945,1980
11,1,2,111,PSU_RECODED_50,1,1,1,1,3,1,5,2,12,5,6,1,1,1,1,2,1, , , , , , , ,280.3235945,2012
11,1,2,111,PSU_RECODED_50,1,1,1,1,4,2,5,1,77,7,41,1,1,1,2,9,13, , , , , ,2,1,280.3235945,1977
11,1,2,111,PSU_RECODED_50,7,1,1,1,1,1,1,1,77,7,41,1,1,1,2,9,12,7,2, , , , , ,280.3235945,1977
11,1,2,111,PSU_RECODED_50,7,1,1,1,2,1,2,2,85,5,33,1,1,1,2,9,12,1,1,4110,82113,2, , ,280.3235945,1985
11,1,2,111,PSU_RECODED_50,7,1,1,1,3,1,3,2,12,4,6,1,1,1,1,2,1, , , , , , , ,280.3235945,2012
11,1,2,111,PSU_RECODED_50,7,1,1,1,4,1,3,2,13,8,5,1,1,1,1,2,0, , , , , , , ,280.3235945,2013
11,1,6,111,PSU_RECODED_104,1,1,1,1,1,1,1,1,69,10,49,1,1,4,2,9,11,2,1,8323,49222,5, , ,370.810071,1969
11,1,6,111,PSU_RECODED_104,1,1,1,1,2,1,2,2,72,1,47,1,1,1,2,9,11,7,2, , , , , ,370.810071,1972
11,1,6,111,PSU_RECODED_104,1,1,1,1,3,1,3,2,97,11,21,1,1,4,1,9,13,1,1,3122,14101,3, , ,370.810071,1997
11,1,6,111,PSU_RECODED_104,1,1,1,1,4,1,3,2,2,1,17,1,1,4,1,2,11,8,2, , , , , ,370.810071,2002
11,1,6,111,PSU_RECODED_104,1,1,1,1,5,1,3,1,6,10,12,1,1,4,1,2,7, , , , , , , ,370.810071,2006
11,1,6,111,PSU_RECODED_104,1,1,1,1,6,1,5,2,98,6,21,1,1,1,1,9,13,7,2, , , , , ,370.810071,1998
11,1,6,111,PSU_RECODED_104,9,1,1,1,1,1,1,1,67,7,51,1,1,1,2,9,8,1,1,8332,49232,5, , ,370.810071,1967
11,1,6,111,PSU_RECODED_104,9,1,1,1,2,1,2,2,74,5,45,1,1,4,2,9,5,7,2, , , , , ,370.810071,1974
11,1,6,111,PSU_RECODED_104,9,1,1,1,3,1,3,2,94,9,24,1,1,4,1,9,13,1,1,3511,27331,3, , ,370.810071,1994
11,1,6,111,PSU_RECODED_132,4,1,1,1,1,1,1,1,55,1,64,1,1,1,2,9,15,4,2, , , , , ,237.8275975,1955
11,1,6,111,PSU_RECODED_132,4,1,1,1,2,1,2,2,63,10,55,1,1,1,2,9,13,7,2, , , , , ,237.8275975,1963
11,1,6,111,PSU_RECODED_132,8,1,1,1,1,1,1,1,67,1,52,1,1,1,2,9,7,1,1,9313,41003,3, , ,237.8275975,1967
11,1,6,111,PSU_RECODED_132,8,1,1,1,2,1,2,2,69,11,49,1,1,1,2,9,8,7,2, , , , , ,237.8275975,1969
11,1,6,111,PSU_RECODED_132,8,1,1,1,3,1,3,2,95,10,23,1,1,1,1,3,14,8,2, , , , , ,237.8275975,1995
11,1,6,111,PSU_RECODED_132,8,1,1,1,4,1,3,1,1,2,18,1,1,1,1,2,12,8,2, , , , , ,237.8275975,2001
11,1,6,111,PSU_RECODED_132,8,1,1,1,5,1,4,2,47,4,72,1,1,1,4,9,19,9,2, , , , , ,237.8275975,1947
11,1,2,111,PSU_RECODED_2,2,1,1,1,1,1,1,1,69,10,49,1,1,1,2,9,13,1,1,3115,99002,3, , ,352.5864991,1969
11,1,2,111,PSU_RECODED_2,2,1,1,1,2,1,2,2,73,11,45,1,1,1,2,9,13,1,1,1420,10507,5, , ,352.5864991,1973
11,1,2,111,PSU_RECODED_2,2,1,1,1,3,1,3,1,5,5,13,1,1,1,1,2,8, , , , , , , ,352.5864991,2005
11,1,2,111,PSU_RECODED_2,2,1,1,1,4,1,3,2,7,5,11,1,1,1,1,2,6, , , , , , , ,352.5864991,2007
11,1,2,111,PSU_RECODED_2,7,1,1,1,1,1,1,1,62,7,56,1,1,1,2,9,13,9,2, , , , , ,352.5864991,1962
11,1,2,111,PSU_RECODED_2,7,1,1,1,2,1,2,2,66,11,52,1,1,1,2,9,11,1,1,7531,14105,5, , ,352.5864991,1966
11,1,2,111,PSU_RECODED_2,7,1,1,1,3,1,4,2,37,1,82,1,1,1,4,9,6,9,2, , , , , ,352.5864991,1937
11,1,2,111,PSU_RECODED_2,7,1,1,1,4,1,3,2,2,1,17,1,1,1,1,2,11,8,2, , , , , ,352.5864991,2002
11,1,6,111,PSU_RECODED_134,2,1,1,1,1,1,1,1,51,5,68,1,1,1,2,9,13,4,2, , , , , ,246.6281321,1951
11,1,6,111,PSU_RECODED_134,2,1,1,1,2,1,2,2,58,12,60,1,1,1,2,9,13,4,2, , , , , ,246.6281321,1958
11,1,6,111,PSU_RECODED_134,2,1,1,1,3,1,3,2,92,5,27,1,1,1,1,9,15,3,2, , , , , ,246.6281321,1992
11,1,6,111,PSU_RECODED_134,2,1,1,1,4,2,3,2,95,4,24,1,1,1,1,3,14, , , , , ,1,2,246.6281321,1995
11,1,6,111,PSU_RECODED_134,6,1,1,1,1,1,1,2,47,4,72,1,5,5,4,9,15,1,1,2330,85213,3, , ,246.6281321,1947
11,1,6,111,PSU_RECODED_54,1,1,1,1,1,1,1,1,75,9,43,1,2,2,2,9,10,1,1,7422,33140,5, , ,393.800968,1975
11,1,6,111,PSU_RECODED_54,1,1,1,1,2,1,2,2,83,9,35,1,2,2,2,9,6,7,2, , , , , ,393.800968,1983
11,1,6,111,PSU_RECODED_54,1,1,1,1,3,1,3,1,2,11,16,1,2,2,1,2,11,8,2, , , , , ,393.800968,2002
11,1,6,111,PSU_RECODED_54,1,1,1,1,4,1,3,2,8,6,11,1,2,2,1,2,5, , , , , , , ,393.800968,2008
11,1,6,111,PSU_RECODED_54,6,1,1,1,1,1,1,1,76,3,43,1,1,1,2,9,12,1,1,1212,66122,3, , ,393.800968,1976
11,1,6,111,PSU_RECODED_54,6,1,1,1,2,1,2,2,79,10,39,1,1,1,2,9,10,1,1,7512,47814,5, , ,393.800968,1979
11,1,6,111,PSU_RECODED_54,6,1,1,1,3,1,3,1,1,5,18,1,1,1,1,2,11,8,2, , , , , ,393.800968,2001
11,1,6,111,PSU_RECODED_54,6,1,1,1,4,1,3,2,1,5,18,1,1,1,1,2,11,8,2, , , , , ,393.800968,2001
11,1,6,111,PSU_RECODED_54,6,1,1,1,5,1,3,2,8,9,10,1,1,1,1,2,5, , , , , , , ,393.800968,2008
11,1,3,111,PSU_RECODED_106,2,1,1,1,1,1,1,1,62,5,56,1,1,1,2,9,11,2,1,6116,1261,5, , ,352.0677888,1962
11,1,3,111,PSU_RECODED_106,2,1,1,1,2,1,2,2,63,2,56,1,1,1,2,9,6,1,1,3422,96092,5, , ,352.0677888,1963
11,1,3,111,PSU_RECODED_106,2,1,1,1,3,1,3,1,98,5,20,1,1,1,1,9,10,3,2, , , , , ,352.0677888,1998
11,1,3,111,PSU_RECODED_106,7,1,1,1,1,1,1,1,59,8,59,1,1,4,2,9,9,1,1,8323,49222,5, , ,352.0677888,1959
11,1,3,111,PSU_RECODED_106,7,1,1,1,2,1,2,2,66,3,53,1,1,4,2,9,9,9,2, , , , , ,352.0677888,1966
11,1,3,111,PSU_RECODED_106,7,1,1,1,3,1,3,1,92,3,27,1,1,4,2,9,10,1,1,8332,49232,3, , ,352.0677888,1992
11,1,3,111,PSU_RECODED_106,7,1,1,1,4,1,5,2,93,11,25,1,1,4,2,9,13,7,2, , , , , ,352.0677888,1993
11,1,6,111,PSU_RECODED_4,2,1,1,1,1,1,1,1,33,4,86,1,1,1,2,9,8,4,2, , , , , ,265.0614244,1933
11,1,6,111,PSU_RECODED_4,2,1,1,1,2,1,2,2,40,9,78,1,1,1,2,9,7,7,2, , , , , ,265.0614244,1940
11,1,6,111,PSU_RECODED_4,2,1,1,1,3,1,3,2,68,6,51,1,1,1,4,9,7,7,2, , , , , ,265.0614244,1968
11,1,6,111,PSU_RECODED_4,2,1,1,1,4,1,5,1,89,7,29,1,1,1,1,9,10,1,1,8323,49222,5, , ,265.0614244,1989
11,1,6,111,PSU_RECODED_4,2,1,1,1,5,1,5,1,94,9,24,1,1,1,1,9,13,1,1,3111,86109,3, , ,265.0614244,1994
11,1,6,111,PSU_RECODED_4,2,1,1,1,6,1,5,2,3,10,15,1,1,1,1,2,10,8,2, , , , , ,265.0614244,2003
11,1,6,111,PSU_RECODED_4,8,1,1,1,1,1,1,1,54,5,65,1,1,1,2,9,13,1,1,3339,79904,3, , ,265.0614244,1954
11,1,6,111,PSU_RECODED_4,8,1,1,1,2,1,2,2,56,4,63,1,1,1,2,9,12,7,2, , , , , ,265.0614244,1956
11,1,6,111,PSU_RECODED_4,8,1,1,1,3,1,3,1,94,4,25,1,1,1,1,9,13,1,1,1349,94200,3, , ,265.0614244,1994
11,1,3,111,PSU_RECODED_54,3,1,1,1,1,1,1,1,70,12,48,1,1,1,2,9,11,1,1,1439,49212,4, , ,385.6952314,1970
11,1,3,111,PSU_RECODED_54,3,1,1,1,2,1,2,2,76,12,42,1,1,1,2,9,11,7,2, , , , , ,385.6952314,1976
11,1,3,111,PSU_RECODED_54,3,1,1,1,3,1,3,2,97,2,22,1,1,1,1,3,13,8,2, , , , , ,385.6952314,1997
11,1,3,111,PSU_RECODED_54,3,1,1,1,4,1,3,1,2,11,16,1,1,1,1,6,10,8,2, , , , , ,385.6952314,2002
11,1,3,111,PSU_RECODED_54,8,1,1,1,1,1,1,1,46,2,73,1,1,1,2,9,8,1,1,8323,49222,5, , ,385.6952314,1946
11,1,3,111,PSU_RECODED_54,8,1,1,1,2,1,2,2,46,10,72,1,1,1,2,9,6,7,2, , , , , ,385.6952314,1946
11,1,7,111,PSU_RECODED_191,2,1,1,1,1,1,1,2,62,9,56,1,1,1,2,9,11,7,2, , , , , ,286.6035711,1962
11,1,7,111,PSU_RECODED_191,2,1,1,1,2,2,2,1,56,11,62,1,1,1,2,9,11, , , , , ,2,3,286.6035711,1956
11,1,7,111,PSU_RECODED_191,6,1,1,1,1,1,1,1,76,10,42,1,1,1,2,9,10,1,1,1420,23959,5, , ,286.6035711,1976
11,1,7,111,PSU_RECODED_191,6,1,1,1,2,1,2,2,80,9,38,1,1,1,2,9,10,7,2, , , , , ,286.6035711,1980
11,1,7,111,PSU_RECODED_191,6,1,1,1,3,1,3,1,5,5,14,1,1,1,1,2,8, , , , , , , ,286.6035711,2005
11,1,7,111,PSU_RECODED_191,6,1,1,1,4,1,3,1,9,9,9,1,1,1,1,2,4, , , , , , , ,286.6035711,2009
11,1,7,111,PSU_RECODED_191,6,1,1,1,5,1,5,2,45,2,74,1,1,1,4,9,3,9,2, , , , , ,286.6035711,1945
11,1,7,111,PSU_RECODED_191,10,1,1,1,1,1,1,2,83,1,36,1,1,1,2,9,10,1,1,7512,47814,5, , ,286.6035711,1983
11,1,7,111,PSU_RECODED_191,10,1,1,1,2,2,2,1,81,6,38,1,1,1,2,9,10, , , , , ,2,1,286.6035711,1981
11,1,7,111,PSU_RECODED_191,10,1,1,1,3,1,3,2,1,5,18,1,1,1,1,4,10,8,2, , , , , ,286.6035711,2001
11,1,7,111,PSU_RECODED_191,10,1,1,1,4,1,3,2,5,11,13,1,1,1,1,2,8, , , , , , , ,286.6035711,2005
11,1,7,111,PSU_RECODED_191,10,1,1,1,5,1,5,1,52,2,67,1,1,4,2,9,6,7,2, , , , , ,286.6035711,1952
11,1,6,111,PSU_RECODED_146,4,1,1,1,1,1,1,1,60,4,59,1,1,1,2,9,13,1,1,1420,47113,4, , ,349.7608931,1960
11,1,6,111,PSU_RECODED_146,4,1,1,1,2,1,2,2,60,4,59,1,1,1,2,9,13,7,2, , , , , ,349.7608931,1960
11,1,6,111,PSU_RECODED_146,4,1,1,1,3,1,5,2,65,7,53,1,1,1,1,9,13,1,1,5211,47113,3, , ,349.7608931,1965
11,1,6,111,PSU_RECODED_146,10,1,1,1,1,1,1,1,51,11,67,1,1,1,2,9,13,4,2, , , , , ,349.7608931,1951
11,1,6,111,PSU_RECODED_146,10,1,1,1,2,1,2,2,56,12,62,1,1,1,2,9,15,4,2, , , , , ,349.7608931,1956
11,1,6,111,PSU_RECODED_146,10,1,1,1,3,1,3,2,91,11,27,1,1,1,1,9,15,1,1,2310,84120,2, , ,349.7608931,1991
11,2,3,112,PSU_RECODED_44,1,1,1,1,1,1,1,2,77,11,41,1,1,1,2,9,13,1,1,3360,84110,1, , ,280.0956118,1977
11,2,3,112,PSU_RECODED_44,1,1,1,1,2,1,3,1,6,4,12,1,1,1,1,2,7, , , , , , , ,280.0956118,2006
11,2,3,112,PSU_RECODED_44,1,1,1,1,3,1,3,2,10,5,8,1,1,1,1,2,3, , , , , , , ,280.0956118,2010
11,2,3,112,PSU_RECODED_44,1,1,1,1,4,1,3,2,15,4,3,1,1,1,1,1, , , , , , , , ,280.0956118,2015
11,2,3,112,PSU_RECODED_44,1,1,1,1,5,2,2,1,75,7,43,1,1,1,2,9,11, , , , , ,2,1,280.0956118,1975
11,2,3,112,PSU_RECODED_44,5,1,1,1,1,1,1,1,71,12,47,1,1,1,2,9,11,1,1,7131,31006,3, , ,280.0956118,1971
11,2,3,112,PSU_RECODED_44,5,1,1,1,2,1,2,2,71,11,47,1,1,1,2,9,13,1,1,1221,47711,3, , ,280.0956118,1971
11,2,3,112,PSU_RECODED_44,5,1,1,1,3,1,3,2,6,8,12,1,1,1,1,2,7, , , , , , , ,280.0956118,2006
11,2,3,112,PSU_RECODED_44,5,1,1,1,4,1,4,2,45,3,74,1,1,1,4,9,8,7,2, , , , , ,280.0956118,1945
11,2,3,112,PSU_RECODED_44,9,1,1,1,1,1,1,1,52,10,66,1,1,1,2,9,6,5,2, , , , , ,280.0956118,1952
11,2,3,112,PSU_RECODED_44,9,1,1,1,2,1,2,2,57,4,61,1,1,1,2,9,11,7,2, , , , , ,280.0956118,1957
11,2,3,112,PSU_RECODED_44,9,1,1,1,3,1,3,1,85,3,34,1,1,1,1,9,13,1,1,1439,49221,4, , ,280.0956118,1985
11,2,7,112,PSU_RECODED_162,4,1,1,1,1,1,1,1,60,5,59,1,1,1,2,9,6,9,2, , , , , ,262.5274847,1960
11,2,7,112,PSU_RECODED_162,4,1,1,1,2,1,2,2,60,12,58,1,1,1,2,9,6,1,1,5221,47113,5, , ,262.5274847,1960
11,2,7,112,PSU_RECODED_162,4,1,1,1,3,1,3,2,85,2,34,1,1,1,7,9,12,7,2, , , , , ,262.5274847,1985
11,2,7,112,PSU_RECODED_162,4,1,1,1,4,1,5,1,16,3,3,1,1,1,1,1, , , , , , , , ,262.5274847,2016
11,2,7,112,PSU_RECODED_162,8,1,1,1,1,1,1,1,56,3,63,1,1,1,2,9,9,1,1,8323,49222,5, , ,262.5274847,1956
11,2,7,112,PSU_RECODED_162,8,1,1,1,2,1,2,2,59,2,60,1,1,1,2,9,9,7,2, , , , , ,262.5274847,1959
11,1,7,111,PSU_RECODED_190,4,1,1,1,1,1,1,1,61,2,58,1,1,1,2,9,9,1,1,8332,49232,3, , ,178.8731508,1961
11,1,7,111,PSU_RECODED_190,4,1,1,1,2,1,2,2,64,5,55,1,1,1,2,9,10,1,1,7531,14109,5, , ,178.8731508,1964
11,1,7,111,PSU_RECODED_190,4,1,1,1,3,1,3,2,97,12,21,1,1,1,1,9,13,1,1,5249,47598,3, , ,178.8731508,1997
11,1,7,111,PSU_RECODED_190,8,1,1,1,1,1,1,2,85,4,34,1,4,3,4,9,10,1,1,7531,14105,5, , ,178.8731508,1985
11,1,7,111,PSU_RECODED_190,8,1,1,1,2,1,3,2,13,6,6,1,4,3,1,2,0, , , , , , , ,178.8731508,2013
11,1,7,111,PSU_RECODED_190,8,1,1,1,3,1,4,1,55,10,63,1,4,3,2,9,3,1,1,5223,10102,3, , ,178.8731508,1955
11,1,7,111,PSU_RECODED_190,8,1,1,1,4,1,4,2,63,4,56,1,4,3,2,9,5,7,2, , , , , ,178.8731508,1963
11,1,3,111,PSU_RECODED_14,4,1,1,1,1,1,1,1,44,10,74,1,1,1,2,9,8,1,1,9998,99998,3, , ,425.6318949,1944
11,1,3,111,PSU_RECODED_14,4,1,1,1,2,1,2,2,55,11,63,1,1,1,2,9,4,7,2, , , , , ,425.6318949,1955
11,1,3,111,PSU_RECODED_14,4,1,1,1,3,1,3,1,89,12,29,1,1,1,1,9,6,1,1,8332,23992,3, , ,425.6318949,1989
11,1,3,111,PSU_RECODED_14,4,1,1,1,4,1,3,2,83,6,35,1,1,1,2,9,8,7,2, , , , , ,425.6318949,1983
11,1,3,111,PSU_RECODED_14,4,1,1,1,5,1,5,1,81,8,37,1,1,1,2,9,10,1,1,7322,18115,3, , ,425.6318949,1981
11,1,3,111,PSU_RECODED_14,4,1,1,1,6,1,5,2,12,6,6,1,1,1,1,2,0, , , , , , , ,425.6318949,2012
11,1,7,111,PSU_RECODED_95,2,1,1,1,1,1,1,2,63,4,56,1,1,1,4,9,10,7,2, , , , , ,219.9260051,1963
11,1,7,111,PSU_RECODED_95,2,1,1,1,2,1,3,2,88,9,30,1,1,1,1,9,13,1,1,4311,78100,3, , ,219.9260051,1988
11,1,7,111,PSU_RECODED_95,8,1,1,1,1,1,1,2,41,11,77,1,1,1,4,9,10,9,2, , , , , ,219.9260051,1941
11,1,7,111,PSU_RECODED_95,8,1,1,1,2,1,3,2,71,9,47,1,1,1,1,9,10,1,1,7512,10629,5, , ,219.9260051,1971
11,1,7,111,PSU_RECODED_95,8,1,1,1,3,1,3,1,69,7,50,1,1,1,2,9,10,1,1,7126,43221,3, , ,219.9260051,1969
11,1,7,111,PSU_RECODED_95,8,1,1,1,4,2,3,2,67,11,51,1,1,1,2,9,10, , , , , ,2,1,219.9260051,1967
11,1,7,111,PSU_RECODED_95,8,1,1,1,5,1,5,1,98,10,20,1,1,1,1,4,13,8,2, , , , , ,219.9260051,1998
11,1,7,111,PSU_RECODED_95,8,1,1,1,6,1,5,1,5,12,13,1,1,1,1,2,8, , , , , , , ,219.9260051,2005
11,1,7,111,PSU_RECODED_48,3,1,1,1,1,1,1,1,70,6,49,1,1,1,2,9,13,1,1,2164,46307,3, , ,306.2230571,1970
11,1,7,111,PSU_RECODED_48,3,1,1,1,2,1,2,2,77,1,42,1,1,1,2,9,13,1,1,4120,45301,3, , ,306.2230571,1977
11,1,7,111,PSU_RECODED_48,3,1,1,1,3,1,3,1,3,9,15,1,1,1,1,2,10,8,2, , , , , ,306.2230571,2003
11,1,7,111,PSU_RECODED_48,3,1,1,1,4,1,3,1,10,3,9,1,1,1,1,2,3, , , , , , , ,306.2230571,2010
11,1,7,111,PSU_RECODED_48,8,1,1,1,1,1,1,1,72,9,46,1,6,4,2,9,13,1,1,7214,43302,3, , ,306.2230571,1972
11,1,7,111,PSU_RECODED_48,8,1,1,1,2,1,2,2,82,6,37,1,1,1,2,9,11,7,2, , , , , ,306.2230571,1982
11,1,7,111,PSU_RECODED_48,8,1,1,1,3,1,3,1,12,11,6,1,6,1,1,2,1, , , , , , , ,306.2230571,2012
11,1,1,111,PSU_RECODED_15,3,1,1,1,1,1,1,2,60,10,58,1,1,4,2,9,4,1,1,5211,47113,6, , ,392.4425353,1960
11,1,1,111,PSU_RECODED_15,3,1,1,1,2,1,3,2,91,4,27,1,1,4,2,9,13,1,1,2342,85101,3, , ,392.4425353,1991
11,1,1,111,PSU_RECODED_15,3,1,1,1,3,1,5,1,88,9,30,1,1,4,2,9,10,1,1,3113,55101,3, , ,392.4425353,1988
11,1,1,111,PSU_RECODED_15,3,1,1,1,4,1,5,2,15,3,3,1,1,4,1,1, , , , , , , , ,392.4425353,2015
11,1,1,111,PSU_RECODED_15,3,1,1,1,5,1,5,2,18,4,0,1,1,4,1, , , , , , , , , ,392.4425353,2018
11,1,1,111,PSU_RECODED_15,3,1,1,1,6,2,5,2,37,6,81,1,1,4,4,9,5, , , , , ,1,3,392.4425353,1937
11,1,1,111,PSU_RECODED_15,3,1,1,1,7,1,2,1,60,12,58,1,1,4,2,9,8,1,1,5221,47113,5, , ,392.4425353,1960
11,1,1,111,PSU_RECODED_15,8,1,1,1,1,1,1,1,75,11,43,1,2,2,2,9,9,1,1,7116,41003,3, , ,392.4425353,1975
11,1,1,111,PSU_RECODED_15,8,1,1,1,2,1,2,2,78,6,40,1,2,2,2,9,4,1,1,9111,97006,3, , ,392.4425353,1978
11,1,1,111,PSU_RECODED_15,8,1,1,1,3,1,3,1,2,2,16,1,2,2,1,2,10,8,2, , , , , ,392.4425353,2002
11,1,1,111,PSU_RECODED_15,8,1,1,1,4,1,3,1,6,4,12,1,2,2,1,2,7, , , , , , , ,392.4425353,2006
11,1,1,111,PSU_RECODED_15,8,1,1,1,5,1,3,2,9,8,9,1,2,2,1,2,4, , , , , , , ,392.4425353,2009
11,1,3,111,PSU_RECODED_200,3,1,1,1,1,1,1,1,53,6,65,1,1,1,2,9,13,1,1,5230,29301,3, , ,230.6962132,1953
11,1,3,111,PSU_RECODED_200,3,1,1,1,2,1,2,2,53,5,65,1,1,1,2,9,13,4,2, , , , , ,230.6962132,1953
11,1,3,111,PSU_RECODED_200,3,1,1,1,3,1,3,2,81,7,37,1,1,1,1,9,15,1,1,1223,20235,3, , ,230.6962132,1981
11,1,3,111,PSU_RECODED_200,7,1,1,1,1,1,1,1,99,10,19,1,2,2,2,9,11,1,1,3511,13994,3, , ,230.6962132,1999
11,1,3,111,PSU_RECODED_200,7,1,1,1,2,1,2,2,99,8,19,1,1,1,2,9,11,1,1,3122,13994,3, , ,230.6962132,1999
11,1,7,111,PSU_RECODED_190,3,1,1,1,1,1,1,1,50,12,68,1,1,1,2,9,15,4,2, , , , , ,476.2207261,1950
11,1,7,111,PSU_RECODED_190,3,1,1,1,2,1,2,2,58,6,61,1,1,1,2,9,13,7,2, , , , , ,476.2207261,1958
11,1,7,111,PSU_RECODED_190,3,1,1,1,3,1,3,2,92,6,27,1,1,1,1,9,15,1,1,2261,86102,1, , ,476.2207261,1992
11,1,7,111,PSU_RECODED_190,8,1,1,1,1,1,1,2,70,11,48,1,2,2,2,9,19,7,2, , , , , ,476.2207261,1970
11,1,7,111,PSU_RECODED_190,8,1,1,1,2,1,2,1,74,4,45,1,2,2,2,9,3,1,1,7132,31006,3, , ,476.2207261,1974
11,1,7,111,PSU_RECODED_190,8,1,1,1,3,1,3,1,99,3,20,1,2,2,1,9,10,3,2, , , , , ,476.2207261,1999
11,1,7,111,PSU_RECODED_40,5,1,1,1,1,1,1,1,59,7,60,1,1,1,2,9,13,5,2, , , , , ,293.8630334,1959
11,1,7,111,PSU_RECODED_40,5,1,1,1,2,1,2,2,64,9,54,1,1,1,2,9,12,4,2, , , , , ,293.8630334,1964
11,1,7,111,PSU_RECODED_40,5,1,1,1,3,1,3,2,93,5,26,1,1,1,1,5,11,8,2, , , , , ,293.8630334,1993
11,1,7,111,PSU_RECODED_40,5,1,1,1,4,1,4,2,30,7,89,1,1,1,4,9,11,9,2, , , , , ,293.8630334,1930
11,1,7,111,PSU_RECODED_40,10,1,1,1,1,1,1,2,69,11,49,1,1,1,1,9,15,1,1,1345,85211,1, , ,293.8630334,1969
11,1,7,111,PSU_RECODED_40,10,1,1,1,2,1,9,1,66,5,53,1,1,1,2,9,13,1,1,5414,64191,3, , ,293.8630334,1966
11,1,7,111,PSU_RECODED_40,10,1,1,1,3,1,9,2,70,6,49,1,1,1,2,9,12,7,2, , , , , ,293.8630334,1970
11,1,7,111,PSU_RECODED_40,10,1,1,1,4,1,9,1,98,6,21,1,1,1,1,4,13,8,2, , , , , ,293.8630334,1998
11,1,7,111,PSU_RECODED_40,10,1,1,1,5,1,9,1,1,10,17,1,1,1,1,2,11,8,2, , , , , ,293.8630334,2001
