district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,1,7,111,PSU_RECODED_40,10,1,1,1,6,1,9,2,8,3,11,1,1,1,1,2,5, , , , , , , ,293.8630334,2008
11,1,8,111,PSU_RECODED_82,6,1,1,1,1,1,1,1,72,11,46,1,2,2,2,9,10,1,1,9111,96010,3, , ,482.9575071,1972
11,1,8,111,PSU_RECODED_82,6,1,1,1,2,1,2,2,75,7,44,1,2,2,2,9,10,7,2, , , , , ,482.9575071,1975
11,1,8,111,PSU_RECODED_82,6,1,1,1,3,1,3,2,99,3,20,1,2,2,1,9,13,1,1,4110,47529,3, , ,482.9575071,1999
11,1,8,111,PSU_RECODED_82,6,1,1,1,4,1,3,2,1,12,17,1,2,2,1,2,11,8,2, , , , , ,482.9575071,2001
11,1,8,111,PSU_RECODED_82,6,1,1,1,5,1,3,1,6,8,13,1,2,2,1,2,7, , , , , , , ,482.9575071,2006
11,2,1,112,PSU_RECODED_111,3,1,1,1,1,1,1,1,73,5,45,1,1,1,2,9,10,1,1,5243,47598,3, , ,223.5695291,1973
11,2,1,112,PSU_RECODED_111,3,1,1,1,2,1,3,1,95,7,23,1,1,1,1,4,13,8,2, , , , , ,223.5695291,1995
11,2,1,112,PSU_RECODED_111,3,1,1,1,3,1,3,2,95,7,23,1,1,1,1,9,11,9,2, , , , , ,223.5695291,1995
11,2,1,112,PSU_RECODED_111,3,1,1,1,4,2,2,2,72,9,46,1,1,1,2,9,12, , , , , ,2,1,223.5695291,1972
11,2,1,112,PSU_RECODED_111,7,1,1,1,1,1,1,1,85,6,33,1,2,2,2,9,6,1,1,9621,43301,3, , ,223.5695291,1985
11,2,1,112,PSU_RECODED_111,7,1,1,1,2,1,2,2,89,4,29,1,2,2,2,9,3,7,2, , , , , ,223.5695291,1989
11,2,1,112,PSU_RECODED_111,7,1,1,1,3,1,3,2,18,11,0,1,2,2,1, , , , , , , , , ,223.5695291,2018
11,1,7,111,PSU_RECODED_53,5,1,1,1,1,1,1,1,43,9,75,1,1,1,2,9,13,4,2, , , , , ,495.0953281,1943
11,1,7,111,PSU_RECODED_53,5,1,1,1,2,1,2,2,42,10,76,1,1,1,2,9,11,4,2, , , , , ,495.0953281,1942
11,1,7,111,PSU_RECODED_53,10,1,1,1,1,1,1,1,75,9,43,1,1,1,2,9,15,1,1,1211,64191,3, , ,495.0953281,1975
11,1,7,111,PSU_RECODED_53,10,1,1,1,2,1,2,2,75,12,43,1,1,1,2,9,16,1,1,3313,23932,3, , ,495.0953281,1975
11,1,7,111,PSU_RECODED_53,10,1,1,1,3,1,3,2,6,2,13,1,1,1,1,2,7, , , , , , , ,495.0953281,2006
11,1,7,111,PSU_RECODED_53,10,1,1,1,4,1,3,2,9,12,9,1,1,1,1,2,4, , , , , , , ,495.0953281,2009
11,1,4,111,PSU_RECODED_24,7,1,1,1,1,1,1,1,77,4,42,1,1,1,2,9,9,1,1,8323,49222,5, , ,314.4254604,1977
11,1,4,111,PSU_RECODED_24,7,1,1,1,2,1,2,2,77,4,42,1,1,1,2,9,10,1,1,7531,14101,3, , ,314.4254604,1977
11,1,4,111,PSU_RECODED_24,7,1,1,1,3,1,3,1,7,7,11,1,1,1,1,2,6, , , , , , , ,314.4254604,2007
11,1,4,111,PSU_RECODED_24,7,1,1,1,4,1,3,1,12,2,7,1,1,1,1,2,1, , , , , , , ,314.4254604,2012
11,1,4,111,PSU_RECODED_24,7,1,1,1,5,1,4,2,51,10,67,1,1,1,2,9,19,9,2, , , , , ,314.4254604,1951
11,1,4,111,PSU_RECODED_24,7,1,1,1,6,1,5,2,78,11,40,1,1,1,1,9,6,1,1,7531,14101,3, , ,314.4254604,1978
11,1,8,111,PSU_RECODED_154,2,1,1,1,1,1,1,1,60,3,59,1,1,1,2,9,10,1,1,8322,45301,3, , ,346.7948842,1960
11,1,8,111,PSU_RECODED_154,2,1,1,1,2,1,2,2,60,4,59,1,1,1,2,9,12,7,2, , , , , ,346.7948842,1960
11,1,8,111,PSU_RECODED_154,2,1,1,1,3,1,3,2,91,11,27,1,1,1,1,9,13,1,1,4110,46521,3, , ,346.7948842,1991
11,1,8,111,PSU_RECODED_154,2,1,1,1,4,1,3,1,95,10,23,1,1,1,1,9,11,1,1,9112,55101,3, , ,346.7948842,1995
11,1,8,111,PSU_RECODED_154,7,1,1,1,1,1,1,2,56,7,63,1,4,1,4,9,7,7,1,6116,1261,5, , ,346.7948842,1956
11,1,8,111,PSU_RECODED_154,7,1,1,1,2,1,5,1,75,11,43,1,1,1,1,9,12,1,1,1213,47111,2, , ,346.7948842,1975
11,1,8,111,PSU_RECODED_154,7,1,1,1,3,1,5,1,96,8,23,1,1,1,1,4,12,8,2, , , , , ,346.7948842,1996
11,1,8,111,PSU_RECODED_154,7,1,1,1,4,1,5,1,6,12,12,1,1,1,1,2,7, , , , , , , ,346.7948842,2006
11,2,1,112,PSU_RECODED_188,2,1,1,1,1,1,1,1,47,12,71,1,1,1,2,9,7,9,2, , , , , ,281.9643816,1947
11,2,1,112,PSU_RECODED_188,2,1,1,1,2,1,2,2,55,10,63,1,1,1,2,9,10,7,2, , , , , ,281.9643816,1955
11,2,1,112,PSU_RECODED_188,2,1,1,1,3,1,3,1,79,10,39,1,1,1,1,9,4,1,1,9313,41002,3, , ,281.9643816,1979
11,2,1,112,PSU_RECODED_188,7,1,1,1,1,1,1,1,61,12,57,1,1,1,2,9,3,1,1,9998,99998,3, , ,281.9643816,1961
11,2,1,112,PSU_RECODED_188,7,1,1,1,2,1,2,2,70,9,48,1,1,1,2,9,1,1,1,1420,56307,5, , ,281.9643816,1970
11,2,1,112,PSU_RECODED_188,7,1,1,1,3,1,3,1,91,8,27,1,1,1,1,9,13,1,1,8121,10713,3, , ,281.9643816,1991
11,2,1,112,PSU_RECODED_188,7,1,1,1,4,1,3,2,4,8,14,1,1,1,1,2,9, , , , , , , ,281.9643816,2004
11,1,7,111,PSU_RECODED_124,4,1,1,1,1,1,1,1,59,6,60,1,1,1,2,9,13,2,1,1212,86101,3, , ,295.0164813,1959
11,1,7,111,PSU_RECODED_124,4,1,1,1,2,1,2,2,56,10,62,1,1,1,2,9,13,4,2, , , , , ,295.0164813,1956
11,1,7,111,PSU_RECODED_124,4,1,1,1,3,1,5,1,95,3,24,1,1,1,1,4,13,1,1,9112,84120,1, , ,295.0164813,1995
11,1,7,111,PSU_RECODED_124,4,1,1,1,4,1,5,1,69,7,50,1,1,1,2,9,11,1,1,2221,84120,1, , ,295.0164813,1969
11,1,7,111,PSU_RECODED_124,4,1,1,1,5,2,5,2,74,12,44,1,1,1,2,9,11, , , , , ,1,3,295.0164813,1974
11,1,7,111,PSU_RECODED_124,9,1,1,1,1,1,1,1,45,5,74,1,1,1,4,9,2,9,2, , , , , ,295.0164813,1945
11,3,4,113,PSU_RECODED_41,3,1,1,1,1,1,1,1,77,4,42,1,1,1,2,9,13,1,1,2330,85492,3, , ,468.3412237,1977
11,3,4,113,PSU_RECODED_41,3,1,1,1,2,1,2,2,85,3,34,1,1,1,2,9,11,7,2, , , , , ,468.3412237,1985
11,3,4,113,PSU_RECODED_41,3,1,1,1,3,1,3,2,12,11,6,1,1,1,1,2,1, , , , , , , ,468.3412237,2012
11,3,4,113,PSU_RECODED_41,3,1,1,1,4,1,4,2,51,2,68,1,1,1,2,9,9,9,2, , , , , ,468.3412237,1951
11,3,4,113,PSU_RECODED_41,3,1,1,1,5,2,9,1,91,10,27,1,2,2,2,9,10, , , , , ,1,3,468.3412237,1991
11,3,4,113,PSU_RECODED_41,3,1,1,1,6,2,9,2,92,7,26,1,2,2,2,9,8, , , , , ,1,3,468.3412237,1992
11,3,4,113,PSU_RECODED_41,3,1,1,1,7,2,9,1,16,10,2,1,2,2,1, , , , , , , ,1,3,468.3412237,2016
11,3,4,113,PSU_RECODED_41,3,1,1,1,8,2,9,1,18,7,0,1,2,2,1, , , , , , , ,1,3,468.3412237,2018
11,2,8,112,PSU_RECODED_157,1,1,1,1,1,1,1,1,79,10,39,1,1,1,2,9,11,1,1,8212,28130,3, , ,277.7957775,1979
11,2,8,112,PSU_RECODED_157,1,1,1,1,2,1,2,2,79,11,39,1,1,1,2,9,11,7,2, , , , , ,277.7957775,1979
11,2,8,112,PSU_RECODED_157,1,1,1,1,3,1,3,1,7,6,12,1,1,1,1,2,6, , , , , , , ,277.7957775,2007
11,2,8,112,PSU_RECODED_157,6,1,1,1,1,1,1,1,44,1,75,1,1,1,2,9,8,1,1,6111,1131,5, , ,277.7957775,1944
11,2,8,112,PSU_RECODED_157,6,1,1,1,2,1,2,2,59,9,59,1,1,1,2,9,2,1,1,6111,1131,6, , ,277.7957775,1959
11,1,1,111,PSU_RECODED_15,5,1,1,1,1,1,1,1,72,2,46,1,2,4,2,9,11,1,1,5121,55101,2, , ,553.9297573,1972
11,1,1,111,PSU_RECODED_15,5,1,1,1,2,1,2,2,78,3,40,1,2,4,2,9,9,7,2, , , , , ,553.9297573,1978
11,1,1,111,PSU_RECODED_15,5,1,1,1,3,1,3,1,4,10,14,1,2,4,1,2,9, , , , , , , ,553.9297573,2004
11,2,8,112,PSU_RECODED_45,1,1,1,1,1,1,1,1,95,8,24,1,4,3,2,9,13,1,1,2342,85101,3, , ,287.18664,1995
11,2,8,112,PSU_RECODED_45,1,1,1,1,2,1,2,2,91,10,27,1,4,3,2,9,11,1,1,7536,14103,5, , ,287.18664,1991
11,2,8,112,PSU_RECODED_45,1,1,1,1,3,1,3,2,18,3,1,1,4,3,1, , , , , , , , , ,287.18664,2018
11,2,8,112,PSU_RECODED_45,1,1,1,1,4,1,5,2,98,10,20,1,4,3,2,9,12,7,2, , , , , ,287.18664,1998
11,2,8,112,PSU_RECODED_45,1,1,1,1,5,1,5,1,92,2,27,1,4,3,2,9,13,1,1,2330,85492,5, , ,287.18664,1992
11,2,8,112,PSU_RECODED_45,1,1,1,1,6,1,5,1,19,3,0,1,4,3,1, , , , , , , , , ,287.18664,2019
11,2,8,112,PSU_RECODED_45,5,1,1,1,1,1,1,1,43,10,75,1,1,1,2,9,10,4,2, , , , , ,287.18664,1943
11,2,8,112,PSU_RECODED_45,5,1,1,1,2,1,2,2,48,12,70,1,1,1,2,9,10,7,2, , , , , ,287.18664,1948
11,2,8,112,PSU_RECODED_45,5,1,1,1,3,1,3,2,76,3,43,1,1,1,1,9,13,7,2, , , , , ,287.18664,1976
11,1,4,111,PSU_RECODED_65,2,1,1,1,1,1,1,2,38,11,80,1,1,1,4,9,9,4,2, , , , , ,491.9011647,1938
11,1,4,111,PSU_RECODED_65,10,1,1,1,1,1,1,1,66,5,52,1,1,1,2,9,12,1,1,5121,55101,3, , ,491.9011647,1966
11,1,4,111,PSU_RECODED_65,10,1,1,1,2,1,2,2,67,9,51,1,1,1,2,9,12,7,2, , , , , ,491.9011647,1967
11,1,4,111,PSU_RECODED_65,10,1,1,1,3,2,3,2,89,9,29,1,1,1,2,9,12, , , , , ,2,1,491.9011647,1989
11,1,4,111,PSU_RECODED_65,10,1,1,1,4,2,3,2,90,11,28,1,1,1,2,9,12, , , , , ,2,1,491.9011647,1990
11,1,8,111,PSU_RECODED_89,4,1,1,1,1,1,1,1,72,8,47,1,1,1,2,9,10,1,1,5221,47811,5, , ,279.4892981,1972
11,1,8,111,PSU_RECODED_89,4,1,1,1,2,1,2,2,73,4,46,1,1,1,2,9,15,1,1,2330,85211,1, , ,279.4892981,1973
11,1,8,111,PSU_RECODED_89,4,1,1,1,3,1,3,1,3,6,16,1,1,1,1,2,10,8,2, , , , , ,279.4892981,2003
11,1,8,111,PSU_RECODED_89,4,1,1,1,4,1,3,1,5,9,13,1,1,1,1,2,8, , , , , , , ,279.4892981,2005
11,1,8,111,PSU_RECODED_89,9,1,1,1,1,1,1,2,50,2,69,1,1,1,4,9,10,7,2, , , , , ,279.4892981,1950
11,1,8,111,PSU_RECODED_89,9,1,1,1,2,1,3,2,79,1,40,1,1,1,2,9,12,7,2, , , , , ,279.4892981,1979
11,1,8,111,PSU_RECODED_89,9,1,1,1,3,1,5,1,78,10,40,1,1,1,2,9,12,1,1,3511,64910,3, , ,279.4892981,1978
11,1,8,111,PSU_RECODED_89,9,1,1,1,4,1,5,1,8,12,10,1,1,1,1,2,5, , , , , , , ,279.4892981,2008
11,1,8,111,PSU_RECODED_89,9,1,1,1,5,1,5,1,14,9,4,1,1,1,1,9, , , , , , , , ,279.4892981,2014
11,1,8,111,PSU_RECODED_89,9,1,1,1,6,1,3,2,82,7,37,1,1,1,1,9,11,7,2, , , , , ,279.4892981,1982
11,1,1,111,PSU_RECODED_71,4,1,1,1,1,1,1,2,73,2,45,1,1,1,2,9,10,1,1,9998,97005,5, , ,281.9626547,1973
11,1,1,111,PSU_RECODED_71,4,1,1,1,2,1,2,1,69,12,49,1,1,1,2,9,10,1,1,1420,47113,3, , ,281.9626547,1969
11,1,1,111,PSU_RECODED_71,4,1,1,1,3,1,3,1,4,8,14,1,1,1,1,2,9, , , , , , , ,281.9626547,2004
11,1,1,111,PSU_RECODED_71,4,1,1,1,4,1,3,2,9,5,9,1,1,1,1,2,4, , , , , , , ,281.9626547,2009
11,1,1,111,PSU_RECODED_71,9,1,1,1,1,1,1,1,78,5,40,1,1,1,2,9,10,1,1,8323,49222,5, , ,281.9626547,1978
11,1,1,111,PSU_RECODED_71,9,1,1,1,2,1,2,2,77,3,41,1,1,1,2,9,10,7,1,5212,56106,5, , ,281.9626547,1977
11,1,1,111,PSU_RECODED_71,9,1,1,1,3,1,3,1,1,2,17,1,1,1,1,2,11,8,2, , , , , ,281.9626547,2001
11,1,1,111,PSU_RECODED_71,9,1,1,1,4,1,3,1,5,4,13,1,1,1,1,2,8, , , , , , , ,281.9626547,2005
11,1,1,111,PSU_RECODED_71,9,1,1,1,5,1,3,1,10,3,8,1,1,1,1,2,3, , , , , , , ,281.9626547,2010
11,1,1,111,PSU_RECODED_71,9,1,1,1,6,1,3,1,17,3,1,1,1,1,1, , , , , , , , , ,281.9626547,2017
11,1,8,111,PSU_RECODED_9,3,1,1,1,1,1,1,1,80,7,39,1,1,4,2,9,11,1,1,2411,42104,3, , ,367.3287918,1980
11,1,8,111,PSU_RECODED_9,3,1,1,1,2,1,2,2,81,1,38,1,1,4,2,9,11,1,1,1420,20134,5, , ,367.3287918,1981
11,1,8,111,PSU_RECODED_9,3,1,1,1,3,1,3,1,7,6,12,1,1,4,1,2,6, , , , , , , ,367.3287918,2007
11,1,8,111,PSU_RECODED_9,3,1,1,1,4,1,3,1,12,1,7,1,1,4,1,2,2, , , , , , , ,367.3287918,2012
11,1,8,111,PSU_RECODED_9,7,1,1,1,1,1,1,1,86,1,33,1,1,1,2,9,11,1,1,8322,49221,5, , ,367.3287918,1986
11,1,8,111,PSU_RECODED_9,7,1,1,1,2,1,2,2,86,10,32,1,1,1,2,9,13,7,2, , , , , ,367.3287918,1986
11,1,8,111,PSU_RECODED_9,7,1,1,1,3,1,3,2,9,5,10,1,1,1,1,2,4, , , , , , , ,367.3287918,2009
11,1,8,111,PSU_RECODED_9,7,1,1,1,4,1,3,2,10,11,8,1,1,1,1,2,3, , , , , , , ,367.3287918,2010
11,1,8,111,PSU_RECODED_9,7,1,1,1,5,1,3,1,18,1,1,1,1,1,1, , , , , , , , , ,367.3287918,2018
11,1,8,111,PSU_RECODED_9,7,1,1,1,6,1,4,1,50,10,68,1,1,1,3,9,11,9,2, , , , , ,367.3287918,1950
11,1,4,111,PSU_RECODED_88,3,1,1,1,1,1,1,1,60,10,58,1,1,1,2,9,10,1,1,9313,41003,3, , ,379.3723587,1960
11,1,4,111,PSU_RECODED_88,3,1,1,1,2,1,2,2,66,7,52,1,1,1,2,9,11,7,2, , , , , ,379.3723587,1966
11,1,4,111,PSU_RECODED_88,8,1,1,1,1,1,1,1,53,10,65,1,1,5,2,9,11,1,1,5414,47111,3, , ,379.3723587,1953
11,1,4,111,PSU_RECODED_88,8,1,1,1,2,1,2,2,45,11,73,1,1,1,2,9,13,7,2, , , , , ,379.3723587,1945
11,1,4,111,PSU_RECODED_88,8,1,1,1,3,1,3,2,86,9,32,1,1,1,2,9,13,1,1,4311,46306,3, , ,379.3723587,1986
11,1,4,111,PSU_RECODED_88,8,1,1,1,4,1,5,1,84,5,34,1,1,1,2,9,13,1,1,5221,47113,5, , ,379.3723587,1984
11,1,4,111,PSU_RECODED_88,8,1,1,1,5,1,5,2,15,5,3,1,1,1,1,9, , , , , , , , ,379.3723587,2015
11,1,4,111,PSU_RECODED_88,8,1,1,1,6,1,3,1,83,2,36,1,1,1,2,9,13,1,1,3115,14101,3, , ,379.3723587,1983
11,1,4,111,PSU_RECODED_88,8,1,1,1,7,1,5,2,83,12,35,1,1,1,2,9,13,1,1,7532,14101,3, , ,379.3723587,1983
11,1,4,111,PSU_RECODED_88,8,1,1,1,8,1,5,1,12,3,7,1,1,1,1,2,2, , , , , , , ,379.3723587,2012
11,1,4,111,PSU_RECODED_88,8,1,1,1,9,1,5,1,15,10,3,1,1,1,1,9, , , , , , , , ,379.3723587,2015
11,1,1,111,PSU_RECODED_129,2,1,1,1,1,1,1,1,69,3,49,1,1,1,2,9,13,1,1,1214,52294,3, , ,264.530716,1969
11,1,1,111,PSU_RECODED_129,2,1,1,1,2,1,2,2,69,12,49,1,1,1,2,9,11,1,1,3341,86203,3, , ,264.530716,1969
11,1,1,111,PSU_RECODED_129,2,1,1,1,3,1,5,1,67,6,51,1,1,1,2,9,10,1,1,5414,80101,3, , ,264.530716,1967
11,1,1,111,PSU_RECODED_129,2,1,1,1,4,1,5,2,53,4,65,1,1,1,4,9,10,7,2, , , , , ,264.530716,1953
11,1,1,111,PSU_RECODED_129,2,1,1,1,5,1,5,2,32,2,86,1,1,1,1,9,8,9,2, , , , , ,264.530716,1932
11,1,1,111,PSU_RECODED_129,2,1,1,1,6,1,3,2,94,3,24,1,1,1,1,3,13,8,2, , , , , ,264.530716,1994
11,1,1,111,PSU_RECODED_129,6,1,1,1,1,1,1,2,52,1,67,1,1,1,4,9,6,7,2, , , , , ,264.530716,1952
11,1,1,111,PSU_RECODED_129,6,1,1,1,2,1,3,1,75,11,43,1,1,1,2,9,9,1,1,7116,10505,5, , ,264.530716,1975
11,1,1,111,PSU_RECODED_129,6,1,1,1,3,1,5,2,80,10,38,1,1,1,2,9,11,1,1,7531,14101,3, , ,264.530716,1980
11,1,1,111,PSU_RECODED_129,6,1,1,1,4,1,5,2,3,6,15,1,1,1,1,2,10,8,2, , , , , ,264.530716,2003
11,1,1,111,PSU_RECODED_129,10,1,1,1,1,1,1,1,58,11,60,1,1,1,2,9,10,1,1,7313,23931,5, , ,264.530716,1958
11,1,1,111,PSU_RECODED_129,10,1,1,1,2,1,2,2,64,3,54,1,1,1,2,9,10,1,1,7313,23931,6, , ,264.530716,1964
11,1,1,111,PSU_RECODED_129,10,1,1,1,3,1,3,1,93,3,25,1,1,1,1,9,12,8,2, , , , , ,264.530716,1993
11,2,8,112,PSU_RECODED_136,1,1,1,1,1,1,1,2,60,4,59,1,1,1,4,9,10,7,2, , , , , ,256.1379504,1960
11,2,8,112,PSU_RECODED_136,1,1,1,1,2,1,3,1,87,12,31,1,1,1,1,9,13,1,1,4311,35200,3, , ,256.1379504,1987
11,2,8,112,PSU_RECODED_136,1,1,1,1,3,2,3,2,91,5,28,1,1,1,2,9,13, , , , , ,1,1,256.1379504,1991
11,2,8,112,PSU_RECODED_136,1,1,1,1,4,1,5,2,17,12,1,1,1,1,1, , , , , , , , , ,256.1379504,2017
11,2,8,112,PSU_RECODED_136,1,1,1,1,5,1,4,1,22,3,97,1,1,1,4,9,19,9,2, , , , , ,256.1379504,1922
11,2,8,112,PSU_RECODED_136,6,1,1,1,1,1,1,1,78,10,40,1,1,1,2,9,13,1,1,3115,36001,3, , ,256.1379504,1978
11,2,8,112,PSU_RECODED_136,6,1,1,1,2,1,2,2,83,10,35,1,1,1,2,9,13,1,1,1420,68104,5, , ,256.1379504,1983
11,2,8,112,PSU_RECODED_136,6,1,1,1,3,1,3,2,16,12,2,1,1,1,1, , , , , , , , , ,256.1379504,2016
11,1,5,111,PSU_RECODED_63,4,1,1,1,1,1,1,1,69,11,49,1,2,2,2,9,5,1,1,8332,46621,3, , ,365.5720019,1969
11,1,5,111,PSU_RECODED_63,4,1,1,1,2,1,2,2,69,10,49,1,2,2,2,9,8,1,1,9112,81292,3, , ,365.5720019,1969
11,1,5,111,PSU_RECODED_63,4,1,1,1,3,1,3,2,4,4,15,1,2,2,1,2,9,8,2, , , , , ,365.5720019,2004
11,1,5,111,PSU_RECODED_63,4,1,1,1,4,1,3,2,6,3,13,1,2,2,1,2,7, , , , , , , ,365.5720019,2006
11,1,5,111,PSU_RECODED_63,9,1,1,1,1,1,1,1,59,2,60,1,1,1,2,9,7,5,2, , , , , ,365.5720019,1959
11,1,5,111,PSU_RECODED_63,9,1,1,1,2,1,2,2,57,9,61,1,1,1,2,9,3,7,2, , , , , ,365.5720019,1957
11,1,8,111,PSU_RECODED_OTHER,6,1,1,1,1,1,1,1,57,6,62,1,1,1,2,9,13,1,1,3115,14201,3, , ,418.5631728,1957
11,1,8,111,PSU_RECODED_OTHER,6,1,1,1,2,1,2,2,72,9,46,1,1,1,2,9,11,7,2, , , , , ,418.5631728,1972
11,1,8,111,PSU_RECODED_OTHER,6,1,1,1,3,1,3,2,92,11,26,1,1,1,1,9,11,9,2, , , , , ,418.5631728,1992
11,2,2,112,PSU_RECODED_81,1,1,1,1,1,1,1,1,43,5,75,1,1,1,2,9,10,9,2, , , , , ,337.1700395,1943
11,2,2,112,PSU_RECODED_81,1,1,1,1,2,1,2,2,50,8,68,1,1,1,2,9,10,7,2, , , , , ,337.1700395,1950
11,2,2,112,PSU_RECODED_81,1,1,1,1,3,1,3,1,87,3,31,1,1,1,2,9,12,7,2, , , , , ,337.1700395,1987
11,2,2,112,PSU_RECODED_81,7,1,1,1,1,1,1,1,49,11,69,1,1,1,2,9,16,9,2, , , , , ,337.1700395,1949
11,2,2,112,PSU_RECODED_81,7,1,1,1,2,1,2,2,58,2,61,1,1,1,2,9,16,2,1,2211,86202,5, , ,337.1700395,1958
11,2,2,112,PSU_RECODED_81,7,1,1,1,3,1,3,2,97,4,21,1,1,1,1,3,13,8,2, , , , , ,337.1700395,1997
11,2,2,112,PSU_RECODED_81,7,1,1,1,4,1,3,1,0,6,18,1,1,1,1,2,12,8,2, , , , , ,337.1700395,2000
11,2,5,112,PSU_RECODED_136,2,1,1,1,1,1,1,1,36,10,82,1,1,1,2,9,12,4,2, , , , , ,332.4211657,1936
11,2,5,112,PSU_RECODED_136,2,1,1,1,2,1,2,2,40,2,79,1,1,1,2,9,12,9,2, , , , , ,332.4211657,1940
11,2,5,112,PSU_RECODED_136,2,1,1,1,3,2,3,1,72,6,46,1,1,1,2,9,15, , , , , ,2,1,332.4211657,1972
11,2,5,112,PSU_RECODED_136,2,1,1,1,4,1,5,2,78,6,40,1,1,1,2,9,15,1,1,1112,84110,1, , ,332.4211657,1978
11,2,5,112,PSU_RECODED_136,2,1,1,1,5,1,5,1,8,6,10,1,1,1,1,2,5, , , , , , , ,332.4211657,2008
11,2,5,112,PSU_RECODED_136,2,1,1,1,6,1,5,1,8,6,10,1,1,1,1,2,5, , , , , , , ,332.4211657,2008
11,2,5,112,PSU_RECODED_136,8,1,1,1,1,1,1,1,59,7,59,1,1,1,2,9,8,1,1,7116,41001,2, , ,332.4211657,1959
11,2,5,112,PSU_RECODED_136,8,1,1,1,2,1,2,2,59,11,59,1,1,1,2,9,12,7,2, , , , , ,332.4211657,1959
11,2,5,112,PSU_RECODED_136,8,1,1,1,3,1,3,1,85,11,33,1,1,1,2,9,16,1,1,2411,22112,2, , ,332.4211657,1985
11,2,5,112,PSU_RECODED_136,8,1,1,1,4,1,5,2,89,9,29,1,1,1,2,9,13,7,2, , , , , ,332.4211657,1989
11,2,5,112,PSU_RECODED_136,8,1,1,1,5,2,3,1,89,5,30,1,1,1,1,9,12, , , , , ,1,1,332.4211657,1989
11,2,5,112,PSU_RECODED_136,8,1,1,1,6,1,3,2,93,6,25,1,1,1,2,9,12,7,2, , , , , ,332.4211657,1993
11,2,5,112,PSU_RECODED_136,8,1,1,1,7,1,5,1,93,8,25,1,1,1,2,9,12,1,1,1420,46306,5, , ,332.4211657,1993
11,2,5,112,PSU_RECODED_136,8,1,1,1,8,1,5,1,17,5,2,1,1,1,1, , , , , , , , , ,332.4211657,2017
11,2,2,112,PSU_RECODED_163,3,1,1,1,1,1,1,1,45,5,73,1,1,1,2,9,12,4,2, , , , , ,281.9187194,1945
11,2,2,112,PSU_RECODED_163,3,1,1,1,2,1,2,2,54,4,64,1,1,1,2,9,10,7,2, , , , , ,281.9187194,1954
11,2,2,112,PSU_RECODED_163,8,1,1,1,1,1,1,1,76,2,43,1,1,5,2,9,11,1,1,1321,15121,5, , ,281.9187194,1976
11,2,2,112,PSU_RECODED_163,8,1,1,1,2,1,2,2,76,8,42,1,1,5,2,9,13,1,1,7536,15121,6, , ,281.9187194,1976
11,2,2,112,PSU_RECODED_163,8,1,1,1,3,1,3,1,2,4,16,1,1,5,1,9,19,9,2, , , , , ,281.9187194,2002
11,2,2,112,PSU_RECODED_163,8,1,1,1,4,1,3,2,5,9,13,1,1,5,1,2,8, , , , , , , ,281.9187194,2005
11,2,2,112,PSU_RECODED_163,8,1,1,1,5,1,3,2,8,9,10,1,1,5,1,2,5, , , , , , , ,281.9187194,2008
11,2,2,112,PSU_RECODED_163,8,1,1,1,6,1,3,1,11,3,7,1,1,5,1,2,2, , , , , , , ,281.9187194,2011
11,2,2,112,PSU_RECODED_163,8,1,1,1,7,1,4,2,52,2,67,1,1,1,7,9,10,7,2, , , , , ,281.9187194,1952
11,1,8,111,PSU_RECODED_163,2,1,1,1,1,1,1,2,75,10,43,1,1,1,2,9,11,1,1,7531,14105,3, , ,359.3433833,1975
11,1,8,111,PSU_RECODED_163,2,1,1,1,2,2,2,1,77,10,41,1,1,1,2,9,10, , , , , ,1,3,359.3433833,1977
11,1,8,111,PSU_RECODED_163,2,1,1,1,3,1,3,1,1,10,17,1,1,1,1,9,10,3,2, , , , , ,359.3433833,2001
11,1,8,111,PSU_RECODED_163,2,1,1,1,4,1,3,1,5,10,13,1,1,1,1,2,8, , , , , , , ,359.3433833,2005
11,1,8,111,PSU_RECODED_163,2,1,1,1,5,1,3,1,7,7,12,1,1,1,1,2,6, , , , , , , ,359.3433833,2007
11,1,8,111,PSU_RECODED_163,8,1,1,1,1,1,1,1,69,6,50,1,1,1,2,9,8,1,1,1420,46305,5, , ,359.3433833,1969
11,1,8,111,PSU_RECODED_163,8,1,1,1,2,1,2,2,68,11,50,1,1,1,2,9,8,7,2, , , , , ,359.3433833,1968
11,1,8,111,PSU_RECODED_163,8,1,1,1,3,1,3,1,94,12,24,1,1,1,2,9,10,1,1,8323,49222,5, , ,359.3433833,1994
11,1,8,111,PSU_RECODED_163,8,1,1,1,4,1,5,2,1,4,18,1,1,1,2,9,10,7,2, , , , , ,359.3433833,2001
11,1,8,111,PSU_RECODED_163,8,1,1,1,5,1,3,1,0,4,19,1,1,1,1,9,10,3,2, , , , , ,359.3433833,2000
11,2,5,112,PSU_RECODED_33,4,1,1,1,1,1,1,1,61,3,58,1,1,1,2,9,7,1,1,7115,31001,3, , ,251.5619632,1961
11,2,5,112,PSU_RECODED_33,4,1,1,1,2,1,2,2,66,8,52,1,1,1,2,9,10,1,1,7531,14109,3, , ,251.5619632,1966
