district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,r2_school_education,type_of_school,grade_this_year,grade_last_year,distance,transport_medium,time_to_school,noschooling_reason,reason_leave_school,when_stop_schooling
11,1,1,111004,Grade 3,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,7, 
11,1,1,111004,Grade 3,Grade 1,1,Walking,5,School too far away,_missing_,7,6,14,5,45, , , 
11,1,1,111005,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,8,7,5,4,30, , , 
11,1,1,111005,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,5,4,5,4,30, , , 
11,1,1,111007,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,9,8,2,1,30, , , 
11,1,1,111008,Grade 5,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2017
11,1,1,111008,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,10,9,6,3,30, , , 
11,1,1,111008,Grade 9,Grade 1,1,Walking,5,School too far away,_missing_,7,6,6,3,30, , , 
11,1,1,111009,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,1,19,4,3,10, , , 
11,1,1,111010,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,13,12,4,4,20, , , 
11,1,1,111010,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,11,10,4,4,20, , , 
11,1,1,111010,Grade 5,Grade 1,1,Walking,5,School too far away,_missing_,9,8,4,4,20, , , 
11,1,1,111010,Grade 10,Grade 1,1,Walking,7,School too far away,_missing_,5,4,2,3,15, , , 
11,1,2,111011,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,6,5,1,3,10, , , 
11,1,2,111011,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,2,1,1,3,10, , , 
11,1,1,111012,Grade 2,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2018
11,1,2,111014,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,10,9,15,5,60, , , 
11,1,2,111014,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,8,7,2,6,30, , , 
11,1,2,111014,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,2,1,1,3,10, , , 
11,2,2,111015,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,9,8,1,6,10, , , 
11,2,2,111015,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,6,5,1,6,10, , , 
11,2,2,111015,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,2,1,3,5,10, , , 
11,1,2,111016,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,13,12,9,3,60, , , 
11,1,2,111016,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,11,10,9,3,60, , , 
11,1,2,111016,Grade 10,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2018
11,1,2,111016,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,8,7,9,5,60, , , 
11,1,2,111019,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,13,11,3,3,15, , , 
11,1,2,111019,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,13,12,13,6,60, , , 
11,1,2,111019,Grade 10,Grade 1,1,Walking,5,School too far away,_missing_,13,12,13,6,60, , , 
11,1,3,111021,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,3,2,1,3,10, , , 
11,1,3,111021,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,3,2,1,3,10, , , 
11,1,3,111021,Grade 9,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2017
11,1,3,111023,Grade 6,Grade 1,1,Walking,3,School too far away,_missing_,5,4,8,3,30, , , 
11,1,3,111023,Grade 10,Grade 1,1,Walking,5,School too far away,_missing_,10,9,4,3,20, , , 
11,1,3,111023,Grade 10,Grade 1,1,Walking,6,School too far away,_missing_,7,6,4,3,20, , , 
11,1,3,111024,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,10,9,3,3,20, , , 
11,1,3,111024,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,6,5,2,3,15, , , 
11,1,3,111024,Grade 7,Grade 1,1,Walking,5,School too far away,_missing_,1,19,2,3,15, , , 
11,2,3,111025,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,12,11,10,5,75, , , 
11,2,3,111025,Grade 10,Grade 1,1,Walking,2,School too far away,_missing_,12,11,20,6,45, , , 
11,2,3,111027,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,4,3,3,5,20, , , 
11,2,3,111027,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,3,2,3,5,20, , , 
11,1,3,111028,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,6,4,3,4,15, , , 
11,1,3,111028,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,3,2,3,4,15, , , 
11,1,3,111030,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,7,6,1,3,10, , , 
11,1,3,111033,Grade 7,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
11,1,3,111033,Grade 7,Grade 1,1,Walking,5,School too far away,_missing_,11,10,15,5,45, , , 
11,2,4,111034,Grade 1,Grade 1,1,Walking,3,Financial problems,_missing_, , , , , ,7, , 
11,1,4,111035,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,6,5,2,3,10, , , 
11,1,4,111035,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,3,2,2,3,10, , , 
11,1,4,111037,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,9,8,3,6,25, , , 
11,1,4,111037,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,3,2,0,1,15, , , 
11,2,4,111039,Grade 5,Grade 1,1,Walking,5,School too far away,_missing_,2,1,1,1,20, , , 
11,1,4,111040,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,12,11,5,6,30, , , 
11,1,4,111040,Grade 5,Grade 1,1,Walking,7,School too far away,_missing_,13,12,3,6,15, , , 
11,1,4,111040,Grade 5,Grade 1,1,Walking,8,School too far away,_missing_,3,2,3,3,5, , , 
11,1,4,111041,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,3,10, , , 
11,1,4,111042,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,2,1,2,6,15, , , 
11,1,4,111044,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,12,11,16,5,60, , , 
11,1,4,111044,Grade 5,Grade 1,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,7,2018
11,1,1,111045,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,12,11,2,3,10, , , 
11,1,1,111045,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,6,5,2,3,10, , , 
11,2,5,111046,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,12,10,2,6,10, , , 
11,2,5,111046,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,8,7,2,6,10, , , 
11,2,5,111046,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,4,3,2,1,10, , , 
11,2,5,111047,Grade 6,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,3,2018
11,2,5,111047,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,6,5,3,5,25, , , 
11,2,5,111047,Grade 6,Grade 1,1,Walking,5,School too far away,_missing_,6,5,3,5,25, , , 
11,2,1,111048,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,11,10,3,3,15, , , 
11,2,1,111048,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,9,8,5,5,30, , , 
11,2,1,111048,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,6,5,3,3,15, , , 
11,2,1,111048,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,7,6,4,5,20, , , 
11,2,1,111048,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,3,2,4,3,10, , , 
11,1,1,111050,Grade 7,Grade 1,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2015
11,1,5,111051,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,12,11,7,6,30, , , 
11,1,5,111051,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,6,5,1,1,15, , , 
11,1,5,111051,Grade 9,Grade 1,1,Walking,5,Financial problems,_missing_, , , , , ,7, , 
11,2,5,111052,Grade 4,Grade 1,1,Walking,5,School too far away,_missing_,9,8,5,3,15, , , 
11,2,5,111052,Grade 4,Grade 1,1,Walking,6,School too far away,_missing_,4,3,5,3,15, , , 
11,1,1,111053,Grade 3,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,99,2014
11,1,1,111053,Grade 3,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,99,2015
11,1,1,111053,Grade 9,Grade 1,1,Walking,2,School too far away,_missing_,8,7,0,3,10, , , 
11,1,1,111053,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,7,6,0,3,10, , , 
11,1,1,111053,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,1,19,0,3,10, , , 
11,1,5,111054,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,3,2,2,3,18, , , 
11,1,5,111055,Grade 9,Grade 1,1,Walking,6,House keeping / Family business,_missing_, , , , , , ,6,2016
11,1,5,111055,Grade 9,Grade 1,1,Walking,7,School too far away,_missing_,11,10,3,6,20, , , 
11,1,1,111056,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,8,6,6,6,30, , , 
11,1,1,111056,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,5,3,2,3,10, , , 
11,1,5,111057,Grade 4,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,99,2018
11,1,5,111057,Grade 8,Grade 1,1,Walking,5,School too far away,_missing_,3,2,6,2,20, , , 
11,1,5,111058,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,6,5,2,5,20, , , 
11,1,6,111060,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,4,3,5,5,60, , , 
11,1,6,111060,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,1,19,8,5,35, , , 
11,1,2,111062,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,6,5,4,3,10, , , 
11,1,2,111062,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,2,1,4,3,10, , , 
11,1,2,111062,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,6,5,10,6,90, , , 
11,1,2,111062,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,1,19,9,6,80, , , 
11,1,6,111064,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,2,1,1,3,10, , , 
11,1,6,111064,Grade 5,Grade 1,1,Walking,5,School too far away,_missing_,10,9,10,5,45, , , 
11,1,2,111065,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,11,10,0,1,5, , , 
11,1,2,111065,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,4,3,0,1,15, , , 
11,1,2,111065,Grade 5,Grade 1,1,Walking,7,School too far away,_missing_,2,1,0,1,5, , , 
11,2,6,111066,Grade 5,Grade 1,1,Walking,5,School too far away,_missing_,5,4,5,4,15, , , 
11,2,6,111066,Grade 5,Grade 1,1,Walking,6,School too far away,_missing_,1,19,5,4,15, , , 
11,1,6,111067,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,5,5,5,2,20, , , 
11,1,6,111067,Grade 2,Grade 1,1,Walking,7,School too far away,_missing_,2,1,3,3,10, , , 
11,1,2,111068,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,3,15, , , 
11,1,2,111068,Grade 2,Grade 1,1,Walking,5,School too far away,_missing_,6,5,2,3,15, , , 
11,1,2,111071,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,2,1,5,5,30, , , 
11,1,2,111071,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,2,1,7,5,40, , , 
11,1,2,111071,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,1,19,7,5,40, , , 
11,1,6,111072,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,12,11,6,6,30, , , 
11,1,6,111072,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,8,7,4,3,15, , , 
11,1,6,111073,Grade 8,Grade 1,1,Walking,4,School too far away,_missing_,13,12,1,1,15, , , 
11,1,2,111074,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,9,8,11,5,60, , , 
11,1,2,111074,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,7,6,1,3,15, , , 
11,1,2,111074,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,12,11,2,1,20, , , 
11,1,6,111076,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,12,11,0,3,40, , , 
11,1,6,111076,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,6,5,0,3,40, , , 
11,1,6,111076,Grade 6,Grade 1,1,Walking,3,School too far away,_missing_,12,11,1,3,10, , , 
11,1,6,111076,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,12,11,13,1,10, , , 
11,1,6,111076,Grade 6,Grade 1,1,Walking,5,School too far away,_missing_,6,5,1,3,10, , , 
11,1,6,111078,Grade 2,Grade 1,1,Walking,6,School too far away,_missing_,11,10,1,6,10, , , 
11,1,3,111079,Grade 3,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,7, 
11,1,7,111080,Grade 6,Grade 1,1,Walking,3,School too far away,_missing_,9,8,2,3,5, , , 
11,1,7,111080,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,5,4,2,3,5, , , 
11,1,7,111080,Grade 10,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,99,2019
11,1,7,111080,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,1,20, , , 
11,2,3,111082,Grade 1,Grade 1,1,Walking,2,School too far away,_missing_,8,7,6,5,30, , , 
11,2,3,111082,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,4,3,6,5,30, , , 
11,2,3,111082,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,8,7,3,3,15, , , 
11,1,7,111084,Grade 8,Grade 1,1,Walking,2,School too far away,_missing_,1,19,1,3,5, , , 
11,1,3,111085,Grade 4,Grade 1,1,Walking,6,School too far away,_missing_,1,19,0,1,20, , , 
11,1,7,111086,Grade 8,Grade 1,1,Walking,6,School too far away,_missing_,9,8,0,1,10, , , 
11,1,7,111087,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,11,10,12,5,45, , , 
11,1,7,111087,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,4,3,12,5,45, , , 
11,1,7,111087,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,2,1,3,3,15, , , 
11,1,1,111088,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,11,10,5,6,30, , , 
11,1,1,111088,Grade 8,Grade 1,1,Walking,4,School too far away,_missing_,8,7,1,1,15, , , 
11,1,1,111088,Grade 8,Grade 1,1,Walking,5,School too far away,_missing_,5,4,1,1,15, , , 
11,1,3,111089,Grade 7,Grade 1,1,Walking,1,House keeping / Family business,_missing_, , , , , , ,9,2017
11,1,3,111089,Grade 7,Grade 1,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,9,2017
11,1,7,111091,Grade 10,Grade 1,1,Walking,5,School too far away,_missing_,12,11,5,7,30, , , 
11,1,7,111091,Grade 10,Grade 1,1,Walking,6,School too far away,_missing_,6,5,3,3,5, , , 
11,1,8,111092,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,12,11,1,1,10, , , 
11,1,8,111092,Grade 6,Grade 1,1,Walking,5,School too far away,_missing_,8,7,12,6,30, , , 
11,1,7,111094,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,8,7,9,4,40, , , 
11,1,7,111094,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,5,4,9,4,40, , , 
11,1,4,111095,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,7,6,0,3,4, , , 
11,1,4,111095,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,2,1,0,3,4, , , 
11,1,8,111096,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,8,7,0,1,5, , , 
11,2,1,111097,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,10,9,16,5,30, , , 
11,3,4,111099,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,2,1,2,5,10, , , 
11,2,8,111100,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,7,6,5,3,15, , , 
11,1,1,111101,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,10,8,0,1,15, , , 
11,1,8,111104,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,11,10,3,3,15, , , 
11,1,8,111104,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,9,8,3,3,15, , , 
11,1,8,111104,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,6,5,12,5,60, , , 
11,1,1,111105,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,10,9,2,5,45, , , 
11,1,1,111105,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,5,4,2,5,45, , , 
11,1,1,111105,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,12,10,2,6,45, , , 
11,1,1,111105,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,2,20, , , 
11,1,1,111105,Grade 9,Grade 1,1,Walking,5,School too far away,_missing_,4,3,6,5,30, , , 
11,1,8,111106,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,7,6,5,5,60, , , 
11,1,8,111106,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,3,2,5,5,60, , , 
11,1,8,111106,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,5,4,0,1,10, , , 
11,1,8,111106,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,4,3,0,1,10, , , 
11,1,4,111107,Grade 8,Grade 1,1,Walking,8,School too far away,_missing_,3,2,3,2,20, , , 
11,1,1,111108,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,11,10,3,3,10, , , 
11,1,5,111110,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,10,9,1,1,15, , , 
11,1,5,111110,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,8,7,1,1,15, , , 
11,2,2,111112,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,13,12,10,5,45, , , 
11,2,5,111113,Grade 2,Grade 1,1,Walking,5,School too far away,_missing_,6,5,8,4,20, , , 
11,2,5,111113,Grade 2,Grade 1,1,Walking,6,School too far away,_missing_,6,5,8,4,20, , , 
11,2,2,111114,Grade 8,Grade 1,1,Walking,3,Financial problems,_missing_, , , , , ,5, , 
11,2,2,111114,Grade 8,Grade 1,1,Walking,4,School too far away,_missing_,9,8,10,4,30, , , 
11,2,2,111114,Grade 8,Grade 1,1,Walking,5,School too far away,_missing_,6,5,10,4,30, , , 
11,2,2,111114,Grade 8,Grade 1,1,Walking,6,School too far away,_missing_,3,2,10,4,30, , , 
11,1,8,111115,Grade 2,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2018
11,1,8,111115,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,5,20, , , 
11,1,8,111115,Grade 2,Grade 1,1,Walking,5,School too far away,_missing_,7,6,2,5,20, , , 
11,1,8,111115,Grade 8,Grade 1,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,9,2018
11,1,8,111115,Grade 8,Grade 1,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,9,2017
11,2,5,111116,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,6,5,4,5,20, , , 
11,1,2,111118,Grade 1,Grade 1,1,Walking,5,School too far away,_missing_,11,10,7,2,30, , , 
11,1,8,111119,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,11,10,5,6,45, , , 
11,2,5,111120,Grade 10,Grade 1,1,Walking,5,School too far away,_missing_,10,9,12,5,40, , , 
11,2,5,111120,Grade 10,Grade 1,1,Walking,6,School too far away,_missing_,7,6,4,5,20, , , 
11,2,5,111120,Grade 10,Grade 1,1,Walking,7,School too far away,_missing_,1,19,4,3,20, , , 
11,2,9,111121,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,13,12,20,6,60, , , 
11,2,9,111121,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,13,12,8,3,40, , , 
11,2,9,111121,Grade 8,Grade 1,1,Walking,4,School too far away,_missing_,7,6,8,6,40, , , 
11,1,9,111125,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,11,10,14,6,35, , , 
11,1,9,111125,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,12,11,12,6,90, , , 
11,1,9,111125,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,7,6,3,2,10, , , 
11,1,5,111127,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,12,11,6,5,30, , , 
11,1,5,111127,Grade 5,Grade 1,1,Walking,5,School too far away,_missing_,6,5,6,5,30, , , 
11,1,9,111128,Grade 5,Grade 1,1,Walking,3,School too far away,_missing_,10,9,0,1,1, , , 
11,1,9,111128,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,11,10,7,4,20, , , 
11,1,9,111128,Grade 10,Grade 1,1,Walking,5,School too far away,_missing_,8,7,7,4,20, , , 
11,1,2,111129,Grade 10,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2010
11,1,2,111129,Grade 10,Grade 1,1,Walking,4,School too far away,_missing_,11,10,2,1,10, , , 
11,2,9,111130,Grade 7,Grade 1,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,9,2016
11,2,9,111130,Grade 7,Grade 1,1,Walking,6,School too far away,_missing_,7,6,4,5,15, , , 
11,1,5,111131,Grade 5,Grade 1,1,Walking,4,School too far away,_missing_,3,2,2,3,10, , , 
11,1,5,111131,Grade 10,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2017
11,1,6,111134,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,11,10,2,6,20, , , 
11,1,6,111134,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,8,7,2,6,20, , , 
11,1,6,111134,Grade 8,Grade 1,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,6,2019
11,1,9,111136,Grade 1,Grade 1,1,Walking,3,School too far away,_missing_,2,1,12,5,35, , , 
11,1,6,111137,Grade 6,Grade 1,1,Walking,3,Financial problems,_missing_, , , , , ,7, , 
11,2,3,111139,Grade 10,Grade 1,1,Walking,3,School too far away,_missing_,6,5,1,1,15, , , 
11,1,9,111140,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,11,10,6,5,20, , , 
11,1,9,111140,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,6,5,6,5,20, , , 
11,1,9,111140,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,2,1,10,4,30, , , 
11,1,9,111140,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,13,12,16,6,50, , , 
11,2,10,111142,Grade 6,Grade 1,1,Walking,4,School too far away,_missing_,11,10,10,4,25, , , 
11,2,10,111142,Grade 6,Grade 1,1,Walking,5,School too far away,_missing_,3,2,1,4,5, , , 
11,2,10,111144,Grade 7,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2019
11,2,10,111144,Grade 7,Grade 1,1,Walking,4,School too far away,_missing_,10,9,11,3,35, , , 
11,2,10,111144,Grade 7,Grade 1,1,Walking,5,School too far away,_missing_,4,3,11,3,35, , , 
11,2,10,111144,Grade 7,Grade 1,1,Walking,6,School too far away,_missing_,9,8,10,3,30, , , 
11,1,10,111146,Grade 4,Grade 1,1,Walking,4,School too far away,_missing_,13,12,2,6,20, , , 
11,1,3,111147,Grade 4,Grade 1,1,Walking,5,School too far away,_missing_,13,12,0,1,10, , , 
11,1,3,111147,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,8,7,7,5,60, , , 
11,1,3,111147,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,4,3,0,1,10, , , 
11,1,3,111147,Grade 9,Grade 1,1,Walking,5,School too far away,_missing_,2,1,0,1,10, , , 
11,3,10,111151,Grade 9,Grade 1,1,Walking,3,School too far away,_missing_,10,9,2,1,15, , , 
11,3,10,111151,Grade 9,Grade 1,1,Walking,4,School too far away,_missing_,3,2,2,1,15, , , 
11,1,6,111152,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,11,10,0,1,3, , , 
11,1,6,111152,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,9,8,3,2,15, , , 
11,1,6,111152,Grade 2,Grade 1,1,Walking,5,School too far away,_missing_,2,1,0,1,3, , , 
11,1,6,111152,Grade 9,Grade 1,1,Walking,5,School too far away,_missing_,1,19,7,5,45, , , 
11,2,4,111154,Grade 2,Grade 1,1,Walking,3,School too far away,_missing_,9,7,9,3,45, , , 
11,2,4,111154,Grade 2,Grade 1,1,Walking,4,School too far away,_missing_,6,5,3,5,60, , , 
11,2,4,111154,Grade 2,Grade 1,1,Walking,5,School too far away,_missing_,1,19,3,3,30, , , 
11,2,4,111154,Grade 8,Grade 1,1,Walking,2,School too far away,_missing_,8,7,0,3,5, , , 
11,2,4,111154,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,5,4,0,3,5, , , 
11,2,4,111154,Grade 8,Grade 1,1,Walking,4,School too far away,_missing_,2,1,2,3,20, , , 
11,1,7,111156,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,10,9,6,5,30, , , 
11,1,7,111156,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,8,7,8,5,45, , , 
11,1,7,111156,Grade 7,Grade 1,1,Walking,3,School too far away,_missing_,10,9,4,5,45, , , 
11,2,7,111160,Grade 8,Grade 1,1,Walking,1,House keeping / Family business,_missing_, , , , , , ,9,2017
11,1,4,111162,Grade 1,Grade 1,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2018
11,1,4,111162,Grade 1,Grade 1,1,Walking,4,School too far away,_missing_,9,8,2,6,30, , , 
11,1,4,111162,Grade 5,Grade 1,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2014
11,1,10,111163,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,13,12,1,6,15, , , 
11,2,7,111164,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,5,4,22,5,60, , , 
11,2,7,111164,Grade 3,Grade 1,1,Walking,5,School too far away,_missing_,4,3,22,5,60, , , 
11,2,11,111165,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,11,10,20,5,60, , , 
11,2,11,111165,Grade 8,Grade 1,1,Walking,3,School too far away,_missing_,9,8,12,5,60, , , 
11,1,4,111166,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,8,7,0,6,10, , , 
11,1,4,111166,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,4,3,0,6,10, , , 
11,1,4,111166,Grade 3,Grade 1,1,Walking,5,School too far away,_missing_,2,1,0,6,10, , , 
11,2,11,111167,Grade 3,Grade 1,1,Walking,3,School too far away,_missing_,9,8,1,6,15, , , 
11,2,11,111167,Grade 3,Grade 1,1,Walking,4,School too far away,_missing_,9,8,1,6,15, , , 
11,1,7,111168,Grade 7,Grade 1,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,9,2018
11,1,7,111168,Grade 7,Grade 1,1,Walking,6,House keeping / Family business,_missing_, , , , , , ,6,2018
11,1,7,111168,Grade 7,Grade 1,1,Walking,7,School too far away,_missing_,3,2,3,5,20, , , 
11,1,11,111169,Grade 4,Grade 1,1,Walking,3,School too far away,_missing_,7,6,4,6,25, , , 
