district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,Bin_1,1,11,4,1,1,1,4,1,5,Bin_5,11,10,Bin_5,1,1,1,Bin_3,9.0,Bin_2,9.0,2.0,,,,,,436.4627395,11
11,Bin_1,1,11,6,1,1,1,1,1,1,Bin_1,11,9,Bin_3,1,1,1,Bin_1,9.0,Bin_3,1.0,1.0,8323.0,Bin_3,5.0,,,436.4627395,11
11,Bin_1,1,11,6,1,1,1,2,1,2,Bin_5,11,11,Bin_2,1,1,1,Bin_1,9.0,Bin_3,7.0,2.0,,,,,,436.4627395,11
11,Bin_1,1,11,6,1,1,1,3,1,3,Bin_5,11,2,Bin_1,1,1,1,Bin_1,2.0,Bin_3,,,,,,,,436.4627395,11
11,*,1,11,7,1,1,1,1,1,1,*,11,12,*,1,1,1,*,9.0,*,1.0,1.0,3113.0,*,3.0,,,436.4627395,11
11,Bin_1,1,11,7,1,1,1,2,1,2,Bin_5,11,7,Bin_2,1,1,1,Bin_1,9.0,Bin_4,7.0,2.0,,,,,,436.4627395,11
11,Bin_1,1,11,7,1,1,1,3,1,3,Bin_5,11,4,Bin_1,1,1,1,Bin_1,,,,,,,,,,436.4627395,11
11,Bin_1,1,11,9,1,1,1,1,1,1,Bin_1,11,2,Bin_4,1,1,1,Bin_1,9.0,Bin_2,9.0,2.0,,,,,,436.4627395,11
11,Bin_1,1,11,9,1,1,1,2,1,2,Bin_5,11,11,Bin_4,1,1,1,Bin_1,9.0,Bin_2,7.0,2.0,,,,,,436.4627395,11
11,*,1,11,9,1,1,1,3,1,3,*,11,3,*,1,1,1,*,9.0,*,1.0,1.0,7212.0,*,5.0,,,436.4627395,11
