district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,finalweight,B_year
11,1,1,111,111001,2,1,1,1,1,Yes,Head of the household,Male,58,3,60,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 12,"Retired (Private, no pension)",No,298.0423127,1958
11,1,1,111,111001,2,1,1,1,2,Yes,Wife/Husband,Female,60,9,58,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,298.0423127,1960
11,1,1,111,111001,2,1,1,1,3,Yes,Son/Daughter,Female,91,1,28,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,298.0423127,1991
11,1,1,111,111001,2,1,1,1,4,Yes,Son/Daughter,Female,92,8,26,1,Sri Lankan Moors/Muslim,Islam,Never Married,University,Passed G.C.E (A/L) or equivalent,Too old / Disabled,No,298.0423127,1992
11,1,1,111,111001,2,1,1,1,5,Yes,Other Relative,Female,16,1,3,1,Sri Lankan Moors/Muslim,Islam,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,298.0423127,2016
11,1,1,111,111001,6,1,1,1,1,Yes,Head of the household,Female,42,6,76,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Other,No,298.0423127,1942
11,1,1,111,111001,6,1,1,1,2,Yes,Wife/Husband,Male,40,3,78,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 5,Other,No,298.0423127,1940
11,1,1,111,111001,6,1,1,1,3,Yes,Son/Daughter,Female,70,4,48,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,298.0423127,1970
11,1,1,111,111002,3,1,1,1,1,Yes,Head of the household,Female,62,3,56,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,436.4627395,1962
11,1,1,111,111002,3,1,1,1,2,Yes,Son/Daughter,Female,82,3,36,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,436.4627395,1982
11,1,1,111,111002,3,1,1,1,3,Yes,Son/Daughter,Male,92,4,26,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,436.4627395,1992
11,1,1,111,111002,3,1,1,1,4,Yes,Son/Daughter,Male,96,11,22,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,436.4627395,1996
11,1,1,111,111002,3,1,1,1,5,Now,Wife/Husband,Male,60,3,58,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 8,Engaged in economic activity,No,436.4627395,1960
11,1,1,111,111002,9,1,1,1,1,Yes,Head of the household,Male,46,2,72,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 7,Other,No,436.4627395,1946
11,1,1,111,111002,9,1,1,1,2,Yes,Wife/Husband,Female,57,11,61,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 4,Student,No,436.4627395,1957
11,1,1,111,111002,9,1,1,1,3,Yes,Son/Daughter,Male,88,3,30,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,436.4627395,1988
11,1,1,111,111002,9,1,1,1,4,Yes,Son/Daughter,Male,89,7,29,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,436.4627395,1989
11,2,1,112,111003,6,1,1,1,1,Yes,Head of the household,Female,50,4,68,1,Sinhala,Buddhist,Widowed,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,285.6012832,1950
11,1,1,111,111004,3,1,1,1,1,Yes,Head of the household,Male,70,1,49,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,271.9852019,1970
11,1,1,111,111004,3,1,1,1,2,Yes,Wife/Husband,Female,70,8,48,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,271.9852019,1970
11,1,1,111,111004,3,1,1,1,3,Yes,Son/Daughter,Male,97,11,21,1,Sinhala,Buddhist,Never Married,Other educational institution,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,271.9852019,1997
11,1,1,111,111004,3,1,1,1,4,Yes,Son/Daughter,Female,3,1,16,1,Sinhala,Buddhist,Never Married,Pending G.C.E.(O/L or A/L),Passed Grade 10,Too old / Disabled,No,271.9852019,2003
11,1,1,111,111004,3,1,1,1,5,Yes,Son/Daughter,Female,7,3,11,1,Sinhala,Buddhist,Never Married,School,Passed Grade 6,Engaged in economic activity,No,271.9852019,2007
11,1,1,111,111004,3,1,1,1,6,Yes,Parent of head/spouse,Female,43,9,75,1,Sinhala,Buddhist,Widowed,Does not attend,Passed G.C.E (A/L) or equivalent,Other,No,271.9852019,1943
11,1,1,111,111004,7,1,1,1,1,Yes,Head of the household,Female,64,11,54,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,271.9852019,1964
11,1,1,111,111004,7,1,1,1,2,Now,Wife/Husband,Male,61,10,57,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,No,271.9852019,1961
11,1,1,111,111004,7,1,1,1,3,Yes,Son/Daughter,Male,93,10,25,1,Sinhala,Buddhist,Never Married,Vocational/Technical institution,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,271.9852019,1993
11,1,1,111,111004,7,1,1,1,4,Yes,Son/Daughter,Female,94,10,24,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 12,Seeking work,No,271.9852019,1994
11,1,1,111,111005,1,1,1,1,1,Yes,Head of the household,Male,79,4,39,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Post Graduate Degree/Diploma,Engaged in economic activity,Yes,495.0953281,1979
11,1,1,111,111005,1,1,1,1,2,Yes,Wife/Husband,Female,80,4,38,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,PhD,Student,No,495.0953281,1980
11,1,1,111,111005,1,1,1,1,3,Yes,Son/Daughter,Male,6,7,12,1,Sinhala,Buddhist,Never Married,School,Passed Grade 7,Engaged in economic activity,No,495.0953281,2006
11,1,1,111,111005,1,1,1,1,4,Yes,Son/Daughter,Male,9,4,9,1,Sinhala,Buddhist,Never Married,School,Passed Grade 4,Engaged in economic activity,No,495.0953281,2009
11,1,1,111,111005,7,1,1,1,1,Yes,Head of the household,Male,91,4,27,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed Degree,Engaged in economic activity,Yes,495.0953281,1991
11,1,1,111,111005,7,1,1,1,2,Yes,Wife/Husband,Female,92,1,27,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Student,No,495.0953281,1992
11,2,1,112,111006,1,1,1,1,1,Yes,Head of the household,Female,60,6,58,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 8,Engaged in economic activity,Yes,305.2323975,1960
11,2,1,112,111006,1,1,1,1,2,Yes,Son/Daughter,Male,89,9,29,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 9,Engaged in economic activity,Yes,305.2323975,1989
11,2,1,112,111006,1,1,1,1,3,Yes,Other Relative,Female,97,1,22,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,305.2323975,1997
11,2,1,112,111006,6,1,1,1,1,Yes,Head of the household,Male,51,11,67,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,"Retired (Private, no pension)",No,305.2323975,1951
11,2,1,112,111006,6,1,1,1,2,Yes,Wife/Husband,Female,57,10,61,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,305.2323975,1957
11,1,1,111,111007,1,1,1,1,1,Yes,Head of the household,Male,60,2,58,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 7,Engaged in economic activity,Yes,248.4349316,1960
11,1,1,111,111007,1,1,1,1,2,Yes,Wife/Husband,Female,63,3,55,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 7,Student,No,248.4349316,1963
11,1,1,111,111007,6,1,1,1,1,Yes,Head of the household,Male,61,2,57,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 7,Engaged in economic activity,Yes,248.4349316,1961
11,1,1,111,111007,6,1,1,1,2,Yes,Wife/Husband,Female,67,10,51,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 7,Engaged in economic activity,Yes,248.4349316,1967
11,1,1,111,111007,6,1,1,1,3,Yes,Son/Daughter,Female,97,10,21,1,Sri Lankan Moors/Muslim,Islam,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,248.4349316,1997
11,1,1,111,111007,10,1,1,1,1,Yes,Head of the household,Female,64,7,54,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 9,Student,No,248.4349316,1964
11,1,1,111,111007,10,1,1,1,2,Now,Wife/Husband,Male,59,3,59,4,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 4,Engaged in economic activity,No,248.4349316,1959
11,1,1,111,111007,10,1,1,1,3,Yes,Son/Daughter,Male,5,12,13,1,Sinhala,Buddhist,Never Married,School,Passed Grade 8,Engaged in economic activity,No,248.4349316,2005
11,1,1,111,111008,5,1,1,1,1,Yes,Head of the household,Male,57,5,61,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Retired (Government pension),Yes,236.536206,1957
11,1,1,111,111008,5,1,1,1,2,Yes,Wife/Husband,Female,65,7,53,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Post Graduate Degree/Diploma,Retired (Government pension),Yes,236.536206,1965
11,1,1,111,111008,5,1,1,1,3,Yes,Son/Daughter,Male,95,2,23,1,Sinhala,Buddhist,Never Married,University,Passed G.C.E (A/L) or equivalent,Too old / Disabled,No,236.536206,1995
11,1,1,111,111008,5,1,1,1,4,Yes,Son/Daughter,Female,0,1,19,1,Sinhala,Buddhist,Never Married,Other educational institution,Passed G.C.E (A/L) or equivalent,Too old / Disabled,No,236.536206,2000
11,1,1,111,111008,9,1,1,1,1,Yes,Head of the household,Male,52,10,66,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,236.536206,1952
11,1,1,111,111008,9,1,1,1,2,Yes,Son/Daughter,Male,76,10,42,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,236.536206,1976
11,1,1,111,111008,9,1,1,1,3,Yes,Other Relative,Female,83,4,35,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,236.536206,1983
11,1,1,111,111008,9,1,1,1,4,Yes,Other Relative,Female,4,10,14,1,Sinhala,Buddhist,Never Married,School,Passed Grade 9,Engaged in economic activity,No,236.536206,2004
11,1,1,111,111008,9,1,1,1,5,Yes,Other Relative,Female,7,5,11,1,Sinhala,Buddhist,Never Married,School,Passed Grade 6,Engaged in economic activity,No,236.536206,2007
11,1,1,111,111008,9,1,1,1,6,Yes,Other Relative,Male,15,11,3,1,Sinhala,Buddhist,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,236.536206,2015
11,1,1,111,111009,3,1,1,1,1,Yes,Head of the household,Male,88,5,30,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,384.6734425,1988
11,1,1,111,111009,3,1,1,1,2,Yes,Wife/Husband,Female,88,4,30,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,Yes,384.6734425,1988
11,1,1,111,111009,3,1,1,1,3,Yes,Son/Daughter,Male,13,9,5,1,Sinhala,Buddhist,Never Married,School,Studying/Studied Grade 1,Engaged in economic activity,No,384.6734425,2013
11,1,1,111,111009,7,1,1,1,1,Yes,Head of the household,Female,35,2,83,1,Sinhala,Buddhist,Widowed,Does not attend,No Schooling,Other,No,384.6734425,1935
11,1,1,111,111009,7,1,1,1,2,Yes,Son/Daughter,Male,76,6,42,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 7,Engaged in economic activity,Yes,384.6734425,1976
11,1,1,111,111010,5,1,1,1,1,Yes,Head of the household,Male,78,10,40,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,520.4915453,1978
11,1,1,111,111010,5,1,1,1,2,Yes,Wife/Husband,Female,79,12,39,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,520.4915453,1979
11,1,1,111,111010,5,1,1,1,3,Yes,Son/Daughter,Female,0,1,19,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 12,Too old / Disabled,No,520.4915453,2000
11,1,1,111,111010,5,1,1,1,4,Yes,Son/Daughter,Male,2,7,16,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 10,Too old / Disabled,No,520.4915453,2002
11,1,1,111,111010,5,1,1,1,5,Yes,Son/Daughter,Male,4,4,14,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 8,Engaged in economic activity,No,520.4915453,2004
11,1,1,111,111010,10,1,1,1,1,Yes,Head of the household,Male,52,9,66,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,520.4915453,1952
11,1,1,111,111010,10,1,1,1,2,Yes,Wife/Husband,Female,58,10,60,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,520.4915453,1958
11,1,1,111,111010,10,1,1,1,3,Yes,Son/Daughter,Female,77,11,41,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,520.4915453,1977
11,1,1,111,111010,10,1,1,1,4,Yes,Son/Daughter,Male,84,7,34,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,520.4915453,1984
11,1,1,111,111010,10,1,1,1,5,Yes,Other Relative,Male,76,4,42,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,520.4915453,1976
11,1,1,111,111010,10,1,1,1,6,Yes,Other Relative,Female,91,7,27,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,520.4915453,1991
11,1,1,111,111010,10,1,1,1,7,Yes,Other Relative,Male,8,4,10,1,Sinhala,Roman Catholic,Never Married,School,Passed Grade 4,Engaged in economic activity,No,520.4915453,2008
11,1,1,111,111010,10,1,1,1,8,Yes,Other Relative,Female,15,11,3,1,Sinhala,Buddhist,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,520.4915453,2015
11,1,2,111,111011,5,1,1,1,1,Yes,Head of the household,Male,82,11,36,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 12,Engaged in economic activity,Yes,329.3981013,1982
11,1,2,111,111011,5,1,1,1,2,Yes,Wife/Husband,Female,83,11,35,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,329.3981013,1983
11,1,2,111,111011,5,1,1,1,3,Yes,Son/Daughter,Male,8,9,10,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 5,Engaged in economic activity,No,329.3981013,2008
11,1,2,111,111011,5,1,1,1,4,Yes,Son/Daughter,Female,11,6,7,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 1,Engaged in economic activity,No,329.3981013,2011
11,1,2,111,111011,5,1,1,1,5,Yes,Other Relative,Male,98,8,20,1,Sri Lankan Moors/Muslim,Islam,Never Married,Does not attend,Passed Grade 12,Engaged in economic activity,Yes,329.3981013,1998
11,1,1,111,111012,2,1,1,1,1,Yes,Head of the household,Male,74,7,44,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed Grade 8,Engaged in economic activity,Yes,416.3426786,1974
11,1,1,111,111012,2,1,1,1,2,Yes,Wife/Husband,Female,68,10,50,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,416.3426786,1968
11,1,1,111,111012,2,1,1,1,3,Yes,Son/Daughter,Female,99,3,19,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,416.3426786,1999
11,1,1,111,111012,8,1,1,1,1,Yes,Head of the household,Male,61,7,57,1,Sinhala,Other Christian,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,416.3426786,1961
11,1,1,111,111012,8,1,1,1,2,Yes,Wife/Husband,Female,66,7,52,1,Sinhala,Other Christian,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,Yes,416.3426786,1966
11,1,1,111,111012,8,1,1,1,3,Yes,Son/Daughter,Female,89,11,29,1,Sinhala,Other Christian,Never Married,Does not attend,Passed Degree,Engaged in economic activity,Yes,416.3426786,1989
11,1,1,111,111012,8,1,1,1,4,Yes,Son/Daughter,Female,93,5,25,1,Sinhala,Other Christian,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,416.3426786,1993
11,1,1,111,111012,8,1,1,1,5,Yes,Son/Daughter,Female,95,6,23,1,Sinhala,Other Christian,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,416.3426786,1995
11,1,2,111,111013,5,1,1,1,1,Yes,Head of the household,Male,28,7,90,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Post Graduate Degree/Diploma,"Retired (Private, no pension)",No,377.492039,1928
11,1,2,111,111013,5,1,1,1,2,Yes,Wife/Husband,Female,43,2,76,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,377.492039,1943
11,1,2,111,111014,1,1,1,1,1,Yes,Head of the household,Female,81,8,37,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed Grade 5,Student,No,302.930336,1981
11,1,2,111,111014,1,1,1,1,2,Now,Wife/Husband,Male,70,2,49,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,No,302.930336,1970
11,1,2,111,111014,1,1,1,1,3,Yes,Son/Daughter,Female,4,8,14,1,Sri Lankan Tamil,Hindu,Never Married,School,Passed Grade 9,Engaged in economic activity,No,302.930336,2004
11,1,2,111,111014,1,1,1,1,4,Yes,Son/Daughter,Male,6,10,12,1,Sri Lankan Tamil,Hindu,Never Married,School,Passed Grade 7,Engaged in economic activity,No,302.930336,2006
11,1,2,111,111014,1,1,1,1,5,Yes,Son/Daughter,Male,12,10,6,1,Sri Lankan Tamil,Hindu,Never Married,School,Passed Grade 1,Engaged in economic activity,No,302.930336,2012
11,1,2,111,111014,6,1,1,1,1,Yes,Head of the household,Male,54,4,64,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 8,Engaged in economic activity,Yes,302.930336,1954
11,1,2,111,111014,6,1,1,1,2,Yes,Wife/Husband,Female,67,4,51,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 7,Student,No,302.930336,1967
11,1,2,111,111014,6,1,1,1,3,Yes,Son/Daughter,Male,91,3,27,1,Sri Lankan Moors/Muslim,Islam,Never Married,Does not attend,Passed Grade 10,Seeking work,No,302.930336,1991
11,1,2,111,111014,6,1,1,1,4,Now,Son/Daughter,Male,94,4,24,1,Sri Lankan Moors/Muslim,Islam,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,No,302.930336,1994
11,1,2,111,111014,6,1,1,1,5,Yes,Son/Daughter,Female,97,12,21,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,302.930336,1997
11,1,2,111,111014,6,1,1,1,6,Yes,Other Relative,Male,90,1,29,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 7,Engaged in economic activity,Yes,302.930336,1990
11,2,2,112,111015,1,1,1,1,1,Yes,Head of the household,Male,76,2,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,282.8495883,1976
11,2,2,112,111015,1,1,1,1,2,Yes,Wife/Husband,Female,76,3,42,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,282.8495883,1976
11,2,2,112,111015,1,1,1,1,3,Yes,Son/Daughter,Female,5,3,13,1,Sinhala,Buddhist,Never Married,School,Passed Grade 8,Engaged in economic activity,No,282.8495883,2005
11,2,2,112,111015,1,1,1,1,4,Yes,Son/Daughter,Female,8,3,10,1,Sinhala,Buddhist,Never Married,School,Passed Grade 5,Engaged in economic activity,No,282.8495883,2008
11,2,2,112,111015,1,1,1,1,5,Yes,Son/Daughter,Female,12,9,6,1,Sinhala,Buddhist,Never Married,School,Passed Grade 1,Engaged in economic activity,No,282.8495883,2012
11,2,2,112,111015,1,1,1,1,6,Yes,Parent of head/spouse,Female,42,5,76,1,Sinhala,Buddhist,Divorced,Does not attend,Passed Grade 7,Engaged in economic activity,Yes,282.8495883,1942
11,2,2,112,111015,5,1,1,1,1,Yes,Head of the household,Female,39,11,79,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 2,Other,No,282.8495883,1939
11,2,2,112,111015,5,1,1,1,2,Yes,Son/Daughter,Male,64,2,55,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,282.8495883,1964
11,2,2,112,111015,5,1,1,1,3,Yes,Other Relative,Female,71,11,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,282.8495883,1971
11,2,2,112,111015,5,1,1,1,4,Yes,Other Relative,Female,93,7,25,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Seeking work,No,282.8495883,1993
11,1,2,111,111016,1,1,1,1,1,Yes,Head of the household,Male,72,8,46,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,359.9276815,1972
11,1,2,111,111016,1,1,1,1,2,Yes,Wife/Husband,Female,76,4,42,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,"Retired (Private, no pension)",No,359.9276815,1976
11,1,2,111,111016,1,1,1,1,3,Yes,Parent of head/spouse,Female,37,12,81,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 2,Other,No,359.9276815,1937
11,1,2,111,111016,1,1,1,1,4,Yes,Other Relative,Female,57,9,61,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,359.9276815,1957
11,1,2,111,111016,5,1,1,1,1,Yes,Head of the household,Male,65,5,53,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,359.9276815,1965
11,1,2,111,111016,5,1,1,1,2,Yes,Wife/Husband,Female,71,12,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,359.9276815,1971
11,1,2,111,111016,5,1,1,1,3,Yes,Son/Daughter,Female,99,4,19,1,Sinhala,Buddhist,Never Married,School,Passed Grade 12,Too old / Disabled,No,359.9276815,1999
11,1,2,111,111016,5,1,1,1,4,Yes,Son/Daughter,Male,3,9,15,1,Sinhala,Buddhist,Never Married,School,Passed Grade 10,Too old / Disabled,No,359.9276815,2003
11,1,2,111,111016,10,1,1,1,1,Yes,Head of the household,Male,71,9,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Retired (Government pension),Yes,359.9276815,1971
11,1,2,111,111016,10,1,1,1,2,Yes,Wife/Husband,Female,75,9,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,359.9276815,1975
11,1,2,111,111016,10,1,1,1,3,Yes,Son/Daughter,Female,99,10,19,1,Sinhala,Buddhist,Never Married,Other educational institution,Passed Grade 12,Too old / Disabled,No,359.9276815,1999
11,1,2,111,111016,10,1,1,1,4,Yes,Son/Daughter,Female,6,6,12,1,Sinhala,Buddhist,Never Married,School,Passed Grade 7,Engaged in economic activity,No,359.9276815,2006
11,2,2,112,111017,2,1,1,1,1,Yes,Head of the household,Male,66,10,52,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1966
11,2,2,112,111017,2,1,1,1,2,Yes,Wife/Husband,Female,71,4,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1971
11,2,2,112,111017,2,1,1,1,3,Yes,Son/Daughter,Male,90,6,28,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1990
11,2,2,112,111017,2,1,1,1,4,Yes,Other Relative,Female,94,12,24,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1994
11,2,2,112,111017,2,1,1,1,5,Yes,Other Relative,Male,92,2,27,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1992
11,2,2,112,111017,2,1,1,1,6,Yes,Other Relative,Female,94,4,24,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1994
11,2,2,112,111017,6,1,1,1,1,Yes,Head of the household,Female,65,1,54,1,Sinhala,Buddhist,Widowed,Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,253.0556124,1965
11,2,2,112,111017,6,1,1,1,2,Yes,Son/Daughter,Female,90,4,28,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1990
11,2,2,112,111017,6,1,1,1,3,Yes,Son/Daughter,Male,93,4,25,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1993
11,2,2,112,111017,6,1,1,1,4,Yes,Son/Daughter,Male,95,8,23,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,253.0556124,1995
11,1,2,111,111018,4,1,1,1,1,Yes,Head of the household,Male,89,2,30,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,363.8841058,1989
