district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,r2_school_education,type_of_school,grade_this_year,grade_last_year,distance,transport_medium,time_to_school,noschooling_reason,reason_leave_school,when_stop_schooling
21,1-2,12,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,13,12,6,5,30, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 7,*,1,Walking,4,School too far away,_missing_,9,8,6,5,30, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,11,10,2,3,8, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 2,*,1,Walking,4,School too far away,_missing_,2,1,4,5,15, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 7,*,1,Walking,2,School too far away,_missing_,2,1,1,3,10, , , 
21,1,4,PSU_RECODED_OTHER,Grade 9,*,1,Walking,3,School too far away,_missing_,9,8,2,4,15, , , 
21,1,4,PSU_RECODED_OTHER,Grade 9,*,1,Walking,4,School too far away,_missing_,6,5,1,4,10, , , 
21,1-2,12,PSU_RECODED_342,Grade 2,*,1,Walking,2,School too far away,_missing_,6,5,5,6,25, , , 
21,1-2,4,PSU_RECODED_305,Grade 1,*,1,Walking,3,School too far away,_missing_,13,12,3,6,20, , , 
21,1-2,4,PSU_RECODED_305,Grade 1,*,1,Walking,4,School too far away,_missing_,7,6,3,6,20, , , 
21,1-2,4,PSU_RECODED_305,Grade 5,*,1,Walking,3,School too far away,_missing_,3,2,1,6,15, , , 
21,1-2,12,PSU_RECODED_692,Grade 10,*,1,Walking,2,School too far away,_missing_,12,11,4,6,20, , , 
21,1-2,12,PSU_RECODED_692,Grade 10,*,1,Walking,3,School too far away,_missing_,11,10,4,6,20, , , 
21,1-2,5,PSU_RECODED_682,Grade 1,*,1,Walking,3,School too far away,_missing_,13,12,19,6,60, , , 
21,1-2,5,PSU_RECODED_682,Grade 1,*,1,Walking,4,School too far away,_missing_,12,11,4,6,30, , , 
21,1-2,5,PSU_RECODED_682,Grade 1,*,1,Walking,5,School too far away,_missing_,8,7,4,5,20, , , 
21,1-2,5,PSU_RECODED_838,Grade 1,*,1,Walking,3,School too far away,_missing_,4,3,2,6,20, , , 
21,1-2,5,PSU_RECODED_838,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,1,6,20, , , 
21,1-2,5,PSU_RECODED_783,Grade 6,*,1,Walking,5,School too far away,_missing_,4,3,0,1,10, , , 
21,1-2,5,PSU_RECODED_783,Grade 6,*,1,Walking,6,School too far away,_missing_,1,19,0,1,10, , , 
21,1-2,5,PSU_RECODED_783,Grade 10,*,1,Walking,4,School too far away,_missing_,10,9,0,1,20, , , 
21,1-2,5,PSU_RECODED_783,Grade 10,*,1,Walking,5,School too far away,_missing_,3,2,0,1,20, , , 
21,1-2,6,PSU_RECODED_54,Grade 9,*,1,Walking,3,School too far away,_missing_,11,10,2,6,20, , , 
21,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2018
21,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,4,School too far away,_missing_,12,11,1,1,25, , , 
21,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,5,School too far away,_missing_,4,3,0,1,20, , , 
21,1-2,6,PSU_RECODED_OTHER,Grade 10,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2018
21,1-2,7,PSU_RECODED_613,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2017
21,1,1,PSU_RECODED_264,Grade 3,*,1,Walking,3,School too far away,_missing_,13,12,6,6,30, , , 
21,1,1,PSU_RECODED_264,Grade 3,*,1,Walking,4,School too far away,_missing_,8,7,10,5,40, , , 
21,1,1,PSU_RECODED_264,Grade 3,*,1,Walking,5,School too far away,_missing_,7,6,6,5,30, , , 
21,1,1,PSU_RECODED_264,Grade 8,*,1,Walking,3,Financial problems,_missing_, , , , , ,9, , 
21,1-2,7,PSU_RECODED_53,Grade 2,*,1,Walking,3,School too far away,_missing_,13,12,12,5,30, , , 
21,1-2,7,PSU_RECODED_53,Grade 2,*,1,Walking,4,School too far away,_missing_,11,10,12,5,30, , , 
21,1-2,1,PSU_RECODED_572,Grade 2,*,1,Walking,6,School too far away,_missing_,5,4,2,3,15, , , 
21,1-2,1,PSU_RECODED_572,Grade 2,*,1,Walking,7,School too far away,_missing_,1,19,2,3,15, , , 
21,1-2,1,PSU_RECODED_572,Grade 10,*,1,Walking,6,School too far away,_missing_,11,10,1,3,15, , , 
21,1-2,8,PSU_RECODED_620,Grade 8,*,1,Walking,3,School too far away,_missing_,10,9,2,1,20, , , 
21,1-2,8,PSU_RECODED_620,Grade 8,*,1,Walking,4,School too far away,_missing_,7,6,2,1,20, , , 
21,1-2,8,PSU_RECODED_620,Grade 8,*,1,Walking,5,School too far away,_missing_,3,2,2,1,20, , , 
21,1-2,2,PSU_RECODED_5,Grade 3,*,1,Walking,3,School too far away,_missing_,11,10,2,5,10, , , 
21,1-2,2,PSU_RECODED_5,Grade 3,*,1,Walking,4,School too far away,_missing_,5,4,2,5,10, , , 
21,1-2,2,PSU_RECODED_5,Grade 8,*,1,Walking,4,School too far away,_missing_,9,8,3,3,15, , , 
21,1-2,2,PSU_RECODED_5,Grade 8,*,1,Walking,5,School too far away,_missing_,5,4,3,3,15, , , 
21,1-2,8,PSU_RECODED_103,Grade 2,*,1,Walking,4,School too far away,_missing_,7,6,5,5,35, , , 
21,1-2,8,PSU_RECODED_103,Grade 7,*,1,Walking,4,School too far away,_missing_,1,19,5,3,25, , , 
21,1-2,2,PSU_RECODED_196,Grade 10,*,1,Walking,6,House keeping / Family business,_missing_, , , , , , ,9,2015
21,1-2,8,PSU_RECODED_774,Grade 7,*,1,Walking,2,School too far away,_missing_,13,12,8,6,60, , , 
21,1-2,8,PSU_RECODED_774,Grade 7,*,1,Walking,3,School too far away,_missing_,10,9,2,5,15, , , 
21,1-2,8,PSU_RECODED_774,Grade 7,*,1,Walking,4,School too far away,_missing_,7,6,2,5,15, , , 
21,1-2,2,PSU_RECODED_877,Grade 10,*,1,Walking,3,School too far away,_missing_,1,19,5,2,20, , , 
21,1-2,9,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,9,8,0,1,20, , , 
21,1-2,9,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,4,3,0,1,20, , , 
21,1-2,3,PSU_RECODED_350,Grade 2,*,1,Walking,3,School too far away,_missing_,4,3,0,1,5, , , 
21,1,9,PSU_RECODED_47,Grade 2,*,1,Walking,2,School too far away,_missing_,8,7,3,3,20, , , 
21,1,9,PSU_RECODED_47,Grade 2,*,1,Walking,3,School too far away,_missing_,6,5,3,3,20, , , 
21,1-2,9,PSU_RECODED_867,Grade 4,*,1,Walking,3,School too far away,_missing_,10,9,8,5,30, , , 
21,1-2,9,PSU_RECODED_867,Grade 4,*,1,Walking,4,School too far away,_missing_,5,4,16,5,45, , , 
21,1-2,3,PSU_RECODED_823,Grade 4,*,1,Walking,3,School too far away,_missing_,12,11,6,2,45, , , 
21,1-2,3,PSU_RECODED_823,Grade 4,*,1,Walking,4,School too far away,_missing_,11,10,6,2,45, , , 
21,1-2,3,PSU_RECODED_823,Grade 4,*,1,Walking,5,School too far away,_missing_,5,4,0,1,10, , , 
21,1-2,3,PSU_RECODED_823,Grade 4,*,1,Walking,6,School too far away,_missing_,3,2,0,1,10, , , 
21,1-2,3,PSU_RECODED_823,Grade 8,*,1,Walking,3,School too far away,_missing_,6,5,0,3,10, , , 
21,1-2,3,PSU_RECODED_823,Grade 8,*,1,Walking,4,School too far away,_missing_,2,1,0,3,10, , , 
21,1-2,10,PSU_RECODED_820,Grade 3,*,1,Walking,3,School too far away,_missing_,11,10,1,5,10, , , 
21,1-2,10,PSU_RECODED_820,Grade 3,*,1,Walking,4,School too far away,_missing_,8,7,3,5,15, , , 
21,1-2,10,PSU_RECODED_820,Grade 10,*,1,Walking,3,School too far away,_missing_,12,11,8,5,30, , , 
21,1-2,10,PSU_RECODED_820,Grade 10,*,1,Walking,4,School too far away,_missing_,8,7,8,5,30, , , 
21,1-2,10,PSU_RECODED_656,Grade 5,*,1,Walking,2,School too far away,_missing_,6,5,3,3,15, , , 
21,1-2,10,PSU_RECODED_656,Grade 9,*,1,Walking,4,School too far away,_missing_,7,6,3,3,15, , , 
21,1,4,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,1,19,1,3,10, , , 
21,1-2,4,PSU_RECODED_OTHER,Grade 6,*,1,Walking,4,School too far away,_missing_,3,2,4,5,20, , , 
21,1-2,11,PSU_RECODED_OTHER,Grade 2,*,1,Walking,2,School too far away,_missing_,9,8,2,1,10, , , 
21,1-2,11,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,3,2,2,1,5, , , 
21,1-2,11,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,11,10,1,1,5, , , 
21,1-2,11,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,3,2,1,1,5, , , 
21,1-2,5,PSU_RECODED_106,Grade 2,*,1,Walking,5,School too far away,_missing_,4,3,2,3,10, , , 
21,1-2,12,PSU_RECODED_670,Grade 5,*,1,Walking,3,School too far away,_missing_,13,12,25,6,60, , , 
21,1-2,12,PSU_RECODED_670,Grade 5,*,1,Walking,4,School too far away,_missing_,9,8,1,1,20, , , 
21,1-2,12,PSU_RECODED_670,Grade 5,*,1,Walking,5,School too far away,_missing_,6,5,1,1,20, , , 
21,1-2,6,PSU_RECODED_659,Grade 9,*,1,Walking,3,School too far away,_missing_,12,11,4,3,30, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,6,5,0,2,10, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,2,1,0,2,10, , , 
21,1-2,12,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,11,10,8,5,60, , , 
21,1-2,7,PSU_RECODED_831,Grade 3,*,1,Walking,3,School too far away,_missing_,6,5,4,3,20, , , 
21,1,7,PSU_RECODED_787,Grade 1,*,1,Walking,5,School too far away,_missing_,10,9,2,5,10, , , 
21,1,7,PSU_RECODED_787,Grade 1,*,1,Walking,6,School too far away,_missing_,5,4,2,5,10, , , 
21,1-2,8,PSU_RECODED_604,Grade 1,*,1,Walking,3,School too far away,_missing_,3,2,2,1,45, , , 
21,1-2,8,PSU_RECODED_58,Grade 7,*,1,Walking,4,School too far away,_missing_,12,11,6,6,40, , , 
21,1-2,8,PSU_RECODED_58,Grade 7,*,1,Walking,5,School too far away,_missing_,4,3,1,1,15, , , 
21,1-2,8,PSU_RECODED_346,Grade 1,*,1,Walking,3,School too far away,_missing_,7,6,0,1,15, , , 
21,1-2,9,PSU_RECODED_741,Grade 4,*,1,Walking,2,School too far away,_missing_,10,9,1,1,30, , , 
21,1-2,9,PSU_RECODED_741,Grade 7,*,1,Walking,3,School too far away,_missing_,7,6,1,2,20, , , 
21,1-2,9,PSU_RECODED_741,Grade 7,*,1,Walking,4,School too far away,_missing_,1,19,1,1,30, , , 
21,1-2,9,PSU_RECODED_474,Grade 9,*,1,Walking,2,School too far away,_missing_,10,9,1,6,20, , , 
21,1-2,9,PSU_RECODED_117,Grade 7,*,1,Walking,3,School too far away,_missing_,11,10,1,1,18, , , 
21,1-2,9,PSU_RECODED_117,Grade 7,*,1,Walking,4,School too far away,_missing_,3,2,1,1,18, , , 
21,1-2,10,PSU_RECODED_830,Grade 3,*,1,Walking,3,School too far away,_missing_,13,12,2,6,10, , , 
21,1-2,10,PSU_RECODED_791,Grade 3,*,1,Walking,3,School too far away,_missing_,5,4,13,5,45, , , 
21,1-2,10,PSU_RECODED_791,Grade 7,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2019
21,1-2,10,PSU_RECODED_791,Grade 7,*,1,Walking,4,School too far away,_missing_,11,10,1,1,15, , , 
21,1-2,10,PSU_RECODED_791,Grade 7,*,1,Walking,5,School too far away,_missing_,9,8,1,1,15, , , 
21,1-2,10,PSU_RECODED_791,Grade 7,*,1,Walking,6,School too far away,_missing_,7,6,1,1,15, , , 
21,1-2,10,PSU_RECODED_791,Grade 7,*,1,Walking,7,School too far away,_missing_,5,4,1,1,15, , , 
21,1-2,11,PSU_RECODED_127,Grade 3,*,1,Walking,5,School too far away,_missing_,6,5,0,1,5, , , 
21,1-2,11,PSU_RECODED_127,Grade 3,*,1,Walking,6,School too far away,_missing_,4,3,0,1,5, , , 
21,1-2,11,PSU_RECODED_127,Grade 3,*,1,Walking,7,Financial problems,_missing_, , , , , ,7, , 
21,1-2,11,PSU_RECODED_393,Grade 1,*,1,Walking,3,School too far away,_missing_,7,6,1,1,10, , , 
21,1-2,11,PSU_RECODED_393,Grade 1,*,1,Walking,4,School too far away,_missing_,4,3,1,1,10, , , 
21,1-2,11,PSU_RECODED_393,Grade 1,*,1,Walking,5,School too far away,_missing_,1,19,1,1,10, , , 
21,1-2,12,PSU_RECODED_908,Grade 3,*,1,Walking,2,School too far away,_missing_,8,7,5,6,20, , , 
21,1-2,12,PSU_RECODED_908,Grade 3,*,1,Walking,3,School too far away,_missing_,3,2,20,5,80, , , 
21,1-2,12,PSU_RECODED_908,Grade 8,*,1,Walking,4,School too far away,_missing_,9,8,8,6,25, , , 
21,1-2,12,PSU_RECODED_908,Grade 8,*,1,Walking,5,School too far away,_missing_,2,1,8,6,25, , , 
21,1,12,PSU_RECODED_641,Grade 1,*,1,Walking,3,School too far away,_missing_,12,11,4,4,15, , , 
21,1,12,PSU_RECODED_641,Grade 1,*,1,Walking,4,School too far away,_missing_,8,7,3,4,15, , , 
21,1,12,PSU_RECODED_641,Grade 5,*,1,Walking,2,School too far away,_missing_,13,12,1,4,10, , , 
21,1,12,PSU_RECODED_641,Grade 5,*,1,Walking,3,School too far away,_missing_,12,11,1,4,10, , , 
21,1,12,PSU_RECODED_641,Grade 9,*,1,Walking,3,School too far away,_missing_,3,2,4,4,15, , , 
22,1-2,1,PSU_RECODED_58,Grade 7,*,1,Walking,2,School too far away,_missing_,4,3,7,5,30, , , 
22,1-2,2,PSU_RECODED_634,Grade 1,*,1,Walking,7,School too far away,_missing_,2,1,3,6,10, , , 
22,1-2,2,PSU_RECODED_634,Grade 6,*,1,Walking,4,School too far away,_missing_,10,9,12,6,45, , , 
22,1-2,2,PSU_RECODED_634,Grade 6,*,1,Walking,5,School too far away,_missing_,6,5,12,6,45, , , 
22,1-2,2,PSU_RECODED_634,Grade 6,*,1,Walking,6,School too far away,_missing_,1,19,4,6,30, , , 
22,1-2,1,PSU_RECODED_513,Grade 1,*,1,Walking,3,School too far away,_missing_,12,11,15,6,40, , , 
22,1-2,1,PSU_RECODED_513,Grade 1,*,1,Walking,4,School too far away,_missing_,5,4,15,6,40, , , 
22,1-2,2,PSU_RECODED_751,Grade 8,*,1,Walking,4,School too far away,_missing_,3,2,3,3,10, , , 
22,1-2,1,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2013
22,1-2,1,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,13,12,4,6,30, , , 
22,1-2,3,PSU_RECODED_96,Grade 5,*,1,Walking,3,School too far away,_missing_,5,4,1,1,30, , , 
22,1-2,3,PSU_RECODED_96,Grade 5,*,1,Walking,4,School too far away,_missing_,2,1,1,3,30, , , 
22,1-2,2,PSU_RECODED_638,Grade 5,*,1,Walking,4,School too far away,_missing_,11,10,20,6,60, , , 
22,1-2,4,PSU_RECODED_118,Grade 3,*,1,Walking,3,School too far away,_missing_,9,8,16,5,40, , , 
22,1-2,4,PSU_RECODED_118,Grade 3,*,1,Walking,4,School too far away,_missing_,8,7,16,5,40, , , 
22,1-2,3,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,7,6,18,5,45, , , 
22,1-2,4,PSU_RECODED_601,Grade 9,*,1,Walking,3,School too far away,_missing_,3,2,2,3,15, , , 
22,1-2,5,PSU_RECODED_OTHER,Grade 3,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2016
22,1-2,5,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,6,5,8,3,20, , , 
22,1-2,4,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,10,9,2,6,15, , , 
22,1-2,6,PSU_RECODED_885,Grade 4,*,1,Walking,7,School too far away,_missing_,3,2,0,1,10, , , 
22,1-2,6,PSU_RECODED_885,Grade 8,*,1,Walking,4,School too far away,_missing_,5,4,0,1,10, , , 
22,1-2,7,PSU_RECODED_897,Grade 4,*,1,Walking,3,School too far away,_missing_,4,3,2,5,10, , , 
22,1-2,6,PSU_RECODED_272,Grade 2,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,2,2013
22,1-2,6,PSU_RECODED_272,Grade 2,*,1,Walking,5,School too far away,_missing_,6,5,5,2,6, , , 
22,1-2,7,PSU_RECODED_OTHER,Grade 4,*,1,Walking,2,School too far away,_missing_,4,3,1,1,15, , , 
22,1-2,7,PSU_RECODED_OTHER,Grade 8,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2018
22,1-2,6,PSU_RECODED_704,Grade 2,*,1,Walking,2,School too far away,_missing_,11,10,2,1,20, , , 
22,1-2,6,PSU_RECODED_704,Grade 2,*,1,Walking,3,School too far away,_missing_,7,6,2,1,20, , , 
22,1,8,PSU_RECODED_OTHER,Grade 10,*,1,Walking,5,School too far away,_missing_,13,12,2,6,10, , , 
22,1-2,7,PSU_RECODED_581,Grade 3,*,1,Walking,2,School too far away,_missing_,9,8,1,5,10, , , 
22,1-2,7,PSU_RECODED_581,Grade 3,*,1,Walking,3,School too far away,_missing_,5,4,1,5,10, , , 
22,1-2,9,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,8,7,2,2,15, , , 
22,1-2,9,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,2,1,2,3,15, , , 
22,1-2,9,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2018
22,1-2,8,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,5,4,7,6,35, , , 
22,1-2,8,PSU_RECODED_247,Grade 3,*,1,Walking,4,School too far away,_missing_,9,8,0,1,10, , , 
22,1-2,8,PSU_RECODED_247,Grade 7,*,1,Walking,3,School too far away,_missing_,3,2,1,3,10, , , 
22,1-2,10,PSU_RECODED_76,Grade 1,*,1,Walking,3,School too far away,_missing_,10,9,1,3,5, , , 
22,1-2,10,PSU_RECODED_76,Grade 1,*,1,Walking,4,School too far away,_missing_,5,4,1,3,5, , , 
22,1-2,10,PSU_RECODED_76,Grade 1,*,1,Walking,5,School too far away,_missing_,3,2,1,3,5, , , 
22,1-2,10,PSU_RECODED_76,Grade 5,*,1,Walking,2,School too far away,_missing_,2,1,1,3,10, , , 
22,1,9,PSU_RECODED_154,Grade 9,*,1,Walking,3,School too far away,_missing_,12,11,3,4,10, , , 
22,1,9,PSU_RECODED_154,Grade 9,*,1,Walking,4,School too far away,_missing_,8,7,2,4,10, , , 
22,1-2,11,PSU_RECODED_656,Grade 1,*,1,Walking,4,School too far away,_missing_,10,9,1,1,20, , , 
22,1-2,11,PSU_RECODED_656,Grade 1,*,1,Walking,5,School too far away,_missing_,5,4,1,1,20, , , 
22,1-2,11,PSU_RECODED_656,Grade 9,*,1,Walking,3,School too far away,_missing_,10,9,0,1,10, , , 
22,1-2,11,PSU_RECODED_656,Grade 9,*,1,Walking,4,School too far away,_missing_,3,2,0,3,8, , , 
22,1-2,10,PSU_RECODED_435,Grade 9,*,1,Walking,4,School too far away,_missing_,10,9,2,2,15, , , 
22,1-2,12,PSU_RECODED_86,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,3,2017
22,1-2,12,PSU_RECODED_86,Grade 8,*,1,Walking,4,School too far away,_missing_,10,9,3,2,10, , , 
22,1-2,10,PSU_RECODED_697,Grade 7,*,1,Walking,3,School too far away,_missing_,10,9,1,6,15, , , 
22,1-2,10,PSU_RECODED_697,Grade 7,*,1,Walking,4,School too far away,_missing_,7,6,1,6,15, , , 
22,1-2,10,PSU_RECODED_697,Grade 7,*,1,Walking,5,School too far away,_missing_,3,2,1,6,15, , , 
22,1-2,12,PSU_RECODED_285,Grade 1,*,1,Walking,3,School too far away,_missing_,12,11,15,6,45, , , 
22,1-2,12,PSU_RECODED_285,Grade 1,*,1,Walking,4,School too far away,_missing_,7,6,1,1,20, , , 
22,1-2,12,PSU_RECODED_285,Grade 1,*,1,Walking,5,School too far away,_missing_,3,2,1,1,20, , , 
22,1-2,11,PSU_RECODED_220,Grade 2,*,1,Walking,4,School too far away,_missing_,3,2,1,3,15, , , 
22,1-2,11,PSU_RECODED_220,Grade 6,*,1,Walking,3,School too far away,_missing_,1,19,0,1,10, , , 
22,1-2,11,PSU_RECODED_220,Grade 10,*,1,Walking,3,School too far away,_missing_,1,19,0,1,10, , , 
22,1-2,12,PSU_RECODED_69,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,99,2018
22,1-2,12,PSU_RECODED_69,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,9,2018
22,1-2,1,PSU_RECODED_47,Grade 2,*,1,Walking,3,School too far away,_missing_,11,10,2,1,15, , , 
22,1-2,1,PSU_RECODED_47,Grade 2,*,1,Walking,4,School too far away,_missing_,7,6,2,1,15, , , 
22,1-2,1,PSU_RECODED_47,Grade 6,*,1,Walking,3,School too far away,_missing_,10,9,0,1,15, , , 
22,1-2,1,PSU_RECODED_47,Grade 6,*,1,Walking,4,School too far away,_missing_,4,3,0,1,15, , , 
22,1-2,1,PSU_RECODED_47,Grade 10,*,1,Walking,2,School too far away,_missing_,6,5,2,6,15, , , 
22,1-2,2,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,3,3,2,3,20, , , 
22,1-2,2,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,1,19,2,3,20, , , 
22,1-2,2,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,10,9,1,3,10, , , 
22,1-2,2,PSU_RECODED_750,Grade 2,*,1,Walking,3,School too far away,_missing_,3,2,3,5,15, , , 
22,1,3,PSU_RECODED_453,Grade 7,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,8,2017
22,1-2,4,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,6,5,0,1,10, , , 
22,1-2,4,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,4,5,30, , , 
22,1-2,4,PSU_RECODED_218,Grade 1,*,1,Walking,3,School too far away,_missing_,3,2,6,5,20, , , 
22,1-2,5,PSU_RECODED_474,Grade 5,*,1,Walking,3,Financial problems,_missing_, , , , , ,6, , 
22,1-2,5,PSU_RECODED_474,Grade 10,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,9,2019
22,1-2,5,PSU_RECODED_474,Grade 10,*,1,Walking,3,School too far away,_missing_,5,4,1,1,25, , , 
22,1,6,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,1,19,3,6,15, , , 
22,1,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,7,6,2,1,30, , , 
22,1,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,4,Financial problems,_missing_, , , , , ,7, , 
22,1-2,7,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,3,2,3,5,30, , , 
22,1-2,7,PSU_RECODED_OTHER,Grade 10,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,99,2018
22,1-2,8,PSU_RECODED_551,Grade 5,*,1,Walking,3,School too far away,_missing_,13,12,30,6,45, , , 
22,1-2,8,PSU_RECODED_551,Grade 5,*,1,Walking,4,School too far away,_missing_,9,8,30,5,60, , , 
22,1-2,9,PSU_RECODED_612,Grade 4,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,2,2018
22,1-2,9,PSU_RECODED_612,Grade 4,*,1,Walking,4,School too far away,_missing_,10,9,0,1,1, , , 
22,1-2,9,PSU_RECODED_612,Grade 4,*,1,Walking,5,School too far away,_missing_,7,6,0,1,1, , , 
22,1-2,9,PSU_RECODED_612,Grade 8,*,1,Walking,5,School too far away,_missing_,10,9,1,1,10, , , 
22,1-2,9,PSU_RECODED_612,Grade 8,*,1,Walking,6,School too far away,_missing_,6,5,1,1,10, , , 
22,1-2,9,PSU_RECODED_289,Grade 3,*,1,Walking,5,School too far away,_missing_,13,12,2,2,10, , , 
22,1-2,9,PSU_RECODED_289,Grade 8,*,1,Walking,3,School too far away,_missing_,4,3,0,1,5, , , 
22,1-2,10,PSU_RECODED_254,Grade 8,*,1,Walking,3,School too far away,_missing_,10,9,10,6,45, , , 
22,1-2,10,PSU_RECODED_254,Grade 8,*,1,Walking,4,School too far away,_missing_,2,1,4,5,30, , , 
22,1,11,PSU_RECODED_734,Grade 3,*,1,Walking,5,School too far away,_missing_,8,7,10,3,20, , , 
22,1,11,PSU_RECODED_734,Grade 3,*,1,Walking,6,School too far away,_missing_,2,1,10,3,20, , , 
22,1,11,PSU_RECODED_734,Grade 9,*,1,Walking,3,School too far away,_missing_,9,8,4,6,15, , , 
22,1-2,12,PSU_RECODED_OTHER,Grade 1,*,1,Walking,6,School too far away,_missing_,11,10,2,5,10, , , 
22,1-2,12,PSU_RECODED_OTHER,Grade 5,*,1,Walking,4,School too far away,_missing_,11,10,2,1,20, , , 
22,1-2,12,PSU_RECODED_OTHER,Grade 5,*,1,Walking,5,School too far away,_missing_,5,4,2,1,20, , , 
22,1-2,1,PSU_RECODED_23,Grade 3,*,1,Walking,3,School too far away,_missing_,8,8,40,6,45, , , 
22,1-2,1,PSU_RECODED_23,Grade 3,*,1,Walking,4,School too far away,_missing_,5,4,40,6,45, , , 
22,1-2,1,PSU_RECODED_762,Grade 1,*,1,Walking,4,School too far away,_missing_,1,19,0,3,5, , , 
22,1-2,1,PSU_RECODED_762,Grade 6,*,1,Walking,3,School too far away,_missing_,3,2,0,1,10, , , 
22,1-2,2,PSU_RECODED_522,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,5,2016
22,1-2,2,PSU_RECODED_522,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,9,2019
22,1,3,PSU_RECODED_758,Grade 6,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,99,2018
22,1,3,PSU_RECODED_758,Grade 6,*,1,Walking,3,School too far away,_missing_,11,10,2,1,30, , , 
22,1,3,PSU_RECODED_758,Grade 6,*,1,Walking,4,School too far away,_missing_,5,4,0,1,15, , , 
22,1,3,PSU_RECODED_758,Grade 6,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,99,2017
22,1-2,3,PSU_RECODED_837,Grade 2,*,1,Walking,3,School too far away,_missing_,6,5,0,1,10, , , 
22,1-2,3,PSU_RECODED_837,Grade 6,*,1,Walking,2,School too far away,_missing_,8,7,0,1,10, , , 
22,1-2,3,PSU_RECODED_837,Grade 10,*,1,Walking,3,School too far away,_missing_,13,12,12,6,45, , , 
22,1-2,3,PSU_RECODED_837,Grade 10,*,1,Walking,4,School too far away,_missing_,11,10,0,1,1, , , 
