district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,r2_school_education,type_of_school,grade_this_year,grade_last_year,distance,transport_medium,time_to_school,noschooling_reason,reason_leave_school,when_stop_schooling
41,1-2,12,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,11,10,1,1,30, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 10,*,1,Walking,5,School too far away,_missing_,8,7,1,1,30, , , 
41,1-2,11,PSU_RECODED_734,Grade 5,*,1,Walking,3,School too far away,_missing_,5,4,0,2,5, , , 
41,1-2,11,PSU_RECODED_734,Grade 9,*,1,Walking,4,School too far away,_missing_,13,12,0,1,10, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,School too far away,_missing_,6,5,1,2,15, , , 
41,1-2,1,PSU_RECODED_825,Grade 2,*,1,Walking,3,School too far away,_missing_,3,2,2,1,15, , , 
41,1-2,1,PSU_RECODED_825,Grade 2,*,1,Walking,4,School too far away,_missing_,2,1,2,1,15, , , 
41,1-2,2,PSU_RECODED_401,Grade 10,*,1,Walking,3,School too far away,_missing_,6,5,7,3,20, , , 
41,1-2,2,PSU_RECODED_401,Grade 10,*,1,Walking,4,School too far away,_missing_,2,1,0,3,5, , , 
41,1,2,PSU_RECODED_624,Grade 2,*,1,Walking,3,School too far away,_missing_,9,8,1,2,15, , , 
41,1,2,PSU_RECODED_624,Grade 2,*,1,Walking,4,School too far away,_missing_,8,7,1,2,15, , , 
41,1,2,PSU_RECODED_624,Grade 2,*,1,Walking,5,School too far away,_missing_,4,3,1,3,10, , , 
41,1-2,4,PSU_RECODED_767,Grade 6,*,1,Walking,2,School too far away,_missing_,5,4,1,2,20, , , 
41,1-2,4,PSU_RECODED_767,Grade 6,*,1,Walking,3,School too far away,_missing_,1,19,4,6,25, , , 
41,1-2,4,PSU_RECODED_303,Grade 5,*,1,Walking,3,School too far away,_missing_,4,3,1,2,15, , , 
41,1-2,4,PSU_RECODED_303,Grade 10,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,3,2017
41,1-2,4,PSU_RECODED_303,Grade 10,*,1,Walking,3,School too far away,_missing_,7,6,12,6,75, , , 
41,1-2,5,PSU_RECODED_207,Grade 9,*,1,Walking,3,School too far away,_missing_,4,3,0,2,5, , , 
41,1-2,5,PSU_RECODED_207,Grade 9,*,1,Walking,4,School too far away,_missing_,2,2,0,2,5, , , 
41,1-2,5,PSU_RECODED_207,Grade 9,*,1,Walking,8,School too far away,_missing_,13,12,6,2,25, , , 
41,1-2,6,PSU_RECODED_229,Grade 1,*,1,Walking,3,School too far away,_missing_,7,6,2,3,15, , , 
41,1-2,7,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,2,1,0,2,5, , , 
41,1,7,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,2,1,0,1,5, , , 
41,1-2,8,PSU_RECODED_OTHER,Grade 5,*,1,Walking,6,School too far away,_missing_,13,12,1,2,10, , , 
41,1-2,9,PSU_RECODED_75,Grade 5,*,1,Walking,3,School too far away,_missing_,9,8,1,2,10, , , 
41,1-2,9,PSU_RECODED_75,Grade 5,*,1,Walking,4,School too far away,_missing_,3,2,1,2,10, , , 
41,1-2,9,PSU_RECODED_75,Grade 9,*,1,Walking,3,School too far away,_missing_,11,10,2,2,10, , , 
41,1-2,9,PSU_RECODED_75,Grade 9,*,1,Walking,4,School too far away,_missing_,7,6,2,2,10, , , 
41,1-2,9,PSU_RECODED_435,Grade 3,*,1,Walking,4,School too far away,_missing_,11,10,3,2,15, , , 
41,1-2,1,PSU_RECODED_103,Grade 7,*,1,Walking,3,School too far away,_missing_,6,5,4,5,20, , , 
41,1-2,12,PSU_RECODED_422,Grade 8,*,1,Walking,3,School too far away,_missing_,5,4,4,3,25, , , 
41,1-2,12,PSU_RECODED_422,Grade 8,*,1,Walking,4,Financial problems,_missing_, , , , , ,7, , 
41,1-2,1,PSU_RECODED_704,Grade 2,*,1,Walking,3,School too far away,_missing_,11,10,2,2,20, , , 
41,1-2,1,PSU_RECODED_704,Grade 2,*,1,Walking,4,School too far away,_missing_,9,8,13,6,40, , , 
41,1-2,1,PSU_RECODED_704,Grade 2,*,1,Walking,5,School too far away,_missing_,7,6,13,6,40, , , 
41,1-2,2,PSU_RECODED_764,Grade 2,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,6,2010
41,1-2,2,PSU_RECODED_764,Grade 2,*,1,Walking,6,School too far away,_missing_,13,12,5,6,30, , , 
41,1-2,2,PSU_RECODED_764,Grade 2,*,1,Walking,7,School too far away,_missing_,1,19,1,3,5, , , 
41,1-2,2,PSU_RECODED_764,Grade 6,*,1,Walking,6,House keeping / Family business,_missing_, , , , , , ,8,2013
41,1-2,4,PSU_RECODED_738,Grade 1,*,1,Walking,3,School too far away,_missing_,10,9,2,1,15, , , 
41,1-2,4,PSU_RECODED_738,Grade 1,*,1,Walking,4,School too far away,_missing_,9,8,2,1,15, , , 
41,1-2,5,PSU_RECODED_806,Grade 4,*,1,Walking,7,House keeping / Family business,_missing_, , , , , , ,3,2017
41,1-2,5,PSU_RECODED_806,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2015
41,1-2,5,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,1,19,2,2,10, , , 
41,1-2,6,PSU_RECODED_98,Grade 6,*,1,Walking,4,School too far away,_missing_,10,9,0,2,10, , , 
41,1-2,6,PSU_RECODED_98,Grade 10,*,1,Walking,3,School too far away,_missing_,10,9,2,2,10, , , 
41,1-2,6,PSU_RECODED_98,Grade 10,*,1,Walking,4,School too far away,_missing_,8,7,2,2,10, , , 
41,1-2,6,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,School too far away,_missing_,4,3,4,3,10, , , 
41,1-2,6,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,3,2,4,3,10, , , 
41,1,7,PSU_RECODED_798,Grade 1,*,1,Walking,6,School too far away,_missing_,12,11,0,2,5, , , 
41,1,7,PSU_RECODED_798,Grade 5,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
41,1,7,PSU_RECODED_798,Grade 5,*,1,Walking,5,School too far away,_missing_,13,12,1,2,10, , , 
41,1-2,8,PSU_RECODED_335,Grade 7,*,1,Walking,3,School too far away,_missing_,10,9,0,2,5, , , 
41,1-2,8,PSU_RECODED_335,Grade 7,*,1,Walking,4,School too far away,_missing_,4,3,2,2,25, , , 
41,1-2,9,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2017
41,1-2,9,PSU_RECODED_OTHER,Grade 7,*,1,Walking,4,School too far away,_missing_,9,8,5,2,30, , , 
41,1-2,9,PSU_RECODED_OTHER,Grade 7,*,1,Walking,5,School too far away,_missing_,7,6,5,2,30, , , 
41,1-2,9,PSU_RECODED_OTHER,Grade 7,*,1,Walking,6,School too far away,_missing_,4,3,2,2,15, , , 
41,1,10,PSU_RECODED_435,Grade 1,*,1,Walking,3,School too far away,_missing_,7,6,6,3,30, , , 
41,1,10,PSU_RECODED_435,Grade 1,*,1,Walking,4,School too far away,_missing_,4,3,2,2,20, , , 
41,1,10,PSU_RECODED_435,Grade 5,*,1,Walking,3,School too far away,_missing_,8,7,10,6,45, , , 
41,1,10,PSU_RECODED_435,Grade 5,*,1,Walking,4,School too far away,_missing_,7,6,10,6,45, , , 
41,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,13,12,2,2,15, , , 
41,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,10,9,0,1,10, , , 
41,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,5,School too far away,_missing_,5,4,0,1,10, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 2,*,1,Walking,2,School too far away,_missing_,12,11,5,6,25, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,10,9,5,6,25, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,12,11,4,6,30, , , 
41,1-2,12,PSU_RECODED_OTHER,Grade 6,*,1,Walking,4,School too far away,_missing_,8,7,4,6,30, , , 
42,1-2,2,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2017
42,1-2,2,PSU_RECODED_OTHER,Grade 6,*,1,Walking,6,House keeping / Family business,_missing_, , , , , , ,9,2017
42,1,3,PSU_RECODED_OTHER,Grade 8,*,1,Walking,2,School too far away,_missing_,8,7,0,3,4, , , 
42,1-2,4,PSU_RECODED_OTHER,Grade 5,*,1,Walking,4,School too far away,_missing_,13,12,1,2,15, , , 
42,1-2,2,PSU_RECODED_335,Grade 4,*,1,Walking,6,School too far away,_missing_,2,1,1,3,10, , , 
42,1-2,2,PSU_RECODED_335,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,3,2015
42,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,2,School too far away,_missing_,9,8,1,1,10, , , 
42,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,7,6,1,1,10, , , 
42,1-2,6,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,1,19,1,1,10, , , 
42,1,4,PSU_RECODED_759,Grade 6,*,1,Walking,2,School too far away,_missing_,8,7,0,3,3, , , 
42,1,4,PSU_RECODED_759,Grade 6,*,1,Walking,3,School too far away,_missing_,5,4,0,3,3, , , 
42,1,4,PSU_RECODED_759,Grade 10,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,2,2017
42,1,4,PSU_RECODED_759,Grade 10,*,1,Walking,4,School too far away,_missing_,7,6,0,2,5, , , 
42,1-2,7,PSU_RECODED_106,Grade 7,*,1,Walking,3,School too far away,_missing_,6,5,2,3,5, , , 
42,1-2,7,PSU_RECODED_106,Grade 7,*,1,Walking,4,School too far away,_missing_,5,4,2,3,5, , , 
42,1-2,7,PSU_RECODED_106,Grade 7,*,1,Walking,5,School too far away,_missing_,1,19,2,3,5, , , 
42,1-2,5,PSU_RECODED_563,Grade 3,*,1,Walking,3,School too far away,_missing_,6,5,1,2,5, , , 
42,1-2,5,PSU_RECODED_563,Grade 3,*,1,Walking,4,School too far away,_missing_,1,19,1,2,5, , , 
42,1-2,8,PSU_RECODED_81,Grade 2,*,1,Walking,3,School too far away,_missing_,2,1,0,1,5, , , 
42,1-2,6,PSU_RECODED_133,Grade 3,*,1,Walking,3,School too far away,_missing_,11,10,3,2,20, , , 
42,1-2,6,PSU_RECODED_133,Grade 3,*,1,Walking,4,School too far away,_missing_,9,8,2,1,20, , , 
42,1-2,6,PSU_RECODED_133,Grade 10,*,1,Walking,3,School too far away,_missing_,3,2,0,1,5, , , 
42,1-2,11,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,10,9,2,6,20, , , 
42,1-2,12,PSU_RECODED_900,Grade 6,*,1,Walking,5,School too far away,_missing_,1,19,0,1,10, , , 
42,1-2,10,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,8,7,7,6,25, , , 
42,1-2,10,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,School too far away,_missing_,6,5,7,6,25, , , 
42,1-2,12,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,10,9,3,6,15, , , 
42,1-2,12,PSU_RECODED_OTHER,Grade 5,*,1,Walking,4,School too far away,_missing_,6,5,3,6,15, , , 
42,1-2,12,PSU_RECODED_OTHER,Grade 5,*,1,Walking,5,School too far away,_missing_,3,2,3,6,15, , , 
42,1-2,3,PSU_RECODED_401,Grade 7,*,1,Walking,3,School too far away,_missing_,8,7,0,1,5, , , 
42,1-2,3,PSU_RECODED_401,Grade 7,*,1,Walking,4,School too far away,_missing_,2,1,0,1,5, , , 
42,1-2,4,PSU_RECODED_330,Grade 1,*,1,Walking,5,School too far away,_missing_,1,19,3,3,15, , , 
42,1-2,4,PSU_RECODED_330,Grade 6,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,6,2017
42,1,7,PSU_RECODED_785,Grade 5,*,1,Walking,8,School too far away,_missing_,2,1,0,3,5, , , 
42,1,7,PSU_RECODED_785,Grade 10,*,1,Walking,4,School too far away,_missing_,2,1,0,1,5, , , 
42,1-2,9,PSU_RECODED_508,Grade 3,*,1,Walking,3,School too far away,_missing_,7,6,0,1,15, , , 
42,1-2,9,PSU_RECODED_508,Grade 3,*,1,Walking,4,School too far away,_missing_,3,2,0,1,15, , , 
42,1-2,11,PSU_RECODED_852,Grade 5,*,1,Walking,4,School too far away,_missing_,7,6,0,2,5, , , 
42,1-2,2,PSU_RECODED_69,Grade 1,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
42,1-2,2,PSU_RECODED_69,Grade 1,*,1,Walking,5,School too far away,_missing_,12,11,3,1,30, , , 
42,1-2,2,PSU_RECODED_69,Grade 6,*,1,Walking,3,School too far away,_missing_,12,12,6,6,15, , , 
42,1-2,2,PSU_RECODED_69,Grade 6,*,1,Walking,4,School too far away,_missing_,11,10,3,1,30, , , 
42,1-2,2,PSU_RECODED_69,Grade 6,*,1,Walking,5,School too far away,_missing_,10,9,3,1,30, , , 
42,1-2,2,PSU_RECODED_69,Grade 6,*,1,Walking,6,School too far away,_missing_,7,6,3,1,30, , , 
42,1-2,3,PSU_RECODED_546,Grade 4,*,1,Walking,3,School too far away,_missing_,2,1,1,2,20, , , 
42,1-2,3,PSU_RECODED_546,Grade 8,*,1,Walking,2,School too far away,_missing_,12,11,2,2,20, , , 
42,1-2,3,PSU_RECODED_546,Grade 8,*,1,Walking,3,School too far away,_missing_,8,7,2,2,20, , , 
42,1-2,5,PSU_RECODED_774,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,2,2016
42,1-2,5,PSU_RECODED_774,Grade 8,*,1,Walking,4,School too far away,_missing_,10,9,7,6,8, , , 
42,1-2,5,PSU_RECODED_774,Grade 8,*,1,Walking,5,School too far away,_missing_,7,6,3,6,8, , , 
42,1,6,PSU_RECODED_53,Grade 3,*,1,Walking,4,School too far away,_missing_,13,12,2,1,20, , , 
42,1,6,PSU_RECODED_53,Grade 3,*,1,Walking,5,School too far away,_missing_,10,9,2,1,20, , , 
42,1,6,PSU_RECODED_53,Grade 9,*,1,Walking,3,School too far away,_missing_,9,8,2,2,15, , , 
42,1-2,7,PSU_RECODED_450,Grade 2,*,1,Walking,3,School too far away,_missing_,6,5,0,1,15, , , 
42,1-2,7,PSU_RECODED_450,Grade 2,*,1,Walking,4,School too far away,_missing_,4,3,0,1,15, , , 
42,1-2,7,PSU_RECODED_450,Grade 2,*,1,Walking,5,Financial problems,_missing_, , , , , ,7, , 
42,1-2,7,PSU_RECODED_450,Grade 10,*,1,Walking,3,School too far away,_missing_,11,10,4,2,30, , , 
42,1-2,7,PSU_RECODED_450,Grade 10,*,1,Walking,4,School too far away,_missing_,8,7,4,6,15, , , 
42,1-2,7,PSU_RECODED_450,Grade 10,*,1,Walking,5,School too far away,_missing_,5,4,2,1,30, , , 
42,1-2,9,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,7,6,0,1,5, , , 
42,1-2,9,PSU_RECODED_OTHER,Grade 5,*,1,Walking,4,School too far away,_missing_,5,4,0,1,5, , , 
42,1-2,9,PSU_RECODED_OTHER,Grade 5,*,1,Walking,5,School too far away,_missing_,2,1,0,1,5, , , 
42,1-2,9,PSU_RECODED_OTHER,Grade 9,*,1,Walking,5,School too far away,_missing_,7,6,0,1,5, , , 
42,1-2,10,PSU_RECODED_126,Grade 8,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,99,2017
42,1-2,10,PSU_RECODED_126,Grade 8,*,1,Walking,4,School too far away,_missing_,10,9,2,1,30, , , 
42,1-2,10,PSU_RECODED_126,Grade 8,*,1,Walking,5,School too far away,_missing_,6,5,2,1,30, , , 
42,1-2,10,PSU_RECODED_126,Grade 8,*,1,Walking,6,Financial problems,_missing_, , , , , ,7, , 
42,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,13,12,1,3,10, , , 
43,1-2,2,PSU_RECODED_43,Grade 4,*,1,Walking,3,School too far away,_missing_,4,3,1,3,6, , , 
43,1-2,2,PSU_RECODED_43,Grade 4,*,1,Walking,4,Financial problems,_missing_, , , , , ,7, , 
43,1-2,2,PSU_RECODED_43,Grade 8,*,1,Walking,3,School too far away,_missing_,11,10,4,3,20, , , 
43,1-2,2,PSU_RECODED_43,Grade 8,*,1,Walking,4,School too far away,_missing_,11,10,0,1,5, , , 
43,1-2,3,PSU_RECODED_752,Grade 2,*,1,Walking,3,School too far away,_missing_,7,6,2,6,15, , , 
43,1-2,3,PSU_RECODED_752,Grade 2,*,1,Walking,4,School too far away,_missing_,3,2,0,1,6, , , 
43,1-2,1,PSU_RECODED_883,Grade 4,*,1,Walking,3,School too far away,_missing_,10,9,2,3,10, , , 
43,1-2,1,PSU_RECODED_883,Grade 4,*,1,Walking,4,School too far away,_missing_,6,5,2,3,10, , , 
43,1-2,1,PSU_RECODED_883,Grade 4,*,1,Walking,5,School too far away,_missing_,2,1,2,3,10, , , 
43,1-2,1,PSU_RECODED_883,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2017
43,1-2,1,PSU_RECODED_883,Grade 8,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,99,2017
43,1-2,4,PSU_RECODED_111,Grade 6,*,1,Walking,3,School too far away,_missing_,5,4,4,3,10, , , 
43,1-2,4,PSU_RECODED_111,Grade 6,*,1,Walking,4,School too far away,_missing_,1,19,4,3,10, , , 
43,1-2,4,PSU_RECODED_111,Grade 10,*,1,Walking,5,School too far away,_missing_,1,19,4,3,15, , , 
43,1-2,2,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
43,1-2,5,PSU_RECODED_663,Grade 2,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2017
43,1-2,5,PSU_RECODED_663,Grade 2,*,1,Walking,4,School too far away,_missing_,10,9,2,1,15, , , 
43,1-2,5,PSU_RECODED_663,Grade 2,*,1,Walking,5,School too far away,_missing_,8,7,2,1,15, , , 
43,1-2,5,PSU_RECODED_663,Grade 6,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,2,2017
43,1-2,5,PSU_RECODED_663,Grade 6,*,1,Walking,3,School too far away,_missing_,8,7,9,6,40, , , 
43,1-2,6,PSU_RECODED_183,Grade 2,*,1,Walking,3,School too far away,_missing_,8,7,5,3,10, , , 
43,1-2,6,PSU_RECODED_183,Grade 10,*,1,Walking,3,School too far away,_missing_,10,9,3,3,10, , , 
43,1-2,6,PSU_RECODED_183,Grade 10,*,1,Walking,4,School too far away,_missing_,5,4,3,3,10, , , 
43,1,5,PSU_RECODED_OTHER,Grade 6,*,1,Walking,2,School too far away,_missing_,7,6,0,3,2, , , 
43,1,5,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,2,1,0,3,5, , , 
43,1-2,8,PSU_RECODED_95,Grade 4,*,1,Walking,5,School too far away,_missing_,13,12,0,1,4, , , 
43,1-2,8,PSU_RECODED_95,Grade 4,*,1,Walking,7,School too far away,_missing_,9,8,0,1,4, , , 
43,1-2,8,PSU_RECODED_95,Grade 4,*,1,Walking,8,School too far away,_missing_,4,3,0,1,4, , , 
43,1-2,8,PSU_RECODED_95,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2017
43,1-2,6,PSU_RECODED_374,Grade 2,*,1,Walking,4,School too far away,_missing_,6,5,2,3,10, , , 
43,1-2,6,PSU_RECODED_374,Grade 2,*,1,Walking,5,School too far away,_missing_,3,1,2,3,10, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,11,10,0,1,3, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,9,8,0,1,3, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 10,*,1,Walking,5,School too far away,_missing_,6,5,0,1,3, , , 
43,1-2,7,PSU_RECODED_900,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,99,2018
43,1-2,7,PSU_RECODED_900,Grade 8,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,99,2018
43,1-2,7,PSU_RECODED_900,Grade 8,*,1,Walking,6,School too far away,_missing_,9,8,1,1,10, , , 
43,1-2,7,PSU_RECODED_900,Grade 8,*,1,Walking,7,School too far away,_missing_,6,5,1,2,10, , , 
43,1-2,7,PSU_RECODED_900,Grade 8,*,1,Walking,8,School too far away,_missing_,1,19,0,2,4, , , 
43,1-2,10,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,School too far away,_missing_,9,8,2,2,10, , , 
43,1-2,10,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,4,3,1,2,4, , , 
43,1-2,10,PSU_RECODED_OTHER,Grade 7,*,1,Walking,4,School too far away,_missing_,1,19,1,2,4, , , 
43,1-2,8,PSU_RECODED_900,Grade 6,*,1,Walking,4,School too far away,_missing_,8,7,8,6,40, , , 
43,1-2,8,PSU_RECODED_900,Grade 10,*,1,Walking,3,School too far away,_missing_,3,2,2,2,10, , , 
43,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,99,2018
43,1-2,11,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,12,11,4,2,30, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,10,9,7,6,30, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 2,*,1,Walking,4,School too far away,_missing_,1,19,2,1,15, , , 
43,1-2,9,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2017
43,1-2,11,PSU_RECODED_195,Grade 4,*,1,Walking,3,School too far away,_missing_,12,11,9,6,25, , , 
43,1-2,12,PSU_RECODED_864,Grade 2,*,1,Walking,3,School too far away,_missing_,5,4,0,1,5, , , 
43,1-2,12,PSU_RECODED_864,Grade 2,*,1,Walking,4,School too far away,_missing_,4,3,0,1,5, , , 
43,1-2,12,PSU_RECODED_864,Grade 2,*,1,Walking,5,Financial problems,_missing_, , , , , ,7, , 
43,1-2,3,PSU_RECODED_195,Grade 2,*,1,Walking,3,School too far away,_missing_,5,4,3,6,10, , , 
43,1-2,3,PSU_RECODED_195,Grade 2,*,1,Walking,4,School too far away,_missing_,1,19,3,6,10, , , 
43,1-2,4,PSU_RECODED_667,Grade 4,*,1,Walking,3,School too far away,_missing_,11,10,3,5,30, , , 
43,1-2,4,PSU_RECODED_667,Grade 4,*,1,Walking,4,School too far away,_missing_,8,7,3,5,30, , , 
43,1-2,4,PSU_RECODED_667,Grade 4,*,1,Walking,5,School too far away,_missing_,6,5,3,5,30, , , 
43,1-2,4,PSU_RECODED_667,Grade 4,*,1,Walking,6,School too far away,_missing_,3,2,0,1,10, , , 
43,1-2,4,PSU_RECODED_667,Grade 8,*,1,Walking,2,School too far away,_missing_,11,10,4,5,30, , , 
43,1-2,4,PSU_RECODED_667,Grade 8,*,1,Walking,3,School too far away,_missing_,3,2,0,1,10, , , 
43,1-2,5,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,9,8,0,2,5, , , 
43,1-2,5,PSU_RECODED_OTHER,Grade 5,*,1,Walking,5,School too far away,_missing_,12,11,0,2,5, , , 
43,1-2,5,PSU_RECODED_OTHER,Grade 9,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2019
43,1,6,PSU_RECODED_672,Grade 5,*,1,Walking,2,School too far away,_missing_,6,5,1,3,8, , , 
43,1,6,PSU_RECODED_672,Grade 5,*,1,Walking,3,School too far away,_missing_,2,1,1,3,8, , , 
43,1-2,7,PSU_RECODED_61,Grade 3,*,1,Walking,4,School too far away,_missing_,8,7,4,3,15, , , 
43,1-2,7,PSU_RECODED_61,Grade 3,*,1,Walking,5,School too far away,_missing_,2,1,1,3,5, , , 
43,1-2,7,PSU_RECODED_61,Grade 3,*,1,Walking,6,School too far away,_missing_,7,6,4,3,15, , , 
43,1-2,7,PSU_RECODED_61,Grade 7,*,1,Walking,3,School too far away,_missing_,3,2,1,3,5, , , 
43,1-2,9,PSU_RECODED_634,Grade 3,*,1,Walking,3,School too far away,_missing_,10,9,0,1,5, , , 
43,1-2,9,PSU_RECODED_634,Grade 3,*,1,Walking,4,School too far away,_missing_,6,5,0,1,5, , , 
43,1-2,9,PSU_RECODED_634,Grade 7,*,1,Walking,3,School too far away,_missing_,10,9,0,1,5, , , 
43,1,10,PSU_RECODED_51,Grade 4,*,1,Walking,4,School too far away,_missing_,11,10,2,6,15, , , 
43,1,10,PSU_RECODED_51,Grade 9,*,1,Walking,3,School too far away,_missing_,1,19,3,3,15, , , 
43,1-2,12,PSU_RECODED_403,Grade 1,*,1,Walking,3,School too far away,_missing_,2,1,2,3,10, , , 
43,1-2,12,PSU_RECODED_403,Grade 6,*,1,Walking,3,School too far away,_missing_,9,8,4,5,15, , , 
43,1-2,12,PSU_RECODED_403,Grade 6,*,1,Walking,4,School too far away,_missing_,6,5,1,2,12, , , 
43,1-2,12,PSU_RECODED_403,Grade 6,*,1,Walking,5,School too far away,_missing_,1,19,1,2,12, , , 
43,1-2,1,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,13,12,0,5,10, , , 
43,1-2,1,PSU_RECODED_OTHER,Grade 5,*,1,Walking,4,School too far away,_missing_,11,10,0,5,10, , , 
43,1,2,PSU_RECODED_5,Grade 2,*,1,Walking,3,School too far away,_missing_,6,5,1,3,5, , , 
43,1,2,PSU_RECODED_5,Grade 2,*,1,Walking,4,School too far away,_missing_,3,2,1,3,5, , , 
43,1,3,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2018
43,1-2,4,PSU_RECODED_604,Grade 2,*,1,Walking,3,School too far away,_missing_,13,12,2,3,10, , , 
43,1-2,4,PSU_RECODED_604,Grade 2,*,1,Walking,4,School too far away,_missing_,11,10,2,3,10, , , 
43,1-2,4,PSU_RECODED_604,Grade 7,*,1,Walking,3,School too far away,_missing_,1,19,2,3,10, , , 
43,1-2,6,PSU_RECODED_682,Grade 2,*,1,Walking,3,School too far away,_missing_,2,1,3,2,30, , , 
43,1-2,6,PSU_RECODED_682,Grade 10,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,6,2016
43,1-2,6,PSU_RECODED_682,Grade 10,*,1,Walking,6,School too far away,_missing_,11,10,4,1,30, , , 
43,1-2,7,PSU_RECODED_829,Grade 5,*,1,Walking,3,School too far away,_missing_,2,1,0,1,10, , , 
43,1,8,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,7,6,0,1,10, , , 
43,1,8,PSU_RECODED_OTHER,Grade 8,*,1,Walking,2,School too far away,_missing_,7,6,3,6,20, , , 
43,1,8,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,School too far away,_missing_,2,1,1,2,10, , , 
43,1,9,PSU_RECODED_405,Grade 7,*,1,Walking,5,School too far away,_missing_,6,5,0,1,8, , , 
