row_index,anon_id,orig_id,pred_prob,feature,feature_value,shap_value
0,1.0,1.0,0.9358555155824982,euclidean_distance,0.0,0.02833619466694725
0,1.0,1.0,0.9358555155824982,manhattan_distance,0.0,0.028336194666947263
0,1.0,1.0,0.9358555155824982,cosine_similarity,1.0,0.021427590448433103
0,1.0,1.0,0.9358555155824982,sector_diff,0.0,0.01813930533204011
0,1.0,1.0,0.9358555155824982,sector_equal,1.0,0.018139305332039956
0,1.0,1.0,0.9358555155824982,distance_match,0.0,-0.013256382667164501
0,1.0,1.0,0.9358555155824982,r2_school_education_match,1.0,0.005118134046005305
0,1.0,1.0,0.9358555155824982,type_of_school_match,1.0,0.0
0,1.0,1.0,0.9358555155824982,overall_similarity,1.0,0.16984201330802176
0,1.0,1.0,0.9358555155824982,distance_diff,0.0,0.02318120146812338
0,1.0,1.0,0.9358555155824982,distance_equal,1.0,0.13761693974860878
1,36.0,36.0,0.9358555155824982,euclidean_distance,0.0,0.02833619466694725
1,36.0,36.0,0.9358555155824982,manhattan_distance,0.0,0.028336194666947263
1,36.0,36.0,0.9358555155824982,cosine_similarity,1.0,0.021427590448433103
1,36.0,36.0,0.9358555155824982,sector_diff,0.0,0.01813930533204011
1,36.0,36.0,0.9358555155824982,sector_equal,1.0,0.018139305332039956
1,36.0,36.0,0.9358555155824982,distance_match,0.0,-0.013256382667164501
1,36.0,36.0,0.9358555155824982,r2_school_education_match,1.0,0.005118134046005305
1,36.0,36.0,0.9358555155824982,type_of_school_match,1.0,0.0
1,36.0,36.0,0.9358555155824982,overall_similarity,1.0,0.16984201330802176
1,36.0,36.0,0.9358555155824982,distance_diff,0.0,0.02318120146812338
1,36.0,36.0,0.9358555155824982,distance_equal,1.0,0.13761693974860878
2,17.0,17.0,0.9358555155824982,euclidean_distance,0.0,0.02833619466694725
2,17.0,17.0,0.9358555155824982,manhattan_distance,0.0,0.028336194666947263
2,17.0,17.0,0.9358555155824982,cosine_similarity,1.0,0.021427590448433103
2,17.0,17.0,0.9358555155824982,sector_diff,0.0,0.01813930533204011
2,17.0,17.0,0.9358555155824982,sector_equal,1.0,0.018139305332039956
2,17.0,17.0,0.9358555155824982,distance_match,0.0,-0.013256382667164501
2,17.0,17.0,0.9358555155824982,r2_school_education_match,1.0,0.005118134046005305
