pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal
454,1,454.0,454.0,71124.00004217986,71128.0,0.9999997139469132,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,71124.0,0.0,0.0,0.0,0.0
455,1,455.0,455.0,719.0125172762989,725.0,0.9999999980253569,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0
456,1,456.0,456.0,82201.00135034852,82221.0,-0.138669986106853,14.0,0.0,5.0,0,1.0,0,0.0,0.0,0.0,82201.0,0.0,0.0,0.0,0.0
457,1,457.0,457.0,34986.00367289754,35003.0,0.9999999681284004,16.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,34986.0,0.0,0.0,0.0,0.0
458,1,458.0,458.0,5.196152422706632,7.0,0.9909737562151918,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,1,459.0,459.0,35990.00002778549,35992.0,0.9999999958958504,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,35990.0,0.0,0.0,0.0,0.0
460,1,460.0,460.0,47114.000275926475,47120.0,-0.11924379276334496,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47114.0,0.0,0.0,0.0,0.0
461,1,461.0,461.0,49213.000010159914,49214.0,-0.08747945980207028,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,49213.0,0.0,0.0,0.0,0.0
462,1,462.0,462.0,2.23606797749979,3.0,0.9962355338282461,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
463,1,463.0,463.0,16.06237840420901,18.0,0.957459272340956,16.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,1,464.0,464.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
465,1,465.0,465.0,60101.00031613451,60109.0,-0.06196741720177901,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,60101.0,0.0,0.0,0.0,0.0
466,1,466.0,466.0,2.449489742783178,4.0,0.9913657288354102,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,1,467.0,467.0,8.12403840463596,10.0,0.21535276082326615,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,1,468.0,468.0,5.916079783099616,9.0,0.8948134764793885,3.0,0.0,5.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,1,469.0,469.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
470,1,470.0,470.0,14970.000066800267,14972.0,0.9999999988229828,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14970.0,0.0,0.0,0.0,0.0
471,1,471.0,471.0,32988.00001515703,32989.0,0.9999999942396461,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,32988.0,0.0,0.0,0.0,0.0
472,1,472.0,472.0,4.0,4.0,0.9959289952477496,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
473,1,473.0,473.0,3.3166247903554,5.0,0.9670913609804876,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,1,474.0,474.0,1.4142135623730951,2.0,0.9622504486493763,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
475,1,475.0,475.0,76872.0000325216,76875.0,0.99999991069774,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,76872.0,0.0,0.0,0.0,0.0
476,1,476.0,476.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
477,1,477.0,477.0,64192.00028819791,64199.0,-0.0517826217183599,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,64192.0,0.0,0.0,0.0,0.0
478,1,478.0,478.0,4.242640687119285,6.0,0.9891485542304925,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,1,479.0,479.0,28105.000071161714,28107.0,0.9999998811643412,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,28105.0,0.0,0.0,0.0,0.0
480,1,480.0,480.0,2.0,2.0,0.9990248656871403,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
481,1,481.0,481.0,1.4142135623730951,2.0,0.9773756483025023,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
482,1,482.0,482.0,13.0,13.0,0.10814761408717499,13.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
483,1,483.0,483.0,6.164414002968976,8.0,0.9596350717327242,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,1,484.0,484.0,6.164414002968976,8.0,0.9994056463070785,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,1,485.0,485.0,21698.000599133553,21704.0,0.9999999962582328,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,21698.0,0.0,0.0,0.0,0.0
486,1,486.0,486.0,10796.000416821036,10799.0,-0.09591384495377087,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,10796.0,0.0,0.0,0.0,0.0
487,1,487.0,487.0,85212.00012322208,85219.0,-0.08464469689008292,4.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,85212.0,0.0,0.0,0.0,0.0
488,1,488.0,488.0,8.12403840463596,10.0,0.5722930891116554,8.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,1,489.0,489.0,2.23606797749979,3.0,0.9977330595821321,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
490,1,490.0,490.0,12.206555615733702,15.0,-0.02075242687882306,12.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,1,491.0,491.0,4.58257569495584,7.0,0.9991745768300444,4.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,1,492.0,492.0,46413.00001077284,46414.0,-0.07467054922087146,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,46413.0,0.0,0.0,0.0,0.0
493,1,493.0,493.0,17890.000027948576,17891.0,0.9999999989399068,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,17890.0,0.0,0.0,0.0,0.0
494,1,494.0,494.0,1.0,1.0,0.9971391490106831,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
495,1,495.0,495.0,3.1622776601683795,4.0,0.9981384792243287,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
496,1,496.0,496.0,1511.0082726444618,1516.0,0.9999999952243521,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,1511.0,0.0,0.0,0.0,0.0
497,1,497.0,497.0,1.0,1.0,0.9997959808200741,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
498,1,498.0,498.0,2.0,2.0,0.9997313633262475,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
499,1,499.0,499.0,4.123105625617661,5.0,0.9557896392964647,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
500,1,500.0,500.0,8.246211251235321,10.0,0.862775561664445,8.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
501,1,501.0,501.0,99999.000500005,100009.0,-0.07555963301009605,10.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,99999.0,0.0,0.0,0.0,0.0
502,1,502.0,502.0,5.0,5.0,0.982223965423513,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
503,1,503.0,503.0,84302.00006524163,84307.0,-0.10706881442598704,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,84302.0,0.0,0.0,0.0,0.0
504,1,504.0,504.0,14102.000638207332,14108.0,-0.08107060950334977,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,14102.0,0.0,0.0,0.0,0.0
505,1,505.0,505.0,4.242640687119285,6.0,0.9986310739646674,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,1,506.0,506.0,14102.000070911927,14104.0,-0.09646731053112578,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0
507,1,507.0,507.0,2.449489742783178,4.0,0.5773502691896257,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,1,508.0,508.0,1.4142135623730951,2.0,0.8,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1,509.0,509.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
510,1,510.0,510.0,10.04987562112089,11.0,0.9600156738532383,10.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
511,1,511.0,511.0,12.041594578792296,13.0,-0.17972128867239734,12.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
512,1,512.0,512.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
513,1,513.0,513.0,76190.0000328127,76193.0,0.9999994524708168,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,76190.0,0.0,0.0,0.0,0.0
514,1,514.0,514.0,9.0,9.0,0.9429541672723838,9.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
515,1,515.0,515.0,1.4142135623730951,2.0,0.8660254037844387,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
516,1,516.0,516.0,10402.00129782726,10409.0,-0.07480794308236982,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,10402.0,0.0,0.0,0.0,0.0
517,1,517.0,517.0,2.449489742783178,4.0,0.9941348467724342,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,1,518.0,518.0,47112.000042452026,47114.0,-0.09827776088135831,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,47112.0,0.0,0.0,0.0,0.0
519,1,519.0,519.0,77303.00000646805,77304.0,-0.09565128620774632,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,77303.0,0.0,0.0,0.0,0.0
520,1,520.0,520.0,7.14142842854285,9.0,0.816496580927726,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,1,521.0,521.0,45014.00027769138,45019.0,0.9999344262507962,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,45014.0,0.0,0.0,0.0,0.0
522,1,522.0,522.0,5.196152422706632,7.0,0.0,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,1,523.0,523.0,2.23606797749979,3.0,0.9890939683907077,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
524,1,524.0,524.0,46512.00006449949,46516.0,-0.08845519457330941,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,46512.0,0.0,0.0,0.0,0.0
525,1,525.0,525.0,1.4142135623730951,2.0,0.9622504486493763,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
526,1,526.0,526.0,41002.00060972635,41010.0,-0.07609864908067343,7.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,41002.0,0.0,0.0,0.0,0.0
527,1,527.0,527.0,3.1622776601683795,4.0,0.9920930482734592,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
528,1,528.0,528.0,32582.000076729484,32585.0,0.9999998085319785,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,32582.0,0.0,0.0,0.0,0.0
529,1,529.0,529.0,2.0,2.0,0.9990248656871403,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
530,1,530.0,530.0,42903.00005827098,42906.0,-0.07469285162184325,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,42903.0,0.0,0.0,0.0,0.0
531,1,531.0,531.0,1.4142135623730951,2.0,1.0,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,1,532.0,532.0,21.213203435596427,28.0,0.9999999964642619,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,20.0,0.0,0.0,0.0,0.0
533,1,533.0,533.0,1.0,1.0,0.9954039000135861,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
534,1,534.0,534.0,4.242640687119285,6.0,0.975342893301088,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,1,535.0,535.0,4.123105625617661,5.0,0.9401267913629436,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
536,1,536.0,536.0,6.082762530298219,7.0,0.9548052767612699,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
537,1,537.0,537.0,8.602325267042627,12.0,0.8093829222005104,8.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1,538.0,538.0,5.477225575051661,8.0,0.6666666666666666,5.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,1,539.0,539.0,1.4142135623730951,2.0,0.9883720930232558,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
540,1,540.0,540.0,2.0,2.0,0.9979402655783318,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
541,1,541.0,541.0,78301.00000638561,78302.0,-0.0969859315045416,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,78301.0,0.0,0.0,0.0,0.0
542,1,542.0,542.0,2.23606797749979,3.0,0.9977330595821321,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
543,1,543.0,543.0,5.0990195135927845,6.0,0.985056581721225,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
544,1,544.0,544.0,4.0,4.0,0.9978684405404065,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
545,1,545.0,545.0,1.0,1.0,0.9486832980505138,0.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
546,1,546.0,546.0,5.0990195135927845,8.0,0.9210518958842315,4.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,1,547.0,547.0,47814.00150583509,47826.0,-0.5773261004073045,12.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,47814.0,0.0,0.0,0.0,0.0
548,1,548.0,548.0,3.0,3.0,0.9718447714777033,0.0,1.0,3.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
549,1,549.0,549.0,46308.0010905243,46319.0,-0.2884132973452833,10.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,46308.0,0.0,0.0,0.0,0.0
550,1,550.0,550.0,9.055385138137417,10.0,0.9882871850048919,9.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
551,1,551.0,551.0,44298.00030475416,44305.0,0.99999999699857,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,44298.0,0.0,0.0,0.0,0.0
552,1,552.0,552.0,36079.00037417888,36086.0,0.9999999992042259,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,36079.0,0.0,0.0,0.0,0.0
553,1,553.0,553.0,11.445523142259598,15.0,0.9502621934663978,11.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,1,554.0,554.0,35990.00023617672,35995.0,0.9999999987222175,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,35990.0,0.0,0.0,0.0,0.0
555,1,555.0,555.0,1.4142135623730951,2.0,0.8333333333333334,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
556,1,556.0,556.0,3.3166247903554,5.0,0.9913694342812615,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,1,557.0,557.0,1.4142135623730951,2.0,0.9975513188954508,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
558,1,558.0,558.0,82114.00012178191,82120.0,-0.10832256763790249,4.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,82114.0,0.0,0.0,0.0,0.0
559,1,559.0,559.0,7.615773105863909,10.0,0.7126966450997984,7.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
560,1,560.0,560.0,13.076696830622021,15.0,0.1356127007241621,13.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,1,561.0,561.0,49223.0001726835,49228.0,-0.13108501557263352,4.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0
562,1,562.0,562.0,1.0,1.0,0.9961473712924414,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
563,1,563.0,563.0,14102.001311870596,14109.0,-0.13040312610522364,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,14102.0,0.0,0.0,0.0,0.0
564,1,564.0,564.0,1.4142135623730951,2.0,0.9967657002470139,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
565,1,565.0,565.0,3.7416573867739413,6.0,0.9613982246195845,2.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,1,566.0,566.0,2.23606797749979,3.0,0.9945274832335643,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
567,1,567.0,567.0,8230.00103280674,8235.0,0.9999999977513186,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,8230.0,0.0,0.0,0.0,0.0
568,1,568.0,568.0,6.082762530298219,7.0,0.07106690545187011,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
569,1,569.0,569.0,27332.000018293576,27333.0,-0.07447323616311419,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,27332.0,0.0,0.0,0.0,0.0
570,1,570.0,570.0,7.0710678118654755,8.0,0.9791300486523296,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
571,1,571.0,571.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
572,1,572.0,572.0,41004.00001219393,41005.0,-0.13849917915042154,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,41004.0,0.0,0.0,0.0,0.0
573,1,573.0,573.0,1.4142135623730951,2.0,0.9912407071619304,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
574,1,574.0,574.0,13.038404810405298,14.0,0.6922935180190629,13.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
575,1,575.0,575.0,2.23606797749979,3.0,0.9934225958834144,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
576,1,576.0,576.0,16.278820596099706,19.0,0.8899935330882369,16.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
577,1,577.0,577.0,52102.0,52102.0,0.9999999890454541,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,52102.0,0.0,0.0,0.0,0.0
578,1,578.0,578.0,10508.00190331159,10516.0,-0.11835108482782042,6.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,10508.0,0.0,0.0,0.0,0.0
579,1,579.0,579.0,6.082762530298219,7.0,0.7795794428691073,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
580,1,580.0,580.0,1.4142135623730951,2.0,0.9929145645409454,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
581,1,581.0,581.0,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
582,1,582.0,582.0,44006.000022724176,44008.0,0.9999998017757122,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,44006.0,0.0,0.0,0.0,0.0
583,1,583.0,583.0,5.916079783099616,9.0,0.8675328468813838,5.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,1,584.0,584.0,6.082762530298219,7.0,0.9459922805717786,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
585,1,585.0,585.0,6.164414002968976,8.0,0.9946231302144499,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,1,586.0,586.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
587,1,587.0,587.0,5.0,5.0,0.9974086507360697,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
588,1,588.0,588.0,1.7320508075688772,3.0,0.9945813044586097,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,1,589.0,589.0,71112.00037968275,71122.0,0.9999999178118758,7.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,71112.0,0.0,0.0,0.0,0.0
590,1,590.0,590.0,52071.00015363638,52075.0,0.999999972391634,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,52071.0,0.0,0.0,0.0,0.0
591,1,591.0,591.0,5.196152422706632,7.0,0.9515226836973145,5.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,1,592.0,592.0,1.0,1.0,0.9999202901437497,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
593,1,593.0,593.0,7.14142842854285,9.0,0.9572518457526565,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,1,594.0,594.0,66123.00000756167,66124.0,-0.08066180687340951,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,66123.0,0.0,0.0,0.0,0.0
595,1,595.0,595.0,7287.000343076704,7290.0,0.9999999996670137,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,7287.0,0.0,0.0,0.0,0.0
596,1,596.0,596.0,6.082762530298219,7.0,0.9548052767612699,6.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
597,1,597.0,597.0,1.0,1.0,0.9961473712924414,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
598,1,598.0,598.0,10.04987562112089,11.0,0.9688274404877578,10.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
599,1,599.0,599.0,84941.00000588644,84942.0,0.9999615423474324,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,84941.0,0.0,0.0,0.0,0.0
600,1,600.0,600.0,96093.00025496134,96100.0,-0.3162211834924862,7.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,96093.0,0.0,0.0,0.0,0.0
601,1,601.0,601.0,2.23606797749979,3.0,0.9893579801288096,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
602,1,602.0,602.0,49223.0000203157,49225.0,-0.09559581742443579,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0
603,1,603.0,603.0,1.4142135623730951,2.0,0.9930739280865574,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
604,1,604.0,604.0,2119.0,2119.0,0.9999999999561828,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,2119.0,0.0,0.0,0.0,0.0
605,1,605.0,605.0,3.7416573867739413,6.0,0.9728557981918609,3.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1,606.0,606.0,5.0990195135927845,6.0,0.985056581721225,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
607,1,607.0,607.0,1.4142135623730951,2.0,0.9929145645409454,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
608,1,608.0,608.0,3.1622776601683795,4.0,0.927156518610985,0.0,1.0,3.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
609,1,609.0,609.0,49223.000010157855,49224.0,-0.09692533677798876,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,49223.0,0.0,0.0,0.0,0.0
610,1,610.0,610.0,86110.00000580652,86111.0,-0.07544189931935641,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,86110.0,0.0,0.0,0.0,0.0
611,1,611.0,611.0,2.23606797749979,3.0,0.9934225958834144,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
612,1,612.0,612.0,79905.00005631687,79910.0,-0.08375744843006938,2.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,79905.0,0.0,0.0,0.0,0.0
613,1,613.0,613.0,13.038404810405298,14.0,-0.19867985355975648,13.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
614,1,614.0,614.0,83571.00000598293,83572.0,0.9999993920729362,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,83571.0,0.0,0.0,0.0,0.0
615,1,615.0,615.0,47798.00151679984,47811.0,0.9999991087948645,12.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,47798.0,0.0,0.0,0.0,0.0
